[20181229_153340 / libfx_2.py:2910] 
##################################################
Source csv	: 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135340.(m-01).20180926_205209.csv
Pair	: EURJPY
Period	: H1
##################################################
a0[0]	a0[1].dateTime	close	BB.main	BB.+1	BB.+2	

1	2018.01.02 11:00	135.496	135.371	135.513	135.656
1	2018.01.02 13:00	135.350	135.394	135.495	135.597
1	2018.01.03 10:00	135.290	135.303	135.402	135.501
1	2018.01.03 17:00	135.140	135.229	135.424	135.619
1	2018.01.03 19:00	135.105	135.197	135.385	135.574
1	2018.01.03 21:00	135.214	135.175	135.357	135.538
1	2018.01.04 19:00	136.165	135.636	135.990	136.343
1	2018.01.05 02:00	136.205	135.913	136.220	136.526
1	2018.01.05 15:00	136.449	136.278	136.425	136.572
1	2018.01.05 17:00	136.292	136.294	136.431	136.568
1	2018.01.05 19:00	136.333	136.318	136.431	136.544
1	2018.01.08 03:00	136.258	136.309	136.433	136.557
1	2018.01.08 12:00	135.792	136.117	136.303	136.490
1	2018.01.09 05:00	134.835	135.325	135.601	135.876
1	2018.01.09 07:00	134.844	135.234	135.511	135.789
1	2018.01.09 10:00	134.825	135.116	135.384	135.652
1	2018.01.09 16:00	134.380	134.867	135.235	135.603
1	2018.01.10 01:00	134.522	134.488	134.711	134.934
1	2018.01.10 04:00	134.116	134.379	134.597	134.816
1	2018.01.10 15:00	133.835	134.003	134.336	134.669
1	2018.01.10 19:00	133.345	133.807	134.147	134.487
1	2018.01.10 22:00	133.159	133.631	133.933	134.234
1	2018.01.11 05:00	133.508	133.411	133.614	133.816
1	2018.01.11 07:00	133.636	133.419	133.625	133.832
1	2018.01.11 12:00	133.364	133.354	133.498	133.642
1	2018.01.11 19:00	134.033	133.622	133.980	134.338
1	2018.01.12 05:00	134.087	133.877	134.177	134.477
1	2018.01.15 18:00	135.581	135.427	135.668	135.909
1	2018.01.16 04:00	136.060	135.630	135.821	136.011
1	2018.01.16 08:00	135.959	135.725	135.921	136.118
1	2018.01.16 14:00	135.429	135.636	135.904	136.172
1	2018.01.16 20:00	135.598	135.612	135.903	136.194
1	2018.01.17 06:00	135.792	135.476	135.664	135.852
1	2018.01.17 17:00	135.540	135.487	135.673	135.858
1	2018.01.18 01:00	135.636	135.533	135.744	135.956
1	2018.01.18 15:00	136.134	135.811	136.008	136.204
1	2018.01.19 05:00	135.956	135.926	136.064	136.201
1	2018.01.19 07:00	135.938	135.934	136.066	136.198
1	2018.01.19 09:00	135.834	135.903	136.016	136.130
1	2018.01.19 11:00	135.880	135.873	135.961	136.049
1	2018.01.19 13:00	135.879	135.869	135.950	136.031
1	2018.01.19 16:00	135.499	135.834	135.989	136.143
1	2018.01.22 04:00	135.531	135.535	135.750	135.965
1	2018.01.22 07:00	135.508	135.482	135.658	135.834
1	2018.01.22 12:00	135.730	135.469	135.611	135.753
1	2018.01.23 12:00	135.499	135.899	136.106	136.313
1	2018.01.23 14:00	135.380	135.845	136.121	136.398
1	2018.01.23 21:00	135.622	135.674	135.939	136.204
1	2018.01.23 23:00	135.620	135.625	135.845	136.066
1	2018.01.24 02:00	135.589	135.586	135.784	135.983
1	2018.01.24 05:00	135.405	135.502	135.621	135.741
1	2018.01.24 07:00	135.502	135.501	135.622	135.742
1	2018.01.24 13:00	135.170	135.461	135.610	135.759
1	2018.01.24 15:00	135.421	135.430	135.588	135.746
1	2018.01.25 11:00	135.518	135.425	135.546	135.666
1	2018.01.25 19:00	135.749	135.553	135.759	135.964
1	2018.01.25 21:00	135.567	135.562	135.765	135.968
1	2018.01.26 05:00	135.949	135.682	135.936	136.191
1	2018.01.26 07:00	135.950	135.731	135.979	136.228
1	2018.01.26 09:00	136.014	135.798	136.007	136.215
1	2018.01.26 19:00	134.913	135.730	136.140	136.550
1	2018.01.29 01:00	135.011	135.443	135.949	136.456
1	2018.01.29 04:00	134.964	135.296	135.783	136.269
1	2018.01.29 09:00	135.107	135.067	135.378	135.690
1	2018.01.29 14:00	134.818	134.954	135.050	135.146
1	2018.01.30 04:00	134.941	134.858	135.026	135.194
1	2018.01.30 15:00	135.113	134.790	135.023	135.256
1	2018.01.30 17:00	135.048	134.797	135.036	135.276
1	2018.01.30 19:00	135.006	134.802	135.045	135.288
1	2018.01.30 21:00	134.932	134.801	135.043	135.285
1	2018.01.30 23:00	134.914	134.808	135.052	135.296
2	2018.01.03 02:00	135.469	135.346	135.477	135.609
2	2018.01.03 15:00	135.042	135.260	135.434	135.609
2	2018.01.04 07:00	135.415	135.160	135.337	135.514
2	2018.01.05 00:00	136.141	135.835	136.167	136.498
2	2018.01.05 10:00	136.456	136.210	136.333	136.457
2	2018.01.05 13:00	136.481	136.246	136.390	136.534
2	2018.01.08 01:00	136.212	136.321	136.444	136.567
2	2018.01.10 13:00	133.744	134.049	134.373	134.697
2	2018.01.15 15:00	135.789	135.373	135.614	135.856
2	2018.01.16 02:00	135.911	135.565	135.734	135.902
2	2018.01.16 23:00	135.436	135.547	135.828	136.109
2	2018.01.17 11:00	135.504	135.529	135.688	135.846
2	2018.01.17 15:00	135.358	135.496	135.676	135.856
2	2018.01.18 09:00	135.783	135.628	135.816	136.005
2	2018.01.19 03:00	135.961	135.910	136.055	136.201
2	2018.01.19 19:00	135.301	135.734	135.979	136.223
2	2018.01.22 10:00	135.622	135.446	135.571	135.696
2	2018.01.23 17:00	135.637	135.759	136.050	136.342
2	2018.01.24 19:00	135.328	135.363	135.502	135.642
2	2018.01.24 23:00	135.482	135.322	135.427	135.533
2	2018.01.25 02:00	135.635	135.341	135.470	135.599
2	2018.01.26 22:00	135.029	135.590	136.076	136.562
2	2018.01.29 07:00	135.050	135.159	135.577	135.994
2	2018.01.30 00:00	134.958	134.886	135.064	135.242
2	2018.01.31 02:00	135.092	134.847	135.089	135.330
2	2018.01.31 05:00	135.268	134.971	135.133	135.295
3	2018.01.02 02:00	135.470	135.083	135.358	135.633
3	2018.01.03 07:00	135.389	135.312	135.411	135.510
3	2018.01.11 03:00	133.470	133.431	133.650	133.869
3	2018.01.11 16:00	134.296	133.479	133.808	134.136
3	2018.01.15 12:00	135.800	135.268	135.485	135.702
3	2018.01.15 23:00	135.563	135.472	135.686	135.901
3	2018.01.16 18:00	135.591	135.610	135.901	136.193
3	2018.01.17 21:00	135.973	135.555	135.775	135.995
3	2018.01.18 13:00	136.222	135.759	135.935	136.111
3	2018.01.23 08:00	136.062	135.916	136.072	136.227
3	2018.01.25 07:00	135.592	135.379	135.533	135.688
3	2018.01.25 16:00	135.953	135.487	135.674	135.861
3	2018.01.26 13:00	136.053	135.834	136.000	136.167
4	2018.01.05 07:00	136.411	136.120	136.284	136.448
4	2018.01.08 19:00	135.442	135.802	136.176	136.550
4	2018.01.12 11:00	134.720	134.092	134.353	134.615
4	2018.01.12 16:00	135.314	134.320	134.787	135.255
4	2018.01.15 08:00	135.349	135.181	135.388	135.595
4	2018.01.17 04:00	135.750	135.450	135.615	135.781
4	2018.01.18 06:00	135.797	135.572	135.781	135.991
4	2018.01.23 03:00	136.134	135.842	136.050	136.258
4	2018.01.26 02:00	136.058	135.615	135.853	136.090
4	2018.01.29 20:00	134.982	134.893	135.073	135.253
4	2018.01.30 13:00	135.105	134.771	134.989	135.206
5	2018.01.02 09:00	135.568	135.325	135.507	135.688
