Pair=EURJPY;Period=M15;Days=4500;Shift=1;Bars=4500;Time=20190214_095445
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;dateTime_Local;s.n.
877;124.635;124.636;124.572;124.604;44.95126386318698;47.37147618849891;124.6742900932115;124.6316450466058;124.5890000000002;124.5463549533945;124.5037099067888;-0.03100000000000591;0.06399999999999295;2019.01.31 23:45;2019.02.01 06:45;1
878;124.674;124.686;124.633;124.634;46.78467250168211;45.71315227732828;124.6816008888847;124.6366004444424;124.5916000000002;124.5465995555579;124.5015991111157;-0.04000000000000625;0.05300000000001148;2019.01.31 23:30;2019.02.01 06:30;2
879;124.666;124.679;124.648;124.674;49.33338360803466;50.52779640803914;124.6946190362608;124.6447095181305;124.5948000000002;124.5448904818699;124.4949809637396;0.008000000000009777;0.03100000000000591;2019.01.31 23:15;2019.02.01 06:15;3
880;124.653;124.682;124.63;124.667;48.87030806169818;45.65229132111653;124.6933969160289;124.6439484580146;124.5945000000002;124.5450515419858;124.4956030839714;0.01399999999999579;0.05200000000000671;2019.01.31 23:00;2019.02.01 06:00;4
881;124.593;124.684;124.556;124.646;47.50286126221282;39.86295793876162;124.7094117660618;124.653580883031;124.5977500000002;124.5419191169694;124.4860882339386;0.05299999999999727;0.1280000000000001;2019.01.31 22:45;2019.02.01 05:45;5
882;124.527;124.602;124.516;124.593;43.90591002752937;33.76136941113371;124.7756986984603;124.6926243492303;124.6095500000002;124.5264756507701;124.44340130154;0.0660000000000025;0.08599999999999852;2019.01.31 22:30;2019.02.01 05:30;6
883;124.508;124.544;124.498;124.526;38.87634067199438;35.37393939182701;124.8398092330875;124.7328546165438;124.6259000000002;124.5189453834565;124.4119907669129;0.01800000000000068;0.04599999999999227;2019.01.31 22:15;2019.02.01 05:15;7
884;124.596;124.605;124.504;124.504;37.11754800657676;40.75808833913493;124.8753273322285;124.7590886661143;124.6428500000002;124.526611333886;124.4103726677719;-0.09199999999999875;0.1009999999999991;2019.01.31 22:00;2019.02.01 05:00;8
885;124.591;124.62;124.579;124.595;41.8494700218811;46.03679284863821;124.8912674586446;124.7745587293224;124.6578500000002;124.541141270678;124.4244325413558;0.004000000000004889;0.04100000000001103;2019.01.31 21:45;2019.02.01 04:45;9
886;124.562;124.592;124.556;124.592;41.61636431641051;47.60869092138142;124.8963870000668;124.7800435000335;124.6637000000002;124.5473564999669;124.4310129999336;0.03000000000000114;0.03600000000000136;2019.01.31 21:30;2019.02.01 04:30;10
887;124.546;124.563;124.533;124.563;39.38495092132595;49.64779549397988;124.9005259725661;124.7850129862831;124.6695000000002;124.5539870137173;124.4384740274343;0.01699999999999591;0.03000000000000114;2019.01.31 21:15;2019.02.01 04:15;11
888;124.59;124.594;124.539;124.547;38.14585974420723;48.29483324945525;124.9013251536036;124.7884125768019;124.6755000000002;124.5625874231985;124.4496748463968;-0.04300000000000637;0.05499999999999261;2019.01.31 21:00;2019.02.01 04:00;12
889;124.582;124.593;124.554;124.59;40.24635362409983;47.23863445116172;124.9011504126545;124.7921002063274;124.6830500000002;124.573999793673;124.4649495873458;0.008000000000009777;0.03900000000000148;2019.01.31 20:45;2019.02.01 03:45;13
890;124.565;124.596;124.524;124.583;39.73313095328499;42.60932069327362;124.9116469285991;124.8023734642996;124.6931000000002;124.5838265357008;124.4745530714013;0.01800000000000068;0.07200000000000273;2019.01.31 20:30;2019.02.01 03:30;14
891;124.607;124.611;124.548;124.564;38.36815257512677;47.29110173423433;124.9186191086154;124.8108095543078;124.7030000000002;124.5951904456926;124.487380891385;-0.04300000000000637;0.06300000000000239;2019.01.31 20:15;2019.02.01 03:15;15
892;124.597;124.61;124.535;124.607;40.33213127893018;46.56415847660904;124.9188248774956;124.8155124387479;124.7122000000002;124.6088875612525;124.5055751225048;0.01000000000000512;0.07500000000000284;2019.01.31 20:00;2019.02.01 03:00;16
893;124.551;124.596;124.547;124.596;39.58052452966446;42.63038573709968;124.9264461594553;124.8242480797278;124.7220500000002;124.6198519202726;124.5176538405451;0.04500000000000171;0.04900000000000659;2019.01.31 19:45;2019.02.01 02:45;17
894;124.554;124.614;124.529;124.549;36.32478743872522;43.24982186897346;124.9412424572827;124.8384962286414;124.7357500000002;124.6330037713589;124.5302575427177;-0.004999999999995453;0.08500000000000796;2019.01.31 19:30;2019.02.01 02:30;18
895;124.592;124.592;124.492;124.554;36.52369110552016;43.30153755207927;124.9417002286387;124.8460251143194;124.7503500000002;124.654674885681;124.5589997713617;-0.0379999999999967;0.09999999999999432;2019.01.31 19:15;2019.02.01 02:15;19
896;124.656;124.715;124.568;124.592;38.0270747593279;47.49583005475422;124.9314476963814;124.8467988481908;124.7621500000002;124.6775011518096;124.5928523036189;-0.06400000000000716;0.1470000000000056;2019.01.31 19:00;2019.02.01 02:00;20
897;124.699;124.705;124.647;124.656;40.70806745591022;47.94584001715324;124.9206295183801;124.8454147591901;124.7702000000002;124.6949852408103;124.6197704816203;-0.04299999999999216;0.05799999999999272;2019.01.31 18:45;2019.02.01 01:45;21
898;124.669;124.726;124.646;124.698;42.57959922436396;51.61896251219861;124.9184722194915;124.8478361097458;124.7772000000002;124.7065638902545;124.6359277805089;0.02899999999999636;0.0799999999999983;2019.01.31 18:30;2019.02.01 01:30;22
899;124.729;124.762;124.589;124.668;40.73057323952019;51.14833864678022;124.9176817179268;124.8494158589635;124.7811500000002;124.7128841410369;124.6446182820736;-0.06099999999999284;0.1730000000000018;2019.01.31 18:15;2019.02.01 01:15;23
900;124.881;124.904;124.676;124.732;43.57431172541889;55.95441499978739;124.9125709951305;124.8488604975653;124.7851500000002;124.721439502435;124.6577290048699;-0.1490000000000009;0.2279999999999944;2019.01.31 18:00;2019.02.01 01:00;24
901;124.92;124.922;124.824;124.882;51.59500005741345;62.08957158340161;124.9188749431717;124.8501374715859;124.7814000000002;124.7126625284145;124.6439250568287;-0.0379999999999967;0.09799999999999898;2019.01.31 17:45;2019.02.01 00:45;25
902;124.866;124.951;124.861;124.92;53.98656825368963;68.41309515205481;124.912546508143;124.8407732540716;124.7690000000002;124.6972267459288;124.6254534918574;0.05400000000000205;0.0899999999999892;2019.01.31 17:30;2019.02.01 00:30;26
903;124.803;124.867;124.763;124.865;50.85426589929897;63.18263411741403;124.8995400200287;124.8258950100144;124.7522500000002;124.6786049899859;124.6049599799717;0.06199999999999761;0.1039999999999992;2019.01.31 17:15;2019.02.01 00:15;27
904;124.711;124.831;124.71;124.804;47.05693085743005;62.55002454866417;124.8858110799075;124.8136055399539;124.7414000000002;124.6691944600465;124.5969889200929;0.09300000000000352;0.1210000000000093;2019.01.31 17:00;2019.02.01 00:00;28
905;124.707;124.776;124.665;124.712;40.46611953479041;56.8890865231027;124.8804746404253;124.8070373202128;124.7336000000002;124.6601626797877;124.5867253595751;0.005000000000009663;0.11099999999999;2019.01.31 16:45;2019.01.31 23:45;29
906;124.685;124.739;124.681;124.708;40.15841875623769;51.53121453315799;124.8806121888902;124.8061560944452;124.7317000000002;124.6572439055552;124.5827878111103;0.02299999999999613;0.05800000000000693;2019.01.31 16:30;2019.01.31 23:30;30
907;124.699;124.724;124.65;124.683;38.26386261004691;45.39435171700188;124.8855585940247;124.8105042970124;124.7354500000002;124.660395702988;124.5853414059757;-0.01599999999999113;0.07399999999999807;2019.01.31 16:15;2019.01.31 23:15;31
908;124.791;124.791;124.674;124.698;38.96705944830084;45.61927675206378;124.9026885152329;124.8236192576165;124.7445500000002;124.6654807423838;124.5864114847675;-0.09300000000000352;0.1169999999999902;2019.01.31 16:00;2019.01.31 23:00;32
909;124.78;124.796;124.684;124.791;43.69699187846832;46.12272747742264;124.9397810242657;124.8487155121329;124.7576500000002;124.6665844878675;124.5755189757347;0.01099999999999568;0.112000000000009;2019.01.31 15:45;2019.01.31 22:45;33
910;124.746;124.815;124.742;124.781;42.99010783434528;47.24881334212431;124.966074823812;124.8658624119061;124.7656500000002;124.6654375880943;124.5652251761884;0.0350000000000108;0.07299999999999329;2019.01.31 15:30;2019.01.31 22:30;34
911;124.803;124.83;124.748;124.748;40.65426488761626;46.63229491015564;125.0054081285552;124.8913790642777;124.7773500000002;124.6633209357227;124.5492918714452;-0.05499999999999261;0.08199999999999363;2019.01.31 15:15;2019.01.31 22:15;35
912;124.869;124.883;124.78;124.804;43.5295101174028;52.11317490271086;125.0421638984606;124.9166069492304;124.7910500000002;124.66549305077;124.5399361015397;-0.06499999999999773;0.1029999999999944;2019.01.31 15:00;2019.01.31 22:00;36
913;124.842;124.903;124.777;124.87;47.27285765212539;51.58531964738986;125.0702340752213;124.9358170376107;124.8014000000002;124.6669829623896;124.532565924779;0.0280000000000058;0.1260000000000048;2019.01.31 14:45;2019.01.31 21:45;37
914;124.789;124.856;124.778;124.841;45.30965702496631;45.84006523180899;125.0899990908272;124.9490745454137;124.8081500000002;124.6672254545867;124.5263009091732;0.0519999999999925;0.07799999999998875;2019.01.31 14:30;2019.01.31 21:30;38
915;124.753;124.821;124.739;124.79;41.6819765345423;41.02864124175461;125.1391388517961;124.9810444258981;124.8229500000002;124.6648555741023;124.5067611482043;0.03700000000000614;0.08199999999999363;2019.01.31 14:15;2019.01.31 21:15;39
916;124.795;124.799;124.722;124.753;38.88815317526112;41.3411435132976;125.1885296423635;125.0148898211819;124.8412500000002;124.6676101788185;124.4939703576369;-0.04200000000000159;0.07700000000001239;2019.01.31 14:00;2019.01.31 21:00;40
917;124.775;124.817;124.769;124.796;41.05987453414919;41.28982080358847;125.216427303655;125.0368886518276;124.8573500000002;124.6778113481728;124.4982726963454;0.0210000000000008;0.04799999999998761;2019.01.31 13:45;2019.01.31 20:45;41
918;124.741;124.794;124.738;124.777;39.64503049491399;40.64311787531188;125.2478782824349;125.0605641412176;124.8732500000002;124.6859358587828;124.4986217175655;0.03600000000000136;0.05599999999999739;2019.01.31 13:30;2019.01.31 20:30;42
919;124.657;124.757;124.651;124.748;37.46850204598723;36.95614708023955;125.2717256519678;125.080237825984;124.8887500000002;124.6972621740164;124.5057743480326;0.09100000000000819;0.1060000000000088;2019.01.31 13:15;2019.01.31 20:15;43
920;124.633;124.676;124.623;124.657;29.9365055919002;36.06768651861865;125.2908338159448;125.0980169079725;124.9052000000002;124.7123830920279;124.5195661840556;0.02400000000000091;0.05299999999999727;2019.01.31 13:00;2019.01.31 20:00;44
921;124.585;124.64;124.585;124.634;27.84981146482298;31.7439636614579;125.2982054501815;125.1116277250908;124.9250500000002;124.7384722749096;124.5518945498189;0.04900000000000659;0.05500000000000682;2019.01.31 12:45;2019.01.31 19:45;45
922;124.647;124.675;124.579;124.585;23.22177335984154;27.03039750165341;125.303401164999;125.1258255824996;124.9482500000002;124.7706744175008;124.5930988350014;-0.06200000000001182;0.09600000000000364;2019.01.31 12:30;2019.01.31 19:30;46
923;124.652;124.687;124.614;124.648;25.19581318510693;27.81326228293547;125.2961589381839;125.135679469092;124.9752000000002;124.8147205309083;124.6542410618165;-0.004000000000004889;0.07299999999999329;2019.01.31 12:15;2019.01.31 19:15;47
