[20190512_142059 / views.py:11281]
fname_Src_CSV	44_5.1_10_rawdata.(AUDJPY).(Period-M15).(NumOfUnits-18000).(Bars-ALL-20190424_184417).20190311_081029.[SLICE-1000].csv
slice by	through
this file	(20190512_142059).(AUDJPY-M15).[sec-1~BB-histogram.UU-UD-DU-DD].csv 
pair	AUDJPY
timeframe	M15
start	2019.04.10 02:45
end	2019.04.24 12:30
total bars	1000

[20190512_142059 / views.py:11300]
[in-BB locations]==============================
loc.	UU	UD	DU	DD	%UU	%UD	%DU	%DD
> 2S	18	16	0	3	0.0766	0.0648	0.0000	0.0133
2S >= / >= 1S	62	69	24	31	0.2638	0.2794	0.0976	0.1372
1S > / >= main	51	60	62	45	0.2170	0.2429	0.2520	0.1991
main > / >= M1S	64	64	60	53	0.2723	0.2591	0.2439	0.2345
M1S > / >= M2S	34	34	64	64	0.1447	0.1377	0.2602	0.2832
M2S >	6	4	36	30	0.0255	0.0162	0.1463	0.1327
