[20190326_131944 / views.py:12018]==============================
fname_Src_CSV	44_5.1_10_rawdata.(USDJPY).(Period-M5).(NumOfUnits-50000).(Bars-ALL-20190322_165334).20190322_165012.csv
slice by	through
this file	(20190326_131939).(USDJPY-M5).[sec-1.A-5.BB-diff-histogram.UU-UD-DU-DD].csv 
pair	USDJPY
timeframe	M5
start	2018.06.19 20:55
end	2019.03.22 10:50
total bars	50000

[20190326_131944 / views.py:12036]
[20190326_131944 / views.py:11765]==============================
average	0.055
max	0.441
min	-0.030
variance	0.0018785
std	0.04334
median	0.043

[20190326_131944 / views.py:11787]
[BB-diff-histogram : lo_UU_Z1]==============================
s.n.	e0.dateTime	diff-total	std score
584	2018.11.20 17:35	0.090	58.17
585	2018.11.20 20:05	0.086	57.25
586	2018.11.20 23:20	0.022	42.48
587	2018.11.21 02:30	0.065	52.40
588	2018.11.21 09:40	0.029	44.10
589	2018.11.21 09:45	0.020	42.02
590	2018.11.21 12:40	0.053	49.63
591	2018.11.21 18:55	0.044	47.56
592	2018.11.22 02:40	0.018	41.56
593	2018.11.22 06:35	0.035	45.48
594	2018.11.22 12:45	0.040	46.64
595	2018.11.22 14:35	0.025	43.17
596	2018.11.23 18:05	0.054	49.87
597	2018.11.23 18:10	0.037	45.94
598	2018.11.23 18:15	0.036	45.71
599	2018.11.26 03:15	0.079	55.63
600	2018.11.26 03:20	0.022	42.48
601	2018.11.26 03:25	0.025	43.17
602	2018.11.26 03:40	0.098	60.02
603	2018.11.26 03:45	0.039	46.40
604	2018.11.26 10:00	0.050	48.94
605	2018.11.26 10:05	0.072	54.02
606	2018.11.26 15:55	0.045	47.79
607	2018.11.26 16:00	0.054	49.87
608	2018.11.26 16:20	0.057	50.56
609	2018.11.26 16:25	0.038	46.17
610	2018.11.26 21:50	0.051	49.17
611	2018.11.26 21:55	0.003	38.10
612	2018.11.27 05:40	0.041	46.87
613	2018.11.27 11:15	0.029	44.10
614	2018.11.27 16:50	0.040	46.64
615	2018.11.27 16:55	0.028	43.87
616	2018.11.27 17:00	0.044	47.56
617	2018.11.27 17:05	0.073	54.25
618	2018.11.28 05:55	0.015	40.87
619	2018.11.28 06:00	0.014	40.64
620	2018.11.28 14:25	0.018	41.56
621	2018.11.28 16:10	0.038	46.17
622	2018.11.28 16:45	0.030	44.33
623	2018.11.28 17:50	0.067	52.86
624	2018.11.29 08:25	0.044	47.56
625	2018.11.29 10:40	0.069	53.33
626	2018.11.29 12:40	0.024	42.94
627	2018.11.29 12:45	0.016	41.10
628	2018.11.29 12:50	0.014	40.64
629	2018.11.29 12:55	0.029	44.10
630	2018.11.29 13:10	0.029	44.10
631	2018.11.29 17:05	0.057	50.56
632	2018.11.29 21:15	0.068	53.10
633	2018.11.30 09:20	0.011	39.94
634	2018.11.30 09:25	0.003	38.10
635	2018.11.30 09:35	0.016	41.10
636	2018.11.30 09:40	0.011	39.94
637	2018.11.30 09:45	0.024	42.94
638	2018.11.30 09:50	0.022	42.48
639	2018.11.30 19:40	0.028	43.87
640	2018.11.30 19:45	0.051	49.17
641	2018.11.30 19:50	0.045	47.79
642	2018.11.30 19:55	0.026	43.41
643	2018.11.30 20:00	0.032	44.79
644	2018.11.30 20:05	0.025	43.17
645	2018.12.03 00:05	0.015	40.87
646	2018.12.03 01:10	0.051	49.17
647	2018.12.03 12:50	0.056	50.33
648	2018.12.03 12:55	0.037	45.94
649	2018.12.03 19:55	0.048	48.48
650	2018.12.04 15:35	0.091	58.40
651	2018.12.04 15:50	0.009	39.48
652	2018.12.04 17:20	0.077	55.17
653	2018.12.04 21:45	0.063	51.94
654	2018.12.05 02:15	0.086	57.25
655	2018.12.05 09:20	0.034	45.25
656	2018.12.05 15:05	0.013	40.41
657	2018.12.05 15:50	0.019	41.79
658	2018.12.05 22:25	0.033	45.02
659	2018.12.05 22:30	0.013	40.41
660	2018.12.06 07:55	0.056	50.33
661	2018.12.06 08:00	0.046	48.02
662	2018.12.06 09:05	0.181	79.17
663	2018.12.06 22:00	0.006	38.79
664	2018.12.07 05:00	0.017	41.33
665	2018.12.07 07:25	0.039	46.40
666	2018.12.07 14:30	0.019	41.79
667	2018.12.10 06:25	0.025	43.17
668	2018.12.10 06:30	0.012	40.17
669	2018.12.10 09:00	0.059	51.02
670	2018.12.10 09:20	0.054	49.87
671	2018.12.10 09:25	0.045	47.79
672	2018.12.10 09:30	0.040	46.64
673	2018.12.10 10:40	0.051	49.17
674	2018.12.10 19:45	0.142	70.17
675	2018.12.11 08:30	0.031	44.56
676	2018.12.11 12:30	0.047	48.25
677	2018.12.11 12:35	0.041	46.87
678	2018.12.11 15:55	0.074	54.48
679	2018.12.11 16:15	0.060	51.25
680	2018.12.11 16:20	0.051	49.17
681	2018.12.11 21:20	0.063	51.94
682	2018.12.11 21:25	0.080	55.86
683	2018.12.12 01:20	0.032	44.79
684	2018.12.12 09:10	0.038	46.17
685	2018.12.13 02:00	0.023	42.71
686	2018.12.13 02:05	0.028	43.87
687	2018.12.13 04:20	0.040	46.64
688	2018.12.13 04:25	0.023	42.71
689	2018.12.13 14:50	0.045	47.79
690	2018.12.13 17:15	0.037	45.94
691	2018.12.14 02:10	0.045	47.79
692	2018.12.14 08:35	0.055	50.10
693	2018.12.14 08:40	0.050	48.94
694	2018.12.14 13:40	0.022	42.48
695	2018.12.17 01:45	0.047	48.25
696	2018.12.17 01:50	0.027	43.64
697	2018.12.17 07:15	0.022	42.48
698	2018.12.17 23:00	0.064	52.17
699	2018.12.17 23:05	0.032	44.79
700	2018.12.18 16:00	0.065	52.40
701	2018.12.18 16:20	0.057	50.56
702	2018.12.18 22:35	0.047	48.25
703	2018.12.18 22:40	0.027	43.64
704	2018.12.18 22:45	0.017	41.33
705	2018.12.19 07:30	0.018	41.56
706	2018.12.19 07:35	0.014	40.64
707	2018.12.19 20:35	0.079	55.63
708	2018.12.19 21:15	0.192	81.71
709	2018.12.19 21:20	0.067	52.86
710	2018.12.19 21:25	0.112	63.25
711	2018.12.21 05:30	0.113	63.48
712	2018.12.21 20:00	0.063	51.94
713	2018.12.21 20:05	0.031	44.56
714	2018.12.24 01:35	0.039	46.40
715	2018.12.24 23:00	0.015	40.87
716	2018.12.26 01:40	0.086	57.25
717	2018.12.26 01:55	0.055	50.10
718	2018.12.26 11:50	0.019	41.79
719	2018.12.26 19:05	0.199	83.32
720	2018.12.26 19:10	0.121	65.32
721	2018.12.26 19:15	0.103	61.17
722	2018.12.26 19:20	0.116	64.17
723	2018.12.26 19:25	0.089	57.94
724	2018.12.26 21:35	0.075	54.71
725	2018.12.26 21:40	0.109	62.56
726	2018.12.26 21:45	0.162	74.78
727	2018.12.26 21:50	0.181	79.17
728	2018.12.27 06:55	0.062	51.71
729	2018.12.27 07:00	0.035	45.48
730	2018.12.27 07:05	0.027	43.64
731	2018.12.27 07:10	0.061	51.48
732	2018.12.27 07:15	0.101	60.71
733	2018.12.27 13:40	0.042	47.10
734	2018.12.27 13:45	0.066	52.63
735	2018.12.27 22:05	0.122	65.55
736	2018.12.27 22:20	0.077	55.17
737	2018.12.28 07:05	0.054	49.87
738	2018.12.28 07:10	0.018	41.56
739	2018.12.28 07:15	0.009	39.48
740	2018.12.28 07:20	0.024	42.94
741	2019.01.03 09:00	0.289	104.09
742	2019.01.03 09:15	0.281	102.24
743	2019.01.03 09:20	0.294	105.24
744	2019.01.03 18:40	0.441	139.15
745	2019.01.04 01:05	0.270	99.70
746	2019.01.04 14:15	0.022	42.48
747	2019.01.04 15:10	0.119	64.86
748	2019.01.04 15:15	0.094	59.09
749	2019.01.04 15:30	0.172	77.09
750	2019.01.04 15:35	0.202	84.01
751	2019.01.04 23:50	-0.006	36.02
752	2019.01.07 06:50	0.111	63.02
753	2019.01.07 12:35	0.136	68.78
754	2019.01.07 12:40	0.079	55.63
755	2019.01.07 12:45	0.030	44.33
756	2019.01.07 12:50	0.032	44.79
757	2019.01.07 20:00	0.066	52.63
758	2019.01.07 22:15	0.033	45.02
759	2019.01.07 22:20	0.050	48.94
760	2019.01.08 02:10	0.057	50.56
761	2019.01.08 05:45	0.159	74.09
762	2019.01.08 09:15	0.206	84.94
763	2019.01.08 22:25	0.062	51.71
764	2019.01.08 22:30	0.052	49.40
765	2019.01.09 18:50	0.068	53.10
766	2019.01.09 18:55	0.013	40.41
767	2019.01.10 10:50	0.089	57.94
768	2019.01.10 10:55	0.166	75.71
769	2019.01.10 15:30	0.079	55.63
770	2019.01.10 15:55	0.059	51.02
771	2019.01.10 19:35	0.085	57.02
772	2019.01.10 19:40	0.063	51.94
773	2019.01.11 02:50	0.090	58.17
774	2019.01.11 08:15	0.038	46.17
775	2019.01.11 20:30	0.019	41.79
776	2019.01.11 22:15	0.018	41.56
777	2019.01.14 15:30	0.069	53.33
778	2019.01.14 15:35	0.046	48.02
779	2019.01.14 17:10	0.085	57.02
780	2019.01.15 01:30	0.039	46.40
781	2019.01.15 01:35	0.030	44.33
782	2019.01.15 01:40	0.026	43.41
783	2019.01.15 02:05	0.086	57.25
784	2019.01.15 02:10	0.032	44.79
785	2019.01.15 02:25	0.030	44.33
786	2019.01.15 04:45	0.018	41.56
787	2019.01.15 05:00	0.056	50.33
788	2019.01.15 05:15	0.012	40.17
789	2019.01.15 07:10	0.102	60.94
790	2019.01.15 07:15	0.135	68.55
791	2019.01.15 07:20	0.068	53.10
792	2019.01.15 18:35	0.080	55.86
793	2019.01.15 18:40	0.038	46.17
794	2019.01.16 09:05	0.063	51.94
795	2019.01.16 12:00	0.031	44.56
796	2019.01.16 12:05	0.035	45.48
797	2019.01.16 12:10	0.039	46.40
798	2019.01.16 12:35	0.068	53.10
799	2019.01.16 12:40	0.034	45.25
800	2019.01.16 16:40	0.022	42.48
801	2019.01.16 19:40	0.063	51.94
802	2019.01.16 19:45	0.027	43.64
803	2019.01.16 19:50	0.025	43.17
804	2019.01.16 22:20	0.147	71.32
805	2019.01.17 21:35	0.230	90.47
806	2019.01.17 21:40	0.257	96.70
807	2019.01.18 02:25	0.042	47.10
808	2019.01.18 06:20	0.042	47.10
809	2019.01.18 10:30	0.040	46.64
810	2019.01.18 13:50	0.043	47.33
811	2019.01.18 13:55	0.032	44.79
812	2019.01.18 14:00	0.023	42.71
813	2019.01.21 09:55	0.066	52.63
814	2019.01.21 22:50	0.025	43.17
815	2019.01.23 02:00	0.043	47.33
816	2019.01.23 02:05	0.023	42.71
817	2019.01.23 02:25	0.079	55.63
818	2019.01.23 15:10	0.063	51.94
819	2019.01.23 15:35	0.054	49.87
820	2019.01.23 15:40	0.038	46.17
821	2019.01.23 15:45	0.057	50.56
822	2019.01.23 15:50	0.032	44.79
823	2019.01.23 16:05	0.123	65.79
824	2019.01.23 20:30	0.078	55.40
825	2019.01.24 02:35	0.045	47.79
826	2019.01.24 06:55	0.019	41.79
827	2019.01.24 07:00	0.029	44.10
828	2019.01.24 07:05	0.021	42.25
829	2019.01.24 08:00	0.041	46.87
830	2019.01.24 08:05	0.007	39.02
831	2019.01.24 08:10	0.027	43.64
832	2019.01.24 08:15	0.028	43.87
833	2019.01.24 11:50	0.029	44.10
834	2019.01.24 18:45	0.121	65.32
835	2019.01.24 18:50	0.085	57.02
836	2019.01.25 02:00	0.083	56.56
837	2019.01.25 02:05	0.073	54.25
838	2019.01.25 03:45	0.086	57.25
839	2019.01.25 08:15	0.065	52.40
840	2019.01.25 14:55	0.057	50.56
841	2019.01.25 15:00	0.064	52.17
842	2019.01.25 19:25	0.187	80.55
843	2019.01.25 19:30	0.154	72.94
844	2019.01.28 06:40	0.023	42.71
845	2019.01.28 09:55	0.042	47.10
846	2019.01.28 10:00	0.055	50.10
847	2019.01.28 13:55	0.038	46.17
848	2019.01.28 14:00	0.026	43.41
849	2019.01.28 20:30	0.035	45.48
850	2019.01.28 20:35	0.005	38.56
851	2019.01.28 20:40	0.018	41.56
852	2019.01.28 21:45	0.043	47.33
853	2019.01.29 05:45	0.034	45.25
854	2019.01.29 06:45	0.040	46.64
855	2019.01.29 07:30	0.049	48.71
856	2019.01.29 10:55	0.053	49.63
857	2019.01.29 11:00	0.055	50.10
858	2019.01.29 11:05	0.017	41.33
859	2019.01.29 15:15	0.035	45.48
860	2019.01.29 15:45	0.033	45.02
861	2019.01.30 05:05	0.067	52.86
862	2019.01.30 05:10	0.009	39.48
863	2019.01.30 05:15	0.023	42.71
864	2019.01.30 10:00	0.038	46.17
865	2019.01.30 12:20	0.030	44.33
866	2019.01.30 12:55	0.037	45.94
867	2019.01.30 13:00	0.025	43.17
868	2019.01.30 13:05	0.016	41.10
869	2019.01.30 15:00	0.031	44.56
870	2019.01.30 15:15	0.094	59.09
871	2019.01.30 15:20	0.057	50.56
872	2019.01.30 16:00	0.139	69.48
873	2019.01.31 16:50	0.027	43.64
874	2019.01.31 16:55	0.077	55.17
875	2019.01.31 17:00	0.090	58.17
876	2019.02.01 02:05	0.053	49.63
877	2019.02.01 02:10	0.010	39.71
878	2019.02.01 09:10	0.035	45.48
879	2019.02.01 09:15	0.041	46.87
880	2019.02.01 09:20	0.042	47.10
881	2019.02.01 17:00	0.121	65.32
882	2019.02.01 17:15	0.089	57.94
883	2019.02.04 00:10	0.027	43.64
884	2019.02.04 06:15	0.052	49.40
885	2019.02.04 09:35	0.022	42.48
886	2019.02.04 15:20	0.020	42.02
887	2019.02.04 15:25	0.040	46.64
888	2019.02.04 15:55	0.093	58.86
889	2019.02.04 16:00	0.078	55.40
890	2019.02.05 03:45	0.043	47.33
891	2019.02.05 08:40	0.016	41.10
892	2019.02.05 11:20	0.036	45.71
893	2019.02.05 18:45	0.041	46.87
894	2019.02.05 18:50	0.033	45.02
895	2019.02.05 18:55	0.022	42.48
896	2019.02.05 21:00	0.024	42.94
897	2019.02.06 03:55	0.047	48.25
898	2019.02.06 08:50	0.035	45.48
899	2019.02.06 13:00	0.052	49.40
900	2019.02.06 13:15	0.023	42.71
901	2019.02.06 15:25	0.070	53.56
902	2019.02.06 15:30	0.064	52.17
903	2019.02.06 20:00	0.073	54.25
904	2019.02.06 20:05	0.077	55.17
905	2019.02.06 20:10	0.114	63.71
906	2019.02.06 20:15	0.047	48.25
907	2019.02.07 04:40	0.038	46.17
908	2019.02.07 06:05	0.056	50.33
909	2019.02.07 10:15	0.080	55.86
910	2019.02.07 19:30	0.032	44.79
911	2019.02.08 11:05	0.068	53.10
912	2019.02.08 15:40	0.041	46.87
913	2019.02.11 01:25	0.024	42.94
914	2019.02.11 04:40	0.057	50.56
915	2019.02.11 04:55	0.047	48.25
916	2019.02.11 05:00	0.024	42.94
917	2019.02.11 05:05	0.017	41.33
918	2019.02.11 10:20	0.040	46.64
919	2019.02.11 10:25	0.020	42.02
920	2019.02.11 10:45	0.055	50.10
921	2019.02.11 10:50	0.038	46.17
922	2019.02.11 10:55	0.182	79.40
923	2019.02.11 15:35	0.097	59.79
924	2019.02.12 02:00	0.093	58.86
925	2019.02.12 05:40	0.107	62.09
926	2019.02.12 05:45	0.067	52.86
927	2019.02.12 05:50	0.028	43.87
928	2019.02.12 16:50	0.037	45.94
929	2019.02.12 16:55	0.040	46.64
930	2019.02.13 01:45	0.055	50.10
931	2019.02.13 10:05	0.049	48.71
932	2019.02.13 15:40	0.087	57.48
933	2019.02.13 19:25	0.038	46.17
934	2019.02.13 21:45	0.033	45.02
935	2019.02.14 05:45	0.061	51.48
936	2019.02.14 05:50	0.047	48.25
937	2019.02.14 09:10	0.025	43.17
938	2019.02.15 07:40	0.011	39.94
939	2019.02.15 08:00	0.040	46.64
940	2019.02.15 14:35	0.034	45.25
941	2019.02.15 23:50	0.014	40.64
942	2019.02.18 00:05	0.025	43.17
943	2019.02.18 01:50	0.039	46.40
944	2019.02.18 06:55	0.020	42.02
945	2019.02.18 10:05	0.038	46.17
946	2019.02.18 15:25	0.014	40.64
947	2019.02.18 15:55	0.019	41.79
948	2019.02.19 08:40	0.042	47.10
949	2019.02.19 10:50	0.039	46.40
950	2019.02.19 21:20	0.038	46.17
951	2019.02.19 21:25	0.033	45.02
952	2019.02.19 21:30	0.027	43.64
953	2019.02.19 21:35	0.047	48.25
954	2019.02.20 02:35	0.033	45.02
955	2019.02.20 02:40	0.024	42.94
956	2019.02.20 02:50	0.049	48.71
957	2019.02.20 03:10	0.049	48.71
958	2019.02.20 03:15	0.071	53.79
959	2019.02.20 09:00	0.059	51.02
960	2019.02.20 16:30	0.043	47.33
961	2019.02.20 21:10	0.085	57.02
962	2019.02.21 04:50	0.073	54.25
963	2019.02.21 18:10	0.039	46.40
964	2019.02.21 19:05	0.054	49.87
965	2019.02.21 19:10	0.045	47.79
966	2019.02.22 10:40	0.037	45.94
967	2019.02.22 12:10	0.020	42.02
968	2019.02.22 12:15	0.010	39.71
969	2019.02.22 17:50	0.107	62.09
970	2019.02.22 21:50	0.052	49.40
971	2019.02.25 00:35	0.054	49.87
972	2019.02.25 00:40	0.031	44.56
973	2019.02.25 00:45	0.021	42.25
974	2019.02.25 02:20	0.026	43.41
975	2019.02.25 02:25	0.050	48.94
976	2019.02.25 09:10	0.036	45.71
977	2019.02.25 12:35	0.020	42.02
978	2019.02.25 12:40	0.019	41.79
979	2019.02.25 15:15	0.050	48.94
980	2019.02.25 15:20	0.027	43.64
981	2019.02.25 18:30	0.076	54.94
982	2019.02.25 18:35	0.061	51.48
983	2019.02.25 18:40	0.046	48.02
984	2019.02.25 18:55	0.104	61.40
985	2019.02.27 03:25	0.041	46.87
986	2019.02.27 13:25	0.023	42.71
987	2019.02.27 13:30	0.019	41.79
988	2019.02.27 15:15	0.060	51.25
989	2019.02.27 15:20	0.032	44.79
990	2019.02.27 15:45	0.031	44.56
991	2019.02.27 20:10	0.074	54.48
992	2019.02.28 07:05	0.026	43.41
993	2019.02.28 07:10	0.021	42.25
994	2019.02.28 13:45	0.037	45.94
995	2019.02.28 14:50	0.009	39.48
996	2019.02.28 15:30	0.200	83.55
997	2019.02.28 15:35	0.141	69.94
998	2019.02.28 15:50	0.050	48.94
999	2019.02.28 17:15	0.102	60.94
1000	2019.02.28 17:20	0.066	52.63
1001	2019.02.28 17:25	0.053	49.63
1002	2019.02.28 22:15	0.050	48.94
1003	2019.02.28 22:20	0.058	50.79
1004	2019.02.28 22:25	0.035	45.48
1005	2019.03.01 02:00	0.072	54.02
1006	2019.03.01 02:05	0.026	43.41
1007	2019.03.01 02:50	0.104	61.40
1008	2019.03.01 03:10	0.053	49.63
1009	2019.03.01 07:15	0.060	51.25
1010	2019.03.01 08:50	0.045	47.79
1011	2019.03.01 10:10	0.043	47.33
1012	2019.03.01 10:15	0.025	43.17
1013	2019.03.01 10:20	0.018	41.56
1014	2019.03.01 15:00	0.045	47.79
1015	2019.03.01 21:10	0.077	55.17
1016	2019.03.04 14:45	0.030	44.33
1017	2019.03.04 14:50	0.050	48.94
1018	2019.03.04 14:55	0.044	47.56
1019	2019.03.04 20:20	0.028	43.87
1020	2019.03.05 01:55	0.043	47.33
1021	2019.03.05 02:00	0.038	46.17
1022	2019.03.05 02:30	0.038	46.17
1023	2019.03.05 03:30	0.078	55.40
1024	2019.03.05 06:00	0.036	45.71
1025	2019.03.06 07:35	0.031	44.56
1026	2019.03.06 10:10	0.037	45.94
1027	2019.03.06 11:10	0.031	44.56
1028	2019.03.06 11:15	0.029	44.10
1029	2019.03.06 11:20	0.018	41.56
1030	2019.03.06 11:25	0.020	42.02
1031	2019.03.07 04:10	0.039	46.40
1032	2019.03.07 07:45	0.013	40.41
1033	2019.03.07 08:00	0.021	42.25
1034	2019.03.07 08:05	0.003	38.10
1035	2019.03.07 08:15	0.019	41.79
1036	2019.03.07 09:55	0.038	46.17
1037	2019.03.07 14:00	0.024	42.94
1038	2019.03.07 15:30	0.062	51.71
1039	2019.03.07 18:25	0.070	53.56
1040	2019.03.11 06:10	0.026	43.41
1041	2019.03.11 09:25	0.020	42.02
1042	2019.03.11 09:45	0.018	41.56
1043	2019.03.11 17:45	0.038	46.17
1044	2019.03.12 03:45	0.051	49.17
1045	2019.03.12 10:35	0.042	47.10
1046	2019.03.12 11:55	0.057	50.56
1047	2019.03.12 12:00	0.045	47.79
1048	2019.03.12 12:05	0.005	38.56
1049	2019.03.12 17:45	0.036	45.71
1050	2019.03.12 18:50	0.095	59.32
1051	2019.03.12 23:40	0.032	44.79
1052	2019.03.12 23:45	0.011	39.94
1053	2019.03.13 06:30	0.046	48.02
1054	2019.03.13 06:35	0.016	41.10
1055	2019.03.13 06:40	0.013	40.41
1056	2019.03.13 08:35	0.024	42.94
1057	2019.03.13 11:00	0.047	48.25
1058	2019.03.13 11:05	0.009	39.48
1059	2019.03.13 14:40	0.018	41.56
1060	2019.03.14 04:05	0.083	56.56
1061	2019.03.14 04:10	0.035	45.48
1062	2019.03.14 04:45	0.132	67.86
1063	2019.03.14 11:00	0.040	46.64
1064	2019.03.14 11:15	0.053	49.63
1065	2019.03.14 11:20	0.065	52.40
1066	2019.03.14 18:50	0.085	57.02
1067	2019.03.14 18:55	0.074	54.48
1068	2019.03.14 19:00	0.105	61.63
1069	2019.03.15 01:45	0.012	40.17
1070	2019.03.15 01:50	0.020	42.02
1071	2019.03.15 01:55	0.027	43.64
1072	2019.03.15 02:00	0.019	41.79
1073	2019.03.15 02:05	0.007	39.02
1074	2019.03.15 02:55	0.067	52.86
1075	2019.03.15 03:10	0.022	42.48
1076	2019.03.15 03:40	0.054	49.87
1077	2019.03.15 03:45	0.034	45.25
1078	2019.03.18 02:40	0.036	45.71
1079	2019.03.18 14:45	0.022	42.48
1080	2019.03.19 07:45	0.028	43.87
1081	2019.03.19 12:20	0.016	41.10
1082	2019.03.19 15:30	0.112	63.25
1083	2019.03.19 15:35	0.056	50.33
1084	2019.03.19 15:40	0.022	42.48
1085	2019.03.19 15:45	0.023	42.71
1086	2019.03.19 15:50	0.024	42.94
1087	2019.03.19 15:55	0.017	41.33
1088	2019.03.20 02:55	0.087	57.48
1089	2019.03.20 03:50	0.098	60.02
1090	2019.03.20 10:20	0.032	44.79
1091	2019.03.20 10:30	0.018	41.56
1092	2019.03.20 10:35	0.004	38.33
1093	2019.03.21 13:50	0.110	62.79
1094	2019.03.22 00:50	0.032	44.79
1095	2019.03.22 03:05	0.073	54.25
1096	2019.03.22 03:10	0.039	46.40
1097	2019.03.22 08:10	0.030	44.33
1098	2019.03.22 08:15	0.022	42.48
1099	2019.03.22 08:20	0.006	38.79
1100	2019.03.22 08:25	0.002	37.87
