Pair=EURJPY;Period=M1;Days=25000;Shift=1;Bars=1500000;Time=20181208_073419
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;dateTime_Local
11836;128.454;128.479;128.454;128.474;45.66093772491913;45.74616919687042;128.540594417201;128.5122722086007;128.4839500000004;128.4556277914001;128.4273055827998;0.01999999999998181;0.02500000000000568;2018.11.27 18:04;2018.11.28 01:04;355
11837;128.456;128.494;128.451;128.458;42.54156722947296;41.1782999872562;128.5432960685021;128.5145230342513;128.4857500000004;128.4569769657496;128.4282039314988;0.00200000000000955;0.04300000000000637;2018.11.27 18:03;2018.11.28 01:03;356
11838;128.433;128.462;128.432;128.455;41.94796275890942;40.60773392594891;128.54926088678;128.5194054433902;128.4895500000004;128.4596945566106;128.4298391132209;0.02200000000001978;0.03000000000000114;2018.11.27 18:02;2018.11.28 01:02;357
11839;128.431;128.445;128.422;128.432;37.22446167637674;35.7233795896868;128.5515645390192;128.5221572695098;128.4927500000004;128.463342730491;128.4339354609816;0.0009999999999763531;0.02299999999999613;2018.11.27 18:01;2018.11.28 01:01;358
11840;128.466;128.472;128.432;128.434;37.47636259495453;36.64321587112273;128.5491205504562;128.5229602752283;128.4968000000004;128.4706397247725;128.4444794495446;-0.03200000000001069;0.04000000000002046;2018.11.27 18:00;2018.11.28 01:00;359
11841;128.453;128.491;128.453;128.466;41.77313094757152;37.35106980647031;128.5459016778213;128.5235508389108;128.5012000000004;128.47884916109;128.4564983221796;0.01300000000000523;0.03800000000001091;2018.11.27 17:59;2018.11.28 00:59;360
11842;128.454;128.487;128.441;128.454;39.29357424109388;31.33816448393631;128.5459881499954;128.5248940749979;128.5038000000004;128.4827059250029;128.4616118500054;0.0;0.04599999999999227;2018.11.27 17:58;2018.11.28 00:58;361
11843;128.492;128.502;128.452;128.452;38.88148072082901;32.54708107051411;128.5445237051233;128.5260618525618;128.5076000000004;128.489138147439;128.4706762948776;-0.03999999999999204;0.05000000000001137;2018.11.27 17:57;2018.11.28 00:57;362
11844;128.514;128.518;128.488;128.491;44.47426573754651;33.64663504573811;128.5393317144384;128.5253908572194;128.5114500000004;128.4975091427814;128.4835682855624;-0.02299999999999613;0.03000000000000114;2018.11.27 17:56;2018.11.28 00:56;363
11845;128.539;128.546;128.516;128.516;48.74405016400022;34.20352813436834;128.5401042747537;128.526652137377;128.5132000000004;128.4997478626237;128.4862957252471;-0.02299999999999613;0.03000000000000114;2018.11.27 17:55;2018.11.28 00:55;364
11846;128.501;128.535;128.498;128.535;52.37444439665474;28.73784256960582;128.5451703134218;128.5299351567111;128.5147000000004;128.4994648432897;128.4842296865789;0.03399999999999181;0.03700000000000614;2018.11.27 17:54;2018.11.28 00:54;365
11847;128.493;128.509;128.486;128.5;45.23672184637213;28.23061273074039;128.5525328256191;128.5343414128097;128.5161500000004;128.4979585871911;128.4797671743817;0.007000000000005002;0.02299999999999613;2018.11.27 17:53;2018.11.28 00:53;366
11848;128.492;128.503;128.49;128.49;42.9145152100962;27.06944676128577;128.5560531539188;128.5372265769596;128.5184000000004;128.4995734230412;128.480746846082;-0.001999999999981128;0.01299999999997681;2018.11.27 17:52;2018.11.28 00:52;367
11849;128.503;128.506;128.49;128.494;43.61735172162443;26.69351711678229;128.5574546572375;128.5392023286189;128.5209500000004;128.5026976713818;128.4844453427633;-0.00899999999998613;0.01599999999999113;2018.11.27 17:51;2018.11.28 00:51;368
11850;128.501;128.51;128.492;128.504;45.38258855735343;25.95110330267164;128.5583032762007;128.5407516381006;128.5232000000004;128.5056483619002;128.4880967238;0.002999999999985903;0.01800000000000068;2018.11.27 17:50;2018.11.28 00:50;369
11851;128.494;128.502;128.488;128.499;44.31205951359254;25.5883422232849;128.5667362819432;128.5466931409718;128.5266500000004;128.5066068590289;128.4865637180575;0.004999999999995453;0.01400000000001;2018.11.27 17:49;2018.11.28 00:49;370
11852;128.516;128.516;128.491;128.492;42.82149147413264;25.45168129536162;128.5692418333334;128.5493459166669;128.5294500000004;128.5095540833339;128.4896581666674;-0.02400000000000091;0.02499999999997726;2018.11.27 17:48;2018.11.28 00:48;371
11853;128.511;128.529;128.511;128.515;46.72537493443239;25.56583256275837;128.5714395629531;128.5522197814767;128.5330000000004;128.513780218524;128.4945604370476;0.003999999999990678;0.01800000000000068;2018.11.27 17:47;2018.11.28 00:47;372
11854;128.504;128.523;128.504;128.511;45.91066605630179;20.01811434945796;128.5752116649554;128.5553308324779;128.5354500000004;128.5155691675228;128.4956883350453;0.007000000000005002;0.01900000000000546;2018.11.27 17:46;2018.11.28 00:46;373
11855;128.512;128.53;128.506;128.507;45.11327200029536;25.10427163895714;128.5837809576763;128.5615654788383;128.5393500000004;128.5171345211624;128.4949190423244;-0.004999999999995453;0.02400000000000091;2018.11.27 17:45;2018.11.28 00:45;374
11856;128.532;128.534;128.51;128.51;45.59216272226262;29.66533038911594;128.5890719958148;128.5661359979076;128.5432000000004;128.5202640020931;128.4973280041859;-0.02200000000001978;0.02400000000000091;2018.11.27 17:44;2018.11.28 00:44;375
11857;128.521;128.544;128.521;128.534;49.59315212598234;29.18312980304572;128.5923939613505;128.5695219806754;128.5466500000004;128.5237780193253;128.5009060386503;0.01300000000000523;0.02300000000002456;2018.11.27 17:43;2018.11.28 00:43;376
11858;128.509;128.521;128.496;128.519;46.82231998810771;29.7832126871414;128.5963295266689;128.5726147633346;128.5489000000004;128.5251852366661;128.5014704733319;0.01000000000001933;0.02499999999997726;2018.11.27 17:42;2018.11.28 00:42;377
11859;128.522;128.531;128.511;128.513;45.68782797223606;29.01171872775372;128.5979115142121;128.5747307571062;128.5515500000004;128.5283692428945;128.5051884857887;-0.00899999999998613;0.02000000000001023;2018.11.27 17:41;2018.11.28 00:41;378
11860;128.519;128.528;128.513;128.522;47.12032999890712;35.27805918013429;128.6017213114394;128.5786356557199;128.5555500000004;128.5324643442808;128.5093786885613;0.002999999999985903;0.01499999999998636;2018.11.27 17:40;2018.11.28 00:40;379
11861;128.529;128.537;128.516;128.518;46.41089547298505;33.95898594398521;128.6030884363529;128.5807692181766;128.5584500000004;128.5361307818241;128.5138115636478;-0.01099999999999568;0.02100000000001501;2018.11.27 17:39;2018.11.28 00:39;380
11862;128.531;128.531;128.513;128.53;48.25599465313699;39.61483517841874;128.6080175768669;128.5854337884336;128.5628500000003;128.540266211567;128.5176824231337;-0.001000000000004775;0.01800000000000068;2018.11.27 17:38;2018.11.28 00:38;381
11863;128.527;128.537;128.526;128.529;48.09262507283869;44.16291372037175;128.6072013698419;128.5853006849212;128.5634000000003;128.5414993150795;128.5195986301588;0.00200000000000955;0.01099999999999568;2018.11.27 17:37;2018.11.28 00:37;382
11864;128.545;128.549;128.52;128.526;47.62131075146473;42.96184523089106;128.6107617133144;128.5864808566574;128.5622000000004;128.5379191433433;128.5136382866863;-0.01899999999997704;0.02899999999999636;2018.11.27 17:36;2018.11.28 00:36;383
11865;128.564;128.575;128.536;128.546;50.52691668347105;46.87842992057585;128.6110743816895;128.5865621908449;128.5620500000004;128.5375378091558;128.5130256183112;-0.01800000000000068;0.03899999999998727;2018.11.27 17:35;2018.11.28 00:35;384
11866;128.545;128.569;128.543;128.564;53.30786401921684;47.27579759018684;128.6149523387336;128.587426169367;128.5599000000004;128.5323738306337;128.5048476612671;0.01900000000000546;0.02599999999998204;2018.11.27 17:34;2018.11.28 00:34;385
11867;128.543;128.548;128.535;128.545;50.58030119289053;47.68251573052575;128.6152960685021;128.5865230342512;128.5577500000004;128.5289769657496;128.5002039314987;0.001999999999981128;0.01300000000000523;2018.11.27 17:33;2018.11.28 00:33;386
11868;128.54;128.549;128.524;128.541;49.99609665796532;47.85711904431936;128.616915343177;128.5864826715887;128.5560500000004;128.5256173284121;128.4951846568238;0.001000000000004775;0.02500000000000568;2018.11.27 17:32;2018.11.28 00:32;387
11869;128.574;128.579;128.538;128.539;49.71373362977107;52.6759956681498;128.6191258410176;128.586612920509;128.5541000000004;128.5215870794918;128.4890741589831;-0.03500000000002501;0.04099999999999682;2018.11.27 17:31;2018.11.28 00:31;388
11870;128.551;128.585;128.547;128.573;54.70237941034982;57.63671384078845;128.6230110773018;128.5871805386511;128.5513500000004;128.5155194613497;128.479688922699;0.02200000000001978;0.03800000000001091;2018.11.27 17:30;2018.11.28 00:30;389
11871;128.567;128.575;128.55;128.555;52.29474990328987;52.63824567238758;128.629634644627;128.5872673223137;128.5449000000004;128.5025326776871;128.4601653553738;-0.01200000000000045;0.02499999999997726;2018.11.27 17:29;2018.11.28 00:29;390
11872;128.563;128.573;128.55;128.563;53.49527368703394;57.99321342276679;128.6314707897022;128.5860103948513;128.5405500000004;128.4950896051495;128.4496292102986;0.0;0.02299999999999613;2018.11.27 17:28;2018.11.28 00:28;391
11873;128.588;128.59;128.558;128.564;53.64150731990419;62.72610152101626;128.6317236703423;128.5836618351713;128.5356000000004;128.4875381648294;128.4394763296585;-0.02400000000000091;0.03200000000001069;2018.11.27 17:27;2018.11.28 00:27;392
11874;128.583;128.596;128.577;128.589;57.36584329133327;67.67437371944729;128.6303770545589;128.5805635272797;128.5307500000004;128.4809364727212;128.4311229454419;0.006000000000000227;0.01900000000000546;2018.11.27 17:26;2018.11.28 00:26;393
11875;128.577;128.586;128.577;128.584;56.79590692038413;67.95022092461822;128.6259667914906;128.5747833957455;128.5236000000004;128.4724166042553;128.4212332085102;0.007000000000005002;0.009000000000014552;2018.11.27 17:25;2018.11.28 00:25;394
11876;128.577;128.579;128.553;128.579;56.24017171488276;63.36692504118738;128.6196667751034;128.5684333875519;128.5172000000004;128.4659666124489;128.4147332248974;0.00200000000000955;0.02600000000001046;2018.11.27 17:24;2018.11.28 00:24;395
11877;128.574;128.595;128.573;128.579;56.24017171488276;63.41076103432656;128.6133731005177;128.5619615502591;128.5105500000004;128.4591384497417;128.407726899483;0.004999999999995453;0.02199999999999136;2018.11.27 17:23;2018.11.28 00:23;396
11878;128.592;128.612;128.553;128.572;55.51721849049542;58.19992416430771;128.6045154749905;128.5546327374954;128.5047500000004;128.4548672625054;128.4049845250103;-0.02000000000001023;0.0589999999999975;2018.11.27 17:22;2018.11.28 00:22;397
11879;128.579;128.597;128.572;128.593;58.26038917697394;64.06177449159259;128.595507038324;128.5475535191622;128.4996000000004;128.4516464808386;128.4036929616768;0.01399999999998158;0.02500000000000568;2018.11.27 17:21;2018.11.28 00:21;398
11880;128.607;128.614;128.566;128.58;57.01120028292916;58.41794037087851;128.5799443304554;128.5366221652279;128.4933000000004;128.4499778347729;128.4066556695454;-0.02699999999998681;0.04800000000000182;2018.11.27 17:20;2018.11.28 00:20;399
11881;128.546;128.646;128.54;128.606;60.44851213643358;59.28233023931227;128.5655815562331;128.5270907781167;128.4886000000004;128.4501092218841;128.4116184437678;0.06000000000000227;0.1059999999999945;2018.11.27 17:19;2018.11.28 00:19;400
11882;128.504;128.547;128.495;128.541;53.83849962862836;53.93893048904048;128.5376424423807;128.5091962211906;128.4807500000004;128.4523037788102;128.4238575576201;0.03700000000000614;0.0519999999999925;2018.11.27 17:18;2018.11.28 00:18;401
11883;128.52;128.527;128.504;128.505;49.38803443344963;53.31575376228248;128.5358739578545;128.5081369789275;128.4804000000004;128.4526630210733;128.4249260421463;-0.01500000000001478;0.02299999999999613;2018.11.27 17:17;2018.11.28 00:17;402
11884;128.501;128.524;128.499;128.523;51.7583120031126;57.76745637549521;128.5428451976668;128.5125225988336;128.4822000000004;128.4518774011672;128.421554802334;0.02199999999999136;0.02500000000000568;2018.11.27 17:16;2018.11.28 00:16;403
11885;128.522;128.524;128.498;128.503;49.18401339264982;53.45110542872638;128.5380917526582;128.5092208763293;128.4803500000004;128.4514791236715;128.4226082473425;-0.01900000000000546;0.02600000000001046;2018.11.27 17:15;2018.11.28 00:15;404
11886;128.511;128.528;128.507;128.521;51.53531009663165;52.50001080596431;128.5357777221085;128.5073638610544;128.4789500000004;128.4505361389463;128.4221222778922;0.009999999999990905;0.02099999999998658;2018.11.27 17:14;2018.11.28 00:14;405
11887;128.502;128.511;128.498;128.511;50.28084580641594;52.82891588469389;128.5311639284282;128.5042819642143;128.4774000000004;128.4505180357864;128.4236360715725;0.00899999999998613;0.01300000000000523;2018.11.27 17:13;2018.11.28 00:13;406
11888;128.486;128.51;128.481;128.502;49.15561403436674;53.05641523975867;128.5277677849345;128.5019338924674;128.4761000000004;128.4502661075333;128.4244322150662;0.01600000000001955;0.02899999999999636;2018.11.27 17:12;2018.11.28 00:12;407
11889;128.444;128.488;128.442;128.484;46.87105135839226;53.78885082964515;128.524983595735;128.4998417978677;128.4747000000004;128.4495582021331;128.4244164042658;0.04000000000002046;0.04599999999999227;2018.11.27 17:11;2018.11.28 00:11;408
11890;128.468;128.468;128.441;128.444;41.30322897221774;49.14426627364896;128.5252795629225;128.4987397814614;128.4722000000004;128.4456602185393;128.4191204370783;-0.02400000000000091;0.02699999999998681;2018.11.27 17:10;2018.11.28 00:10;409
11891;128.466;128.482;128.458;128.468;43.9272224423749;49.27650445317185;128.5257058136264;128.4999029068134;128.4741000000004;128.4482970931874;128.4224941863744;0.001999999999981128;0.02400000000000091;2018.11.27 17:09;2018.11.28 00:09;410
11892;128.467;128.48;128.459;128.464;43.35745999741144;43.48352507753061;128.525930185329;128.5001650926647;128.4744000000004;128.4486349073361;128.4228698146718;-0.003000000000014325;0.02099999999998658;2018.11.27 17:08;2018.11.28 00:08;411
11893;128.445;128.489;128.442;128.467;43.67364851459499;43.44660765258438;128.5304114386691;128.5035807193348;128.4767500000004;128.449919280666;128.4230885613317;0.02200000000001978;0.04699999999999704;2018.11.27 17:07;2018.11.28 00:07;412
11894;128.454;128.479;128.446;128.446;40.80283615617645;43.71230733009084;128.5330508936686;128.5057754468345;128.4785000000004;128.4512245531663;128.4239491063322;-0.008000000000009777;0.03300000000001546;2018.11.27 17:06;2018.11.28 00:06;413
11895;128.45;128.46;128.426;128.456;41.76581888397565;43.80702932153451;128.5333463673964;128.5070231836984;128.4807000000004;128.4543768163024;128.4280536326043;0.006000000000000227;0.03400000000002024;2018.11.27 17:05;2018.11.28 00:05;414
11896;128.459;128.476;128.431;128.446;40.43021465143367;43.42956976662737;128.5331073071793;128.5071036535898;128.4811000000004;128.4550963464109;128.4290926928215;-0.01300000000000523;0.04499999999998749;2018.11.27 17:04;2018.11.28 00:04;415
11897;128.468;128.472;128.441;128.463;41.98535715946839;48.50176353162686;128.5329252962678;128.5081376481341;128.4833500000004;128.4585623518667;128.433774703733;-0.004999999999995453;0.03100000000000591;2018.11.27 17:03;2018.11.28 00:03;416
11898;128.468;128.493;128.452;128.469;42.53391885381596;53.96073128340622;128.5328113807979;128.5082056903991;128.4836000000004;128.4589943096016;128.4343886192028;0.001000000000004775;0.04099999999999682;2018.11.27 17:02;2018.11.28 00:02;417
11899;128.487;128.487;128.437;128.467;42.29516953239438;48.30920407193382;128.5351912750836;128.508545637542;128.4819000000004;128.4552543624587;128.4286087249171;-0.01999999999998181;0.04999999999998295;2018.11.27 17:01;2018.11.28 00:01;418
11900;128.443;128.508;128.433;128.486;43.94282241536911;47.38261791212989;128.5359922862118;128.5084461431061;128.4809000000004;128.4533538568947;128.4258077137889;0.04299999999997794;0.07500000000001705;2018.11.27 17:00;2018.11.28 00:00;419
11901;128.535;128.553;128.447;128.449;39.58908648536416;46.85714923998865;128.538179796372;128.5100648981862;128.4819500000004;128.4538351018145;128.4257202036287;-0.08599999999998431;0.1059999999999945;2018.11.27 16:59;2018.11.27 23:59;420
11902;128.539;128.551;128.534;128.534;47.66902222997432;46.11215911977733;128.5483905530195;128.51769527651;128.4870000000004;128.4563047234908;128.4256094469812;-0.004999999999995453;0.01699999999999591;2018.11.27 16:58;2018.11.27 23:58;421
11903;128.487;128.541;128.487;128.541;48.44252508119326;41.71113216141543;128.5567267594411;128.5227133797207;128.4887000000004;128.4546866202801;128.4206732405597;0.05400000000000205;0.05400000000000205;2018.11.27 16:57;2018.11.27 23:57;422
11904;128.476;128.49;128.448;128.486;41.3373346715863;37.60349088553535;128.5625405641255;128.5262452820629;128.4899500000004;128.4536547179378;128.4173594358753;0.009999999999990905;0.04200000000000159;2018.11.27 16:56;2018.11.27 23:56;423
11905;128.489;128.49;128.472;128.475;39.76000448970313;37.04554919710625;128.590285009504;128.5435925047522;128.4969000000004;128.4502074952485;128.4035149904967;-0.01400000000001;0.01800000000000068;2018.11.27 16:55;2018.11.27 23:55;424
11906;128.48;128.512;128.48;128.49;41.19492114793317;37.10741783081463;128.6371426947875;128.5727213473939;128.5083000000004;128.4438786526068;128.3794573052133;0.01000000000001933;0.03200000000001069;2018.11.27 16:54;2018.11.27 23:54;425
11907;128.475;128.5;128.471;128.485;40.51510844201044;32.94207142488702;128.6721957205145;128.5955228602574;128.5188500000004;128.4421771397433;128.3655042794862;0.01000000000001933;0.02899999999999636;2018.11.27 16:53;2018.11.27 23:53;426
11908;128.434;128.474;128.43;128.474;39.04228945512337;29.22414539564717;128.7015244452926;128.6156122226465;128.5297000000004;128.4437877773542;128.3578755547081;0.03999999999999204;0.04399999999998272;2018.11.27 16:52;2018.11.27 23:52;427
11909;128.476;128.49;128.432;128.434;33.340722716168;27.6041502883507;128.7327050656359;128.6375775328181;128.5424500000003;128.4473224671825;128.3521949343647;-0.04200000000000159;0.05800000000002115;2018.11.27 16:51;2018.11.27 23:51;428
11910;128.471;128.485;128.464;128.482;37.32008049792523;31.82399130869793;128.7548576140352;128.6557788070178;128.5567000000003;128.4576211929829;128.3585423859654;0.01099999999999568;0.02100000000001501;2018.11.27 16:50;2018.11.27 23:50;429
11911;128.508;128.517;128.474;128.474;36.1127546568811;36.21202693007227;128.7711197475096;128.669234873755;128.5673500000003;128.4654651262457;128.3635802524911;-0.03400000000002024;0.04300000000000637;2018.11.27 16:49;2018.11.27 23:49;430
11912;128.502;128.542;128.5;128.511;39.45159770588517;37.36122657675303;128.7817345809163;128.6795922904583;128.5774500000003;128.4753077095424;128.3731654190844;0.00899999999998613;0.04200000000000159;2018.11.27 16:48;2018.11.27 23:48;431
11913;128.491;128.51;128.483;128.502;38.12974929426578;33.45054226559168;128.7927433191185;128.6893716595594;128.5860000000003;128.4826283404412;128.3792566808822;0.01099999999999568;0.02699999999998681;2018.11.27 16:47;2018.11.27 23:47;432
11914;128.464;128.509;128.463;128.49;36.37019821846715;31.35623094214756;128.8025476308043;128.6988738154023;128.5952000000003;128.4915261845984;128.3878523691964;0.02600000000001046;0.04599999999999227;2018.11.27 16:46;2018.11.27 23:46;433
11915;128.494;128.494;128.424;128.464;32.41386056566505;28.88236203904259;128.81043835817;128.7077941790852;128.6051500000004;128.5025058209155;128.3998616418307;-0.03000000000000114;0.06999999999999318;2018.11.27 16:45;2018.11.27 23:45;434
11916;128.467;128.493;128.435;128.491;34.5320726760055;32.94731942280096;128.8141563226104;128.7153031613054;128.6164500000004;128.5175968386953;128.4187436773903;0.02400000000000091;0.05799999999999272;2018.11.27 16:44;2018.11.27 23:44;435
11917;128.434;128.471;128.434;128.468;30.87652966688991;28.09925416117632;128.8142221506052;128.7194110753028;128.6246000000004;128.529788924698;128.4349778493955;0.03399999999999181;0.03700000000000614;2018.11.27 16:43;2018.11.27 23:43;436
11918;128.446;128.452;128.424;128.435;25.1822660958842;25.16936342223711;128.8129411916009;128.7243205958007;128.6357000000004;128.5470794042;128.4584588083998;-0.01099999999999568;0.02799999999999159;2018.11.27 16:42;2018.11.27 23:42;437
11919;128.505;128.514;128.435;128.447;25.9198919491869;26.27972537127947;128.7997445722719;128.7237472861361;128.6477500000004;128.5717527138646;128.4957554277289;-0.05799999999999272;0.07900000000000773;2018.11.27 16:41;2018.11.27 23:41;438
11920;128.547;128.565;128.502;128.507;30.10910869001502;31.34927719707943;128.7811132043052;128.7203816021528;128.6596500000003;128.5989183978479;128.5381867956955;-0.03999999999999204;0.06299999999998818;2018.11.27 16:40;2018.11.27 23:40;439
11921;128.567;128.573;128.541;128.55;33.83188219120412;33.38819852316752;128.7670403143892;128.7174201571948;128.6678000000003;128.6181798428059;128.5685596856115;-0.01699999999999591;0.03200000000001069;2018.11.27 16:39;2018.11.27 23:39;440
11922;128.564;128.577;128.546;128.568;35.58140437946065;39.2522087324917;128.757994004581;128.7162970022907;128.6746000000003;128.63290299771;128.5912059954197;0.004000000000019099;0.03100000000000591;2018.11.27 16:38;2018.11.27 23:38;441
11923;128.627;128.642;128.565;128.566;35.22784469363501;41.37266371293713;128.7473708239764;128.7135104119884;128.6796500000003;128.6457895880123;128.6119291760242;-0.06100000000000705;0.07699999999999818;2018.11.27 16:37;2018.11.27 23:37;442
11924;128.704;128.714;128.625;128.625;41.63134701029445;47.91253066470963;128.7295931812835;128.7078715906419;128.6861500000003;128.6644284093588;128.6427068187172;-0.07900000000000773;0.08899999999999864;2018.11.27 16:36;2018.11.27 23:36;443
11925;128.7;128.706;128.689;128.703;53.94727741425139;50.55260222759647;128.7223179592438;128.7056089796221;128.6889000000003;128.6721910203786;128.6554820407568;0.003000000000014325;0.01699999999999591;2018.11.27 16:35;2018.11.27 23:35;444
11926;128.703;128.719;128.695;128.701;53.61300386601566;52.58171111153419;128.7215134646241;128.7050317323122;128.6885500000003;128.6720682676885;128.6555865353766;-0.00200000000000955;0.02400000000000091;2018.11.27 16:34;2018.11.27 23:34;445
11927;128.727;128.73;128.701;128.702;53.79848954886373;57.78121195615327;128.7239992795317;128.706649639766;128.6893000000003;128.6719503602346;128.6546007204689;-0.02500000000000568;0.02899999999999636;2018.11.27 16:33;2018.11.27 23:33;446
11928;128.719;128.735;128.715;128.729;59.03758360623295;58.02250802492783;128.724832939134;128.7072164695672;128.6896000000003;128.6719835304335;128.6543670608666;0.01000000000001933;0.02000000000001023;2018.11.27 16:32;2018.11.27 23:32;447
11929;128.696;128.726;128.696;128.719;57.58422301127183;57.12735860742467;128.7216392948841;128.7052946474423;128.6889500000003;128.6726053525584;128.6562607051166;0.02299999999999613;0.03000000000000114;2018.11.27 16:31;2018.11.27 23:31;448
11930;128.677;128.701;128.672;128.695;53.85099045434434;55.97413838072239;128.7239276700637;128.706663835032;128.6894000000003;128.6721361649687;128.654872329937;0.01800000000000068;0.02899999999999636;2018.11.27 16:30;2018.11.27 23:30;449
11931;128.684;128.689;128.671;128.676;50.57962051978467;53.47147004271646;128.7234058126425;128.7058779063214;128.6883500000003;128.6708220936792;128.6532941873582;-0.008000000000009777;0.01800000000000068;2018.11.27 16:29;2018.11.27 23:29;450
11932;128.686;128.69;128.681;128.682;51.67862503934517;57.85676605813369;128.7237353321911;128.7058426660957;128.6879500000003;128.670057333905;128.6521646678096;-0.004000000000019099;0.00899999999998613;2018.11.27 16:28;2018.11.27 23:28;451
11933;128.689;128.695;128.686;128.686;52.39970781757955;63.42977573110922;128.7245079778774;128.7057039889389;128.6869000000003;128.6680960110618;128.6492920221233;-0.002999999999985903;0.00899999999998613;2018.11.27 16:27;2018.11.27 23:27;452
11934;128.69;128.691;128.68;128.689;52.92587907650117;64.33667689231072;128.726807618357;128.7058038091787;128.6848000000004;128.663796190822;128.6427923816437;-0.001000000000004775;0.01099999999999568;2018.11.27 16:26;2018.11.27 23:26;453
11935;128.654;128.702;128.654;128.69;53.09470994701415;59.64211919798993;128.7287288703291;128.7055144351647;128.6823000000004;128.659085564836;128.6358711296717;0.03600000000000136;0.04800000000000182;2018.11.27 16:25;2018.11.27 23:25;454
11936;128.692;128.693;128.654;128.654;47.35088848270117;54.7526131450028;128.7292510141887;128.7046005070945;128.6799500000004;128.6552994929062;128.630648985812;-0.03800000000001091;0.03900000000001569;2018.11.27 16:24;2018.11.27 23:24;455
11937;128.677;128.696;128.674;128.69;53.58453510114035;60.00090002182721;128.7289268463369;128.7046384231686;128.6803500000004;128.6560615768321;128.6317731536639;0.01300000000000523;0.02199999999999136;2018.11.27 16:23;2018.11.27 23:23;456
11938;128.676;128.686;128.669;128.676;51.21163502345468;60.73512006773275;128.7279053275784;128.7035026637894;128.6791000000003;128.6546973362113;128.6302946724223;0.0;0.01699999999999591;2018.11.27 16:22;2018.11.27 23:22;457
11939;128.666;128.687;128.666;128.685;52.8620722421229;66.08163097751537;128.7279273017535;128.703013650877;128.6781000000004;128.6531863491238;128.6282726982472;0.01900000000000546;0.02100000000001501;2018.11.27 16:21;2018.11.27 23:21;458
11940;128.681;128.681;128.67;128.67;50.32741349364358;66.27139593073096;128.7274263670737;128.701938183537;128.6764500000004;128.6509618164637;128.625473632927;-0.0110000000000241;0.0110000000000241;2018.11.27 16:20;2018.11.27 23:20;459
11941;128.669;128.696;128.669;128.686;53.22768684583018;70.22915278335802;128.7281516948885;128.7016008474444;128.6750500000003;128.6484991525562;128.6219483051121;0.01699999999999591;0.02699999999998681;2018.11.27 16:19;2018.11.27 23:19;460
11942;128.697;128.697;128.668;128.669;50.33898685016397;65.4821570176855;128.7280931650479;128.7002965825241;128.6725000000003;128.6447034174766;128.6169068349528;-0.02799999999999159;0.02899999999999636;2018.11.27 16:18;2018.11.27 23:18;461
11943;128.683;128.699;128.683;128.696;55.51193868706252;66.06998676525065;128.7290650322846;128.6998325161425;128.6706000000003;128.6413674838582;128.6121349677161;0.01300000000000523;0.01600000000001955;2018.11.27 16:17;2018.11.27 23:17;462
11944;128.696;128.701;128.679;128.68;52.780208156347;61.40090914517972;128.7261826362721;128.6973913181362;128.6686000000003;128.6398086818645;128.6110173637286;-0.01599999999999113;0.02199999999999136;2018.11.27 16:16;2018.11.27 23:16;463
11945;128.716;128.72;128.694;128.696;56.0497880647309;66.05671822235252;128.7252511987672;128.6965755993838;128.6679000000003;128.6392244006169;128.6105488012334;-0.02000000000001023;0.02600000000001046;2018.11.27 16:15;2018.11.27 23:15;464
11946;128.706;128.718;128.706;128.716;60.50032249569801;64.54819554248554;128.7220830850217;128.694116542511;128.6661500000004;128.6381834574897;128.610216914979;0.01000000000001933;0.01200000000000045;2018.11.27 16:14;2018.11.27 23:14;465
11947;128.716;128.724;128.693;128.708;59.27140940999976;64.89467139042512;128.7147039910295;128.6891769955149;128.6636500000004;128.6381230044858;128.6125960089713;-0.008000000000009777;0.03099999999997749;2018.11.27 16:13;2018.11.27 23:13;466
11948;128.729;128.73;128.711;128.716;61.07661291818678;71.23940102514015;128.7080341755563;128.6846170877783;128.6612000000004;128.6377829122224;128.6143658244445;-0.01300000000000523;0.01899999999997704;2018.11.27 16:12;2018.11.27 23:12;467
11949;128.672;128.729;128.671;128.728;63.84763905015673;71.6548241947244;128.697630171804;128.6778400859021;128.6580500000004;128.6382599140986;128.6184698281968;0.0560000000000116;0.05800000000002115;2018.11.27 16:11;2018.11.27 23:11;468
11950;128.667;128.676;128.667;128.674;55.14843799881714;72.80216411182974;128.677397601157;128.6656738005787;128.6539500000004;128.6422261994221;128.6305023988438;0.007000000000005002;0.00899999999998613;2018.11.27 16:10;2018.11.27 23:10;469
11951;128.664;128.671;128.658;128.668;53.97954513702525;74.66354120327352;128.6748401294427;128.6634450647216;128.6520500000004;128.6406549352792;128.629259870558;0.004000000000019099;0.01300000000000523;2018.11.27 16:09;2018.11.27 23:09;470
11952;128.644;128.673;128.644;128.661;52.61072107937981;68.51446513139572;128.6797001207731;128.6641750603867;128.6486500000004;128.633124939614;128.6175998792277;0.01699999999999591;0.02899999999999636;2018.11.27 16:08;2018.11.27 23:08;471
11953;128.639;128.653;128.638;128.644;49.11910960570206;68.62707362127183;128.6802651237467;128.6645575618736;128.6488500000004;128.6331424381272;128.617434876254;0.004999999999995453;0.01499999999998636;2018.11.27 16:07;2018.11.27 23:07;472
