[20190314_085800 / views.py:11253]
fname_Src_CSV	44_5.1_10_rawdata.(AUDJPY).(Period-D1).(NumOfUnits-2000).(Bars-ALL-20190311_135946).20190311_135752.csv
slice by	through
this file	(20190314_085800).(AUDJPY-D1).[sec-1~BB-histogram.UU-UD-DU-DD].csv 
pair	AUDJPY
timeframe	D1
start	2012.07.02 00:00
end	2019.03.11 00:00
total bars	2000

[20190314_085800 / views.py:11272]
[in-BB locations]==============================
loc.	UU	UD	DU	DD	%UU	%UD	%DU	%DD
> 2S	58	48	3	5	0.1023	0.0968	0.0060	0.0114
2S >= / >= 1S	157	143	70	73	0.2769	0.2883	0.1408	0.1670
1S > / >= main	134	120	122	109	0.2363	0.2419	0.2455	0.2494
main > / >= M1S	116	111	104	98	0.2046	0.2238	0.2093	0.2243
M1S > / >= M2S	94	69	142	101	0.1658	0.1391	0.2857	0.2311
M2S >	8	5	56	51	0.0141	0.0101	0.1127	0.1167
