[20190317_103054 / views.py:11276]
fname_Src_CSV	44_5.1_10_rawdata.(EURUSD).(Period-H1).(NumOfUnits-6000).(Bars-ALL-20190308_092423).20190308_092230.csv
slice by	through
this file	(20190317_103053).(EURUSD-H1).[sec-1~BB-histogram.UU-UD-DU-DD].csv 
pair	EURUSD
timeframe	H1
start	2018.03.19 07:00
end	2019.03.08 02:00
total bars	6000

[20190317_103054 / views.py:11295]
[in-BB locations]==============================
loc.	UU	UD	DU	DD	%UU	%UD	%DU	%DD
> 2S	151	193	19	27	0.1053	0.1265	0.0124	0.0185
2S >= / >= 1S	331	382	199	224	0.2308	0.2503	0.1302	0.1537
1S > / >= main	319	334	372	318	0.2225	0.2189	0.2435	0.2183
main > / >= M1S	374	365	340	343	0.2608	0.2392	0.2225	0.2354
M1S > / >= M2S	238	222	392	343	0.1660	0.1455	0.2565	0.2354
M2S >	21	30	206	202	0.0146	0.0197	0.1348	0.1386
