[20190312_075905 / views.py:11731]
fname_Src_CSV	44_5.1_10_rawdata.(AUDUSD).(Period-M5).(NumOfUnits-2000).(Bars-ALL-20190312_075809).20190312_075213.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].(AUDUSD-M5).(20190312_075905).csv
pair	AUDUSD
timeframe	M5
start	2019.03.01 02:45
end	2019.03.12 01:50

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190312_075905 / views.py:11746]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
55	2019.03.11 15:40	2019.03.11 15:45	0.705	0.705	0.704	0.704	0.705	0.705	0.705
56	2019.03.11 15:45	2019.03.11 15:50	0.705	0.705	0.704	0.704	0.705	0.705	0.705
57	2019.03.11 16:10	2019.03.11 16:15	0.706	0.706	0.704	0.705	0.705	0.705	0.706
58	2019.03.11 16:15	2019.03.11 16:20	0.706	0.706	0.704	0.705	0.705	0.705	0.706
59	2019.03.11 16:20	2019.03.11 16:25	0.706	0.706	0.704	0.705	0.705	0.705	0.706
60	2019.03.11 16:25	2019.03.11 16:30	0.706	0.706	0.704	0.705	0.705	0.706	0.706
61	2019.03.11 17:15	2019.03.11 17:20	0.706	0.706	0.705	0.705	0.706	0.706	0.707
62	2019.03.11 17:20	2019.03.11 17:25	0.706	0.706	0.705	0.706	0.706	0.706	0.707
63	2019.03.11 17:25	2019.03.11 17:30	0.706	0.706	0.705	0.706	0.706	0.706	0.707
64	2019.03.11 17:55	2019.03.11 18:00	0.706	0.706	0.706	0.706	0.706	0.706	0.706
65	2019.03.11 18:40	2019.03.11 18:45	0.706	0.706	0.705	0.706	0.706	0.706	0.706
66	2019.03.11 19:50	2019.03.11 19:55	0.706	0.706	0.705	0.705	0.705	0.706	0.706
67	2019.03.11 20:05	2019.03.11 20:10	0.706	0.706	0.705	0.705	0.705	0.706	0.706
68	2019.03.11 20:10	2019.03.11 20:15	0.706	0.706	0.705	0.705	0.705	0.706	0.706
69	2019.03.11 20:25	2019.03.11 20:30	0.706	0.706	0.705	0.705	0.705	0.706	0.706
70	2019.03.11 20:30	2019.03.11 20:35	0.706	0.706	0.705	0.705	0.705	0.706	0.706
71	2019.03.11 20:35	2019.03.11 20:40	0.706	0.706	0.705	0.705	0.705	0.706	0.706
72	2019.03.11 20:50	2019.03.11 20:55	0.706	0.706	0.705	0.705	0.706	0.706	0.706
73	2019.03.11 21:20	2019.03.11 21:25	0.706	0.706	0.705	0.706	0.706	0.706	0.706
74	2019.03.11 21:25	2019.03.11 21:30	0.706	0.706	0.705	0.706	0.706	0.706	0.706
75	2019.03.11 21:30	2019.03.11 21:35	0.706	0.706	0.705	0.706	0.706	0.706	0.706
76	2019.03.11 21:35	2019.03.11 21:40	0.706	0.706	0.705	0.706	0.706	0.706	0.706
77	2019.03.11 21:40	2019.03.11 21:45	0.706	0.706	0.705	0.706	0.706	0.706	0.706
78	2019.03.11 22:05	2019.03.11 22:10	0.706	0.706	0.705	0.706	0.706	0.706	0.706
79	2019.03.11 22:35	2019.03.11 22:40	0.706	0.706	0.706	0.706	0.706	0.706	0.706
80	2019.03.11 22:40	2019.03.11 22:45	0.706	0.707	0.706	0.706	0.706	0.706	0.706
81	2019.03.11 22:45	2019.03.11 22:50	0.707	0.707	0.705	0.706	0.706	0.706	0.707
82	2019.03.11 23:20	2019.03.11 23:25	0.707	0.707	0.706	0.706	0.706	0.707	0.707
83	2019.03.11 23:40	2019.03.11 23:45	0.707	0.707	0.706	0.706	0.706	0.707	0.707
84	2019.03.11 23:45	2019.03.11 23:50	0.707	0.707	0.706	0.706	0.707	0.707	0.707
85	2019.03.08 00:55	2019.03.08 01:00	0.702	0.702	0.701	0.701	0.701	0.702	0.702
86	2019.03.08 01:20	2019.03.08 01:25	0.702	0.702	0.701	0.701	0.702	0.702	0.702
87	2019.03.08 01:25	2019.03.08 01:30	0.702	0.702	0.701	0.701	0.702	0.702	0.702
88	2019.03.08 02:20	2019.03.08 02:25	0.702	0.702	0.701	0.702	0.702	0.702	0.703
89	2019.03.08 03:35	2019.03.08 03:40	0.701	0.701	0.701	0.701	0.701	0.702	0.702
90	2019.03.08 03:40	2019.03.08 03:45	0.701	0.701	0.701	0.701	0.701	0.702	0.702
91	2019.03.08 03:45	2019.03.08 03:50	0.701	0.702	0.701	0.701	0.701	0.701	0.702
92	2019.03.08 03:50	2019.03.08 03:55	0.702	0.702	0.701	0.701	0.701	0.701	0.702
93	2019.03.08 04:05	2019.03.08 04:10	0.702	0.702	0.701	0.701	0.701	0.702	0.702
94	2019.03.08 04:10	2019.03.08 04:15	0.702	0.702	0.701	0.701	0.701	0.702	0.702
95	2019.03.08 04:15	2019.03.08 04:20	0.702	0.702	0.701	0.701	0.701	0.702	0.702
96	2019.03.08 04:20	2019.03.08 04:25	0.702	0.702	0.701	0.701	0.701	0.702	0.702
97	2019.03.08 04:25	2019.03.08 04:30	0.702	0.703	0.701	0.701	0.702	0.702	0.702
98	2019.03.08 04:40	2019.03.08 04:45	0.702	0.702	0.701	0.701	0.702	0.702	0.703
99	2019.03.08 05:20	2019.03.08 05:25	0.702	0.702	0.701	0.702	0.702	0.702	0.703
100	2019.03.08 06:30	2019.03.08 06:35	0.701	0.701	0.700	0.701	0.701	0.702	0.702
101	2019.03.08 06:35	2019.03.08 06:40	0.701	0.701	0.700	0.701	0.701	0.702	0.702
102	2019.03.08 06:55	2019.03.08 07:00	0.701	0.701	0.700	0.701	0.701	0.702	0.702
103	2019.03.08 07:40	2019.03.08 07:45	0.701	0.701	0.700	0.701	0.701	0.701	0.701
104	2019.03.08 08:05	2019.03.08 08:10	0.701	0.701	0.700	0.701	0.701	0.701	0.701
105	2019.03.08 08:10	2019.03.08 08:15	0.701	0.701	0.700	0.701	0.701	0.701	0.701
106	2019.03.08 08:15	2019.03.08 08:20	0.701	0.701	0.700	0.701	0.701	0.701	0.701
107	2019.03.08 08:45	2019.03.08 08:50	0.701	0.701	0.700	0.701	0.701	0.701	0.701
108	2019.03.08 09:45	2019.03.08 09:50	0.701	0.701	0.700	0.701	0.701	0.701	0.701
109	2019.03.08 09:50	2019.03.08 09:55	0.701	0.701	0.700	0.701	0.701	0.701	0.701
110	2019.03.08 09:55	2019.03.08 10:00	0.701	0.701	0.700	0.701	0.701	0.701	0.701
111	2019.03.08 10:25	2019.03.08 10:30	0.701	0.701	0.700	0.701	0.701	0.701	0.701
112	2019.03.08 10:45	2019.03.08 10:50	0.701	0.702	0.700	0.700	0.701	0.701	0.701
113	2019.03.08 10:50	2019.03.08 10:55	0.702	0.702	0.700	0.701	0.701	0.701	0.701
114	2019.03.08 10:55	2019.03.08 11:00	0.702	0.702	0.700	0.701	0.701	0.701	0.702
115	2019.03.08 11:00	2019.03.08 11:05	0.702	0.702	0.700	0.701	0.701	0.701	0.702
116	2019.03.08 11:05	2019.03.08 11:10	0.702	0.702	0.700	0.701	0.701	0.701	0.702
117	2019.03.08 11:10	2019.03.08 11:15	0.702	0.702	0.700	0.701	0.701	0.702	0.702
118	2019.03.08 11:15	2019.03.08 11:20	0.702	0.702	0.700	0.701	0.701	0.702	0.702
119	2019.03.08 11:30	2019.03.08 11:35	0.702	0.702	0.700	0.701	0.701	0.702	0.702
120	2019.03.08 11:35	2019.03.08 11:40	0.702	0.703	0.700	0.701	0.701	0.702	0.703
121	2019.03.08 12:05	2019.03.08 12:10	0.702	0.702	0.701	0.701	0.702	0.702	0.703
122	2019.03.08 12:10	2019.03.08 12:15	0.702	0.703	0.701	0.702	0.702	0.702	0.703
123	2019.03.08 12:15	2019.03.08 12:20	0.703	0.703	0.701	0.702	0.702	0.703	0.703
124	2019.03.08 13:05	2019.03.08 13:10	0.703	0.703	0.702	0.702	0.703	0.703	0.703
125	2019.03.08 13:10	2019.03.08 13:15	0.703	0.703	0.702	0.702	0.703	0.703	0.703
126	2019.03.08 13:40	2019.03.08 13:45	0.703	0.703	0.702	0.702	0.703	0.703	0.703
127	2019.03.08 13:45	2019.03.08 13:50	0.703	0.703	0.702	0.703	0.703	0.703	0.703
128	2019.03.08 13:50	2019.03.08 13:55	0.703	0.703	0.702	0.703	0.703	0.703	0.703
129	2019.03.08 13:55	2019.03.08 14:00	0.703	0.703	0.702	0.703	0.703	0.703	0.703
130	2019.03.08 14:20	2019.03.08 14:25	0.703	0.703	0.702	0.703	0.703	0.703	0.703
131	2019.03.08 15:10	2019.03.08 15:15	0.703	0.703	0.702	0.703	0.703	0.703	0.703
132	2019.03.08 15:15	2019.03.08 15:20	0.703	0.703	0.703	0.703	0.703	0.703	0.703
133	2019.03.08 15:20	2019.03.08 15:25	0.703	0.703	0.703	0.703	0.703	0.703	0.703
134	2019.03.08 16:10	2019.03.08 16:15	0.703	0.704	0.702	0.703	0.703	0.703	0.704
135	2019.03.08 16:30	2019.03.08 16:35	0.704	0.704	0.702	0.703	0.703	0.704	0.704
136	2019.03.08 16:55	2019.03.08 17:00	0.704	0.705	0.703	0.703	0.704	0.704	0.704
137	2019.03.08 17:15	2019.03.08 17:20	0.704	0.704	0.703	0.703	0.704	0.704	0.705
138	2019.03.08 17:20	2019.03.08 17:25	0.704	0.704	0.703	0.703	0.704	0.704	0.705
139	2019.03.08 17:25	2019.03.08 17:30	0.704	0.704	0.703	0.703	0.704	0.704	0.705
140	2019.03.08 17:40	2019.03.08 17:45	0.705	0.705	0.703	0.704	0.704	0.704	0.705
141	2019.03.08 18:00	2019.03.08 18:05	0.704	0.704	0.704	0.704	0.704	0.704	0.705
142	2019.03.08 18:05	2019.03.08 18:10	0.704	0.705	0.704	0.704	0.704	0.704	0.705
143	2019.03.08 18:10	2019.03.08 18:15	0.705	0.705	0.704	0.704	0.704	0.704	0.705
144	2019.03.08 18:15	2019.03.08 18:20	0.705	0.705	0.704	0.704	0.704	0.705	0.705
145	2019.03.08 18:20	2019.03.08 18:25	0.705	0.705	0.704	0.704	0.704	0.705	0.705
146	2019.03.08 18:40	2019.03.08 18:45	0.705	0.705	0.704	0.704	0.704	0.705	0.705
147	2019.03.08 18:45	2019.03.08 18:50	0.705	0.705	0.704	0.704	0.704	0.705	0.705
148	2019.03.08 20:05	2019.03.08 20:10	0.705	0.705	0.705	0.705	0.705	0.705	0.705
149	2019.03.08 20:40	2019.03.08 20:45	0.705	0.705	0.705	0.705	0.705	0.705	0.705
150	2019.03.08 21:20	2019.03.08 21:25	0.705	0.705	0.705	0.705	0.705	0.705	0.705
151	2019.03.08 21:25	2019.03.08 21:30	0.705	0.705	0.705	0.705	0.705	0.705	0.705
152	2019.03.08 22:55	2019.03.08 23:00	0.704	0.705	0.704	0.704	0.705	0.705	0.705
153	2019.03.07 00:35	2019.03.07 00:40	0.703	0.703	0.703	0.703	0.703	0.703	0.703
154	2019.03.07 00:40	2019.03.07 00:45	0.703	0.703	0.703	0.703	0.703	0.703	0.703
155	2019.03.07 00:45	2019.03.07 00:50	0.703	0.703	0.703	0.703	0.703	0.703	0.703
156	2019.03.07 01:05	2019.03.07 01:10	0.703	0.703	0.703	0.703	0.703	0.703	0.703
157	2019.03.07 01:10	2019.03.07 01:15	0.703	0.703	0.703	0.703	0.703	0.703	0.703
158	2019.03.07 01:55	2019.03.07 02:00	0.703	0.703	0.703	0.703	0.703	0.703	0.703
159	2019.03.07 02:00	2019.03.07 02:05	0.703	0.703	0.703	0.703	0.703	0.703	0.703
160	2019.03.07 02:15	2019.03.07 02:20	0.703	0.703	0.703	0.703	0.703	0.703	0.703
161	2019.03.07 02:20	2019.03.07 02:25	0.703	0.703	0.703	0.703	0.703	0.703	0.703
162	2019.03.07 02:45	2019.03.07 02:50	0.703	0.703	0.703	0.703	0.703	0.703	0.703
163	2019.03.07 02:50	2019.03.07 02:55	0.703	0.703	0.703	0.703	0.703	0.703	0.703
164	2019.03.07 03:05	2019.03.07 03:10	0.703	0.704	0.703	0.703	0.703	0.703	0.703
165	2019.03.07 03:10	2019.03.07 03:15	0.704	0.704	0.703	0.703	0.703	0.703	0.704
166	2019.03.07 03:25	2019.03.07 03:30	0.704	0.704	0.703	0.703	0.703	0.704	0.704
167	2019.03.07 04:35	2019.03.07 04:40	0.704	0.705	0.703	0.704	0.704	0.704	0.705
168	2019.03.07 04:40	2019.03.07 04:45	0.705	0.705	0.703	0.704	0.704	0.704	0.705
169	2019.03.07 05:00	2019.03.07 05:05	0.704	0.704	0.704	0.704	0.704	0.704	0.705
170	2019.03.07 05:05	2019.03.07 05:10	0.704	0.705	0.704	0.704	0.704	0.704	0.705
171	2019.03.07 05:10	2019.03.07 05:15	0.705	0.705	0.704	0.704	0.704	0.704	0.705
172	2019.03.07 06:00	2019.03.07 06:05	0.704	0.705	0.704	0.704	0.704	0.705	0.705
173	2019.03.07 06:05	2019.03.07 06:10	0.705	0.705	0.704	0.704	0.704	0.705	0.705
174	2019.03.07 06:20	2019.03.07 06:25	0.705	0.705	0.704	0.704	0.704	0.705	0.705
175	2019.03.07 07:35	2019.03.07 07:40	0.704	0.705	0.704	0.704	0.705	0.705	0.705
176	2019.03.07 07:50	2019.03.07 07:55	0.705	0.705	0.704	0.704	0.705	0.705	0.705
177	2019.03.07 07:55	2019.03.07 08:00	0.705	0.705	0.704	0.704	0.705	0.705	0.705
178	2019.03.07 09:10	2019.03.07 09:15	0.704	0.704	0.704	0.704	0.704	0.705	0.705
179	2019.03.07 09:45	2019.03.07 09:50	0.704	0.704	0.704	0.704	0.704	0.704	0.705
180	2019.03.07 10:20	2019.03.07 10:25	0.704	0.704	0.704	0.704	0.704	0.704	0.704
181	2019.03.07 10:50	2019.03.07 10:55	0.704	0.704	0.704	0.704	0.704	0.704	0.704
182	2019.03.07 10:55	2019.03.07 11:00	0.704	0.704	0.704	0.704	0.704	0.704	0.704
183	2019.03.07 11:00	2019.03.07 11:05	0.704	0.704	0.704	0.704	0.704	0.704	0.704
184	2019.03.07 11:35	2019.03.07 11:40	0.704	0.704	0.704	0.704	0.704	0.704	0.705
185	2019.03.07 11:40	2019.03.07 11:45	0.704	0.705	0.704	0.704	0.704	0.704	0.705
186	2019.03.07 11:55	2019.03.07 12:00	0.704	0.705	0.704	0.704	0.704	0.704	0.705
187	2019.03.07 12:10	2019.03.07 12:15	0.704	0.704	0.704	0.704	0.704	0.704	0.705
188	2019.03.07 12:15	2019.03.07 12:20	0.704	0.705	0.704	0.704	0.704	0.704	0.705
189	2019.03.07 12:40	2019.03.07 12:45	0.704	0.705	0.704	0.704	0.704	0.704	0.705
190	2019.03.07 12:45	2019.03.07 12:50	0.705	0.705	0.704	0.704	0.704	0.704	0.705
191	2019.03.07 12:50	2019.03.07 12:55	0.705	0.705	0.704	0.704	0.704	0.705	0.705
192	2019.03.07 12:55	2019.03.07 13:00	0.705	0.705	0.704	0.704	0.704	0.705	0.705
193	2019.03.07 13:00	2019.03.07 13:05	0.705	0.705	0.704	0.704	0.704	0.705	0.705
194	2019.03.07 14:00	2019.03.07 14:05	0.705	0.705	0.704	0.704	0.705	0.705	0.705
195	2019.03.07 14:05	2019.03.07 14:10	0.705	0.705	0.704	0.704	0.705	0.705	0.705
196	2019.03.07 14:40	2019.03.07 14:45	0.704	0.705	0.704	0.704	0.705	0.705	0.705
197	2019.03.07 14:45	2019.03.07 14:50	0.705	0.705	0.704	0.704	0.705	0.705	0.705
198	2019.03.07 15:10	2019.03.07 15:15	0.704	0.704	0.704	0.704	0.704	0.705	0.705
199	2019.03.07 15:15	2019.03.07 15:20	0.704	0.704	0.704	0.704	0.704	0.705	0.705
200	2019.03.07 15:35	2019.03.07 15:40	0.704	0.704	0.703	0.704	0.704	0.705	0.705
201	2019.03.07 15:40	2019.03.07 15:45	0.704	0.704	0.703	0.704	0.704	0.705	0.705
202	2019.03.07 15:45	2019.03.07 15:50	0.704	0.704	0.703	0.704	0.704	0.704	0.705
203	2019.03.07 16:10	2019.03.07 16:15	0.704	0.704	0.703	0.704	0.704	0.704	0.705
204	2019.03.07 17:35	2019.03.07 17:40	0.703	0.703	0.703	0.703	0.704	0.704	0.704
205	2019.03.07 17:40	2019.03.07 17:45	0.703	0.703	0.703	0.703	0.704	0.704	0.704
206	2019.03.07 17:45	2019.03.07 17:50	0.703	0.703	0.703	0.703	0.704	0.704	0.704
207	2019.03.07 18:25	2019.03.07 18:30	0.703	0.703	0.703	0.703	0.703	0.703	0.704
208	2019.03.07 18:40	2019.03.07 18:45	0.703	0.703	0.703	0.703	0.703	0.703	0.704
209	2019.03.07 19:25	2019.03.07 19:30	0.703	0.703	0.703	0.703	0.703	0.703	0.703
210	2019.03.07 19:30	2019.03.07 19:35	0.703	0.703	0.703	0.703	0.703	0.703	0.703
211	2019.03.07 20:35	2019.03.07 20:40	0.702	0.702	0.702	0.702	0.703	0.703	0.703
212	2019.03.07 20:40	2019.03.07 20:45	0.702	0.703	0.702	0.702	0.703	0.703	0.703
213	2019.03.07 22:10	2019.03.07 22:15	0.701	0.701	0.701	0.701	0.702	0.702	0.703
214	2019.03.07 22:55	2019.03.07 23:00	0.701	0.701	0.700	0.701	0.701	0.702	0.702
215	2019.03.07 23:00	2019.03.07 23:05	0.701	0.701	0.700	0.701	0.701	0.702	0.702
216	2019.03.07 23:05	2019.03.07 23:10	0.701	0.701	0.700	0.701	0.701	0.701	0.702
217	2019.03.07 23:10	2019.03.07 23:15	0.701	0.701	0.700	0.701	0.701	0.701	0.702
218	2019.03.07 23:15	2019.03.07 23:20	0.701	0.701	0.700	0.701	0.701	0.701	0.702
219	2019.03.07 23:20	2019.03.07 23:25	0.701	0.701	0.701	0.701	0.701	0.701	0.701
220	2019.03.07 23:35	2019.03.07 23:40	0.702	0.702	0.700	0.701	0.701	0.701	0.702
221	2019.03.06 01:00	2019.03.06 01:05	0.708	0.708	0.708	0.708	0.708	0.708	0.709
222	2019.03.06 01:05	2019.03.06 01:10	0.708	0.708	0.708	0.708	0.708	0.708	0.709
223	2019.03.06 01:20	2019.03.06 01:25	0.708	0.709	0.708	0.708	0.708	0.708	0.709
224	2019.03.06 01:35	2019.03.06 01:40	0.709	0.709	0.708	0.708	0.708	0.708	0.709
225	2019.03.06 01:55	2019.03.06 02:00	0.709	0.709	0.708	0.708	0.708	0.709	0.709
226	2019.03.06 02:20	2019.03.06 02:25	0.709	0.709	0.708	0.708	0.708	0.709	0.709
227	2019.03.06 02:35	2019.03.06 02:40	0.706	0.706	0.706	0.707	0.708	0.709	0.710
228	2019.03.06 02:50	2019.03.06 02:55	0.706	0.706	0.705	0.707	0.708	0.709	0.710
229	2019.03.06 03:55	2019.03.06 04:00	0.706	0.706	0.704	0.705	0.706	0.707	0.708
230	2019.03.06 04:00	2019.03.06 04:05	0.706	0.706	0.705	0.705	0.706	0.707	0.707
231	2019.03.06 04:55	2019.03.06 05:00	0.704	0.704	0.704	0.705	0.706	0.707	0.707
232	2019.03.06 05:55	2019.03.06 06:00	0.703	0.703	0.702	0.703	0.704	0.705	0.707
233	2019.03.06 06:15	2019.03.06 06:20	0.703	0.703	0.702	0.703	0.704	0.704	0.705
234	2019.03.06 06:20	2019.03.06 06:25	0.703	0.703	0.703	0.703	0.704	0.704	0.704
235	2019.03.06 07:40	2019.03.06 07:45	0.703	0.703	0.703	0.703	0.703	0.703	0.704
236	2019.03.06 07:45	2019.03.06 07:50	0.703	0.703	0.703	0.703	0.703	0.703	0.704
237	2019.03.06 07:50	2019.03.06 07:55	0.703	0.704	0.703	0.703	0.703	0.703	0.704
238	2019.03.06 08:30	2019.03.06 08:35	0.703	0.703	0.703	0.703	0.703	0.703	0.703
239	2019.03.06 08:35	2019.03.06 08:40	0.703	0.703	0.703	0.703	0.703	0.703	0.703
