[20190427_174404 / views.py:15864]
fname_Src_CSV	44_5.1_10_rawdata.(AUDJPY).(Period-M15).(NumOfUnits-18000).(Bars-ALL-20190424_184417).20190311_081029.csv
slice by	through
this file	(20190427_174402).(AUDJPY-M15).[sec-1.A-6.3-seq-list].(20190427_174404).csv
pair	AUDJPY
timeframe	M15
start	2018.06.14 17:30
end	2019.04.24 12:30
bars	21114

[20190427_174404 / views.py:15939]
[lo_UUU : 2595]==============================
s.n.	e0.date	e1.date	e2.date	e0.diff	e1.diff	e2.diff
642	2018.08.31 16:15	2018.08.31 16:30	2018.08.31 16:45	0.072	0.022	0.001
643	2018.08.31 16:30	2018.08.31 16:45	2018.08.31 17:00	0.022	0.001	0.167
644	2018.08.31 22:30	2018.08.31 22:45	2018.08.31 23:00	0.139	0.011	0.041
645	2018.08.31 22:45	2018.08.31 23:00	2018.08.31 23:15	0.011	0.041	0.022
646	2018.08.31 23:00	2018.08.31 23:15	2018.08.31 23:30	0.041	0.022	0.000
647	2018.08.31 23:15	2018.08.31 23:30	2018.08.31 23:45	0.022	0.000	0.030
648	2018.09.03 05:30	2018.09.03 05:45	2018.09.03 06:00	0.012	0.043	0.034
649	2018.09.03 05:45	2018.09.03 06:00	2018.09.03 06:15	0.043	0.034	0.004
650	2018.09.03 06:00	2018.09.03 06:15	2018.09.03 06:30	0.034	0.004	0.024
651	2018.09.03 10:30	2018.09.03 10:45	2018.09.03 11:00	0.162	0.026	0.139
652	2018.09.03 11:30	2018.09.03 11:45	2018.09.03 12:00	0.018	0.019	0.002
653	2018.09.03 13:15	2018.09.03 13:30	2018.09.03 13:45	0.036	0.037	0.025
654	2018.09.03 15:00	2018.09.03 15:15	2018.09.03 15:30	0.025	0.115	0.019
655	2018.09.03 16:00	2018.09.03 16:15	2018.09.03 16:30	0.046	0.016	0.001
656	2018.09.03 20:45	2018.09.03 21:00	2018.09.03 21:15	0.006	0.007	0.022
657	2018.09.03 21:00	2018.09.03 21:15	2018.09.03 21:30	0.007	0.022	0.033
658	2018.09.04 07:30	2018.09.04 07:45	2018.09.04 08:00	0.327	0.074	0.021
659	2018.09.04 07:45	2018.09.04 08:00	2018.09.04 08:15	0.074	0.021	0.031
660	2018.09.04 08:00	2018.09.04 08:15	2018.09.04 08:30	0.021	0.031	0.015
661	2018.09.04 08:15	2018.09.04 08:30	2018.09.04 08:45	0.031	0.015	0.019
662	2018.09.04 08:30	2018.09.04 08:45	2018.09.04 09:00	0.015	0.019	0.040
663	2018.09.04 15:00	2018.09.04 15:15	2018.09.04 15:30	0.006	0.085	0.015
664	2018.09.04 19:00	2018.09.04 19:15	2018.09.04 19:30	0.007	0.015	0.005
665	2018.09.04 19:15	2018.09.04 19:30	2018.09.04 19:45	0.015	0.005	0.002
666	2018.09.04 19:30	2018.09.04 19:45	2018.09.04 20:00	0.005	0.002	0.026
667	2018.09.04 19:45	2018.09.04 20:00	2018.09.04 20:15	0.002	0.026	0.014
668	2018.09.04 23:30	2018.09.04 23:45	2018.09.05 00:00	0.004	0.008	0.033
669	2018.09.04 23:45	2018.09.05 00:00	2018.09.05 00:15	0.008	0.033	0.008
670	2018.09.05 00:00	2018.09.05 00:15	2018.09.05 00:30	0.033	0.008	0.014
671	2018.09.05 00:15	2018.09.05 00:30	2018.09.05 00:45	0.008	0.014	0.021
672	2018.09.05 00:30	2018.09.05 00:45	2018.09.05 01:00	0.014	0.021	0.015
673	2018.09.05 00:45	2018.09.05 01:00	2018.09.05 01:15	0.021	0.015	0.035
674	2018.09.05 01:45	2018.09.05 02:00	2018.09.05 02:15	0.002	0.027	0.025
675	2018.09.05 03:45	2018.09.05 04:00	2018.09.05 04:15	0.108	0.011	0.053
676	2018.09.05 04:00	2018.09.05 04:15	2018.09.05 04:30	0.011	0.053	0.333
677	2018.09.05 11:15	2018.09.05 11:30	2018.09.05 11:45	0.087	0.071	0.038
678	2018.09.05 16:00	2018.09.05 16:15	2018.09.05 16:30	0.126	0.092	0.046
679	2018.09.05 16:15	2018.09.05 16:30	2018.09.05 16:45	0.092	0.046	0.030
680	2018.09.05 19:00	2018.09.05 19:15	2018.09.05 19:30	0.029	0.010	0.035
681	2018.09.05 22:00	2018.09.05 22:15	2018.09.05 22:30	0.031	0.050	0.020
682	2018.09.05 23:45	2018.09.06 00:00	2018.09.06 00:15	0.013	0.016	0.029
683	2018.09.06 01:45	2018.09.06 02:00	2018.09.06 02:15	0.000	0.010	0.055
684	2018.09.06 11:00	2018.09.06 11:15	2018.09.06 11:30	0.141	0.041	0.051
685	2018.09.06 11:15	2018.09.06 11:30	2018.09.06 11:45	0.041	0.051	0.041
686	2018.09.06 13:30	2018.09.06 13:45	2018.09.06 14:00	0.001	0.028	0.073
687	2018.09.06 13:45	2018.09.06 14:00	2018.09.06 14:15	0.028	0.073	0.003
688	2018.09.06 14:00	2018.09.06 14:15	2018.09.06 14:30	0.073	0.003	0.009
689	2018.09.06 20:00	2018.09.06 20:15	2018.09.06 20:30	0.007	0.004	0.054
690	2018.09.06 21:30	2018.09.06 21:45	2018.09.06 22:00	0.070	0.022	0.060
691	2018.09.07 07:15	2018.09.07 07:30	2018.09.07 07:45	0.004	0.009	0.038
692	2018.09.07 13:00	2018.09.07 13:15	2018.09.07 13:30	0.049	0.011	0.029
693	2018.09.07 13:15	2018.09.07 13:30	2018.09.07 13:45	0.011	0.029	0.051
694	2018.09.07 13:30	2018.09.07 13:45	2018.09.07 14:00	0.029	0.051	0.015
695	2018.09.07 16:00	2018.09.07 16:15	2018.09.07 16:30	0.030	0.027	0.043
696	2018.09.07 16:15	2018.09.07 16:30	2018.09.07 16:45	0.027	0.043	0.059
697	2018.09.07 16:30	2018.09.07 16:45	2018.09.07 17:00	0.043	0.059	0.121
698	2018.09.10 00:45	2018.09.10 01:00	2018.09.10 01:15	0.033	0.055	0.018
699	2018.09.10 10:00	2018.09.10 10:15	2018.09.10 10:30	0.060	0.020	0.081
700	2018.09.10 10:15	2018.09.10 10:30	2018.09.10 10:45	0.020	0.081	0.089
701	2018.09.10 11:30	2018.09.10 11:45	2018.09.10 12:00	0.058	0.079	0.059
702	2018.09.10 11:45	2018.09.10 12:00	2018.09.10 12:15	0.079	0.059	0.006
703	2018.09.10 12:00	2018.09.10 12:15	2018.09.10 12:30	0.059	0.006	0.004
704	2018.09.10 21:15	2018.09.10 21:30	2018.09.10 21:45	0.026	0.042	0.021
705	2018.09.10 21:30	2018.09.10 21:45	2018.09.10 22:00	0.042	0.021	0.020
706	2018.09.10 21:45	2018.09.10 22:00	2018.09.10 22:15	0.021	0.020	0.008
707	2018.09.10 22:00	2018.09.10 22:15	2018.09.10 22:30	0.020	0.008	0.001
708	2018.09.11 03:00	2018.09.11 03:15	2018.09.11 03:30	0.000	0.024	0.102
709	2018.09.11 03:15	2018.09.11 03:30	2018.09.11 03:45	0.024	0.102	0.039
710	2018.09.11 03:30	2018.09.11 03:45	2018.09.11 04:00	0.102	0.039	0.002
711	2018.09.11 05:45	2018.09.11 06:00	2018.09.11 06:15	0.086	0.062	0.041
712	2018.09.11 06:00	2018.09.11 06:15	2018.09.11 06:30	0.062	0.041	0.006
713	2018.09.11 06:15	2018.09.11 06:30	2018.09.11 06:45	0.041	0.006	0.020
714	2018.09.11 06:30	2018.09.11 06:45	2018.09.11 07:00	0.006	0.020	0.006
715	2018.09.11 06:45	2018.09.11 07:00	2018.09.11 07:15	0.020	0.006	0.031
716	2018.09.11 08:15	2018.09.11 08:30	2018.09.11 08:45	0.033	0.062	0.015
717	2018.09.11 17:45	2018.09.11 18:00	2018.09.11 18:15	0.045	0.039	0.023
718	2018.09.11 18:45	2018.09.11 19:00	2018.09.11 19:15	0.101	0.025	0.002
719	2018.09.11 19:00	2018.09.11 19:15	2018.09.11 19:30	0.025	0.002	0.027
720	2018.09.11 22:00	2018.09.11 22:15	2018.09.11 22:30	0.033	0.030	0.026
721	2018.09.11 22:15	2018.09.11 22:30	2018.09.11 22:45	0.030	0.026	0.011
722	2018.09.11 22:30	2018.09.11 22:45	2018.09.11 23:00	0.026	0.011	0.072
723	2018.09.12 01:30	2018.09.12 01:45	2018.09.12 02:00	0.024	0.023	0.020
724	2018.09.12 04:45	2018.09.12 05:00	2018.09.12 05:15	0.019	0.000	0.030
725	2018.09.12 08:30	2018.09.12 08:45	2018.09.12 09:00	0.027	0.007	0.091
726	2018.09.12 10:00	2018.09.12 10:15	2018.09.12 10:30	0.072	0.058	0.021
727	2018.09.12 10:15	2018.09.12 10:30	2018.09.12 10:45	0.058	0.021	0.020
728	2018.09.12 11:15	2018.09.12 11:30	2018.09.12 11:45	0.057	0.008	0.013
729	2018.09.12 16:30	2018.09.12 16:45	2018.09.12 17:00	0.018	0.007	0.066
730	2018.09.12 16:45	2018.09.12 17:00	2018.09.12 17:15	0.007	0.066	0.026
731	2018.09.12 17:00	2018.09.12 17:15	2018.09.12 17:30	0.066	0.026	0.059
732	2018.09.12 19:00	2018.09.12 19:15	2018.09.12 19:30	0.041	0.077	0.018
733	2018.09.12 21:15	2018.09.12 21:30	2018.09.12 21:45	0.022	0.048	0.005
734	2018.09.12 21:30	2018.09.12 21:45	2018.09.12 22:00	0.048	0.005	0.017
735	2018.09.13 09:45	2018.09.13 10:00	2018.09.13 10:15	0.056	0.009	0.029
736	2018.09.13 10:00	2018.09.13 10:15	2018.09.13 10:30	0.009	0.029	0.060
737	2018.09.13 13:00	2018.09.13 13:15	2018.09.13 13:30	0.037	0.031	0.060
738	2018.09.13 13:15	2018.09.13 13:30	2018.09.13 13:45	0.031	0.060	0.014
739	2018.09.13 13:30	2018.09.13 13:45	2018.09.13 14:00	0.060	0.014	0.097
740	2018.09.13 13:45	2018.09.13 14:00	2018.09.13 14:15	0.014	0.097	0.015
741	2018.09.13 14:00	2018.09.13 14:15	2018.09.13 14:30	0.097	0.015	0.016
742	2018.09.13 16:30	2018.09.13 16:45	2018.09.13 17:00	0.116	0.026	0.151
743	2018.09.14 00:45	2018.09.14 01:00	2018.09.14 01:15	0.007	0.052	0.020
744	2018.09.14 01:00	2018.09.14 01:15	2018.09.14 01:30	0.052	0.020	0.068
745	2018.09.14 07:15	2018.09.14 07:30	2018.09.14 07:45	0.009	0.005	0.033
746	2018.09.14 07:30	2018.09.14 07:45	2018.09.14 08:00	0.005	0.033	0.020
747	2018.09.14 07:45	2018.09.14 08:00	2018.09.14 08:15	0.033	0.020	0.062
748	2018.09.14 08:00	2018.09.14 08:15	2018.09.14 08:30	0.020	0.062	0.013
749	2018.09.14 10:30	2018.09.14 10:45	2018.09.14 11:00	0.027	0.017	0.028
750	2018.09.14 17:15	2018.09.14 17:30	2018.09.14 17:45	0.042	0.047	0.083
751	2018.09.14 20:15	2018.09.14 20:30	2018.09.14 20:45	0.035	0.015	0.034
752	2018.09.14 21:15	2018.09.14 21:30	2018.09.14 21:45	0.017	0.019	0.041
753	2018.09.14 21:30	2018.09.14 21:45	2018.09.14 22:00	0.019	0.041	0.004
754	2018.09.14 23:30	2018.09.14 23:45	2018.09.17 00:00	0.009	0.009	0.012
755	2018.09.14 23:45	2018.09.17 00:00	2018.09.17 00:15	0.009	0.012	0.013
756	2018.09.17 03:00	2018.09.17 03:15	2018.09.17 03:30	0.060	0.061	0.069
757	2018.09.17 03:15	2018.09.17 03:30	2018.09.17 03:45	0.061	0.069	0.042
758	2018.09.17 05:15	2018.09.17 05:30	2018.09.17 05:45	0.063	0.011	0.010
759	2018.09.17 08:15	2018.09.17 08:30	2018.09.17 08:45	0.006	0.021	0.036
760	2018.09.17 08:30	2018.09.17 08:45	2018.09.17 09:00	0.021	0.036	0.004
761	2018.09.17 10:30	2018.09.17 10:45	2018.09.17 11:00	0.007	0.025	0.044
762	2018.09.17 10:45	2018.09.17 11:00	2018.09.17 11:15	0.025	0.044	0.033
763	2018.09.17 11:00	2018.09.17 11:15	2018.09.17 11:30	0.044	0.033	0.039
764	2018.09.17 11:15	2018.09.17 11:30	2018.09.17 11:45	0.033	0.039	0.017
765	2018.09.17 11:30	2018.09.17 11:45	2018.09.17 12:00	0.039	0.017	0.011
766	2018.09.17 12:30	2018.09.17 12:45	2018.09.17 13:00	0.038	0.042	0.009
767	2018.09.17 12:45	2018.09.17 13:00	2018.09.17 13:15	0.042	0.009	0.026
768	2018.09.17 14:15	2018.09.17 14:30	2018.09.17 14:45	0.026	0.005	0.035
769	2018.09.17 14:30	2018.09.17 14:45	2018.09.17 15:00	0.005	0.035	0.023
770	2018.09.17 15:30	2018.09.17 15:45	2018.09.17 16:00	0.015	0.064	0.071
771	2018.09.17 18:00	2018.09.17 18:15	2018.09.17 18:30	0.027	0.014	0.036
772	2018.09.17 19:00	2018.09.17 19:15	2018.09.17 19:30	0.020	0.048	0.005
773	2018.09.17 19:15	2018.09.17 19:30	2018.09.17 19:45	0.048	0.005	0.012
774	2018.09.17 22:45	2018.09.17 23:00	2018.09.17 23:15	0.001	0.001	0.009
775	2018.09.17 23:45	2018.09.18 00:00	2018.09.18 00:15	0.035	0.016	0.012
776	2018.09.18 00:00	2018.09.18 00:15	2018.09.18 00:30	0.016	0.012	0.018
777	2018.09.18 04:30	2018.09.18 04:45	2018.09.18 05:00	0.148	0.002	0.021
778	2018.09.18 05:30	2018.09.18 05:45	2018.09.18 06:00	0.038	0.132	0.128
779	2018.09.18 08:30	2018.09.18 08:45	2018.09.18 09:00	0.042	0.104	0.186
780	2018.09.18 08:45	2018.09.18 09:00	2018.09.18 09:15	0.104	0.186	0.075
781	2018.09.18 12:30	2018.09.18 12:45	2018.09.18 13:00	0.000	0.011	0.026
782	2018.09.18 14:30	2018.09.18 14:45	2018.09.18 15:00	0.062	0.034	0.010
783	2018.09.18 18:00	2018.09.18 18:15	2018.09.18 18:30	0.004	0.012	0.047
784	2018.09.18 18:15	2018.09.18 18:30	2018.09.18 18:45	0.012	0.047	0.050
785	2018.09.18 20:30	2018.09.18 20:45	2018.09.18 21:00	0.038	0.002	0.042
786	2018.09.18 20:45	2018.09.18 21:00	2018.09.18 21:15	0.002	0.042	0.052
787	2018.09.18 22:30	2018.09.18 22:45	2018.09.18 23:00	0.019	0.020	0.007
788	2018.09.19 00:30	2018.09.19 00:45	2018.09.19 01:00	0.037	0.020	0.005
789	2018.09.19 00:45	2018.09.19 01:00	2018.09.19 01:15	0.020	0.005	0.023
790	2018.09.19 01:00	2018.09.19 01:15	2018.09.19 01:30	0.005	0.023	0.007
791	2018.09.19 01:15	2018.09.19 01:30	2018.09.19 01:45	0.023	0.007	0.017
792	2018.09.19 04:45	2018.09.19 05:00	2018.09.19 05:15	0.000	0.058	0.085
793	2018.09.19 05:45	2018.09.19 06:00	2018.09.19 06:15	0.043	0.016	0.196
794	2018.09.19 08:30	2018.09.19 08:45	2018.09.19 09:00	0.019	0.019	0.042
795	2018.09.19 08:45	2018.09.19 09:00	2018.09.19 09:15	0.019	0.042	0.056
796	2018.09.19 12:00	2018.09.19 12:15	2018.09.19 12:30	0.033	0.007	0.023
797	2018.09.19 13:00	2018.09.19 13:15	2018.09.19 13:30	0.028	0.078	0.018
798	2018.09.19 15:15	2018.09.19 15:30	2018.09.19 15:45	0.059	0.042	0.017
799	2018.09.19 17:15	2018.09.19 17:30	2018.09.19 17:45	0.079	0.005	0.114
800	2018.09.19 23:30	2018.09.19 23:45	2018.09.20 00:00	0.006	0.015	0.034
801	2018.09.20 02:15	2018.09.20 02:30	2018.09.20 02:45	0.029	0.012	0.010
802	2018.09.20 10:00	2018.09.20 10:15	2018.09.20 10:30	0.091	0.032	0.018
803	2018.09.20 10:15	2018.09.20 10:30	2018.09.20 10:45	0.032	0.018	0.026
804	2018.09.20 10:30	2018.09.20 10:45	2018.09.20 11:00	0.018	0.026	0.067
805	2018.09.20 12:45	2018.09.20 13:00	2018.09.20 13:15	0.049	0.027	0.008
806	2018.09.20 14:00	2018.09.20 14:15	2018.09.20 14:30	0.005	0.042	0.004
807	2018.09.20 14:15	2018.09.20 14:30	2018.09.20 14:45	0.042	0.004	0.009
808	2018.09.20 14:30	2018.09.20 14:45	2018.09.20 15:00	0.004	0.009	0.017
809	2018.09.20 14:45	2018.09.20 15:00	2018.09.20 15:15	0.009	0.017	0.005
810	2018.09.20 17:30	2018.09.20 17:45	2018.09.20 18:00	0.069	0.021	0.096
811	2018.09.20 19:30	2018.09.20 19:45	2018.09.20 20:00	0.006	0.025	0.049
812	2018.09.20 23:15	2018.09.20 23:30	2018.09.20 23:45	0.008	0.037	0.005
813	2018.09.20 23:30	2018.09.20 23:45	2018.09.21 00:00	0.037	0.005	0.008
814	2018.09.20 23:45	2018.09.21 00:00	2018.09.21 00:15	0.005	0.008	0.001
815	2018.09.21 00:45	2018.09.21 01:00	2018.09.21 01:15	0.012	0.023	0.008
816	2018.09.21 02:30	2018.09.21 02:45	2018.09.21 03:00	0.028	0.018	0.007
817	2018.09.21 02:45	2018.09.21 03:00	2018.09.21 03:15	0.018	0.007	0.054
818	2018.09.21 03:00	2018.09.21 03:15	2018.09.21 03:30	0.007	0.054	0.041
819	2018.09.21 04:45	2018.09.21 05:00	2018.09.21 05:15	0.024	0.076	0.017
820	2018.09.21 05:00	2018.09.21 05:15	2018.09.21 05:30	0.076	0.017	0.033
821	2018.09.21 05:15	2018.09.21 05:30	2018.09.21 05:45	0.017	0.033	0.075
822	2018.09.21 05:30	2018.09.21 05:45	2018.09.21 06:00	0.033	0.075	0.003
823	2018.09.21 05:45	2018.09.21 06:00	2018.09.21 06:15	0.075	0.003	0.001
824	2018.09.21 06:00	2018.09.21 06:15	2018.09.21 06:30	0.003	0.001	0.020
825	2018.09.21 06:15	2018.09.21 06:30	2018.09.21 06:45	0.001	0.020	0.044
826	2018.09.21 07:30	2018.09.21 07:45	2018.09.21 08:00	0.002	0.038	0.050
827	2018.09.21 07:45	2018.09.21 08:00	2018.09.21 08:15	0.038	0.050	0.027
828	2018.09.21 08:00	2018.09.21 08:15	2018.09.21 08:30	0.050	0.027	0.009
829	2018.09.21 09:30	2018.09.21 09:45	2018.09.21 10:00	0.079	0.001	0.042
830	2018.09.21 16:30	2018.09.21 16:45	2018.09.21 17:00	0.008	0.040	0.008
831	2018.09.21 16:45	2018.09.21 17:00	2018.09.21 17:15	0.040	0.008	0.039
832	2018.09.21 23:15	2018.09.21 23:30	2018.09.21 23:45	0.037	0.005	0.001
833	2018.09.21 23:30	2018.09.21 23:45	2018.09.24 00:00	0.005	0.001	0.059
834	2018.09.21 23:45	2018.09.24 00:00	2018.09.24 00:15	0.001	0.059	0.017
835	2018.09.24 00:45	2018.09.24 01:00	2018.09.24 01:15	0.005	0.041	0.014
836	2018.09.24 01:00	2018.09.24 01:15	2018.09.24 01:30	0.041	0.014	0.056
837	2018.09.24 02:45	2018.09.24 03:00	2018.09.24 03:15	0.032	0.076	0.004
838	2018.09.24 03:00	2018.09.24 03:15	2018.09.24 03:30	0.076	0.004	0.004
839	2018.09.24 05:00	2018.09.24 05:15	2018.09.24 05:30	0.000	0.032	0.015
840	2018.09.24 10:30	2018.09.24 10:45	2018.09.24 11:00	0.026	0.000	0.034
841	2018.09.24 10:45	2018.09.24 11:00	2018.09.24 11:15	0.000	0.034	0.058
842	2018.09.24 14:30	2018.09.24 14:45	2018.09.24 15:00	0.004	0.008	0.006
843	2018.09.24 15:45	2018.09.24 16:00	2018.09.24 16:15	0.001	0.096	0.041
844	2018.09.24 19:30	2018.09.24 19:45	2018.09.24 20:00	0.014	0.009	0.005
845	2018.09.24 19:45	2018.09.24 20:00	2018.09.24 20:15	0.009	0.005	0.020
846	2018.09.24 20:00	2018.09.24 20:15	2018.09.24 20:30	0.005	0.020	0.040
847	2018.09.24 20:15	2018.09.24 20:30	2018.09.24 20:45	0.020	0.040	0.008
848	2018.09.24 22:00	2018.09.24 22:15	2018.09.24 22:30	0.008	0.003	0.001
849	2018.09.25 03:15	2018.09.25 03:30	2018.09.25 03:45	0.123	0.032	0.001
850	2018.09.25 09:00	2018.09.25 09:15	2018.09.25 09:30	0.017	0.034	0.086
851	2018.09.25 13:00	2018.09.25 13:15	2018.09.25 13:30	0.007	0.029	0.030
852	2018.09.25 13:15	2018.09.25 13:30	2018.09.25 13:45	0.029	0.030	0.003
853	2018.09.25 18:45	2018.09.25 19:00	2018.09.25 19:15	0.001	0.028	0.008
854	2018.09.25 20:45	2018.09.25 21:00	2018.09.25 21:15	0.034	0.039	0.019
855	2018.09.25 21:00	2018.09.25 21:15	2018.09.25 21:30	0.039	0.019	0.014
856	2018.09.25 23:30	2018.09.25 23:45	2018.09.26 00:00	0.006	0.006	0.025
857	2018.09.25 23:45	2018.09.26 00:00	2018.09.26 00:15	0.006	0.025	0.006
858	2018.09.26 01:00	2018.09.26 01:15	2018.09.26 01:30	0.002	0.032	0.008
859	2018.09.26 03:00	2018.09.26 03:15	2018.09.26 03:30	0.039	0.015	0.000
860	2018.09.26 04:00	2018.09.26 04:15	2018.09.26 04:30	0.127	0.080	0.004
861	2018.09.26 04:15	2018.09.26 04:30	2018.09.26 04:45	0.080	0.004	0.010
862	2018.09.26 11:15	2018.09.26 11:30	2018.09.26 11:45	0.046	0.019	0.023
863	2018.09.26 11:30	2018.09.26 11:45	2018.09.26 12:00	0.019	0.023	0.000
864	2018.09.26 15:45	2018.09.26 16:00	2018.09.26 16:15	0.015	0.013	0.004
865	2018.09.26 16:00	2018.09.26 16:15	2018.09.26 16:30	0.013	0.004	0.037
866	2018.09.26 16:15	2018.09.26 16:30	2018.09.26 16:45	0.004	0.037	0.013
867	2018.09.26 17:15	2018.09.26 17:30	2018.09.26 17:45	0.043	0.060	0.081
868	2018.09.26 19:30	2018.09.26 19:45	2018.09.26 20:00	0.009	0.015	0.031
869	2018.09.27 01:30	2018.09.27 01:45	2018.09.27 02:00	0.065	0.020	0.006
870	2018.09.27 03:30	2018.09.27 03:45	2018.09.27 04:00	0.095	0.007	0.000
871	2018.09.27 05:00	2018.09.27 05:15	2018.09.27 05:30	0.004	0.012	0.076
872	2018.09.27 13:30	2018.09.27 13:45	2018.09.27 14:00	0.058	0.009	0.006
873	2018.09.27 13:45	2018.09.27 14:00	2018.09.27 14:15	0.009	0.006	0.000
874	2018.09.27 17:00	2018.09.27 17:15	2018.09.27 17:30	0.015	0.083	0.090
875	2018.09.27 19:00	2018.09.27 19:15	2018.09.27 19:30	0.072	0.011	0.017
876	2018.09.27 23:30	2018.09.27 23:45	2018.09.28 00:00	0.025	0.004	0.035
877	2018.09.28 03:30	2018.09.28 03:45	2018.09.28 04:00	0.053	0.021	0.103
878	2018.09.28 03:45	2018.09.28 04:00	2018.09.28 04:15	0.021	0.103	0.016
879	2018.09.28 04:00	2018.09.28 04:15	2018.09.28 04:30	0.103	0.016	0.004
880	2018.09.28 04:15	2018.09.28 04:30	2018.09.28 04:45	0.016	0.004	0.011
881	2018.09.28 07:45	2018.09.28 08:00	2018.09.28 08:15	0.052	0.022	0.059
882	2018.09.28 09:45	2018.09.28 10:00	2018.09.28 10:15	0.008	0.022	0.021
883	2018.09.28 10:00	2018.09.28 10:15	2018.09.28 10:30	0.022	0.021	0.005
884	2018.09.28 10:15	2018.09.28 10:30	2018.09.28 10:45	0.021	0.005	0.007
885	2018.09.28 10:30	2018.09.28 10:45	2018.09.28 11:00	0.005	0.007	0.038
886	2018.09.28 14:45	2018.09.28 15:00	2018.09.28 15:15	0.030	0.009	0.051
887	2018.09.28 15:00	2018.09.28 15:15	2018.09.28 15:30	0.009	0.051	0.042
888	2018.09.28 17:15	2018.09.28 17:30	2018.09.28 17:45	0.076	0.054	0.117
889	2018.09.28 22:15	2018.09.28 22:30	2018.09.28 22:45	0.031	0.017	0.062
890	2018.10.01 00:45	2018.10.01 01:00	2018.10.01 01:15	0.014	0.037	0.009
891	2018.10.01 01:00	2018.10.01 01:15	2018.10.01 01:30	0.037	0.009	0.039
892	2018.10.01 01:15	2018.10.01 01:30	2018.10.01 01:45	0.009	0.039	0.019
893	2018.10.01 01:30	2018.10.01 01:45	2018.10.01 02:00	0.039	0.019	0.013
894	2018.10.01 01:45	2018.10.01 02:00	2018.10.01 02:15	0.019	0.013	0.041
895	2018.10.01 03:30	2018.10.01 03:45	2018.10.01 04:00	0.025	0.027	0.021
896	2018.10.01 03:45	2018.10.01 04:00	2018.10.01 04:15	0.027	0.021	0.032
897	2018.10.01 08:45	2018.10.01 09:00	2018.10.01 09:15	0.000	0.057	0.014
898	2018.10.01 09:45	2018.10.01 10:00	2018.10.01 10:15	0.049	0.032	0.011
899	2018.10.01 10:00	2018.10.01 10:15	2018.10.01 10:30	0.032	0.011	0.061
900	2018.10.01 10:15	2018.10.01 10:30	2018.10.01 10:45	0.011	0.061	0.040
901	2018.10.01 10:30	2018.10.01 10:45	2018.10.01 11:00	0.061	0.040	0.002
902	2018.10.01 12:00	2018.10.01 12:15	2018.10.01 12:30	0.012	0.039	0.030
903	2018.10.01 12:15	2018.10.01 12:30	2018.10.01 12:45	0.039	0.030	0.023
904	2018.10.01 20:00	2018.10.01 20:15	2018.10.01 20:30	0.022	0.021	0.049
905	2018.10.01 20:15	2018.10.01 20:30	2018.10.01 20:45	0.021	0.049	0.008
906	2018.10.01 23:30	2018.10.01 23:45	2018.10.02 00:00	0.006	0.001	0.019
907	2018.10.01 23:45	2018.10.02 00:00	2018.10.02 00:15	0.001	0.019	0.008
908	2018.10.02 00:00	2018.10.02 00:15	2018.10.02 00:30	0.019	0.008	0.024
909	2018.10.02 00:15	2018.10.02 00:30	2018.10.02 00:45	0.008	0.024	0.000
910	2018.10.02 00:30	2018.10.02 00:45	2018.10.02 01:00	0.024	0.000	0.006
911	2018.10.02 00:45	2018.10.02 01:00	2018.10.02 01:15	0.000	0.006	0.011
912	2018.10.02 01:00	2018.10.02 01:15	2018.10.02 01:30	0.006	0.011	0.029
913	2018.10.02 05:30	2018.10.02 05:45	2018.10.02 06:00	0.011	0.004	0.038
914	2018.10.02 05:45	2018.10.02 06:00	2018.10.02 06:15	0.004	0.038	0.001
915	2018.10.02 10:15	2018.10.02 10:30	2018.10.02 10:45	0.019	0.088	0.020
916	2018.10.02 12:15	2018.10.02 12:30	2018.10.02 12:45	0.138	0.010	0.008
917	2018.10.02 12:30	2018.10.02 12:45	2018.10.02 13:00	0.010	0.008	0.061
918	2018.10.02 18:30	2018.10.02 18:45	2018.10.02 19:00	0.029	0.013	0.025
919	2018.10.02 20:00	2018.10.02 20:15	2018.10.02 20:30	0.008	0.009	0.020
920	2018.10.03 00:00	2018.10.03 00:15	2018.10.03 00:30	0.050	0.013	0.005
921	2018.10.03 00:15	2018.10.03 00:30	2018.10.03 00:45	0.013	0.005	0.022
922	2018.10.03 00:30	2018.10.03 00:45	2018.10.03 01:00	0.005	0.022	0.033
923	2018.10.03 04:45	2018.10.03 05:00	2018.10.03 05:15	0.307	0.070	0.055
924	2018.10.03 07:30	2018.10.03 07:45	2018.10.03 08:00	0.001	0.024	0.027
925	2018.10.03 07:45	2018.10.03 08:00	2018.10.03 08:15	0.024	0.027	0.111
926	2018.10.03 17:00	2018.10.03 17:15	2018.10.03 17:30	0.114	0.023	0.018
927	2018.10.03 17:15	2018.10.03 17:30	2018.10.03 17:45	0.023	0.018	0.106
928	2018.10.03 18:45	2018.10.03 19:00	2018.10.03 19:15	0.003	0.042	0.018
929	2018.10.03 22:45	2018.10.03 23:00	2018.10.03 23:15	0.045	0.017	0.015
930	2018.10.04 07:00	2018.10.04 07:15	2018.10.04 07:30	0.061	0.010	0.007
931	2018.10.04 09:15	2018.10.04 09:30	2018.10.04 09:45	0.035	0.024	0.017
932	2018.10.04 12:30	2018.10.04 12:45	2018.10.04 13:00	0.049	0.013	0.010
933	2018.10.04 20:15	2018.10.04 20:30	2018.10.04 20:45	0.036	0.038	0.011
