[20190316_183123 / views.py:12036]
fname_Src_CSV	44_5.1_10_rawdata.(EURUSD).(Period-D1).(NumOfUnits-2000).(Bars-ALL-20190308_092934).20190308_092826.csv
slice by	through
this file	no-44.[ups-downs-in_BB].[v-1.0].(EURUSD-D1).(20190316_183122).csv
pair	EURUSD
timeframe	D1
start	2012.06.30 00:00
end	2019.03.08 00:00
bars	2000



[20190316_183123 / views.py:12055]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
136	2014.01.06 00:00	2014.01.07 00:00	1.36129	1.36212	1.35793	1.36406	1.37018	1.37631	1.38244
137	2014.01.22 00:00	2014.01.23 00:00	1.35611	1.36646	1.34988	1.35597	1.36207	1.36817	1.37427
138	2014.01.23 00:00	2014.01.24 00:00	1.36646	1.36833	1.35134	1.35643	1.36152	1.36661	1.37169
139	2014.02.01 00:00	2014.02.03 00:00	1.34883	1.34878	1.34822	1.35470	1.36118	1.36766	1.37414
140	2014.02.03 00:00	2014.02.04 00:00	1.34878	1.35100	1.34656	1.35340	1.36024	1.36708	1.37392
141	2014.02.04 00:00	2014.02.05 00:00	1.35100	1.35177	1.34554	1.35250	1.35947	1.36644	1.37340
142	2014.02.05 00:00	2014.02.06 00:00	1.35177	1.36035	1.34475	1.35177	1.35879	1.36581	1.37283
143	2014.02.08 00:00	2014.02.10 00:00	1.36366	1.36329	1.34488	1.35169	1.35850	1.36531	1.37212
144	2014.02.10 00:00	2014.02.11 00:00	1.36329	1.36485	1.34500	1.35188	1.35877	1.36566	1.37254
145	2014.02.13 00:00	2014.02.14 00:00	1.36673	1.36858	1.34616	1.35309	1.36003	1.36697	1.37391
146	2014.02.14 00:00	2014.02.15 00:00	1.36858	1.36928	1.34642	1.35354	1.36065	1.36777	1.37489
147	2014.02.27 00:00	2014.02.28 00:00	1.36846	1.37931	1.35443	1.36096	1.36749	1.37403	1.38056
148	2014.02.28 00:00	2014.03.01 00:00	1.37931	1.37984	1.35698	1.36292	1.36887	1.37482	1.38077
149	2014.03.01 00:00	2014.03.03 00:00	1.37984	1.37709	1.35771	1.36378	1.36985	1.37591	1.38198
150	2014.03.06 00:00	2014.03.07 00:00	1.38444	1.38710	1.36153	1.36719	1.37284	1.37850	1.38415
151	2014.03.07 00:00	2014.03.08 00:00	1.38710	1.38739	1.36375	1.36904	1.37433	1.37962	1.38491
152	2014.03.12 00:00	2014.03.13 00:00	1.38867	1.39313	1.36515	1.37159	1.37804	1.38449	1.39094
153	2014.03.31 00:00	2014.04.01 00:00	1.37827	1.37931	1.37121	1.37751	1.38382	1.39013	1.39644
154	2014.04.05 00:00	2014.04.07 00:00	1.37019	1.37410	1.36598	1.37302	1.38005	1.38708	1.39412
155	2014.04.07 00:00	2014.04.08 00:00	1.37410	1.37934	1.36593	1.37255	1.37918	1.38581	1.39243
156	2014.04.08 00:00	2014.04.09 00:00	1.37934	1.38231	1.36649	1.37255	1.37860	1.38466	1.39071
157	2014.04.09 00:00	2014.04.10 00:00	1.38231	1.38811	1.36768	1.37288	1.37808	1.38328	1.38848
158	2014.04.10 00:00	2014.04.11 00:00	1.38811	1.38870	1.36782	1.37292	1.37803	1.38314	1.38825
159	2014.04.30 00:00	2014.05.01 00:00	1.38644	1.38650	1.37760	1.38035	1.38309	1.38584	1.38858
160	2014.05.10 00:00	2014.05.12 00:00	1.37581	1.37547	1.37496	1.37943	1.38390	1.38837	1.39284
161	2014.05.14 00:00	2014.05.15 00:00	1.37095	1.37159	1.37030	1.37644	1.38259	1.38874	1.39489
162	2014.05.24 00:00	2014.05.26 00:00	1.36319	1.36511	1.35678	1.36621	1.37564	1.38507	1.39450
163	2014.05.29 00:00	2014.05.30 00:00	1.36140	1.36462	1.35430	1.36229	1.37027	1.37826	1.38625
164	2014.06.03 00:00	2014.06.04 00:00	1.36204	1.36213	1.35737	1.36184	1.36631	1.37077	1.37524
165	2014.06.06 00:00	2014.06.07 00:00	1.36393	1.36431	1.35737	1.36110	1.36483	1.36856	1.37229
166	2014.06.14 00:00	2014.06.16 00:00	1.35387	1.35709	1.35227	1.35626	1.36024	1.36423	1.36822
167	2014.06.18 00:00	2014.06.19 00:00	1.35717	1.36317	1.35130	1.35520	1.35910	1.36300	1.36690
168	2014.06.21 00:00	2014.06.23 00:00	1.35994	1.35920	1.35111	1.35507	1.35903	1.36298	1.36694
169	2014.06.23 00:00	2014.06.24 00:00	1.35920	1.35955	1.35127	1.35501	1.35876	1.36250	1.36625
170	2014.06.24 00:00	2014.06.25 00:00	1.35955	1.36336	1.35137	1.35497	1.35856	1.36216	1.36576
171	2014.06.27 00:00	2014.06.28 00:00	1.36422	1.36467	1.35110	1.35487	1.35865	1.36242	1.36620
172	2014.06.28 00:00	2014.06.30 00:00	1.36467	1.36890	1.35090	1.35485	1.35881	1.36276	1.36672
173	2014.07.05 00:00	2014.07.07 00:00	1.35943	1.35957	1.35166	1.35602	1.36037	1.36472	1.36907
174	2014.07.07 00:00	2014.07.08 00:00	1.35957	1.36141	1.35271	1.35671	1.36071	1.36471	1.36871
175	2014.07.08 00:00	2014.07.09 00:00	1.36141	1.36390	1.35372	1.35740	1.36108	1.36476	1.36845
176	2014.07.12 00:00	2014.07.14 00:00	1.36085	1.36264	1.35551	1.35862	1.36173	1.36483	1.36794
177	2014.08.13 00:00	2014.08.14 00:00	1.33654	1.33806	1.33339	1.33709	1.34079	1.34448	1.34818
178	2014.08.14 00:00	2014.08.15 00:00	1.33806	1.33809	1.33339	1.33687	1.34036	1.34384	1.34732
179	2014.08.15 00:00	2014.08.16 00:00	1.33809	1.33993	1.33348	1.33671	1.33995	1.34318	1.34642
180	2014.08.23 00:00	2014.08.25 00:00	1.32428	1.31978	1.32453	1.33021	1.33588	1.34156	1.34723
181	2014.08.25 00:00	2014.08.26 00:00	1.31978	1.32028	1.32186	1.32829	1.33473	1.34116	1.34760
182	2014.09.10 00:00	2014.09.11 00:00	1.29154	1.29413	1.28644	1.29946	1.31249	1.32552	1.33855
183	2014.09.16 00:00	2014.09.17 00:00	1.29421	1.29606	1.28167	1.29295	1.30424	1.31552	1.32681
184	2014.10.04 00:00	2014.10.06 00:00	1.25149	1.25683	1.24888	1.26328	1.27768	1.29208	1.30648
185	2014.10.06 00:00	2014.10.07 00:00	1.25683	1.26286	1.24666	1.26124	1.27583	1.29042	1.30501
186	2014.10.07 00:00	2014.10.08 00:00	1.26286	1.26858	1.24597	1.26009	1.27420	1.28831	1.30243
187	2014.10.08 00:00	2014.10.09 00:00	1.26858	1.27117	1.24611	1.25952	1.27294	1.28635	1.29976
188	2014.10.15 00:00	2014.10.16 00:00	1.27600	1.27800	1.24968	1.25818	1.26668	1.27518	1.28367
189	2014.10.24 00:00	2014.10.25 00:00	1.26675	1.26680	1.25152	1.25931	1.26710	1.27489	1.28268
190	2014.10.25 00:00	2014.10.27 00:00	1.26680	1.27082	1.25161	1.25939	1.26717	1.27495	1.28273
191	2014.10.27 00:00	2014.10.28 00:00	1.27082	1.27479	1.25443	1.26130	1.26816	1.27503	1.28190
192	2014.10.28 00:00	2014.10.29 00:00	1.27479	1.27584	1.25765	1.26349	1.26933	1.27517	1.28100
193	2014.11.12 00:00	2014.11.13 00:00	1.24538	1.24686	1.23348	1.24517	1.25687	1.26856	1.28025
194	2014.11.18 00:00	2014.11.19 00:00	1.25115	1.25421	1.23120	1.24152	1.25185	1.26217	1.27250
195	2014.11.19 00:00	2014.11.20 00:00	1.25421	1.25525	1.23223	1.24163	1.25102	1.26041	1.26980
196	2014.11.24 00:00	2014.11.25 00:00	1.24212	1.24570	1.23774	1.24227	1.24679	1.25132	1.25585
197	2014.11.25 00:00	2014.11.26 00:00	1.24570	1.24985	1.23778	1.24212	1.24645	1.25079	1.25513
198	2014.12.09 00:00	2014.12.10 00:00	1.23931	1.24112	1.22606	1.23429	1.24251	1.25074	1.25896
199	2014.12.12 00:00	2014.12.13 00:00	1.24443	1.24556	1.22629	1.23374	1.24120	1.24865	1.25610
200	2014.12.24 00:00	2014.12.25 00:00	1.21911	1.22176	1.21502	1.22465	1.23429	1.24392	1.25356
201	2014.12.27 00:00	2014.12.29 00:00	1.21784	1.21908	1.20984	1.22069	1.23155	1.24241	1.25327
202	2015.01.17 00:00	2015.01.19 00:00	1.15482	1.16290	1.15046	1.17060	1.19073	1.21087	1.23100
203	2015.01.26 00:00	2015.01.27 00:00	1.12713	1.13752	1.12145	1.14382	1.16619	1.18856	1.21093
204	2015.02.02 00:00	2015.02.03 00:00	1.13416	1.14361	1.10867	1.12919	1.14971	1.17022	1.19074
205	2015.02.12 00:00	2015.02.13 00:00	1.13837	1.14054	1.11677	1.12590	1.13503	1.14416	1.15330
206	2015.02.28 00:00	2015.03.02 00:00	1.11939	1.12155	1.12008	1.12650	1.13292	1.13935	1.14577
207	2015.03.16 00:00	2015.03.17 00:00	1.05635	1.06175	1.03779	1.06790	1.09801	1.12812	1.15823
208	2015.03.19 00:00	2015.03.20 00:00	1.06523	1.07747	1.03133	1.05931	1.08728	1.11526	1.14323
209	2015.03.20 00:00	2015.03.21 00:00	1.07747	1.08257	1.03280	1.05861	1.08441	1.11022	1.13602
210	2015.03.21 00:00	2015.03.23 00:00	1.08257	1.09256	1.03386	1.05814	1.08241	1.10669	1.13096
211	2015.04.01 00:00	2015.04.02 00:00	1.07570	1.08785	1.04489	1.05954	1.07418	1.08883	1.10348
212	2015.04.02 00:00	2015.04.03 00:00	1.08785	1.09908	1.04489	1.05984	1.07479	1.08974	1.10469
213	2015.04.16 00:00	2015.04.17 00:00	1.07001	1.07749	1.05213	1.06602	1.07991	1.09380	1.10769
214	2015.04.17 00:00	2015.04.18 00:00	1.07749	1.08096	1.05225	1.06560	1.07895	1.09230	1.10565
215	2015.04.23 00:00	2015.04.24 00:00	1.08022	1.08630	1.05161	1.06422	1.07684	1.08945	1.10207
216	2015.04.24 00:00	2015.04.25 00:00	1.08630	1.08710	1.05181	1.06459	1.07737	1.09014	1.10292
