[20190228_134909 / views.py:10271]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-4500).20190214_095445.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].20190228_134908.csv
pair	EURJPY
timeframe	M15

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190228_134909 / views.py:10280]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_1S
338	2019.01.24 04:45	2019.01.24 05:00	124.706	124.727	124.748
339	2019.01.24 05:30	2019.01.24 05:45	124.725	124.732	124.748
340	2019.01.24 06:45	2019.01.24 07:00	124.736	124.755	124.759
341	2019.01.24 07:30	2019.01.24 07:45	124.759	124.799	124.748
342	2019.01.24 07:45	2019.01.24 08:00	124.799	124.879	124.757
343	2019.01.24 11:30	2019.01.24 11:45	124.498	124.525	124.838
344	2019.01.24 11:45	2019.01.24 12:00	124.525	124.544	124.833
345	2019.01.24 13:15	2019.01.24 13:30	124.413	124.485	124.746
346	2019.01.24 13:30	2019.01.24 13:45	124.485	124.489	124.718
347	2019.01.24 13:45	2019.01.24 14:00	124.489	124.523	124.685
348	2019.01.24 14:00	2019.01.24 14:15	124.523	124.569	124.662
349	2019.01.24 15:45	2019.01.24 16:00	124.187	124.507	124.569
350	2019.01.24 18:15	2019.01.24 18:30	124.293	124.307	124.564
351	2019.01.24 20:15	2019.01.24 20:30	123.890	123.902	124.493
352	2019.01.24 20:30	2019.01.24 20:45	123.902	123.950	124.493
353	2019.01.24 21:15	2019.01.24 21:30	123.878	123.936	124.430
354	2019.01.24 22:45	2019.01.24 23:00	123.940	123.947	124.145
355	2019.01.24 23:00	2019.01.24 23:15	123.947	123.959	124.116
356	2019.01.23 01:00	2019.01.23 01:15	124.250	124.257	124.253
357	2019.01.23 01:45	2019.01.23 02:00	124.267	124.311	124.267
358	2019.01.23 02:00	2019.01.23 02:15	124.311	124.349	124.276
359	2019.01.23 02:15	2019.01.23 02:30	124.349	124.379	124.289
360	2019.01.23 03:00	2019.01.23 03:15	124.492	124.493	124.346
361	2019.01.23 03:15	2019.01.23 03:30	124.493	124.564	124.373
362	2019.01.23 03:30	2019.01.23 03:45	124.564	124.632	124.407
363	2019.01.23 07:30	2019.01.23 07:45	124.612	124.622	124.695
364	2019.01.23 07:45	2019.01.23 08:00	124.622	124.628	124.684
365	2019.01.23 08:00	2019.01.23 08:15	124.628	124.690	124.683
366	2019.01.23 10:15	2019.01.23 10:30	124.457	124.530	124.694
367	2019.01.23 11:00	2019.01.23 11:15	124.528	124.562	124.677
368	2019.01.23 11:15	2019.01.23 11:30	124.562	124.581	124.674
369	2019.01.23 12:45	2019.01.23 13:00	124.510	124.522	124.646
370	2019.01.23 13:00	2019.01.23 13:15	124.522	124.543	124.640
371	2019.01.23 15:00	2019.01.23 15:15	124.697	124.712	124.628
372	2019.01.23 15:45	2019.01.23 16:00	124.720	124.843	124.668
373	2019.01.23 19:00	2019.01.23 19:15	124.661	124.714	124.826
374	2019.01.23 20:00	2019.01.23 20:15	124.713	124.764	124.825
375	2019.01.23 20:15	2019.01.23 20:30	124.764	124.775	124.827
376	2019.01.23 21:00	2019.01.23 21:15	124.781	124.783	124.825
377	2019.01.22 00:45	2019.01.22 01:00	124.648	124.692	124.665
378	2019.01.22 01:45	2019.01.22 02:00	124.686	124.690	124.680
379	2019.01.22 03:15	2019.01.22 03:30	124.620	124.643	124.684
380	2019.01.22 03:30	2019.01.22 03:45	124.643	124.647	124.683
381	2019.01.22 06:15	2019.01.22 06:30	124.323	124.327	124.681
382	2019.01.22 06:30	2019.01.22 06:45	124.327	124.339	124.669
383	2019.01.22 08:30	2019.01.22 08:45	124.270	124.277	124.532
384	2019.01.22 09:15	2019.01.22 09:30	124.189	124.231	124.444
385	2019.01.22 10:30	2019.01.22 10:45	124.300	124.304	124.319
386	2019.01.22 10:45	2019.01.22 11:00	124.304	124.318	124.313
387	2019.01.22 11:00	2019.01.22 11:15	124.318	124.325	124.315
388	2019.01.22 11:15	2019.01.22 11:30	124.325	124.382	124.316
389	2019.01.22 13:30	2019.01.22 13:45	124.283	124.313	124.357
390	2019.01.22 13:45	2019.01.22 14:00	124.313	124.328	124.359
391	2019.01.22 14:00	2019.01.22 14:15	124.328	124.334	124.361
392	2019.01.22 14:15	2019.01.22 14:30	124.334	124.349	124.362
393	2019.01.22 16:15	2019.01.22 16:30	124.154	124.201	124.368
394	2019.01.22 16:30	2019.01.22 16:45	124.201	124.228	124.358
395	2019.01.22 17:15	2019.01.22 17:30	124.280	124.354	124.330
396	2019.01.22 21:30	2019.01.22 21:45	124.148	124.172	124.298
397	2019.01.22 22:15	2019.01.22 22:30	124.178	124.213	124.290
398	2019.01.21 00:00	2019.01.21 00:15	124.675	124.717	124.768
399	2019.01.21 00:15	2019.01.21 00:30	124.717	124.733	124.766
400	2019.01.21 03:15	2019.01.21 03:30	124.570	124.629	124.744
401	2019.01.21 04:00	2019.01.21 04:15	124.684	124.711	124.735
402	2019.01.21 04:15	2019.01.21 04:30	124.711	124.767	124.737
403	2019.01.21 04:30	2019.01.21 04:45	124.767	124.802	124.741
404	2019.01.21 08:00	2019.01.21 08:15	124.647	124.659	124.739
405	2019.01.21 08:15	2019.01.21 08:30	124.659	124.666	124.738
406	2019.01.21 08:30	2019.01.21 08:45	124.666	124.673	124.738
407	2019.01.21 08:45	2019.01.21 09:00	124.673	124.700	124.737
408	2019.01.21 09:30	2019.01.21 09:45	124.706	124.753	124.731
409	2019.01.21 09:45	2019.01.21 10:00	124.753	124.759	124.722
410	2019.01.21 10:00	2019.01.21 10:15	124.759	124.778	124.721
411	2019.01.21 11:45	2019.01.21 12:00	124.712	124.726	124.728
412	2019.01.21 12:00	2019.01.21 12:15	124.726	124.729	124.731
413	2019.01.21 12:15	2019.01.21 12:30	124.729	124.731	124.735
414	2019.01.21 18:00	2019.01.21 18:15	124.613	124.629	124.615
415	2019.01.21 18:45	2019.01.21 19:00	124.626	124.638	124.620
416	2019.01.21 20:45	2019.01.21 21:00	124.641	124.643	124.638
417	2019.01.21 22:15	2019.01.21 22:30	124.652	124.658	124.649
418	2019.01.21 22:30	2019.01.21 22:45	124.658	124.689	124.652
419	2019.01.21 23:15	2019.01.21 23:30	124.670	124.670	124.662
420	2019.01.18 01:45	2019.01.18 02:00	124.334	124.395	124.449
421	2019.01.18 02:00	2019.01.18 02:15	124.395	124.520	124.446
422	2019.01.18 02:15	2019.01.18 02:30	124.520	124.534	124.443
423	2019.01.18 04:45	2019.01.18 05:00	124.589	124.601	124.586
424	2019.01.18 08:00	2019.01.18 08:15	124.555	124.561	124.631
425	2019.01.18 08:15	2019.01.18 08:30	124.561	124.618	124.629
426	2019.01.18 08:30	2019.01.18 08:45	124.618	124.655	124.629
427	2019.01.18 08:45	2019.01.18 09:00	124.655	124.719	124.633
428	2019.01.18 10:00	2019.01.18 10:15	124.653	124.732	124.666
429	2019.01.18 10:45	2019.01.18 11:00	124.763	124.806	124.701
430	2019.01.18 11:00	2019.01.18 11:15	124.806	124.855	124.720
431	2019.01.18 11:15	2019.01.18 11:30	124.855	124.868	124.744
432	2019.01.18 11:30	2019.01.18 11:45	124.868	124.884	124.767
433	2019.01.18 13:00	2019.01.18 13:15	124.786	124.848	124.835
434	2019.01.18 13:15	2019.01.18 13:30	124.848	124.880	124.843
435	2019.01.18 13:30	2019.01.18 13:45	124.880	124.886	124.854
436	2019.01.18 16:00	2019.01.18 16:15	124.734	124.762	124.869
437	2019.01.18 17:15	2019.01.18 17:30	124.562	124.622	124.855
438	2019.01.18 17:30	2019.01.18 17:45	124.622	124.676	124.849
439	2019.01.18 18:15	2019.01.18 18:30	124.650	124.690	124.824
440	2019.01.18 18:30	2019.01.18 18:45	124.690	124.749	124.808
441	2019.01.18 19:15	2019.01.18 19:30	124.756	124.772	124.768
442	2019.01.18 21:30	2019.01.18 21:45	124.698	124.810	124.764
443	2019.01.17 00:15	2019.01.17 00:30	124.265	124.295	124.297
444	2019.01.17 00:30	2019.01.17 00:45	124.295	124.335	124.303
445	2019.01.17 03:00	2019.01.17 03:15	124.165	124.176	124.332
446	2019.01.17 07:30	2019.01.17 07:45	124.058	124.063	124.154
447	2019.01.17 10:15	2019.01.17 10:30	123.857	123.906	124.114
448	2019.01.17 10:30	2019.01.17 10:45	123.906	124.002	124.100
449	2019.01.17 10:45	2019.01.17 11:00	124.002	124.035	124.092
450	2019.01.17 12:15	2019.01.17 12:30	123.942	123.981	124.023
451	2019.01.17 12:30	2019.01.17 12:45	123.981	124.053	124.016
452	2019.01.17 13:15	2019.01.17 13:30	124.030	124.100	124.009
453	2019.01.17 13:30	2019.01.17 13:45	124.100	124.114	124.021
454	2019.01.17 15:30	2019.01.17 15:45	123.951	124.061	124.061
455	2019.01.17 16:30	2019.01.17 16:45	124.005	124.058	124.063
456	2019.01.17 16:45	2019.01.17 17:00	124.058	124.083	124.068
457	2019.01.17 17:00	2019.01.17 17:15	124.083	124.158	124.072
458	2019.01.17 17:45	2019.01.17 18:00	124.055	124.104	124.088
459	2019.01.17 18:00	2019.01.17 18:15	124.104	124.153	124.096
460	2019.01.17 18:15	2019.01.17 18:30	124.153	124.163	124.107
461	2019.01.17 20:00	2019.01.17 20:15	124.134	124.145	124.144
462	2019.01.16 01:00	2019.01.16 01:15	123.960	123.988	124.031
463	2019.01.16 01:15	2019.01.16 01:30	123.988	124.015	124.042
464	2019.01.16 01:30	2019.01.16 01:45	124.015	124.016	124.053
465	2019.01.16 04:00	2019.01.16 04:15	123.597	123.740	124.035
466	2019.01.16 05:45	2019.01.16 06:00	123.726	123.750	123.908
467	2019.01.16 06:00	2019.01.16 06:15	123.750	123.771	123.891
468	2019.01.16 06:45	2019.01.16 07:00	123.774	123.778	123.805
469	2019.01.16 07:00	2019.01.16 07:15	123.778	123.795	123.789
470	2019.01.16 07:15	2019.01.16 07:30	123.795	123.795	123.786
471	2019.01.16 09:00	2019.01.16 09:15	123.815	123.837	123.779
472	2019.01.16 09:45	2019.01.16 10:00	123.756	123.847	123.793
473	2019.01.16 10:00	2019.01.16 10:15	123.847	123.951	123.804
474	2019.01.16 10:45	2019.01.16 11:00	123.964	123.975	123.869
475	2019.01.16 11:00	2019.01.16 11:15	123.975	123.992	123.889
476	2019.01.16 12:00	2019.01.16 12:15	123.976	124.005	123.949
477	2019.01.16 12:15	2019.01.16 12:30	124.005	124.041	123.965
478	2019.01.16 14:15	2019.01.16 14:30	123.866	123.984	124.003
479	2019.01.16 15:45	2019.01.16 16:00	123.931	124.029	123.997
480	2019.01.16 17:00	2019.01.16 17:15	124.091	124.092	124.040
481	2019.01.16 17:45	2019.01.16 18:00	124.028	124.077	124.044
482	2019.01.16 18:00	2019.01.16 18:15	124.077	124.143	124.053
483	2019.01.16 19:15	2019.01.16 19:30	124.148	124.178	124.121
484	2019.01.16 19:30	2019.01.16 19:45	124.178	124.218	124.136
485	2019.01.16 21:15	2019.01.16 21:30	124.213	124.242	124.202
486	2019.01.16 22:00	2019.01.16 22:15	124.198	124.373	124.219
487	2019.01.16 23:00	2019.01.16 23:15	124.230	124.358	124.251
488	2019.01.15 01:00	2019.01.15 01:15	124.082	124.096	124.111
489	2019.01.15 01:15	2019.01.15 01:30	124.096	124.148	124.107
490	2019.01.15 01:30	2019.01.15 01:45	124.148	124.179	124.102
491	2019.01.15 01:45	2019.01.15 02:00	124.179	124.240	124.112
492	2019.01.15 02:00	2019.01.15 02:15	124.240	124.311	124.134
493	2019.01.15 02:15	2019.01.15 02:30	124.311	124.356	124.166
494	2019.01.15 03:00	2019.01.15 03:15	124.412	124.472	124.257
495	2019.01.15 03:15	2019.01.15 03:30	124.472	124.597	124.296
496	2019.01.15 04:30	2019.01.15 04:45	124.540	124.554	124.480
497	2019.01.15 04:45	2019.01.15 05:00	124.554	124.635	124.507
498	2019.01.15 05:00	2019.01.15 05:15	124.635	124.644	124.539
499	2019.01.15 06:30	2019.01.15 06:45	124.590	124.621	124.639
500	2019.01.15 06:45	2019.01.15 07:00	124.621	124.644	124.643
501	2019.01.15 07:00	2019.01.15 07:15	124.644	124.791	124.648
502	2019.01.15 08:45	2019.01.15 09:00	124.689	124.741	124.741
503	2019.01.15 14:15	2019.01.15 14:30	123.797	123.858	124.443
504	2019.01.15 14:30	2019.01.15 14:45	123.858	124.020	124.389
505	2019.01.15 16:30	2019.01.15 16:45	124.147	124.255	124.118
506	2019.01.15 18:30	2019.01.15 18:45	123.764	123.849	124.122
507	2019.01.15 21:30	2019.01.15 21:45	123.640	123.794	124.019
508	2019.01.15 21:45	2019.01.15 22:00	123.794	123.855	123.969
509	2019.01.15 22:00	2019.01.15 22:15	123.855	123.910	123.937
510	2019.01.15 22:15	2019.01.15 22:30	123.910	123.980	123.919
511	2019.01.15 22:30	2019.01.15 22:45	123.980	124.024	123.892
512	2019.01.15 23:15	2019.01.15 23:30	124.054	124.061	123.927
513	2019.01.14 00:30	2019.01.14 00:45	124.371	124.398	124.452
514	2019.01.14 02:00	2019.01.14 02:15	124.318	124.320	124.427
515	2019.01.14 02:15	2019.01.14 02:30	124.320	124.330	124.425
516	2019.01.14 03:00	2019.01.14 03:15	124.326	124.344	124.417
517	2019.01.14 05:30	2019.01.14 05:45	124.002	124.032	124.348
518	2019.01.14 05:45	2019.01.14 06:00	124.032	124.035	124.330
519	2019.01.14 06:00	2019.01.14 06:15	124.035	124.077	124.323
520	2019.01.14 08:30	2019.01.14 08:45	124.028	124.071	124.135
521	2019.01.14 10:15	2019.01.14 10:30	124.073	124.182	124.080
522	2019.01.14 12:15	2019.01.14 12:30	123.889	123.898	124.118
523	2019.01.14 12:30	2019.01.14 12:45	123.898	123.963	124.114
524	2019.01.14 13:30	2019.01.14 13:45	123.939	123.985	124.098
525	2019.01.14 15:15	2019.01.14 15:30	123.927	123.995	124.050
526	2019.01.14 16:30	2019.01.14 16:45	124.009	124.028	123.982
527	2019.01.14 16:45	2019.01.14 17:00	124.028	124.166	123.989
528	2019.01.14 18:15	2019.01.14 18:30	124.218	124.235	124.141
529	2019.01.14 20:15	2019.01.14 20:30	124.134	124.175	124.224
530	2019.01.14 22:00	2019.01.14 22:15	124.076	124.092	124.214
531	2019.01.11 00:30	2019.01.11 00:45	124.644	124.679	124.736
532	2019.01.11 02:00	2019.01.11 02:15	124.700	124.725	124.721
533	2019.01.11 03:30	2019.01.11 03:45	124.816	124.850	124.761
534	2019.01.11 08:00	2019.01.11 08:15	124.855	124.880	124.860
535	2019.01.11 08:45	2019.01.11 09:00	124.884	124.972	124.870
536	2019.01.11 09:00	2019.01.11 09:15	124.972	124.975	124.888
537	2019.01.11 11:30	2019.01.11 11:45	124.796	124.808	124.913
538	2019.01.11 11:45	2019.01.11 12:00	124.808	124.815	124.910
539	2019.01.11 13:15	2019.01.11 13:30	124.807	124.871	124.900
540	2019.01.11 13:30	2019.01.11 13:45	124.871	124.909	124.902
541	2019.01.11 14:15	2019.01.11 14:30	124.893	124.943	124.882
542	2019.01.11 17:30	2019.01.11 17:45	124.429	124.430	124.921
543	2019.01.11 18:45	2019.01.11 19:00	124.375	124.434	124.826
544	2019.01.11 19:30	2019.01.11 19:45	124.448	124.485	124.717
545	2019.01.11 20:15	2019.01.11 20:30	124.459	124.469	124.581
546	2019.01.11 22:15	2019.01.11 22:30	124.380	124.427	124.461
547	2019.01.11 22:30	2019.01.11 22:45	124.427	124.430	124.461
548	2019.01.10 00:00	2019.01.10 00:15	124.846	124.863	124.941
549	2019.01.10 00:45	2019.01.10 01:00	124.906	124.915	124.940
550	2019.01.10 01:00	2019.01.10 01:15	124.915	124.990	124.944
551	2019.01.10 04:15	2019.01.10 04:30	124.694	124.717	124.962
552	2019.01.10 04:30	2019.01.10 04:45	124.717	124.763	124.962
553	2019.01.10 04:45	2019.01.10 05:00	124.763	124.793	124.958
554	2019.01.10 06:15	2019.01.10 06:30	124.775	124.804	124.913
555	2019.01.10 06:30	2019.01.10 06:45	124.804	124.811	124.899
556	2019.01.10 07:30	2019.01.10 07:45	124.751	124.755	124.806
557	2019.01.10 09:00	2019.01.10 09:15	124.611	124.634	124.800
558	2019.01.10 09:15	2019.01.10 09:30	124.634	124.636	124.800
559	2019.01.10 10:00	2019.01.10 10:15	124.585	124.602	124.791
560	2019.01.10 10:15	2019.01.10 10:30	124.602	124.615	124.783
561	2019.01.10 11:45	2019.01.10 12:00	124.578	124.677	124.707
562	2019.01.10 13:45	2019.01.10 14:00	124.561	124.641	124.659
563	2019.01.10 14:00	2019.01.10 14:15	124.641	124.645	124.661
564	2019.01.10 14:15	2019.01.10 14:30	124.645	124.670	124.662
565	2019.01.10 15:00	2019.01.10 15:15	124.692	124.716	124.677
566	2019.01.10 15:15	2019.01.10 15:30	124.716	124.742	124.686
567	2019.01.10 16:45	2019.01.10 17:00	124.492	124.546	124.703
568	2019.01.10 17:00	2019.01.10 17:15	124.546	124.589	124.698
569	2019.01.10 17:15	2019.01.10 17:30	124.589	124.613	124.695
570	2019.01.10 17:30	2019.01.10 17:45	124.613	124.685	124.689
571	2019.01.10 17:45	2019.01.10 18:00	124.685	124.755	124.691
572	2019.01.10 18:30	2019.01.10 18:45	124.692	124.724	124.709
573	2019.01.10 19:15	2019.01.10 19:30	124.637	124.673	124.716
574	2019.01.10 19:30	2019.01.10 19:45	124.673	124.725	124.717
575	2019.01.10 20:45	2019.01.10 21:00	124.580	124.695	124.694
576	2019.01.10 21:00	2019.01.10 21:15	124.695	124.697	124.701
577	2019.01.10 21:15	2019.01.10 21:30	124.697	124.704	124.708
578	2019.01.10 22:30	2019.01.10 22:45	124.700	124.737	124.726
579	2019.01.09 00:30	2019.01.09 00:45	124.439	124.444	124.423
580	2019.01.09 00:45	2019.01.09 01:00	124.444	124.492	124.429
581	2019.01.09 01:00	2019.01.09 01:15	124.492	124.572	124.439
582	2019.01.09 01:15	2019.01.09 01:30	124.572	124.586	124.463
583	2019.01.09 01:30	2019.01.09 01:45	124.586	124.596	124.486
584	2019.01.09 01:45	2019.01.09 02:00	124.596	124.676	124.507
585	2019.01.09 03:00	2019.01.09 03:15	124.558	124.601	124.586
586	2019.01.09 03:15	2019.01.09 03:30	124.601	124.662	124.596
587	2019.01.09 06:45	2019.01.09 07:00	124.752	124.776	124.768
588	2019.01.09 09:00	2019.01.09 09:15	124.872	124.937	124.791
589	2019.01.09 10:15	2019.01.09 10:30	124.814	124.857	124.839
590	2019.01.09 11:00	2019.01.09 11:15	124.863	124.905	124.856
591	2019.01.09 16:30	2019.01.09 16:45	124.878	124.979	124.776
592	2019.01.09 18:00	2019.01.09 18:15	124.719	124.745	124.814
593	2019.01.09 18:15	2019.01.09 18:30	124.745	124.892	124.818
594	2019.01.09 18:30	2019.01.09 18:45	124.892	124.909	124.836
595	2019.01.09 20:15	2019.01.09 20:30	124.852	124.864	124.914
596	2019.01.09 20:30	2019.01.09 20:45	124.864	124.903	124.923
597	2019.01.09 20:45	2019.01.09 21:00	124.903	124.960	124.933
598	2019.01.09 21:30	2019.01.09 21:45	124.976	124.985	124.958
599	2019.01.09 21:45	2019.01.09 22:00	124.985	125.018	124.958
600	2019.01.09 23:30	2019.01.09 23:45	124.762	124.843	124.946
601	2019.01.08 00:30	2019.01.08 00:45	124.681	124.683	124.745
602	2019.01.08 00:45	2019.01.08 01:00	124.683	124.692	124.745
603	2019.01.08 04:30	2019.01.08 04:45	124.473	124.480	124.755
604	2019.01.08 05:45	2019.01.08 06:00	124.540	124.622	124.698
605	2019.01.08 08:00	2019.01.08 08:15	124.506	124.634	124.594
606	2019.01.08 10:15	2019.01.08 10:30	124.665	124.715	124.678
607	2019.01.08 13:30	2019.01.08 13:45	124.586	124.659	124.705
608	2019.01.08 16:00	2019.01.08 16:15	124.500	124.558	124.603
609	2019.01.08 19:15	2019.01.08 19:30	124.267	124.288	124.495
610	2019.01.08 19:30	2019.01.08 19:45	124.288	124.378	124.487
611	2019.01.08 19:45	2019.01.08 20:00	124.378	124.392	124.474
612	2019.01.08 22:00	2019.01.08 22:15	124.321	124.352	124.355
613	2019.01.08 22:15	2019.01.08 22:30	124.352	124.399	124.356
614	2019.01.08 22:30	2019.01.08 22:45	124.399	124.424	124.362
615	2019.01.08 22:45	2019.01.08 23:00	124.424	124.432	124.374
616	2019.01.08 23:00	2019.01.08 23:15	124.432	124.459	124.386
617	2019.01.07 00:00	2019.01.07 00:15	123.628	123.665	123.732
618	2019.01.07 00:15	2019.01.07 00:30	123.665	123.709	123.731
619	2019.01.07 02:15	2019.01.07 02:30	123.839	123.863	123.796
620	2019.01.07 03:15	2019.01.07 03:30	123.810	123.819	123.827
621	2019.01.07 06:45	2019.01.07 07:00	123.681	123.710	123.794
622	2019.01.07 08:15	2019.01.07 08:30	123.624	123.630	123.708
623	2019.01.07 09:15	2019.01.07 09:30	123.530	123.590	123.650
624	2019.01.07 09:30	2019.01.07 09:45	123.590	123.723	123.642
625	2019.01.07 10:15	2019.01.07 10:30	123.664	123.722	123.667
626	2019.01.07 12:15	2019.01.07 12:30	123.795	123.897	123.766
627	2019.01.07 12:30	2019.01.07 12:45	123.897	123.938	123.791
628	2019.01.07 12:45	2019.01.07 13:00	123.938	123.961	123.820
629	2019.01.07 15:00	2019.01.07 15:15	123.895	124.023	123.947
630	2019.01.07 15:15	2019.01.07 15:30	124.023	124.103	123.962
631	2019.01.07 15:30	2019.01.07 15:45	124.103	124.148	123.988
632	2019.01.07 15:45	2019.01.07 16:00	124.148	124.193	124.015
633	2019.01.07 17:00	2019.01.07 17:15	124.230	124.328	124.143
634	2019.01.07 17:45	2019.01.07 18:00	124.307	124.357	124.230
635	2019.01.07 18:00	2019.01.07 18:15	124.357	124.407	124.259
636	2019.01.07 18:15	2019.01.07 18:30	124.407	124.445	124.291
637	2019.01.07 18:30	2019.01.07 18:45	124.445	124.560	124.325
638	2019.01.07 21:45	2019.01.07 22:00	124.660	124.706	124.655
639	2019.01.07 22:00	2019.01.07 22:15	124.706	124.734	124.669
640	2019.01.07 22:15	2019.01.07 22:30	124.734	124.786	124.687
641	2019.01.07 23:15	2019.01.07 23:30	124.741	124.783	124.727
642	2019.01.04 00:00	2019.01.04 00:15	122.642	122.685	122.990
643	2019.01.04 00:45	2019.01.04 01:00	122.672	122.934	122.903
644	2019.01.04 02:15	2019.01.04 02:30	122.757	122.847	122.823
645	2019.01.04 03:30	2019.01.04 03:45	122.886	122.977	122.844
646	2019.01.04 03:45	2019.01.04 04:00	122.977	122.988	122.871
647	2019.01.04 04:00	2019.01.04 04:15	122.988	123.162	122.895
648	2019.01.04 04:15	2019.01.04 04:30	123.162	123.172	122.944
649	2019.01.04 04:30	2019.01.04 04:45	123.172	123.220	122.987
650	2019.01.04 04:45	2019.01.04 05:00	123.220	123.290	123.032
651	2019.01.04 05:00	2019.01.04 05:15	123.290	123.430	123.081
652	2019.01.04 05:15	2019.01.04 05:30	123.430	123.434	123.146
653	2019.01.04 05:30	2019.01.04 05:45	123.434	123.470	123.202
654	2019.01.04 05:45	2019.01.04 06:00	123.470	123.479	123.257
655	2019.01.04 06:00	2019.01.04 06:15	123.479	123.481	123.304
656	2019.01.04 06:15	2019.01.04 06:30	123.481	123.495	123.348
657	2019.01.04 08:45	2019.01.04 09:00	123.259	123.281	123.465
658	2019.01.04 09:45	2019.01.04 10:00	123.029	123.176	123.468
659	2019.01.04 10:30	2019.01.04 10:45	123.192	123.249	123.439
660	2019.01.04 12:45	2019.01.04 13:00	123.121	123.196	123.234
661	2019.01.04 13:00	2019.01.04 13:15	123.196	123.224	123.232
662	2019.01.04 13:15	2019.01.04 13:30	123.224	123.258	123.237
663	2019.01.04 15:00	2019.01.04 15:15	123.199	123.254	123.245
664	2019.01.04 15:15	2019.01.04 15:30	123.254	123.317	123.250
665	2019.01.04 16:00	2019.01.04 16:15	123.174	123.183	123.258
666	2019.01.04 16:15	2019.01.04 16:30	123.183	123.240	123.255
667	2019.01.04 17:15	2019.01.04 17:30	123.391	123.396	123.288
668	2019.01.04 19:30	2019.01.04 19:45	123.685	123.690	123.521
669	2019.01.04 19:45	2019.01.04 20:00	123.690	123.833	123.558
670	2019.01.04 20:45	2019.01.04 21:00	123.658	123.714	123.692
671	2019.01.04 22:30	2019.01.04 22:45	123.641	123.673	123.744
672	2019.01.04 23:30	2019.01.04 23:45	123.641	123.660	123.733
673	2019.01.03 00:45	2019.01.03 01:00	120.849	121.373	127.190
674	2019.01.03 01:00	2019.01.03 01:15	121.373	121.984	127.137
675	2019.01.03 01:15	2019.01.03 01:30	121.984	121.995	127.023
676	2019.01.03 02:45	2019.01.03 03:00	122.068	122.227	125.840
677	2019.01.03 06:00	2019.01.03 06:15	121.789	121.831	122.089
678	2019.01.03 06:15	2019.01.03 06:30	121.831	121.922	122.081
679	2019.01.03 08:15	2019.01.03 08:30	121.463	121.466	121.931
680	2019.01.03 08:30	2019.01.03 08:45	121.466	121.510	121.908
681	2019.01.03 08:45	2019.01.03 09:00	121.510	121.788	121.872
682	2019.01.03 09:00	2019.01.03 09:15	121.788	122.188	121.848
683	2019.01.03 09:15	2019.01.03 09:30	122.188	122.295	121.885
684	2019.01.03 10:00	2019.01.03 10:15	122.340	122.650	122.075
685	2019.01.03 11:00	2019.01.03 11:15	122.610	122.651	122.374
686	2019.01.03 12:30	2019.01.03 12:45	122.331	122.364	122.599
687	2019.01.03 14:00	2019.01.03 14:15	122.082	122.153	122.542
688	2019.01.03 14:15	2019.01.03 14:30	122.153	122.270	122.542
689	2019.01.03 15:00	2019.01.03 15:15	122.159	122.428	122.533
690	2019.01.03 15:45	2019.01.03 16:00	122.462	122.524	122.485
691	2019.01.03 16:00	2019.01.03 16:15	122.524	122.613	122.475
692	2019.01.03 18:00	2019.01.03 18:15	122.712	122.716	122.609
693	2019.01.03 18:15	2019.01.03 18:30	122.716	123.103	122.643
694	2019.01.03 18:30	2019.01.03 18:45	123.103	123.210	122.726
695	2019.01.03 22:15	2019.01.03 22:30	122.530	122.548	123.087
696	2019.01.03 22:30	2019.01.03 22:45	122.548	122.555	123.088
697	2019.01.03 23:15	2019.01.03 23:30	122.602	122.610	123.087
698	2019.01.03 23:30	2019.01.03 23:45	122.610	122.635	123.061
699	2018.12.28 00:30	2018.12.28 00:45	126.796	126.827	126.987
700	2018.12.28 04:15	2018.12.28 04:30	126.714	126.769	126.918
701	2018.12.28 04:30	2018.12.28 04:45	126.769	126.812	126.892
702	2018.12.28 04:45	2018.12.28 05:00	126.812	126.882	126.883
703	2018.12.28 06:00	2018.12.28 06:15	126.745	126.771	126.885
704	2018.12.28 06:15	2018.12.28 06:30	126.771	126.785	126.883
705	2018.12.28 07:00	2018.12.28 07:15	126.822	126.850	126.875
706	2018.12.28 10:00	2018.12.28 10:15	126.560	126.584	126.822
707	2018.12.28 10:15	2018.12.28 10:30	126.584	126.612	126.813
708	2018.12.28 12:00	2018.12.28 12:15	126.359	126.487	126.753
709	2018.12.28 12:45	2018.12.28 13:00	126.499	126.513	126.673
710	2018.12.28 13:00	2018.12.28 13:15	126.513	126.519	126.649
711	2018.12.28 13:15	2018.12.28 13:30	126.519	126.562	126.623
712	2018.12.28 14:15	2018.12.28 14:30	126.480	126.498	126.561
713	2018.12.28 15:30	2018.12.28 15:45	126.375	126.525	126.516
714	2018.12.28 19:45	2018.12.28 20:00	126.358	126.392	126.451
715	2018.12.28 21:15	2018.12.28 21:30	126.288	126.360	126.396
716	2018.12.28 23:00	2018.12.28 23:15	126.173	126.191	126.373
717	2018.12.28 23:15	2018.12.28 23:30	126.191	126.208	126.367
718	2018.12.28 23:30	2018.12.28 23:45	126.208	126.227	126.363
