[20190228_133812 / views.py:10085]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-4500).20190214_095445.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].20190228_133811.csv
pair	EURJPY
timeframe	M15

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD
[20190228_133812 / views.py:10255]
16	2019.01.31 17:00	2019.01.31 17:15
17	2019.01.31 17:15	2019.01.31 17:30
18	2019.01.31 19:45	2019.01.31 20:00
19	2019.01.31 20:30	2019.01.31 20:45
20	2019.01.31 21:15	2019.01.31 21:30
21	2019.01.31 21:30	2019.01.31 21:45
22	2019.01.31 22:15	2019.01.31 22:30
23	2019.01.31 22:30	2019.01.31 22:45
24	2019.01.31 22:45	2019.01.31 23:00
25	2019.01.31 23:00	2019.01.31 23:15
0	2019.01.30 00:15	2019.01.30 00:30
1	2019.01.30 00:30	2019.01.30 00:45
2	2019.01.30 00:45	2019.01.30 01:00
3	2019.01.30 01:00	2019.01.30 01:15
4	2019.01.30 03:45	2019.01.30 04:00
5	2019.01.30 04:00	2019.01.30 04:15
6	2019.01.30 05:00	2019.01.30 05:15
7	2019.01.30 05:15	2019.01.30 05:30
8	2019.01.30 09:30	2019.01.30 09:45
9	2019.01.30 10:15	2019.01.30 10:30
10	2019.01.30 11:15	2019.01.30 11:30
11	2019.01.30 13:45	2019.01.30 14:00
12	2019.01.30 15:15	2019.01.30 15:30
13	2019.01.30 15:30	2019.01.30 15:45
14	2019.01.30 17:15	2019.01.30 17:30
15	2019.01.30 17:30	2019.01.30 17:45
16	2019.01.30 22:45	2019.01.30 23:00
17	2019.01.30 23:00	2019.01.30 23:15
0	2019.01.29 01:15	2019.01.29 01:30
1	2019.01.29 03:30	2019.01.29 03:45
2	2019.01.29 03:45	2019.01.29 04:00
3	2019.01.29 04:00	2019.01.29 04:15
4	2019.01.29 05:45	2019.01.29 06:00
5	2019.01.29 06:00	2019.01.29 06:15
6	2019.01.29 06:15	2019.01.29 06:30
7	2019.01.29 06:30	2019.01.29 06:45
8	2019.01.29 06:45	2019.01.29 07:00
9	2019.01.29 07:30	2019.01.29 07:45
10	2019.01.29 07:45	2019.01.29 08:00
11	2019.01.29 10:00	2019.01.29 10:15
12	2019.01.29 10:15	2019.01.29 10:30
13	2019.01.29 11:00	2019.01.29 11:15
14	2019.01.29 11:15	2019.01.29 11:30
15	2019.01.29 13:30	2019.01.29 13:45
16	2019.01.29 18:00	2019.01.29 18:15
17	2019.01.29 18:15	2019.01.29 18:30
18	2019.01.29 19:00	2019.01.29 19:15
19	2019.01.29 20:15	2019.01.29 20:30
20	2019.01.29 20:30	2019.01.29 20:45
21	2019.01.29 22:30	2019.01.29 22:45
22	2019.01.29 22:45	2019.01.29 23:00
0	2019.01.28 00:00	2019.01.28 00:15
1	2019.01.28 00:45	2019.01.28 01:00
2	2019.01.28 03:00	2019.01.28 03:15
3	2019.01.28 03:15	2019.01.28 03:30
4	2019.01.28 03:30	2019.01.28 03:45
5	2019.01.28 05:00	2019.01.28 05:15
6	2019.01.28 05:15	2019.01.28 05:30
7	2019.01.28 05:30	2019.01.28 05:45
8	2019.01.28 05:45	2019.01.28 06:00
9	2019.01.28 06:00	2019.01.28 06:15
10	2019.01.28 06:15	2019.01.28 06:30
11	2019.01.28 08:45	2019.01.28 09:00
12	2019.01.28 09:00	2019.01.28 09:15
13	2019.01.28 11:30	2019.01.28 11:45
14	2019.01.28 11:45	2019.01.28 12:00
15	2019.01.28 12:00	2019.01.28 12:15
16	2019.01.28 12:15	2019.01.28 12:30
17	2019.01.28 16:30	2019.01.28 16:45
18	2019.01.28 16:45	2019.01.28 17:00
19	2019.01.28 17:00	2019.01.28 17:15
20	2019.01.28 17:15	2019.01.28 17:30
21	2019.01.28 18:00	2019.01.28 18:15
22	2019.01.28 19:15	2019.01.28 19:30
23	2019.01.28 20:00	2019.01.28 20:15
24	2019.01.28 20:15	2019.01.28 20:30
25	2019.01.28 21:30	2019.01.28 21:45
26	2019.01.28 21:45	2019.01.28 22:00
0	2019.01.25 01:00	2019.01.25 01:15
1	2019.01.25 01:15	2019.01.25 01:30
2	2019.01.25 01:30	2019.01.25 01:45
3	2019.01.25 01:45	2019.01.25 02:00
4	2019.01.25 02:00	2019.01.25 02:15
5	2019.01.25 03:15	2019.01.25 03:30
6	2019.01.25 03:30	2019.01.25 03:45
7	2019.01.25 03:45	2019.01.25 04:00
8	2019.01.25 04:00	2019.01.25 04:15
9	2019.01.25 04:15	2019.01.25 04:30
10	2019.01.25 05:00	2019.01.25 05:15
11	2019.01.25 05:15	2019.01.25 05:30
12	2019.01.25 07:00	2019.01.25 07:15
13	2019.01.25 08:15	2019.01.25 08:30
14	2019.01.25 08:30	2019.01.25 08:45
15	2019.01.25 10:15	2019.01.25 10:30
16	2019.01.25 10:30	2019.01.25 10:45
17	2019.01.25 13:15	2019.01.25 13:30
18	2019.01.25 13:30	2019.01.25 13:45
19	2019.01.25 13:45	2019.01.25 14:00
20	2019.01.25 14:00	2019.01.25 14:15
21	2019.01.25 14:45	2019.01.25 15:00
22	2019.01.25 15:00	2019.01.25 15:15
23	2019.01.25 15:15	2019.01.25 15:30
24	2019.01.25 15:30	2019.01.25 15:45
25	2019.01.25 15:45	2019.01.25 16:00
26	2019.01.25 16:00	2019.01.25 16:15
27	2019.01.25 17:00	2019.01.25 17:15
28	2019.01.25 17:15	2019.01.25 17:30
29	2019.01.25 19:15	2019.01.25 19:30
30	2019.01.25 20:15	2019.01.25 20:30
31	2019.01.25 21:30	2019.01.25 21:45
0	2019.01.24 01:00	2019.01.24 01:15
1	2019.01.24 03:00	2019.01.24 03:15
2	2019.01.24 04:15	2019.01.24 04:30
3	2019.01.24 04:30	2019.01.24 04:45
4	2019.01.24 04:45	2019.01.24 05:00
5	2019.01.24 05:30	2019.01.24 05:45
6	2019.01.24 06:45	2019.01.24 07:00
7	2019.01.24 07:30	2019.01.24 07:45
8	2019.01.24 07:45	2019.01.24 08:00
9	2019.01.24 11:30	2019.01.24 11:45
10	2019.01.24 11:45	2019.01.24 12:00
11	2019.01.24 13:15	2019.01.24 13:30
12	2019.01.24 13:30	2019.01.24 13:45
13	2019.01.24 13:45	2019.01.24 14:00
14	2019.01.24 14:00	2019.01.24 14:15
15	2019.01.24 15:45	2019.01.24 16:00
16	2019.01.24 18:15	2019.01.24 18:30
17	2019.01.24 20:15	2019.01.24 20:30
18	2019.01.24 20:30	2019.01.24 20:45
19	2019.01.24 21:15	2019.01.24 21:30
20	2019.01.24 22:45	2019.01.24 23:00
21	2019.01.24 23:00	2019.01.24 23:15
0	2019.01.23 01:00	2019.01.23 01:15
1	2019.01.23 01:45	2019.01.23 02:00
2	2019.01.23 02:00	2019.01.23 02:15
3	2019.01.23 02:15	2019.01.23 02:30
4	2019.01.23 03:00	2019.01.23 03:15
5	2019.01.23 03:15	2019.01.23 03:30
6	2019.01.23 03:30	2019.01.23 03:45
7	2019.01.23 07:30	2019.01.23 07:45
8	2019.01.23 07:45	2019.01.23 08:00
9	2019.01.23 08:00	2019.01.23 08:15
10	2019.01.23 10:15	2019.01.23 10:30
11	2019.01.23 11:00	2019.01.23 11:15
12	2019.01.23 11:15	2019.01.23 11:30
13	2019.01.23 12:45	2019.01.23 13:00
14	2019.01.23 13:00	2019.01.23 13:15
15	2019.01.23 15:00	2019.01.23 15:15
16	2019.01.23 15:45	2019.01.23 16:00
17	2019.01.23 19:00	2019.01.23 19:15
18	2019.01.23 20:00	2019.01.23 20:15
19	2019.01.23 20:15	2019.01.23 20:30
20	2019.01.23 21:00	2019.01.23 21:15
0	2019.01.22 00:45	2019.01.22 01:00
1	2019.01.22 01:45	2019.01.22 02:00
2	2019.01.22 03:15	2019.01.22 03:30
3	2019.01.22 03:30	2019.01.22 03:45
4	2019.01.22 06:15	2019.01.22 06:30
5	2019.01.22 06:30	2019.01.22 06:45
6	2019.01.22 08:30	2019.01.22 08:45
7	2019.01.22 09:15	2019.01.22 09:30
8	2019.01.22 10:30	2019.01.22 10:45
9	2019.01.22 10:45	2019.01.22 11:00
10	2019.01.22 11:00	2019.01.22 11:15
11	2019.01.22 11:15	2019.01.22 11:30
12	2019.01.22 13:30	2019.01.22 13:45
13	2019.01.22 13:45	2019.01.22 14:00
14	2019.01.22 14:00	2019.01.22 14:15
15	2019.01.22 14:15	2019.01.22 14:30
16	2019.01.22 16:15	2019.01.22 16:30
17	2019.01.22 16:30	2019.01.22 16:45
18	2019.01.22 17:15	2019.01.22 17:30
19	2019.01.22 21:30	2019.01.22 21:45
20	2019.01.22 22:15	2019.01.22 22:30
0	2019.01.21 00:00	2019.01.21 00:15
1	2019.01.21 00:15	2019.01.21 00:30
2	2019.01.21 03:15	2019.01.21 03:30
3	2019.01.21 04:00	2019.01.21 04:15
4	2019.01.21 04:15	2019.01.21 04:30
5	2019.01.21 04:30	2019.01.21 04:45
6	2019.01.21 08:00	2019.01.21 08:15
7	2019.01.21 08:15	2019.01.21 08:30
8	2019.01.21 08:30	2019.01.21 08:45
9	2019.01.21 08:45	2019.01.21 09:00
10	2019.01.21 09:30	2019.01.21 09:45
11	2019.01.21 09:45	2019.01.21 10:00
12	2019.01.21 10:00	2019.01.21 10:15
