[20190228_135814 / views.py:10284]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-4500).20190214_095445.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].20190228_135813.csv
pair	EURJPY
timeframe	M15

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190228_135814 / views.py:10293]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
56	2019.02.11 01:15	2019.02.11 01:30	124.371	124.384	124.259	124.287	124.315	124.343	124.371
57	2019.02.11 03:30	2019.02.11 03:45	124.370	124.375	124.254	124.294	124.334	124.374	124.415
58	2019.02.11 03:45	2019.02.11 04:00	124.375	124.378	124.255	124.296	124.337	124.378	124.419
59	2019.02.11 04:30	2019.02.11 04:45	124.407	124.450	124.269	124.310	124.350	124.390	124.430
60	2019.02.11 04:45	2019.02.11 05:00	124.450	124.464	124.275	124.316	124.358	124.400	124.442
61	2019.02.11 06:30	2019.02.11 06:45	124.462	124.506	124.317	124.364	124.411	124.457	124.504
62	2019.02.11 07:30	2019.02.11 07:45	124.489	124.544	124.333	124.384	124.435	124.485	124.536
63	2019.02.11 10:15	2019.02.11 10:30	124.465	124.491	124.436	124.470	124.504	124.539	124.573
64	2019.02.11 10:30	2019.02.11 10:45	124.491	124.524	124.436	124.470	124.505	124.539	124.573
65	2019.02.11 10:45	2019.02.11 11:00	124.524	124.699	124.438	124.472	124.506	124.541	124.575
66	2019.02.11 11:00	2019.02.11 11:15	124.699	124.723	124.411	124.465	124.518	124.571	124.624
67	2019.02.11 14:30	2019.02.11 14:45	124.621	124.685	124.438	124.512	124.586	124.660	124.734
68	2019.02.11 15:15	2019.02.11 15:30	124.697	124.820	124.487	124.551	124.614	124.678	124.742
69	2019.02.11 15:30	2019.02.11 15:45	124.820	124.824	124.488	124.559	124.631	124.702	124.774
70	2019.02.11 19:00	2019.02.11 19:15	124.521	124.524	124.404	124.516	124.628	124.740	124.852
71	2019.02.11 19:45	2019.02.11 20:00	124.486	124.491	124.367	124.488	124.608	124.728	124.848
72	2019.02.11 21:15	2019.02.11 21:30	124.464	124.496	124.360	124.442	124.524	124.606	124.689
73	2019.02.08 00:00	2019.02.08 00:15	124.517	124.529	124.504	124.568	124.632	124.696	124.760
74	2019.02.08 02:00	2019.02.08 02:15	124.479	124.540	124.413	124.490	124.567	124.644	124.720
75	2019.02.08 03:30	2019.02.08 03:45	124.415	124.420	124.401	124.452	124.503	124.553	124.604
76	2019.02.08 04:15	2019.02.08 04:30	124.419	124.422	124.376	124.426	124.476	124.526	124.577
77	2019.02.08 04:30	2019.02.08 04:45	124.422	124.459	124.370	124.421	124.472	124.523	124.574
78	2019.02.08 04:45	2019.02.08 05:00	124.459	124.471	124.369	124.419	124.470	124.520	124.570
79	2019.02.08 05:30	2019.02.08 05:45	124.484	124.502	124.370	124.416	124.462	124.508	124.554
80	2019.02.08 05:45	2019.02.08 06:00	124.502	124.506	124.370	124.416	124.462	124.507	124.553
81	2019.02.08 07:15	2019.02.08 07:30	124.438	124.462	124.371	124.408	124.444	124.481	124.517
82	2019.02.08 08:30	2019.02.08 08:45	124.395	124.422	124.369	124.404	124.439	124.474	124.510
83	2019.02.08 08:45	2019.02.08 09:00	124.422	124.471	124.369	124.404	124.439	124.474	124.510
84	2019.02.08 10:45	2019.02.08 11:00	124.425	124.460	124.364	124.397	124.430	124.463	124.497
85	2019.02.08 12:00	2019.02.08 12:15	124.448	124.539	124.369	124.399	124.429	124.459	124.489
86	2019.02.08 12:45	2019.02.08 13:00	124.557	124.618	124.341	124.392	124.443	124.494	124.544
87	2019.02.08 14:45	2019.02.08 15:00	124.559	124.566	124.361	124.427	124.493	124.558	124.624
88	2019.02.08 15:00	2019.02.08 15:15	124.566	124.591	124.364	124.431	124.498	124.565	124.632
89	2019.02.08 15:15	2019.02.08 15:30	124.591	124.669	124.375	124.441	124.507	124.573	124.639
90	2019.02.08 18:30	2019.02.08 18:45	124.258	124.323	124.220	124.344	124.469	124.593	124.717
91	2019.02.08 20:30	2019.02.08 20:45	124.315	124.336	124.159	124.267	124.375	124.483	124.591
92	2019.02.08 20:45	2019.02.08 21:00	124.336	124.355	124.177	124.269	124.361	124.453	124.546
93	2019.02.08 22:30	2019.02.08 22:45	124.311	124.322	124.251	124.282	124.314	124.346	124.377
94	2019.02.07 01:30	2019.02.07 01:45	124.973	125.014	124.942	124.958	124.975	124.992	125.009
95	2019.02.07 03:15	2019.02.07 03:30	124.735	124.734	124.785	124.864	124.942	125.021	125.100
96	2019.02.07 03:30	2019.02.07 03:45	124.734	124.769	124.750	124.840	124.930	125.021	125.111
97	2019.02.07 04:15	2019.02.07 04:30	124.758	124.797	124.676	124.784	124.892	125.000	125.108
98	2019.02.07 04:30	2019.02.07 04:45	124.797	124.828	124.667	124.775	124.883	124.991	125.099
99	2019.02.07 05:45	2019.02.07 06:00	124.845	124.920	124.662	124.754	124.846	124.939	125.031
100	2019.02.07 06:45	2019.02.07 07:00	124.900	124.899	124.684	124.758	124.832	124.906	124.980
101	2019.02.07 07:45	2019.02.07 08:00	124.902	124.898	124.689	124.758	124.828	124.898	124.968
102	2019.02.07 08:00	2019.02.07 08:15	124.898	124.902	124.703	124.770	124.837	124.904	124.972
103	2019.02.07 08:15	2019.02.07 08:30	124.902	124.939	124.717	124.781	124.845	124.910	124.974
104	2019.02.07 08:30	2019.02.07 08:45	124.939	124.987	124.731	124.794	124.856	124.918	124.980
105	2019.02.07 15:45	2019.02.07 16:00	124.378	124.526	124.218	124.370	124.523	124.675	124.827
106	2019.02.07 16:45	2019.02.07 17:00	124.551	124.608	124.326	124.395	124.464	124.533	124.602
107	2019.02.07 17:00	2019.02.07 17:15	124.608	124.659	124.321	124.394	124.466	124.539	124.611
108	2019.02.07 17:15	2019.02.07 17:30	124.659	124.711	124.308	124.390	124.472	124.553	124.635
109	2019.02.07 20:00	2019.02.07 20:15	124.676	124.681	124.372	124.474	124.576	124.678	124.780
110	2019.02.07 21:15	2019.02.07 21:30	124.681	124.696	124.528	124.584	124.639	124.694	124.749
111	2019.02.06 00:45	2019.02.06 01:00	125.383	125.420	125.364	125.402	125.441	125.479	125.517
112	2019.02.06 01:00	2019.02.06 01:15	125.420	125.428	125.367	125.404	125.442	125.479	125.517
113	2019.02.06 01:15	2019.02.06 01:30	125.428	125.430	125.365	125.403	125.440	125.477	125.515
114	2019.02.06 01:30	2019.02.06 01:45	125.430	125.434	125.364	125.402	125.439	125.476	125.513
115	2019.02.06 02:15	2019.02.06 02:30	125.387	125.418	125.352	125.390	125.427	125.465	125.502
116	2019.02.06 03:30	2019.02.06 03:45	125.298	125.398	125.292	125.342	125.391	125.441	125.491
117	2019.02.06 05:30	2019.02.06 05:45	125.143	125.146	125.056	125.178	125.299	125.421	125.542
118	2019.02.06 05:45	2019.02.06 06:00	125.146	125.191	125.039	125.163	125.287	125.412	125.536
119	2019.02.06 06:00	2019.02.06 06:15	125.191	125.203	125.032	125.154	125.276	125.398	125.520
120	2019.02.06 11:00	2019.02.06 11:15	124.877	124.909	124.775	124.893	125.011	125.129	125.247
121	2019.02.06 12:00	2019.02.06 12:15	124.891	124.932	124.769	124.863	124.957	125.051	125.146
