[20181001_123031 / libfx.py:7035]
source = 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135340.(m-02).20180926_205209.csv
log file = op_2-2.detect.highs-lows.v-3.EURJPY-Period-H1.(m-02).20181001_123030.log

lo_Highs	lo_Lows	lenOf_LO_BarDatas
80	84	480
0.167	0.175	1.000

[20181001_123031 / libfx.py:7082]
<highs>
datetime(local)	start	current	diff
2018.02.28 05:00	131.3010	131.3010	0.0000
2018.02.28 03:00	131.3700	131.3690	-0.0010
2018.02.27 04:00	131.6880	131.6240	-0.0640
2018.02.27 00:00	131.4250	131.4140	-0.0110
2018.02.26 22:00	131.4810	131.4920	0.0110
2018.02.26 16:00	131.5740	131.2610	-0.3130
2018.02.26 11:00	131.1990	131.1540	-0.0450
2018.02.24 03:00	131.0930	131.0940	0.0010
2018.02.23 21:00	131.2460	131.2470	0.0010
2018.02.23 12:00	131.5880	131.5510	-0.0370
2018.02.23 07:00	131.5920	131.5920	0.0000
2018.02.23 04:00	131.4980	131.4830	-0.0150
2018.02.22 21:00	131.3380	131.3390	0.0010
2018.02.22 12:00	131.8430	131.7560	-0.0870
2018.02.22 10:00	131.7010	131.7040	0.0030
2018.02.22 01:00	132.5570	132.5550	-0.0020
2018.02.21 21:00	132.5060	132.3260	-0.1800
2018.02.21 19:00	132.3740	132.3730	-0.0010
2018.02.21 17:00	132.4830	132.4800	-0.0030
2018.02.21 07:00	132.6530	132.3710	-0.2820
2018.02.21 05:00	132.3110	132.3120	0.0010
2018.02.20 20:00	132.2760	132.1960	-0.0800
2018.02.20 11:00	132.2830	132.2370	-0.0460
2018.02.20 04:00	132.2660	132.2060	-0.0600
2018.02.19 23:00	132.0400	131.9970	-0.0430
2018.02.19 17:00	132.1700	132.1710	0.0010
2018.02.19 11:00	132.2640	131.9210	-0.3430
2018.02.16 19:00	132.4220	132.4210	-0.0010
2018.02.16 17:00	132.6680	132.6690	0.0010
2018.02.16 15:00	132.6420	132.6410	-0.0010
2018.02.16 13:00	132.6470	132.6470	0.0000
2018.02.16 10:00	132.9900	132.7970	-0.1930
2018.02.16 08:00	132.6590	132.6590	0.0000
2018.02.16 05:00	132.6890	132.6680	-0.0210
2018.02.16 00:00	132.5860	132.5870	0.0010
2018.02.15 22:00	132.8710	132.8690	-0.0020
2018.02.15 17:00	132.8820	132.8770	-0.0050
2018.02.15 15:00	132.7290	132.7320	0.0030
2018.02.15 11:00	132.7860	132.6460	-0.1400
2018.02.15 03:00	132.9260	132.9270	0.0010
2018.02.14 22:00	132.6410	131.9510	-0.6900
2018.02.14 12:00	132.4070	132.4070	0.0000
2018.02.14 03:00	132.9640	132.9660	0.0020
2018.02.14 00:00	133.0300	132.7990	-0.2310
2018.02.13 22:00	132.8150	132.8100	-0.0050
2018.02.13 20:00	132.8260	132.8250	-0.0010
2018.02.13 18:00	132.5630	132.5620	-0.0010
2018.02.13 04:00	133.5010	133.4810	-0.0200
2018.02.12 22:00	133.4160	132.9720	-0.4440
2018.02.12 16:00	133.3180	133.2490	-0.0690
2018.02.12 14:00	133.5040	133.5030	-0.0010
2018.02.12 09:00	133.3320	133.2260	-0.1060
2018.02.10 02:00	133.1100	132.4270	-0.6830
2018.02.09 13:00	133.5970	133.4750	-0.1220
2018.02.09 10:00	133.3780	133.3200	-0.0580
2018.02.09 08:00	133.1020	133.1040	0.0020
2018.02.09 05:00	133.1640	133.1200	-0.0440
2018.02.08 12:00	134.3160	134.2290	-0.0870
2018.02.08 10:00	134.1290	134.1320	0.0030
2018.02.08 08:00	133.9380	133.9390	0.0010
2018.02.08 03:00	134.0690	134.0710	0.0020
2018.02.07 19:00	134.6270	134.6280	0.0010
2018.02.07 03:00	135.5330	135.3050	-0.2280
2018.02.07 00:00	135.1780	134.9120	-0.2660
2018.02.06 13:00	134.8150	134.2550	-0.5600
2018.02.05 22:00	136.6150	136.6170	0.0020
2018.02.05 16:00	136.7290	136.7280	-0.0010
2018.02.05 09:00	136.9090	136.8290	-0.0800
2018.02.02 23:00	137.2280	137.2240	-0.0040
2018.02.02 20:00	137.2360	137.2310	-0.0050
2018.02.02 17:00	137.2010	137.0890	-0.1120
