Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
1;128.937;128.985;128.743;128.922;30.1415265356;16.0547499001;129.8141574356;129.6071287178;129.4001;129.1930712822;128.9860425644;-0.015;0.242;2018.08.31 16:00;2018.08.31 23:00;1
2;129.071;129.1;128.874;128.933;30.313417805;21.3604413577;129.8197011499;129.6305505749;129.4414;129.2522494251;129.0630988501;-0.138;0.226;2018.08.31 15:00;2018.08.31 22:00;2
3;129.209;129.234;129.01;129.075;32.5928697486;26.6274098884;129.7881044952;129.6330772476;129.47805;129.3230227524;129.1679955048;-0.134;0.224;2018.08.31 14:00;2018.08.31 21:00;3
4;129.317;129.325;129.105;129.211;34.9865777301;26.2512791174;129.7468630362;129.6222065181;129.49755;129.3728934819;129.2482369638;-0.106;0.22;2018.08.31 13:00;2018.08.31 20:00;4
5;129.259;129.375;129.233;129.315;36.9584575421;25.8359363279;129.7766731114;129.6521615557;129.52765;129.4031384443;129.2786268886;0.056;0.142;2018.08.31 12:00;2018.08.31 19:00;5
6;129.456;129.461;129.236;129.27;35.4632945167;25.1008634586;129.8155762864;129.6845131432;129.55345;129.4223868568;129.2913237136;-0.186;0.225;2018.08.31 11:00;2018.08.31 18:00;6
7;129.573;129.695;129.297;129.456;39.1051222759;25.1304745061;129.8976147151;129.7447073576;129.5918;129.4388926424;129.2859852849;-0.117;0.398;2018.08.31 10:00;2018.08.31 17:00;7
8;129.64;129.679;129.559;129.573;41.6617930266;25.6720974047;130.0353538756;129.8328019378;129.63025;129.4276980622;129.2251461244;-0.067;0.12;2018.08.31 09:00;2018.08.31 16:00;8
9;129.543;129.838;129.543;129.637;43.1270319355;30.5791877799;130.2337461822;129.9554480911;129.67715;129.3988519089;129.1205538178;0.094;0.295;2018.08.31 08:00;2018.08.31 15:00;9
10;129.464;129.561;129.411;129.542;40.1592301316;29.666777988;130.3816967342;130.0509983671;129.7203;129.3896016329;129.0589032658;0.078;0.15;2018.08.31 07:00;2018.08.31 14:00;10
11;129.52;129.538;129.436;129.464;37.6202016657;25.5917123506;130.479581326;130.121165663;129.76275;129.404334337;129.045918674;-0.056;0.102;2018.08.31 06:00;2018.08.31 13:00;11
12;129.49;129.531;129.393;129.52;38.7413476116;30.3113524161;130.6132753748;130.2168376874;129.8204;129.4239623126;129.0275246252;0.03;0.138;2018.08.31 05:00;2018.08.31 12:00;12
13;129.435;129.643;129.429;129.487;37.7019906744;34.767065713;130.7488873913;130.3144186957;129.87995;129.4454813044;129.0110126087;0.052;0.214;2018.08.31 04:00;2018.08.31 11:00;13
14;129.498;129.507;129.321;129.435;36.0784714285;30.3553618174;130.8207626418;130.3758063209;129.93085;129.4858936791;129.0409373582;-0.063;0.186;2018.08.31 03:00;2018.08.31 10:00;14
15;129.477;129.529;129.457;129.496;37.1576200445;34.6918751577;130.8997753544;130.4452126772;129.99065;129.5360873228;129.0815246456;0.019;0.072;2018.08.31 02:00;2018.08.31 09:00;15
16;129.518;129.534;129.466;129.476;36.5666375348;32.053005947;130.9601346649;130.5026923324;130.04525;129.5878076676;129.1303653351;-0.042;0.068;2018.08.31 01:00;2018.08.31 08:00;16
17;129.467;129.567;129.452;129.52;37.2997562108;36.3797615241;131.0093793033;130.5556896516;130.102;129.6483103484;129.1946206967;0.053;0.115;2018.08.31 00:00;2018.08.31 07:00;17
18;129.617;129.638;129.44;129.527;37.4131220418;36.4262078434;131.0486133183;130.6026066591;130.1566;129.7105933409;129.2645866817;-0.09;0.198;2018.08.30 23:00;2018.08.31 06:00;18
19;129.525;129.647;129.451;129.617;38.8555609909;39.9090667368;131.097690397;130.6579201985;130.21815;129.7783798015;129.338609603;0.092;0.196;2018.08.30 22:00;2018.08.31 05:00;19
20;129.748;129.769;129.429;129.526;36.5040781661;40.3772257004;131.1425268667;130.7093634334;130.2762;129.8430365666;129.4098731333;-0.222;0.34;2018.08.30 21:00;2018.08.31 04:00;20
21;129.666;129.752;129.564;129.748;40.0760221688;44.4623177568;131.1600561518;130.7496030759;130.33915;129.9286969241;129.5182438482;0.082;0.188;2018.08.30 20:00;2018.08.31 03:00;21
22;129.467;129.68;129.442;129.666;37.9453223786;43.5331810406;131.1925957903;130.7927728952;130.39295;129.9931271048;129.5933042097;0.199;0.238;2018.08.30 19:00;2018.08.31 02:00;22
23;129.816;129.838;129.415;129.465;32.3433926735;41.5079368743;131.1856392141;130.8161196071;130.4466;130.0770803929;129.7075607859;-0.351;0.423;2018.08.30 18:00;2018.08.31 01:00;23
24;129.832;129.921;129.739;129.813;37.9831573872;46.3870042249;131.1040649048;130.8068824524;130.5097;130.2125175476;129.9153350952;-0.019;0.182;2018.08.30 17:00;2018.08.31 00:00;24
