[20181001_104849 / libfx.py:7018]
source = 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135341.2018-06.csv
log file = op_2-2.detect.highs-lows.v-3.EURJPY-Period-H1.20181001_104849.log

lo_Highs	lo_Lows	lenOf_LO_BarDatas
95	86	511
0.186	0.168	1.000

[20181001_104849 / libfx.py:7065]
<highs>
datetime(local)	start	current	diff
2018.06.01 07:00	126.3520	127.1740	0.8220
2018.06.01 09:00	127.1740	127.1840	0.0100
2018.06.01 13:00	127.1930	127.5150	0.3220
2018.06.01 18:00	127.5570	127.5740	0.0170
2018.06.01 20:00	127.5740	127.8510	0.2770
2018.06.02 00:00	127.8710	127.7740	-0.0970
2018.06.02 02:00	127.7790	127.7250	-0.0540
2018.06.04 14:00	127.6750	128.1680	0.4930
2018.06.04 20:00	128.1730	128.3600	0.1870
2018.06.04 22:00	128.3650	128.2970	-0.0680
2018.06.05 00:00	128.2950	128.2480	-0.0470
2018.06.05 02:00	128.2460	128.1740	-0.0720
2018.06.05 06:00	128.1740	128.4300	0.2560
2018.06.05 10:00	128.3950	128.4950	0.1000
2018.06.05 12:00	128.4950	128.4560	-0.0390
2018.06.06 01:00	128.0660	127.9650	-0.1010
2018.06.06 05:00	127.9650	128.5290	0.5640
2018.06.06 10:00	128.5270	128.7650	0.2380
2018.06.06 12:00	128.7640	128.7540	-0.0100
2018.06.06 14:00	128.7530	128.7980	0.0450
2018.06.06 18:00	128.7990	129.2350	0.4360
2018.06.06 20:00	129.2380	129.6450	0.4070
2018.06.06 22:00	129.6450	129.5340	-0.1110
2018.06.07 00:00	129.5320	129.6320	0.1000
2018.06.07 07:00	129.6660	129.7120	0.0460
2018.06.07 09:00	129.7120	129.7540	0.0420
2018.06.07 11:00	129.7520	129.6320	-0.1200
2018.06.07 18:00	129.5960	129.9650	0.3690
2018.06.07 23:00	130.0470	129.9570	-0.0900
2018.06.08 01:00	129.9520	129.8610	-0.0910
2018.06.08 08:00	129.4050	129.4010	-0.0040
2018.06.08 16:00	129.4550	128.9640	-0.4910
2018.06.09 00:00	128.5360	128.6610	0.1250
2018.06.09 03:00	128.6620	128.7540	0.0920
2018.06.09 05:00	128.7530	128.7800	0.0270
2018.06.11 07:00	128.7820	128.7060	-0.0760
2018.06.11 13:00	128.7160	129.4070	0.6910
2018.06.11 15:00	129.4050	129.4600	0.0550
2018.06.11 17:00	129.4600	129.7820	0.3220
2018.06.12 01:00	129.6660	129.7480	0.0820
2018.06.12 10:00	129.6420	129.6510	0.0090
2018.06.12 12:00	129.6540	129.7270	0.0730
2018.06.12 15:00	129.7250	129.8030	0.0780
2018.06.12 23:00	130.0800	129.9380	-0.1420
2018.06.13 01:00	129.9340	129.9550	0.0210
2018.06.13 13:00	129.6350	129.9270	0.2920
2018.06.13 15:00	129.9270	129.9260	-0.0010
2018.06.13 21:00	129.9880	129.9590	-0.0290
2018.06.13 23:00	129.9590	129.9140	-0.0450
2018.06.14 03:00	129.9140	130.1350	0.2210
2018.06.15 03:00	128.4650	128.3080	-0.1570
2018.06.15 13:00	127.9000	128.0190	0.1190
2018.06.15 16:00	128.0180	128.1320	0.1140
2018.06.15 22:00	128.0990	128.2080	0.1090
2018.06.16 02:00	128.2110	128.3410	0.1300
2018.06.16 04:00	128.3420	128.3690	0.0270
2018.06.18 08:00	128.3690	128.2610	-0.1080
2018.06.18 10:00	128.2600	127.9910	-0.2690
2018.06.18 16:00	127.9540	127.9540	0.0000
2018.06.18 21:00	128.1020	128.2470	0.1450
2018.06.19 07:00	128.1940	128.4600	0.2660
2018.06.20 02:00	126.9880	127.2150	0.2270
2018.06.20 07:00	127.2140	127.4620	0.2480
2018.06.20 10:00	127.4630	127.3390	-0.1240
2018.06.20 12:00	127.3390	127.4770	0.1380
2018.06.21 00:00	127.3460	127.4750	0.1290
2018.06.21 05:00	127.4810	127.8510	0.3700
2018.06.21 10:00	127.7760	127.7760	0.0000
2018.06.21 12:00	127.7760	127.9170	0.1410
2018.06.21 16:00	127.9260	127.6660	-0.2600
2018.06.21 18:00	127.6670	127.2500	-0.4170
2018.06.21 23:00	127.5520	127.6430	0.0910
2018.06.22 01:00	127.6420	127.6490	0.0070
2018.06.22 11:00	127.5850	127.6660	0.0810
2018.06.22 16:00	127.6640	127.8790	0.2150
2018.06.22 19:00	127.8780	128.3960	0.5180
2018.06.23 04:00	127.9010	128.1830	0.2820
2018.06.23 06:00	128.1850	128.2060	0.0210
2018.06.25 19:00	127.4580	127.5640	0.1060
2018.06.25 23:00	127.5640	127.9230	0.3590
2018.06.26 01:00	127.9220	128.1720	0.2500
2018.06.26 06:00	128.0870	128.4260	0.3390
2018.06.26 16:00	128.2260	128.2880	0.0620
2018.06.27 02:00	128.1830	128.2330	0.0500
2018.06.27 05:00	128.2320	128.2130	-0.0190
2018.06.27 10:00	128.2170	128.1220	-0.0950
2018.06.27 15:00	128.0590	128.0240	-0.0350
