Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
1007;129.407;129.516;129.248;129.381;63.37439405;40.8393098094
1006;129.385;129.482;129.301;129.302;60.9701643121;39.6064533943
1005;129.302;129.379;129.218;129.335;61.6105437069;36.0472795974
1004;129.334;129.467;129.253;129.362;62.1454587759;36.8390174556
1003;129.367;129.387;129.264;129.316;60.6303854141;33.3196778199
1002;129.316;129.581;129.286;129.581;65.7010972205;36.7932223115
1001;129.58;129.63;129.454;129.521;63.7443652672;37.9460537191
1000;129.522;129.522;129.314;129.46;61.775438642;34.0468747821
999;129.464;129.483;129.328;129.381;59.279323468;33.559252593
998;129.381;129.447;129.329;129.352;58.3680034257;33.6340816002
997;129.354;129.424;129.343;129.411;59.6949621818;38.3919417059
996;129.41;129.444;129.252;129.275;55.4096828044;40.3223585951
995;129.272;129.365;129.113;129.267;55.1644782976;37.4096430746
994;129.267;129.373;129.257;129.365;57.584819463;37.7904271829
993;129.363;129.391;129.32;129.391;58.2147619598;40.990373603
992;129.283;129.398;129.253;129.355;56.9813229958;42.6325335054
991;129.351;129.392;129.273;129.373;57.4557526012;39.4209148761
990;129.374;129.376;129.246;129.27;53.8767869197;41.2222580541
989;129.275;129.459;129.241;129.419;57.872675186;46.88128481
988;129.419;129.423;129.283;129.348;55.462536762;39.4797399607
987;129.347;129.406;129.272;129.337;55.0883923545;32.7902088494
986;129.337;129.395;129.3;129.395;56.7092552795;37.6960579846
985;129.4;129.532;129.243;129.327;54.2911562;44.2591222677
984;129.33;129.596;129.289;129.57;60.6092761255;45.4477496034
983;129.57;129.743;129.531;129.638;62.1503672964;50.2893287304
982;129.638;129.648;129.328;129.401;54.3494550515;44.8417188114
981;129.401;129.591;129.37;129.584;58.5755352712;44.2202856618
980;129.584;129.643;129.471;129.542;57.2941588923;49.5494031771
979;129.539;129.593;129.49;129.518;56.5500579606;51.484116726
978;129.514;129.625;129.501;129.578;57.9859840924;56.1759595266
977;129.58;129.962;129.554;129.838;63.4897086253;58.0103991171
976;129.838;129.967;129.791;129.8;62.2354503552;63.890189587
975;129.789;129.934;129.752;129.858;63.3972160529;62.2996727182
974;129.861;129.899;129.657;129.672;57.4329537239;57.3551805677
973;129.672;129.784;129.658;129.754;59.2136061716;54.5773131983
972;129.752;129.796;129.71;129.71;57.8468206836;58.1024380649
971;129.709;129.751;129.681;129.708;57.7830042279;56.0605479554
970;129.711;129.714;129.65;129.666;56.4074264223;55.9173927887
969;129.668;129.718;129.624;129.708;57.4731023099;54.2154921906
