Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
609;129.409;129.438;129.379;129.397;47.1824296696;57.013201485;129.3677189735;129.4312379471;129.3042;129.2406810265;129.1771620529;-0.012;0.059;2018.07.27 23:00;2018.07.28 06:00;1
610;129.378;129.466;129.378;129.408;47.6179472973;54.6408335915;129.3644386335;129.426127267;129.30275;129.2410613665;129.1793727331;0.03;0.088;2018.07.27 22:00;2018.07.28 05:00;2
611;129.355;129.408;129.321;129.381;46.4656822363;52.0787639448;129.3675683451;129.4312866902;129.30385;129.2401316549;129.1764133098;0.026;0.087;2018.07.27 21:00;2018.07.28 04:00;3
612;129.222;129.37;129.201;129.354;45.3230733946;49.1176907664;129.3774860243;129.4474220487;129.30755;129.2376139757;129.1676779513;0.132;0.169;2018.07.27 20:00;2018.07.28 03:00;4
613;129.356;129.358;129.218;129.223;39.3571747486;45.7357649036;129.3914047434;129.4694094869;129.3134;129.2353952566;129.1573905131;-0.133;0.14;2018.07.27 19:00;2018.07.28 02:00;5
614;129.314;129.398;129.28;129.356;43.9862312267;48.2069391566;129.4109050534;129.4950101067;129.3268;129.2426949466;129.1585898933;0.042;0.118;2018.07.27 18:00;2018.07.28 01:00;6
615;129.308;129.414;129.283;129.316;42.0384484441;44.1584242553;129.4275045698;129.5205091396;129.3345;129.2414954302;129.1484908604;0.008;0.131;2018.07.27 17:00;2018.07.28 00:00;7
616;129.168;129.392;129.168;129.303;41.409405055;37.5674228907;129.4470435628;129.5489871256;129.3451;129.2431564372;129.1412128744;0.135;0.224;2018.07.27 16:00;2018.07.27 23:00;8
617;129.255;129.323;129.127;129.169;34.4423538356;34.1096505116;129.4744965389;129.5893430778;129.35965;129.2448034611;129.1299569222;-0.086;0.196;2018.07.27 15:00;2018.07.27 22:00;9
618;129.249;129.31;129.236;129.253;37.0672332649;40.2674074853;129.4943832885;129.6091165771;129.37965;129.2649167115;129.1501834229;0.004;0.074;2018.07.27 14:00;2018.07.27 21:00;10
