[20181231_155836 / libfx_2.py:2970] 
#####	#####	#####	#####	#####	#####	#####	#####	
Source csv						44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135340.(m-04).20180926_205209.csv
Pair	EURJPY
Period	: H1
#####	#####	#####	#####	#####	#####	#####	#####	
a0[0]	a0[1].dateTime	close	BB.main	BB.+1	BB.+2	e0(-2).dateTime	close	e0(-2).BB.main	e0(-2).BB.+1	e0(-2).BB.+2

1	2018.04.02 12:00	131.071	130.958	131.032	131.106
1	2018.04.02 19:00	130.337	130.941	131.180	131.419
1	2018.04.03 12:00	130.709	130.359	130.569	130.780
1	2018.04.03 14:00	130.708	130.368	130.573	130.778
1	2018.04.03 17:00	130.771	130.439	130.648	130.858
1	2018.04.04 03:00	130.795	130.663	130.775	130.887
1	2018.04.04 09:00	130.819	130.728	130.824	130.921
1	2018.04.04 19:00	131.071	130.729	130.919	131.109
1	2018.04.05 09:00	131.286	131.091	131.329	131.566
1	2018.04.06 00:00	131.457	131.354	131.448	131.543
1	2018.04.06 07:00	131.377	131.350	131.451	131.552
1	2018.04.06 09:00	131.437	131.345	131.448	131.550
1	2018.04.06 11:00	131.421	131.364	131.452	131.540
1	2018.04.06 13:00	131.439	131.371	131.459	131.547
1	2018.04.09 02:00	131.247	131.341	131.430	131.518
1	2018.04.09 18:00	131.895	131.451	131.662	131.873
1	2018.04.10 02:00	131.525	131.576	131.723	131.869
1	2018.04.10 07:00	131.952	131.662	131.840	132.018
1	2018.04.10 09:00	131.988	131.711	131.889	132.068
1	2018.04.10 20:00	132.499	131.987	132.285	132.583
1	2018.04.10 23:00	132.450	132.126	132.381	132.637
1	2018.04.11 01:00	132.475	132.185	132.435	132.684
1	2018.04.11 05:00	132.380	132.276	132.493	132.711
1	2018.04.11 12:00	132.386	132.400	132.456	132.512
1	2018.04.11 16:00	132.293	132.374	132.451	132.527
1	2018.04.11 21:00	132.192	132.314	132.408	132.502
1	2018.04.12 06:00	132.174	132.202	132.289	132.375
1	2018.04.12 08:00	132.133	132.176	132.240	132.304
1	2018.04.12 10:00	132.223	132.168	132.227	132.286
1	2018.04.12 21:00	132.195	132.136	132.226	132.316
1	2018.04.12 23:00	132.318	132.140	132.236	132.332
1	2018.04.13 22:00	132.465	132.546	132.686	132.826
1	2018.04.16 06:00	132.324	132.546	132.668	132.791
1	2018.04.16 18:00	132.709	132.515	132.713	132.910
1	2018.04.17 03:00	132.585	132.582	132.748	132.913
1	2018.04.17 13:00	132.470	132.572	132.641	132.710
1	2018.04.17 16:00	132.318	132.532	132.630	132.728
1	2018.04.18 10:00	132.673	132.494	132.725	132.955
1	2018.04.18 18:00	132.794	132.672	132.831	132.990
1	2018.04.18 21:00	132.764	132.727	132.839	132.951
1	2018.04.18 23:00	132.689	132.746	132.826	132.906
1	2018.04.19 07:00	132.980	132.798	132.905	133.012
1	2018.04.19 09:00	132.934	132.826	132.927	133.028
1	2018.04.20 07:00	132.844	132.699	132.859	133.019
1	2018.04.20 17:00	132.241	132.585	132.783	132.981
1	2018.04.20 19:00	132.202	132.549	132.780	133.012
1	2018.04.23 02:00	132.411	132.393	132.598	132.803
1	2018.04.23 04:00	132.351	132.341	132.481	132.621
1	2018.04.23 07:00	132.298	132.299	132.388	132.477
1	2018.04.23 09:00	132.365	132.288	132.368	132.448
