[20181001_123031 / libfx.py:7035]
source = 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135340.(m-03).20180926_205209.csv
log file = op_2-2.detect.highs-lows.v-3.EURJPY-Period-H1.(m-03).20181001_123030.log

lo_Highs	lo_Lows	lenOf_LO_BarDatas
96	88	535
0.179	0.164	1.000

[20181001_123031 / libfx.py:7082]
<highs>
datetime(local)	start	current	diff
2018.03.31 05:00	130.8740	130.8750	0.0010
2018.03.31 03:00	130.8760	130.8730	-0.0030
2018.03.31 01:00	130.8290	130.8300	0.0010
2018.03.30 19:00	130.8640	130.8640	0.0000
2018.03.30 15:00	130.8480	130.6450	-0.2030
2018.03.30 11:00	130.7080	130.7080	0.0000
2018.03.30 05:00	130.9130	130.9130	0.0000
2018.03.30 01:00	130.8820	130.6560	-0.2260
2018.03.29 17:00	131.1600	131.1550	-0.0050
2018.03.29 07:00	131.4670	131.4240	-0.0430
2018.03.28 23:00	131.3590	131.0860	-0.2730
2018.03.28 17:00	130.9100	130.7270	-0.1830
2018.03.28 06:00	130.8440	130.6310	-0.2130
2018.03.27 22:00	131.1020	130.9770	-0.1250
2018.03.27 06:00	131.2680	131.2180	-0.0500
2018.03.27 01:00	131.0520	130.6240	-0.4280
2018.03.26 18:00	130.3650	130.0620	-0.3030
2018.03.26 14:00	129.8900	129.7610	-0.1290
2018.03.26 12:00	129.8430	129.8460	0.0030
2018.03.24 06:00	129.8530	129.3480	-0.5050
2018.03.24 01:00	129.5620	129.5580	-0.0040
2018.03.23 22:00	129.7100	129.6530	-0.0570
2018.03.23 19:00	129.4470	129.2530	-0.1940
2018.03.23 01:00	129.6760	129.6710	-0.0050
2018.03.22 12:00	130.7360	130.6400	-0.0960
2018.03.22 10:00	130.6130	130.6130	0.0000
2018.03.22 08:00	130.7820	130.7830	0.0010
2018.03.22 02:00	130.3550	130.3550	0.0000
2018.03.21 21:00	130.4760	130.4260	-0.0500
2018.03.21 19:00	130.5310	130.5300	-0.0010
2018.03.21 17:00	130.5470	130.5480	0.0010
2018.03.21 15:00	130.4850	130.4860	0.0010
2018.03.21 09:00	130.4930	130.4130	-0.0800
2018.03.21 06:00	130.4240	130.4110	-0.0130
2018.03.21 04:00	130.4260	130.4250	-0.0010
2018.03.21 02:00	130.4060	130.4060	0.0000
2018.03.20 15:00	131.1310	131.1300	-0.0010
2018.03.20 09:00	130.7940	130.7940	0.0000
2018.03.20 07:00	130.7860	130.7860	0.0000
2018.03.20 01:00	130.7520	130.4790	-0.2730
2018.03.19 23:00	130.6570	130.6550	-0.0020
2018.03.19 21:00	130.4710	130.4730	0.0020
2018.03.19 15:00	130.1930	129.6620	-0.5310
2018.03.19 11:00	129.8290	129.8290	0.0000
2018.03.17 00:00	130.1620	130.1610	-0.0010
2018.03.16 21:00	130.2260	130.2150	-0.0110
2018.03.16 13:00	130.3490	130.3320	-0.0170
2018.03.16 04:00	130.7010	130.7020	0.0010
2018.03.15 15:00	131.0770	131.0760	-0.0010
2018.03.15 10:00	131.0990	131.0750	-0.0240
2018.03.15 05:00	131.4520	131.4450	-0.0070
2018.03.15 01:00	131.2370	131.2350	-0.0020
2018.03.14 12:00	132.0470	132.0450	-0.0020
2018.03.14 07:00	131.9820	131.9160	-0.0660
2018.03.14 05:00	131.9460	131.9480	0.0020
2018.03.14 03:00	132.1060	132.1080	0.0020
2018.03.13 09:00	132.1710	131.1400	-1.0310
2018.03.13 04:00	131.2450	131.2160	-0.0290
2018.03.12 23:00	131.2590	131.1080	-0.1510
2018.03.12 21:00	131.0630	131.0640	0.0010
2018.03.12 19:00	131.1770	131.1740	-0.0030
2018.03.12 14:00	131.3710	131.1340	-0.2370
2018.03.12 11:00	131.3240	131.2690	-0.0550
2018.03.12 09:00	131.5770	131.5780	0.0010
2018.03.10 06:00	131.4580	131.4210	-0.0370
