Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
354;126.345;126.593;126.326;126.502;33.4479725468;22.4208133858;128.1339358438;127.5352179219;126.9365;126.3377820781;125.7390641562;0.157;0.267;2018.08.10 23:00;2018.08.11 06:00;1
355;126.102;126.812;126.095;126.342;29.4897555752;20.1628105533;128.2503695342;127.6276097671;127.00485;126.3820902329;125.7593304658;0.24;0.717;2018.08.10 22:00;2018.08.11 05:00;2
356;126.011;126.179;126.008;126.101;22.9307152687;15.7656690605;128.3681659461;127.7282329731;127.0883;126.4483670269;125.8084340539;0.09;0.171;2018.08.10 21:00;2018.08.11 04:00;3
357;126.237;126.237;126.008;126.012;20.3307015356;12.9194758404;128.4484276498;127.8173138249;127.1862;126.5550861751;125.9239723502;-0.225;0.229;2018.08.10 20:00;2018.08.11 03:00;4
358;126.119;126.275;126.085;126.239;22.1405498222;15.7535054003;128.4851239066;127.8870619533;127.289;126.6909380467;126.0928760934;0.12;0.19;2018.08.10 19:00;2018.08.11 02:00;5
359;126.574;126.599;126.09;126.121;18.560365577;16.2381060842;128.5145870872;127.9467435436;127.3789;126.8110564564;126.2432129128;-0.453;0.509;2018.08.10 18:00;2018.08.11 01:00;6
360;126.543;126.97;126.462;126.568;22.2407440103;16.8669013935;128.4903330588;127.9831415294;127.47595;126.9687584706;126.4615669412;0.025;0.508;2018.08.10 17:00;2018.08.11 00:00;7
361;127.072;127.16;126.433;126.546;21.5130612189;17.8713202378;128.5214775778;128.0385637889;127.55565;127.0727362111;126.5898224222;-0.526;0.727;2018.08.10 16:00;2018.08.10 23:00;8
362;127.182;127.283;126.797;127.073;27.3341993554;19.1567005865;128.5373744748;128.0896622374;127.64195;127.1942377626;126.7465255252;-0.109;0.486;2018.08.10 15:00;2018.08.10 22:00;9
363;127.174;127.261;127.099;127.183;28.8839731009;20.3695546949;128.5997999039;128.1511749519;127.70255;127.2539250481;126.8053000961;0.009;0.162;2018.08.10 14:00;2018.08.10 21:00;10
364;127.133;127.392;127.128;127.174;28.5691830568;20.2968382173;128.6518959168;128.2041729584;127.75645;127.3087270416;126.8610040832;0.041;0.264;2018.08.10 13:00;2018.08.10 20:00;11
365;127.019;127.334;126.984;127.136;27.2780115283;14.6782366355;128.7078543685;128.2620521843;127.81625;127.3704478157;126.9246456315;0.117;0.35;2018.08.10 12:00;2018.08.10 19:00;12
366;126.886;127.04;126.851;127.019;23.2184308425;8.2578968452;128.7923532339;128.3416516169;127.89095;127.4402483831;126.9895467661;0.133;0.189;2018.08.10 11:00;2018.08.10 18:00;13
367;127.305;127.312;126.784;126.884;18.2138622777;8.3949640089;128.8562418703;128.4164959352;127.97675;127.5370040648;127.0972581297;-0.421;0.528;2018.08.10 10:00;2018.08.10 17:00;14
368;127.226;127.397;126.821;127.306;22.5854687037;8.9470325577;128.8682588831;128.4703794415;128.0725;127.6746205585;127.2767411169;0.08;0.576;2018.08.10 09:00;2018.08.10 16:00;15
369;127.59;127.636;126.914;127.226;19.0880063304;15.3072556481;128.9268492485;128.5376496242;128.14845;127.7592503758;127.3700507515;-0.364;0.722;2018.08.10 08:00;2018.08.10 15:00;16
370;127.858;127.879;127.564;127.593;23.7676996853;22.2246021915;128.944491452;128.587320726;128.23015;127.872979274;127.515808548;-0.265;0.315;2018.08.10 07:00;2018.08.10 14:00;17
371;127.92;127.955;127.843;127.855;28.5076930286;28.392397066;128.9885522518;128.6402261259;128.2919;127.9435738741;127.5952477482;-0.065;0.112;2018.08.10 06:00;2018.08.10 13:00;18
372;127.931;127.984;127.863;127.92;29.9137302716;26.8123366909;129.011966497;128.6713332485;128.3307;127.9900667515;127.649433503;-0.011;0.121;2018.08.10 05:00;2018.08.10 12:00;19
373;127.87;128.056;127.828;127.93;30.1309291225;31.8747811919;129.0624730148;128.7192365074;128.376;128.0327634926;127.6895269852;0.06;0.228;2018.08.10 04:00;2018.08.10 11:00;20
374;128.015;128.031;127.797;127.869;27.0619455414;32.3763875139;129.1032869739;128.762243487;128.4212;128.080156513;127.7391130261;-0.146;0.234;2018.08.10 03:00;2018.08.10 10:00;21
375;128.057;128.083;127.987;128.011;29.9735315753;33.5518191481;129.1098310778;128.7871655389;128.4645;128.1418344611;127.8191689222;-0.046;0.096;2018.08.10 02:00;2018.08.10 09:00;22
376;128.066;128.111;128.008;128.059;31.0461745814;36.9934821621;129.1168553229;128.8079276614;128.499;128.1900723386;127.8811446771;-0.007;0.103;2018.08.10 01:00;2018.08.10 08:00;23
377;128.07;128.092;128.029;128.068;31.2453462254;40.6149568033;129.1171343054;128.8233671527;128.5296;128.2358328473;127.9420656946;-0.002;0.063;2018.08.10 00:00;2018.08.10 07:00;24
378;128.058;128.113;128.034;128.037;29.7710721077;36.1842383621;129.1062089163;128.8317794582;128.55735;128.2829205419;128.0084910837;-0.021;0.079;2018.08.09 23:00;2018.08.10 06:00;25
379;128.158;128.191;128.047;128.062;30.2683123493;35.1896053628;129.0817388177;128.8344194089;128.5871;128.3397805911;128.0924611823;-0.096;0.144;2018.08.09 22:00;2018.08.10 05:00;26
380;128.273;128.284;128.153;128.162;32.3195737871;34.3440179188;129.0582723986;128.8400611993;128.62185;128.4036388007;128.1854276014;-0.111;0.131;2018.08.09 21:00;2018.08.10 04:00;27
381;128.284;128.302;128.211;128.272;34.7828570201;34.4482912018;129.0360581578;128.8436790789;128.6513;128.4589209211;128.2665418422;-0.012;0.091;2018.08.09 20:00;2018.08.10 03:00;28
382;128.263;128.305;128.208;128.285;35.0830638107;33.421934827;129.0277885255;128.8532192628;128.67865;128.5040807372;128.3295114745;0.022;0.097;2018.08.09 19:00;2018.08.10 02:00;29
383;128.373;128.393;128.202;128.261;34.0852969984;34.4023728831;129.0073171731;128.8560585865;128.7048;128.5535414135;128.4022828269;-0.112;0.191;2018.08.09 18:00;2018.08.10 01:00;30
384;128.632;128.644;128.314;128.37;36.5061948715;38.6216607207;128.9704705283;128.8533102642;128.73615;128.6189897358;128.5018294717;-0.262;0.33;2018.08.09 17:00;2018.08.10 00:00;31
385;128.735;128.737;128.588;128.63;43.5087482973;43.2157611282;128.9448211771;128.8545355886;128.76425;128.6739644115;128.5836788229;-0.105;0.149;2018.08.09 16:00;2018.08.09 23:00;32
386;128.798;128.864;128.696;128.735;46.9649861147;48.4022399013;128.9409908319;128.8561204159;128.77125;128.6863795841;128.6015091681;-0.063;0.168;2018.08.09 15:00;2018.08.09 22:00;33
387;128.825;128.852;128.767;128.799;49.2294548853;49.5342381354;128.9431971225;128.8554485612;128.7677;128.6799514388;128.5922028775;-0.026;0.085;2018.08.09 14:00;2018.08.09 21:00;34
388;128.861;129.007;128.809;128.825;50.1629064945;54.7165665413;128.9405944071;128.8511972035;128.7618;128.6724027965;128.5830055929;-0.036;0.198;2018.08.09 13:00;2018.08.09 20:00;35
389;128.83;128.895;128.749;128.86;51.4095106008;54.9636540929;128.933737151;128.8449685755;128.7562;128.6674314245;128.578662849;0.03;0.146;2018.08.09 12:00;2018.08.09 19:00;36
390;128.63;128.873;128.627;128.828;50.3375481895;48.6239361031;128.9264163748;128.8348081874;128.7432;128.6515918126;128.5599836252;0.198;0.246;2018.08.09 11:00;2018.08.09 18:00;37
391;128.828;128.849;128.574;128.631;42.980734545;42.0535025426;128.9166519402;128.8267759701;128.7369;128.6470240299;128.5571480598;-0.197;0.275;2018.08.09 10:00;2018.08.09 17:00;38
392;128.834;128.924;128.797;128.826;49.9369979639;48.9278656288;128.9146621643;128.8279810821;128.7413;128.6546189179;128.5679378357;-0.008;0.127;2018.08.09 09:00;2018.08.09 16:00;39
393;128.736;128.889;128.716;128.834;50.2539924715;48.6897855354;128.9069562591;128.8223781296;128.7378;128.6532218704;128.5686437409;0.098;0.173;2018.08.09 08:00;2018.08.09 15:00;40
394;128.7;128.748;128.564;128.735;46.2421885411;42.3117696184;128.8960643703;128.8122071851;128.72835;128.6444928149;128.5606356297;0.035;0.184;2018.08.09 07:00;2018.08.09 14:00;41
395;128.67;128.756;128.67;128.701;44.7895069894;40.4026955408;128.8995450447;128.8102475224;128.72095;128.6316524776;128.5423549553;0.031;0.086;2018.08.09 06:00;2018.08.09 13:00;42
396;128.623;128.68;128.611;128.671;43.5099285658;35.3111681416;128.9088383732;128.8176191866;128.7264;128.6351808134;128.5439616268;0.048;0.069;2018.08.09 05:00;2018.08.09 12:00;43
397;128.633;128.665;128.494;128.623;41.4472272933;30.5250564117;128.9747252168;128.8601126084;128.7455;128.6308873916;128.5162747832;-0.01;0.171;2018.08.09 04:00;2018.08.09 11:00;44
398;128.757;128.757;128.582;128.632;41.7185702205;31.1979746058;129.1023111315;128.9406055658;128.7789;128.6171944342;128.4554888685;-0.125;0.175;2018.08.09 03:00;2018.08.09 10:00;45
399;128.749;128.804;128.726;128.757;45.6629437699;35.4715377673;129.204629769;129.0088648845;128.8131;128.6173351155;128.421570231;0.008;0.078;2018.08.09 02:00;2018.08.09 09:00;46
400;128.815;128.852;128.747;128.751;45.4276632261;40.6971099934;129.3081006554;129.0763753277;128.84465;128.6129246723;128.3811993446;-0.064;0.105;2018.08.09 01:00;2018.08.09 08:00;47
401;128.83;128.875;128.764;128.819;47.6490566582;40.5918827335;129.3613372166;129.1152686083;128.8692;128.6231313917;128.3770627834;-0.011;0.111;2018.08.09 00:00;2018.08.09 07:00;48
402;128.888;128.905;128.799;128.808;47.2526755945;46.0164511821;129.4138670336;129.1529085168;128.89195;128.6309914832;128.3700329664;-0.08;0.106;2018.08.08 23:00;2018.08.09 06:00;49
403;128.937;128.947;128.869;128.888;49.8610549671;48.862288161;129.4546572032;129.1840286016;128.9134;128.6427713984;128.3721427968;-0.049;0.078;2018.08.08 22:00;2018.08.09 05:00;50
