Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
124;128.9;129.009;128.871;129.007;68.9843192887;62.6331321174;128.8394475802;129.0279951604;128.6509;128.4623524198;128.2738048396;0.107;0.138;2018.08.24 13:00;2018.08.24 20:00;11
125;128.852;128.928;128.804;128.901;66.6675757226;63.4965432325;128.8086232403;128.9799964807;128.63725;128.4658767597;128.2945035193;0.049;0.124;2018.08.24 12:00;2018.08.24 19:00;12
126;128.741;128.866;128.733;128.852;65.5370971791;64.9459562331;128.7823633603;128.9428267206;128.6219;128.4614366397;128.3009732794;0.111;0.133;2018.08.24 11:00;2018.08.24 18:00;13
127;128.832;128.845;128.711;128.739;62.7708945315;60.8185183056;128.7592683842;128.9229367685;128.5956;128.4319316158;128.2682632315;-0.093;0.134;2018.08.24 10:00;2018.08.24 17:00;14
128;128.87;128.942;128.808;128.835;67.1189351212;61.5303117838;128.7462668991;128.9195837981;128.57295;128.3996331009;128.2263162019;-0.035;0.134;2018.08.24 09:00;2018.08.24 16:00;15
129;128.818;128.973;128.792;128.871;68.8171266909;66.7182002016;128.7173788696;128.8843077392;128.55045;128.3835211304;128.2165922608;0.053;0.181;2018.08.24 08:00;2018.08.24 15:00;16
130;128.81;128.836;128.746;128.819;67.6955514781;66.5972019511;128.682936846;128.8483736919;128.5175;128.352063154;128.1866263081;0.009;0.09;2018.08.24 07:00;2018.08.24 14:00;17
131;128.701;128.825;128.656;128.812;67.5462737065;61.2713875934;128.6506955873;128.8149911746;128.4864;128.3221044127;128.1578088254;0.111;0.169;2018.08.24 06:00;2018.08.24 13:00;18
132;128.567;128.781;128.524;128.701;65.118089565;61.9235319823;128.6144716022;128.7745932045;128.45435;128.2942283978;128.1341067955;0.134;0.257;2018.08.24 05:00;2018.08.24 12:00;19
133;128.645;128.678;128.509;128.567;61.8440432226;62.4693085734;128.5885557643;128.7488115287;128.4283;128.2680442357;128.1077884713;-0.078;0.169;2018.08.24 04:00;2018.08.24 11:00;20
134;128.537;128.701;128.48;128.643;65.13826749;67.9345885776;128.5764799696;128.7474599392;128.4055;128.2345200304;128.0635400608;0.106;0.221;2018.08.24 03:00;2018.08.24 10:00;21
135;128.496;128.586;128.471;128.541;62.5981201859;63.2659661552;128.554450972;128.7332019441;128.3757;128.196949028;128.018198056;0.045;0.115;2018.08.24 02:00;2018.08.24 09:00;22
136;128.456;128.536;128.456;128.497;61.4469356441;58.9709784232;128.540493603;128.7319872061;128.349;128.157506397;127.9660127939;0.041;0.08;2018.08.24 01:00;2018.08.24 08:00;23
137;128.377;128.5;128.377;128.466;60.6360057677;54.8227834585;128.524779692;128.7202593841;128.3293;128.133820308;127.9383406159;0.089;0.123;2018.08.24 00:00;2018.08.24 07:00;24
138;128.43;128.503;128.358;128.463;60.5597368879;54.257171637;128.5099081417;128.7079662834;128.31185;128.1137918583;127.9157337166;0.033;0.145;2018.08.23 23:00;2018.08.24 06:00;25
139;128.389;128.448;128.323;128.431;59.7698735902;49.9527293703;128.4936955772;128.6937911543;128.2936;128.0935044228;127.8934088457;0.042;0.125;2018.08.23 22:00;2018.08.24 05:00;26
140;128.35;128.422;128.284;128.389;58.7395612786;46.1471299491;128.4790266184;128.6796532367;128.2784;128.0777733816;127.8771467633;0.039;0.138;2018.08.23 21:00;2018.08.24 04:00;27
141;128.563;128.565;128.242;128.349;57.7608214493;49.0512727558;128.4686261506;128.6682523012;128.269;128.0693738494;127.8697476988;-0.214;0.323;2018.08.23 20:00;2018.08.24 03:00;28
142;128.567;128.606;128.432;128.564;65.7213513757;48.0300128528;128.4593988146;128.6597476291;128.25905;128.0587011854;127.8583523709;-0.003;0.174;2018.08.23 19:00;2018.08.24 02:00;29
143;128.731;128.744;128.564;128.571;66.0027056665;49.2303080451;128.428553051;128.6166061021;128.2405;128.052446949;127.864393898;-0.16;0.18;2018.08.23 18:00;2018.08.24 01:00;30
144;128.594;128.765;128.47;128.734;72.9071783922;54.3872450843;128.3951900636;128.5672801273;128.2231;128.0510099364;127.8789198727;0.14;0.295;2018.08.23 17:00;2018.08.24 00:00;31
145;128.328;128.705;128.245;128.594;70.3788420461;54.0522964499;128.3198588296;128.4465676592;128.19315;128.0664411704;127.9397323408;0.266;0.46;2018.08.23 16:00;2018.08.23 23:00;32
146;128.286;128.346;128.213;128.326;64.3242634322;48.8370201586;128.2568960334;128.3463920669;128.1674;128.0779039666;127.9884079331;0.04;0.133;2018.08.23 15:00;2018.08.23 22:00;33
147;128.384;128.39;128.231;128.286;63.2594428656;49.4082960718;128.2389233784;128.3215967568;128.15625;128.0735766216;127.9909032432;-0.098;0.159;2018.08.23 14:00;2018.08.23 21:00;34
148;128.211;128.424;128.166;128.385;68.0339432702;54.4478310957;128.2271131227;128.3042762453;128.14995;128.0727868773;127.9956237547;0.174;0.258;2018.08.23 13:00;2018.08.23 20:00;35
149;128.197;128.258;128.073;128.212;63.4550025451;48.5920808003;128.1916444916;128.2472389833;128.13605;128.0804555084;128.0248610167;0.015;0.185;2018.08.23 12:00;2018.08.23 19:00;36
150;128.17;128.241;128.0;128.197;63.0186602034;43.2207262917;128.1837313699;128.2396127398;128.12785;128.0719686301;128.0160872602;0.027;0.241;2018.08.23 11:00;2018.08.23 18:00;37
151;128.181;128.277;128.069;128.171;62.2769889139;49.0166132827;128.1866351326;128.2442202653;128.12905;128.0714648674;128.0138797347;-0.01;0.208;2018.08.23 10:00;2018.08.23 17:00;38
152;128.111;128.25;128.064;128.18;62.6904388251;49.0206962332;128.1823104681;128.2420209362;128.1226;128.0628895319;128.0031790638;0.069;0.186;2018.08.23 09:00;2018.08.23 16:00;39
153;128.048;128.227;127.99;128.111;60.794737795;48.1862311524;128.178900187;128.245750374;128.11205;128.045199813;127.978349626;0.063;0.237;2018.08.23 08:00;2018.08.23 15:00;40
154;128.008;128.059;127.916;128.047;58.9571783208;48.5784228804;128.1888245562;128.2796491123;128.098;128.0071754439;127.9163508877;0.039;0.143;2018.08.23 07:00;2018.08.23 14:00;41
155;128.104;128.107;127.988;128.007;57.7822934788;48.100579158;128.1997631202;128.3155262404;128.084;127.9682368798;127.8524737596;-0.097;0.119;2018.08.23 06:00;2018.08.23 13:00;42
156;128.112;128.154;128.06;128.103;61.8168897938;52.7349513823;128.2134908809;128.3598817617;128.0671;127.9207091191;127.7743182383;-0.009;0.094;2018.08.23 05:00;2018.08.23 12:00;43
157;128.095;128.242;128.039;128.117;62.4207195212;52.8953667593;128.2119942577;128.3756885154;128.0483;127.8846057423;127.7209114846;0.022;0.203;2018.08.23 04:00;2018.08.23 11:00;44
158;128.127;128.176;127.988;128.098;61.941417658;51.0503478305;128.2039066763;128.3754133525;128.0324;127.8608933237;127.6893866475;-0.029;0.188;2018.08.23 03:00;2018.08.23 10:00;45
159;128.203;128.266;128.101;128.127;63.1085411204;53.4893341933;128.1952465554;128.3712431107;128.01925;127.8432534446;127.6672568893;-0.076;0.165;2018.08.23 02:00;2018.08.23 09:00;46
160;128.15;128.234;128.15;128.201;66.1290875537;58.195346724;128.1831911137;128.3618322274;128.00455;127.8259088863;127.6472677726;0.051;0.084;2018.08.23 01:00;2018.08.23 08:00;47
161;128.203;128.225;128.149;128.15;65.0333319824;59.4070208083;128.1629294013;128.3440588025;127.9818;127.8006705987;127.6195411975;-0.053;0.076;2018.08.23 00:00;2018.08.23 07:00;48
162;128.222;128.244;128.158;128.193;66.7633343377;66.2206180573;128.1518552542;128.3524105085;127.9513;127.7507447458;127.5501894915;-0.029;0.086;2018.08.22 23:00;2018.08.23 06:00;49
163;128.132;128.257;128.117;128.223;67.9615931854;69.779742553;128.1299024283;128.3409548566;127.91885;127.7077975717;127.4967451434;0.091;0.14;2018.08.22 22:00;2018.08.23 05:00;50
164;128.079;128.275;128.024;128.135;66.2748394745;70.0438531798;128.1015509022;128.3218518044;127.88125;127.6609490978;127.4406481956;0.056;0.251;2018.08.22 21:00;2018.08.23 04:00;51
165;128.104;128.139;128.047;128.079;65.1661466364;64.7102853308;128.0798254988;128.3147509977;127.8449;127.6099745012;127.3750490023;-0.025;0.092;2018.08.22 20:00;2018.08.23 03:00;52
166;128.159;128.172;128.08;128.103;66.050199366;61.672315394;128.0565294452;128.2988588904;127.8142;127.5718705548;127.3295411096;-0.056;0.092;2018.08.22 19:00;2018.08.23 02:00;53
167;128.109;128.26;128.089;128.16;68.1357383575;61.6905548284;128.0260718345;128.263493669;127.78865;127.5512281655;127.313806331;0.051;0.171;2018.08.22 18:00;2018.08.23 01:00;54
168;128.046;128.139;127.958;128.107;67.2215033837;57.1143378984;127.989007948;128.210765896;127.76725;127.545492052;127.323734104;0.061;0.181;2018.08.22 17:00;2018.08.23 00:00;55
169;128.221;128.24;128.012;128.048;66.1957936838;63.260698186;127.9585023351;128.1662046702;127.7508;127.5430976649;127.3353953298;-0.173;0.228;2018.08.22 16:00;2018.08.22 23:00;56
170;128.04;128.232;127.989;128.221;72.5168882643;69.0538399135;127.9413706415;128.1401912831;127.74255;127.5437293585;127.3449087169;0.181;0.243;2018.08.22 15:00;2018.08.22 22:00;57
171;127.969;128.127;127.922;128.042;69.6700403942;68.7455055838;127.8814362871;128.0474225742;127.71545;127.5494637129;127.3834774258;0.073;0.205;2018.08.22 14:00;2018.08.22 21:00;58
172;127.833;127.971;127.793;127.969;68.4019443418;68.6465453324;127.8443385471;128.0042270942;127.68445;127.5245614529;127.3646729058;0.136;0.178;2018.08.22 13:00;2018.08.22 20:00;59
173;127.769;127.894;127.714;127.83;65.8166468437;68.9132268203;127.8197603736;127.9902707472;127.64925;127.4787396264;127.3082292528;0.061;0.18;2018.08.22 12:00;2018.08.22 19:00;60
174;127.671;127.778;127.516;127.767;64.5684303616;69.164753381;127.8045694388;127.9871388777;127.622;127.4394305612;127.2568611223;0.096;0.262;2018.08.22 11:00;2018.08.22 18:00;61
175;127.724;127.835;127.652;127.669;62.5474318899;67.8663065085;127.8101543576;128.0382087151;127.5821;127.3540456424;127.1259912849;-0.055;0.183;2018.08.22 10:00;2018.08.22 17:00;62
176;127.799;127.814;127.58;127.727;64.6197991366;63.6466770045;127.8051968139;128.0586436279;127.55175;127.2983031861;127.0448563721;-0.072;0.234;2018.08.22 09:00;2018.08.22 16:00;63
177;127.836;127.905;127.789;127.799;67.2474091101;68.0589748371;127.7900468514;128.0619937029;127.5181;127.2461531486;126.9742062972;-0.037;0.116;2018.08.22 08:00;2018.08.22 15:00;64
178;127.831;127.851;127.74;127.835;68.5718568214;68.6736072766;127.7629902862;128.0458305724;127.48015;127.1973097138;126.9144694276;0.004;0.111;2018.08.22 07:00;2018.08.22 14:00;65
179;127.748;127.905;127.718;127.833;68.5391543365;71.8635694658;127.7256497835;128.008549567;127.44275;127.1598502165;126.876950433;0.085;0.187;2018.08.22 06:00;2018.08.22 13:00;66
180;127.544;127.797;127.528;127.746;67.1255312284;66.7260241383;127.6896897906;127.9859795812;127.3934;127.0971102094;126.8008204188;0.202;0.269;2018.08.22 05:00;2018.08.22 12:00;67
181;127.547;127.648;127.478;127.54;63.4292151863;61.274778643;127.6598502171;127.9765004342;127.3432;127.0265497829;126.7098995658;-0.007;0.17;2018.08.22 04:00;2018.08.22 11:00;68
182;127.473;127.562;127.346;127.544;63.5610462533;60.751885949;127.6387872183;127.9673744365;127.3102;126.9816127817;126.6530255635;0.071;0.216;2018.08.22 03:00;2018.08.22 10:00;69
183;127.407;127.519;127.36;127.471;62.1989143131;59.7657755961;127.6136558112;127.9498616224;127.27745;126.9412441888;126.6050383776;0.064;0.159;2018.08.22 02:00;2018.08.22 09:00;70
184;127.469;127.545;127.386;127.408;61.0037789528;59.2535975416;127.591645008;127.933440016;127.24985;126.908054992;126.566259984;-0.061;0.159;2018.08.22 01:00;2018.08.22 08:00;71
185;127.484;127.589;127.454;127.465;62.7078699542;64.3120493431;127.5737044489;127.9316588978;127.21575;126.8577955511;126.4998411022;-0.019;0.135;2018.08.22 00:00;2018.08.22 07:00;72
186;127.729;127.773;127.488;127.592;66.6486275916;71.1152628122;127.5487721545;127.923594309;127.17395;126.7991278455;126.424305691;-0.137;0.285;2018.08.21 23:00;2018.08.22 06:00;73
187;127.779;127.86;127.73;127.732;71.3439190853;75.3464893811;127.5066208952;127.8900917905;127.12315;126.7396791048;126.3562082095;-0.047;0.13;2018.08.21 22:00;2018.08.22 05:00;74
188;127.884;128.05;127.718;127.778;72.9480448191;75.9331364911;127.4458854095;127.837570819;127.0542;126.6625145905;126.270829181;-0.106;0.332;2018.08.21 21:00;2018.08.22 04:00;75
189;127.682;127.993;127.661;127.883;76.6870724536;71.39923166;127.3667735835;127.751747167;126.9818;126.5968264165;126.211852833;0.201;0.332;2018.08.21 20:00;2018.08.22 03:00;76
190;127.421;127.722;127.395;127.679;74.2511260192;70.9666771976;127.2519752325;127.594750465;126.9092;126.5664247675;126.223649535;0.258;0.327;2018.08.21 19:00;2018.08.22 02:00;77
191;127.265;127.457;127.171;127.422;70.5709002849;70.3803351925;127.1563457068;127.4675914136;126.8451;126.5338542932;126.2226085864;0.157;0.286;2018.08.21 18:00;2018.08.22 01:00;78
192;127.283;127.351;127.19;127.265;67.9090145819;69.3124388003;127.0905415157;127.3888830314;126.7922;126.4938584843;126.1955169686;-0.018;0.161;2018.08.21 17:00;2018.08.22 00:00;79
193;126.97;127.316;126.871;127.285;68.6605923438;68.5550247673;127.0383220854;127.3283441707;126.7483;126.4582779146;126.1682558293;0.315;0.445;2018.08.21 16:00;2018.08.21 23:00;80
194;127.061;127.08;126.849;126.969;62.4172742933;64.7649505795;126.9768692804;127.2540385608;126.6997;126.4225307196;126.1453614392;-0.092;0.231;2018.08.21 15:00;2018.08.21 22:00;81
195;127.055;127.079;126.956;127.062;66.0988887382;71.1323017256;126.9485205079;127.2257410158;126.6713;126.3940794921;126.1168589842;0.007;0.123;2018.08.21 14:00;2018.08.21 21:00;82
196;127.039;127.111;126.99;127.054;65.9346874623;75.7890728763;126.9069722873;127.1826445747;126.6313;126.3556277127;126.0799554253;0.015;0.121;2018.08.21 13:00;2018.08.21 20:00;83
197;127.087;127.104;126.958;127.04;65.6581538767;76.2628861544;126.8607179712;127.1301859424;126.59125;126.3217820288;126.0523140576;-0.047;0.146;2018.08.21 12:00;2018.08.21 19:00;84
198;126.846;127.161;126.824;127.087;67.4032104759;70.5687481726;126.8112570647;127.0743641294;126.54815;126.2850429353;126.0219358706;0.241;0.337;2018.08.21 11:00;2018.08.21 18:00;85
199;126.741;126.889;126.645;126.846;62.5553076414;65.7364366135;126.747037571;126.9925251419;126.50155;126.256062429;126.0105748581;0.105;0.244;2018.08.21 10:00;2018.08.21 17:00;86
200;126.88;126.925;126.735;126.742;60.1240557254;71.6315707578;126.71011053;126.94587106;126.47435;126.23858947;126.00282894;-0.138;0.19;2018.08.21 09:00;2018.08.21 16:00;87
201;126.89;127.073;126.866;126.88;65.4837845543;72.2656268787;126.6818162029;126.9157324059;126.4479;126.2139837971;125.9800675941;-0.01;0.207;2018.08.21 08:00;2018.08.21 15:00;88
202;126.916;126.949;126.803;126.889;65.8474655782;67.1472822112;126.6317191137;126.8468882274;126.41655;126.2013808863;125.9862117726;-0.027;0.146;2018.08.21 07:00;2018.08.21 14:00;89
203;126.727;126.948;126.67;126.919;67.026249323;61.9979912793;126.5726979568;126.7623459135;126.38305;126.1934020432;126.0037540865;0.192;0.278;2018.08.21 06:00;2018.08.21 13:00;90
204;126.629;126.748;126.572;126.726;62.9754102641;63.0344579795;126.4979262606;126.6424525212;126.3534;126.2088737394;126.0643474788;0.097;0.176;2018.08.21 05:00;2018.08.21 12:00;91
205;126.577;126.658;126.503;126.629;60.6683618715;56.7888925631;126.4473702072;126.5658404145;126.3289;126.2104297928;126.0919595856;0.052;0.155;2018.08.21 04:00;2018.08.21 11:00;92
206;126.354;126.769;126.259;126.576;59.3536964308;51.7541796696;126.4111030538;126.5077061076;126.3145;126.2178969462;126.1212938924;0.222;0.51;2018.08.21 03:00;2018.08.21 10:00;93
207;126.327;126.38;126.308;126.353;53.0856615082;49.6783723933;126.383376467;126.4615529341;126.3052;126.227023533;126.1488470659;0.026;0.072;2018.08.21 02:00;2018.08.21 09:00;94
208;126.433;126.437;126.288;126.33;52.3659230937;53.6724877935;126.3863548898;126.4658597796;126.30685;126.2273451102;126.1478402204;-0.103;0.149;2018.08.21 01:00;2018.08.21 08:00;95
209;126.341;126.465;126.341;126.431;55.9465541276;58.9954859608;126.386419746;126.465939492;126.3069;126.227380254;126.1478605081;0.09;0.124;2018.08.21 00:00;2018.08.21 07:00;96
210;126.364;126.461;126.343;126.397;54.9616952787;53.37360859;126.3730703682;126.4478907364;126.29825;126.2234296318;126.1486092636;0.033;0.118;2018.08.20 23:00;2018.08.21 06:00;97
211;126.388;126.445;126.307;126.364;54.0137556544;48.8837645903;126.3660866608;126.4376733215;126.2945;126.2229133392;126.1513266785;-0.024;0.138;2018.08.20 22:00;2018.08.21 05:00;98
212;126.315;126.419;126.276;126.387;54.7771261802;45.0936389833;126.3659884337;126.4375268675;126.29445;126.2229115663;126.1513731325;0.072;0.143;2018.08.20 21:00;2018.08.21 04:00;99
213;126.405;126.425;126.306;126.313;52.7354147878;40.7093388157;126.3669251518;126.4390003035;126.29485;126.2227748482;126.1506996965;-0.092;0.119;2018.08.20 20:00;2018.08.21 03:00;100
214;126.261;126.463;126.261;126.401;55.5697361297;41.7042354697;126.3746630949;126.4501761898;126.29915;126.2236369051;126.1481238102;0.14;0.202;2018.08.20 19:00;2018.08.21 02:00;101
215;126.255;126.408;126.243;126.262;51.6721089247;37.8610673968;126.3807833526;126.4600667052;126.3015;126.2222166474;126.1429332948;0.007;0.165;2018.08.20 18:00;2018.08.21 01:00;102
216;126.179;126.376;126.177;126.253;51.4099163632;37.5724315198;126.4128001296;126.5092502592;126.31635;126.2198998704;126.1234497408;0.074;0.199;2018.08.20 17:00;2018.08.21 00:00;103
217;126.156;126.28;126.12;126.178;49.2293064715;39.0250340214;126.4397165576;126.5479831153;126.33145;126.2231834424;126.1149168848;0.022;0.16;2018.08.20 16:00;2018.08.20 23:00;104
218;126.302;126.302;126.137;126.155;48.5567183795;40.2852875281;126.4506422889;126.5798345777;126.32145;126.1922577111;126.0630654223;-0.147;0.165;2018.08.20 15:00;2018.08.20 22:00;105
219;126.213;126.315;126.189;126.302;52.8040526039;40.5283924619;126.4593625418;126.6071750835;126.31155;126.1637374582;126.0159249165;0.089;0.126;2018.08.20 14:00;2018.08.20 21:00;106
220;126.25;126.273;126.072;126.213;50.3037837543;41.3278380295;126.456049829;126.6095996581;126.3025;126.148950171;125.9954003419;-0.037;0.201;2018.08.20 13:00;2018.08.20 20:00;107
221;126.218;126.272;126.152;126.253;51.4679430312;40.1420300695;126.4574923239;126.6222846477;126.2927;126.1279076762;125.9631153523;0.035;0.12;2018.08.20 12:00;2018.08.20 19:00;108
222;126.326;126.378;126.179;126.219;50.5437222966;46.4591798991;126.4551297753;126.6262595506;126.284;126.1128702247;125.9417404494;-0.107;0.199;2018.08.20 11:00;2018.08.20 18:00;109
223;126.232;126.399;126.201;126.326;53.5951342104;45.2168570226;126.458108072;126.647966144;126.26825;126.078391928;125.888533856;0.094;0.198;2018.08.20 10:00;2018.08.20 17:00;110
224;126.336;126.355;126.159;126.236;51.2430521846;44.2693394704;126.4555581625;126.667966325;126.24315;126.0307418375;125.818333675;-0.1;0.196;2018.08.20 09:00;2018.08.20 16:00;111
225;126.39;126.416;126.332;126.341;54.2930801235;43.695697395;126.4527894752;126.6815289503;126.22405;125.9953105248;125.7665710497;-0.049;0.084;2018.08.20 08:00;2018.08.20 15:00;112
226;126.386;126.449;126.351;126.39;55.7645710206;41.5412630575;126.4411227206;126.6841954412;126.19805;125.9549772794;125.7119045588;0.004;0.098;2018.08.20 07:00;2018.08.20 14:00;113
227;126.33;126.401;126.293;126.386;55.6713991876;43.7876208577;126.4270506223;126.6661012445;126.188;125.9489493777;125.7098987555;0.056;0.108;2018.08.20 06:00;2018.08.20 13:00;114
228;126.257;126.415;126.251;126.331;54.4172736935;39.7075349601;126.4082964998;126.6439929995;126.1726;125.9369035002;125.7012070005;0.074;0.164;2018.08.20 05:00;2018.08.20 12:00;115
229;126.325;126.376;126.231;126.258;52.7310438931;34.8828591047;126.3948066587;126.6279633174;126.16165;125.9284933413;125.6953366826;-0.067;0.145;2018.08.20 04:00;2018.08.20 11:00;116
230;126.366;126.404;126.259;126.322;54.4073556902;38.2429158369;126.3914062943;126.6237625886;126.15905;125.9266937057;125.6943374114;-0.044;0.145;2018.08.20 03:00;2018.08.20 10:00;117
231;126.4;126.442;126.349;126.363;55.4807473664;41.3439043426;126.3799299806;126.6092599612;126.1506;125.9212700194;125.6919400388;-0.037;0.093;2018.08.20 02:00;2018.08.20 09:00;118
232;126.406;126.455;126.372;126.395;56.3043780101;42.2812777055;126.3626755173;126.5868010346;126.13855;125.9144244827;125.6902989654;-0.011;0.083;2018.08.20 01:00;2018.08.20 08:00;119
233;126.474;126.49;126.394;126.399;56.4038114042;46.5218448306;126.3464253959;126.5635007918;126.12935;125.9122746041;125.6951992082;-0.075;0.096;2018.08.20 00:00;2018.08.20 07:00;120
