[20190329_134836 / views.py:13615]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-ALL-20190327_162926).20190214_095445.csv
slice by	through
this file	(20190329_134834).(EURJPY-M15).[sec-1.A-6.3-seq].(20190329_134836).csv
pair	EURJPY
timeframe	M15
start	2018.11.09 03:30
end	2019.03.27 10:15
bars	9065

[20190329_134836 / views.py:13684]
[lo_UUU]==============================
s.n.	e0.date	e1.date	e2.date	e0.diff	e1.diff	e2.diff
52	2018.11.15 12:30	2018.11.15 12:45	2018.11.15 13:00	0.139	0.077	0.077
53	2018.11.15 12:45	2018.11.15 13:00	2018.11.15 13:15	0.077	0.077	0.057
54	2018.11.15 13:00	2018.11.15 13:15	2018.11.15 13:30	0.077	0.057	0.017
55	2018.11.15 13:15	2018.11.15 13:30	2018.11.15 13:45	0.057	0.017	0.053
56	2018.11.15 17:45	2018.11.15 18:00	2018.11.15 18:15	0.153	0.025	0.104
57	2018.11.15 18:00	2018.11.15 18:15	2018.11.15 18:30	0.025	0.104	0.312
58	2018.11.15 20:00	2018.11.15 20:15	2018.11.15 20:30	0.045	0.390	0.100
59	2018.11.15 21:00	2018.11.15 21:15	2018.11.15 21:30	0.144	0.177	0.038
60	2018.11.15 22:30	2018.11.15 22:45	2018.11.15 23:00	0.015	0.018	0.059
61	2018.11.16 01:15	2018.11.16 01:30	2018.11.16 01:45	0.024	0.004	0.012
62	2018.11.16 01:30	2018.11.16 01:45	2018.11.16 02:00	0.004	0.012	0.073
63	2018.11.16 05:00	2018.11.16 05:15	2018.11.16 05:30	0.032	0.004	0.030
64	2018.11.16 05:15	2018.11.16 05:30	2018.11.16 05:45	0.004	0.030	0.028
65	2018.11.16 13:30	2018.11.16 13:45	2018.11.16 14:00	0.013	0.065	0.034
66	2018.11.16 15:30	2018.11.16 15:45	2018.11.16 16:00	0.197	0.210	0.024
67	2018.11.16 15:45	2018.11.16 16:00	2018.11.16 16:15	0.210	0.024	0.019
68	2018.11.16 19:00	2018.11.16 19:15	2018.11.16 19:30	0.022	0.031	0.150
69	2018.11.16 19:15	2018.11.16 19:30	2018.11.16 19:45	0.031	0.150	0.015
70	2018.11.16 22:45	2018.11.16 23:00	2018.11.16 23:15	0.021	0.038	0.010
71	2018.11.16 23:00	2018.11.16 23:15	2018.11.16 23:30	0.038	0.010	0.042
72	2018.11.19 07:00	2018.11.19 07:15	2018.11.19 07:30	0.032	0.027	0.007
73	2018.11.19 07:15	2018.11.19 07:30	2018.11.19 07:45	0.027	0.007	0.019
74	2018.11.19 09:00	2018.11.19 09:15	2018.11.19 09:30	0.014	0.000	0.049
75	2018.11.19 19:30	2018.11.19 19:45	2018.11.19 20:00	0.016	0.048	0.020
76	2018.11.19 21:00	2018.11.19 21:15	2018.11.19 21:30	0.046	0.034	0.042
77	2018.11.19 22:45	2018.11.19 23:00	2018.11.19 23:15	0.037	0.003	0.037
78	2018.11.20 01:30	2018.11.20 01:45	2018.11.20 02:00	0.038	0.003	0.056
79	2018.11.20 01:45	2018.11.20 02:00	2018.11.20 02:15	0.003	0.056	0.028
80	2018.11.20 02:00	2018.11.20 02:15	2018.11.20 02:30	0.056	0.028	0.006
81	2018.11.20 02:15	2018.11.20 02:30	2018.11.20 02:45	0.028	0.006	0.027
82	2018.11.20 07:00	2018.11.20 07:15	2018.11.20 07:30	0.054	0.021	0.014
83	2018.11.20 11:00	2018.11.20 11:15	2018.11.20 11:30	0.022	0.044	0.041
84	2018.11.20 17:15	2018.11.20 17:30	2018.11.20 17:45	0.295	0.085	0.146
85	2018.11.20 23:00	2018.11.20 23:15	2018.11.20 23:30	0.034	0.059	0.008
86	2018.11.21 00:15	2018.11.21 00:30	2018.11.21 00:45	0.011	0.008	0.005
87	2018.11.21 00:30	2018.11.21 00:45	2018.11.21 01:00	0.008	0.005	0.021
88	2018.11.21 01:45	2018.11.21 02:00	2018.11.21 02:15	0.071	0.034	0.006
89	2018.11.21 02:00	2018.11.21 02:15	2018.11.21 02:30	0.034	0.006	0.053
90	2018.11.21 03:15	2018.11.21 03:30	2018.11.21 03:45	0.119	0.037	0.002
91	2018.11.21 03:30	2018.11.21 03:45	2018.11.21 04:00	0.037	0.002	0.039
92	2018.11.21 08:00	2018.11.21 08:15	2018.11.21 08:30	0.036	0.021	0.008
93	2018.11.21 08:15	2018.11.21 08:30	2018.11.21 08:45	0.021	0.008	0.097
94	2018.11.21 08:30	2018.11.21 08:45	2018.11.21 09:00	0.008	0.097	0.021
95	2018.11.21 08:45	2018.11.21 09:00	2018.11.21 09:15	0.097	0.021	0.046
96	2018.11.21 09:00	2018.11.21 09:15	2018.11.21 09:30	0.021	0.046	0.045
97	2018.11.21 10:00	2018.11.21 10:15	2018.11.21 10:30	0.141	0.005	0.013
98	2018.11.21 10:15	2018.11.21 10:30	2018.11.21 10:45	0.005	0.013	0.001
99	2018.11.21 10:30	2018.11.21 10:45	2018.11.21 11:00	0.013	0.001	0.047
100	2018.11.21 11:45	2018.11.21 12:00	2018.11.21 12:15	0.037	0.111	0.015
101	2018.11.21 14:15	2018.11.21 14:30	2018.11.21 14:45	0.032	0.019	0.133
102	2018.11.21 14:30	2018.11.21 14:45	2018.11.21 15:00	0.019	0.133	0.015
103	2018.11.21 18:00	2018.11.21 18:15	2018.11.21 18:30	0.087	0.017	0.020
104	2018.11.21 19:30	2018.11.21 19:45	2018.11.21 20:00	0.070	0.018	0.032
105	2018.11.22 00:15	2018.11.22 00:30	2018.11.22 00:45	0.036	0.044	0.036
106	2018.11.22 02:00	2018.11.22 02:15	2018.11.22 02:30	0.039	0.019	0.002
107	2018.11.22 02:15	2018.11.22 02:30	2018.11.22 02:45	0.019	0.002	0.004
108	2018.11.22 03:45	2018.11.22 04:00	2018.11.22 04:15	0.040	0.002	0.055
109	2018.11.22 04:00	2018.11.22 04:15	2018.11.22 04:30	0.002	0.055	0.027
110	2018.11.22 07:00	2018.11.22 07:15	2018.11.22 07:30	0.026	0.026	0.020
111	2018.11.22 12:00	2018.11.22 12:15	2018.11.22 12:30	0.111	0.106	0.002
112	2018.11.22 18:15	2018.11.22 18:30	2018.11.22 18:45	0.001	0.001	0.027
113	2018.11.23 01:00	2018.11.23 01:15	2018.11.23 01:30	0.006	0.008	0.004
114	2018.11.23 01:15	2018.11.23 01:30	2018.11.23 01:45	0.008	0.004	0.015
115	2018.11.23 14:00	2018.11.23 14:15	2018.11.23 14:30	0.033	0.066	0.015
116	2018.11.23 21:30	2018.11.23 21:45	2018.11.23 22:00	0.006	0.017	0.005
117	2018.11.23 21:45	2018.11.23 22:00	2018.11.23 22:15	0.017	0.005	0.020
118	2018.11.23 22:00	2018.11.23 22:15	2018.11.23 22:30	0.005	0.020	0.003
119	2018.11.23 22:15	2018.11.23 22:30	2018.11.23 22:45	0.020	0.003	0.011
120	2018.11.23 22:30	2018.11.23 22:45	2018.11.23 23:00	0.003	0.011	0.016
121	2018.11.26 02:30	2018.11.26 02:45	2018.11.26 03:00	0.029	0.006	0.031
122	2018.11.26 02:45	2018.11.26 03:00	2018.11.26 03:15	0.006	0.031	0.033
123	2018.11.26 03:00	2018.11.26 03:15	2018.11.26 03:30	0.031	0.033	0.105
124	2018.11.26 03:15	2018.11.26 03:30	2018.11.26 03:45	0.033	0.105	0.059
125	2018.11.26 03:30	2018.11.26 03:45	2018.11.26 04:00	0.105	0.059	0.029
126	2018.11.26 03:45	2018.11.26 04:00	2018.11.26 04:15	0.059	0.029	0.025
127	2018.11.26 06:00	2018.11.26 06:15	2018.11.26 06:30	0.024	0.006	0.016
128	2018.11.26 06:15	2018.11.26 06:30	2018.11.26 06:45	0.006	0.016	0.066
129	2018.11.26 06:30	2018.11.26 06:45	2018.11.26 07:00	0.016	0.066	0.027
130	2018.11.26 15:00	2018.11.26 15:15	2018.11.26 15:30	0.097	0.048	0.024
131	2018.11.26 15:15	2018.11.26 15:30	2018.11.26 15:45	0.048	0.024	0.004
132	2018.11.26 15:30	2018.11.26 15:45	2018.11.26 16:00	0.024	0.004	0.026
133	2018.11.26 17:30	2018.11.26 17:45	2018.11.26 18:00	0.051	0.049	0.029
134	2018.11.26 20:45	2018.11.26 21:00	2018.11.26 21:15	0.002	0.019	0.038
135	2018.11.26 21:00	2018.11.26 21:15	2018.11.26 21:30	0.019	0.038	0.010
136	2018.11.26 21:15	2018.11.26 21:30	2018.11.26 21:45	0.038	0.010	0.010
137	2018.11.26 21:30	2018.11.26 21:45	2018.11.26 22:00	0.010	0.010	0.033
138	2018.11.26 23:30	2018.11.26 23:45	2018.11.27 00:00	0.000	0.037	0.015
139	2018.11.27 05:00	2018.11.27 05:15	2018.11.27 05:30	0.035	0.042	0.003
140	2018.11.27 05:15	2018.11.27 05:30	2018.11.27 05:45	0.042	0.003	0.021
141	2018.11.27 05:30	2018.11.27 05:45	2018.11.27 06:00	0.003	0.021	0.004
142	2018.11.27 06:30	2018.11.27 06:45	2018.11.27 07:00	0.009	0.022	0.004
143	2018.11.27 06:45	2018.11.27 07:00	2018.11.27 07:15	0.022	0.004	0.020
144	2018.11.27 13:15	2018.11.27 13:30	2018.11.27 13:45	0.030	0.014	0.023
145	2018.11.27 13:30	2018.11.27 13:45	2018.11.27 14:00	0.014	0.023	0.009
146	2018.11.27 20:30	2018.11.27 20:45	2018.11.27 21:00	0.051	0.036	0.019
147	2018.11.28 00:00	2018.11.28 00:15	2018.11.28 00:30	0.028	0.040	0.000
148	2018.11.28 00:15	2018.11.28 00:30	2018.11.28 00:45	0.040	0.000	0.004
149	2018.11.28 00:30	2018.11.28 00:45	2018.11.28 01:00	0.000	0.004	0.008
150	2018.11.28 00:45	2018.11.28 01:00	2018.11.28 01:15	0.004	0.008	0.004
151	2018.11.28 04:45	2018.11.28 05:00	2018.11.28 05:15	0.014	0.000	0.000
152	2018.11.28 05:00	2018.11.28 05:15	2018.11.28 05:30	0.000	0.000	0.005
153	2018.11.28 05:15	2018.11.28 05:30	2018.11.28 05:45	0.000	0.005	0.012
154	2018.11.28 07:00	2018.11.28 07:15	2018.11.28 07:30	0.022	0.057	0.005
155	2018.11.28 11:45	2018.11.28 12:00	2018.11.28 12:15	0.010	0.058	0.036
156	2018.11.28 12:00	2018.11.28 12:15	2018.11.28 12:30	0.058	0.036	0.007
157	2018.11.28 12:15	2018.11.28 12:30	2018.11.28 12:45	0.036	0.007	0.047
158	2018.11.28 17:15	2018.11.28 17:30	2018.11.28 17:45	0.009	0.078	0.010
159	2018.11.28 17:30	2018.11.28 17:45	2018.11.28 18:00	0.078	0.010	0.099
160	2018.11.28 19:45	2018.11.28 20:00	2018.11.28 20:15	0.054	0.148	0.023
161	2018.11.28 22:15	2018.11.28 22:30	2018.11.28 22:45	0.011	0.033	0.000
162	2018.11.29 13:30	2018.11.29 13:45	2018.11.29 14:00	0.062	0.089	0.058
163	2018.11.29 13:45	2018.11.29 14:00	2018.11.29 14:15	0.089	0.058	0.005
164	2018.11.29 14:45	2018.11.29 15:00	2018.11.29 15:15	0.039	0.015	0.034
165	2018.11.29 17:30	2018.11.29 17:45	2018.11.29 18:00	0.001	0.109	0.039
166	2018.11.29 17:45	2018.11.29 18:00	2018.11.29 18:15	0.109	0.039	0.073
167	2018.11.29 21:00	2018.11.29 21:15	2018.11.29 21:30	0.028	0.009	0.022
168	2018.11.29 21:15	2018.11.29 21:30	2018.11.29 21:45	0.009	0.022	0.074
169	2018.11.30 05:15	2018.11.30 05:30	2018.11.30 05:45	0.002	0.016	0.022
170	2018.11.30 12:15	2018.11.30 12:30	2018.11.30 12:45	0.072	0.003	0.014
171	2018.11.30 12:30	2018.11.30 12:45	2018.11.30 13:00	0.003	0.014	0.054
172	2018.11.30 12:45	2018.11.30 13:00	2018.11.30 13:15	0.014	0.054	0.000
173	2018.11.30 20:15	2018.11.30 20:30	2018.11.30 20:45	0.013	0.002	0.035
174	2018.11.30 20:30	2018.11.30 20:45	2018.11.30 21:00	0.002	0.035	0.003
175	2018.11.30 22:15	2018.11.30 22:30	2018.11.30 22:45	0.023	0.011	0.028
176	2018.12.03 00:45	2018.12.03 01:00	2018.12.03 01:15	0.000	0.078	0.020
177	2018.12.03 01:00	2018.12.03 01:15	2018.12.03 01:30	0.078	0.020	0.024
178	2018.12.03 01:15	2018.12.03 01:30	2018.12.03 01:45	0.020	0.024	0.057
179	2018.12.03 03:00	2018.12.03 03:15	2018.12.03 03:30	0.109	0.021	0.010
180	2018.12.03 04:00	2018.12.03 04:15	2018.12.03 04:30	0.002	0.011	0.039
181	2018.12.03 04:15	2018.12.03 04:30	2018.12.03 04:45	0.011	0.039	0.035
182	2018.12.03 07:15	2018.12.03 07:30	2018.12.03 07:45	0.048	0.000	0.157
183	2018.12.03 11:15	2018.12.03 11:30	2018.12.03 11:45	0.016	0.018	0.014
184	2018.12.03 13:30	2018.12.03 13:45	2018.12.03 14:00	0.028	0.094	0.002
185	2018.12.03 13:45	2018.12.03 14:00	2018.12.03 14:15	0.094	0.002	0.008
186	2018.12.03 14:00	2018.12.03 14:15	2018.12.03 14:30	0.002	0.008	0.051
187	2018.12.03 16:00	2018.12.03 16:15	2018.12.03 16:30	0.114	0.062	0.018
188	2018.12.03 17:00	2018.12.03 17:15	2018.12.03 17:30	0.044	0.095	0.011
189	2018.12.03 22:30	2018.12.03 22:45	2018.12.03 23:00	0.023	0.023	0.001
190	2018.12.03 22:45	2018.12.03 23:00	2018.12.03 23:15	0.023	0.001	0.035
191	2018.12.04 07:30	2018.12.04 07:45	2018.12.04 08:00	0.004	0.042	0.056
192	2018.12.04 14:15	2018.12.04 14:30	2018.12.04 14:45	0.057	0.030	0.087
193	2018.12.04 14:30	2018.12.04 14:45	2018.12.04 15:00	0.030	0.087	0.022
194	2018.12.05 03:00	2018.12.05 03:15	2018.12.05 03:30	0.026	0.059	0.025
195	2018.12.05 03:15	2018.12.05 03:30	2018.12.05 03:45	0.059	0.025	0.046
196	2018.12.05 06:00	2018.12.05 06:15	2018.12.05 06:30	0.028	0.004	0.001
197	2018.12.05 06:15	2018.12.05 06:30	2018.12.05 06:45	0.004	0.001	0.028
198	2018.12.05 08:15	2018.12.05 08:30	2018.12.05 08:45	0.073	0.038	0.001
199	2018.12.05 12:30	2018.12.05 12:45	2018.12.05 13:00	0.009	0.055	0.062
200	2018.12.05 15:15	2018.12.05 15:30	2018.12.05 15:45	0.032	0.040	0.019
201	2018.12.05 18:45	2018.12.05 19:00	2018.12.05 19:15	0.024	0.023	0.015
202	2018.12.05 22:00	2018.12.05 22:15	2018.12.05 22:30	0.030	0.021	0.001
203	2018.12.05 22:15	2018.12.05 22:30	2018.12.05 22:45	0.021	0.001	0.027
204	2018.12.06 08:45	2018.12.06 09:00	2018.12.06 09:15	0.048	0.215	0.022
205	2018.12.06 12:30	2018.12.06 12:45	2018.12.06 13:00	0.053	0.061	0.090
206	2018.12.06 13:45	2018.12.06 14:00	2018.12.06 14:15	0.021	0.049	0.015
207	2018.12.06 14:00	2018.12.06 14:15	2018.12.06 14:30	0.049	0.015	0.055
208	2018.12.06 18:30	2018.12.06 18:45	2018.12.06 19:00	0.042	0.123	0.056
209	2018.12.06 18:45	2018.12.06 19:00	2018.12.06 19:15	0.123	0.056	0.176
210	2018.12.06 21:45	2018.12.06 22:00	2018.12.06 22:15	0.091	0.020	0.010
211	2018.12.06 22:00	2018.12.06 22:15	2018.12.06 22:30	0.020	0.010	0.075
212	2018.12.06 22:15	2018.12.06 22:30	2018.12.06 22:45	0.010	0.075	0.078
213	2018.12.07 00:00	2018.12.07 00:15	2018.12.07 00:30	0.056	0.047	0.022
214	2018.12.07 00:15	2018.12.07 00:30	2018.12.07 00:45	0.047	0.022	0.016
215	2018.12.07 05:00	2018.12.07 05:15	2018.12.07 05:30	0.035	0.018	0.032
216	2018.12.07 05:15	2018.12.07 05:30	2018.12.07 05:45	0.018	0.032	0.020
217	2018.12.07 12:45	2018.12.07 13:00	2018.12.07 13:15	0.035	0.015	0.017
218	2018.12.07 13:00	2018.12.07 13:15	2018.12.07 13:30	0.015	0.017	0.044
219	2018.12.07 13:15	2018.12.07 13:30	2018.12.07 13:45	0.017	0.044	0.002
220	2018.12.07 13:30	2018.12.07 13:45	2018.12.07 14:00	0.044	0.002	0.024
221	2018.12.07 19:00	2018.12.07 19:15	2018.12.07 19:30	0.026	0.044	0.032
222	2018.12.07 19:15	2018.12.07 19:30	2018.12.07 19:45	0.044	0.032	0.092
223	2018.12.07 19:30	2018.12.07 19:45	2018.12.07 20:00	0.032	0.092	0.004
224	2018.12.07 19:45	2018.12.07 20:00	2018.12.07 20:15	0.092	0.004	0.104
225	2018.12.10 05:45	2018.12.10 06:00	2018.12.10 06:15	0.019	0.011	0.013
226	2018.12.10 06:00	2018.12.10 06:15	2018.12.10 06:30	0.011	0.013	0.008
227	2018.12.10 06:15	2018.12.10 06:30	2018.12.10 06:45	0.013	0.008	0.029
228	2018.12.10 06:30	2018.12.10 06:45	2018.12.10 07:00	0.008	0.029	0.009
229	2018.12.10 06:45	2018.12.10 07:00	2018.12.10 07:15	0.029	0.009	0.048
230	2018.12.10 07:00	2018.12.10 07:15	2018.12.10 07:30	0.009	0.048	0.016
231	2018.12.10 07:15	2018.12.10 07:30	2018.12.10 07:45	0.048	0.016	0.041
232	2018.12.10 09:00	2018.12.10 09:15	2018.12.10 09:30	0.040	0.107	0.061
233	2018.12.10 10:30	2018.12.10 10:45	2018.12.10 11:00	0.001	0.000	0.021
234	2018.12.10 10:45	2018.12.10 11:00	2018.12.10 11:15	0.000	0.021	0.027
235	2018.12.10 12:45	2018.12.10 13:00	2018.12.10 13:15	0.033	0.050	0.024
236	2018.12.10 14:00	2018.12.10 14:15	2018.12.10 14:30	0.037	0.083	0.051
237	2018.12.10 14:15	2018.12.10 14:30	2018.12.10 14:45	0.083	0.051	0.022
238	2018.12.10 14:30	2018.12.10 14:45	2018.12.10 15:00	0.051	0.022	0.063
239	2018.12.10 14:45	2018.12.10 15:00	2018.12.10 15:15	0.022	0.063	0.070
240	2018.12.10 16:15	2018.12.10 16:30	2018.12.10 16:45	0.033	0.006	0.006
241	2018.12.10 16:30	2018.12.10 16:45	2018.12.10 17:00	0.006	0.006	0.116
242	2018.12.11 03:00	2018.12.11 03:15	2018.12.11 03:30	0.018	0.070	0.070
243	2018.12.11 06:45	2018.12.11 07:00	2018.12.11 07:15	0.046	0.019	0.032
244	2018.12.11 07:00	2018.12.11 07:15	2018.12.11 07:30	0.019	0.032	0.007
245	2018.12.11 12:00	2018.12.11 12:15	2018.12.11 12:30	0.085	0.010	0.032
246	2018.12.11 12:15	2018.12.11 12:30	2018.12.11 12:45	0.010	0.032	0.051
247	2018.12.11 13:15	2018.12.11 13:30	2018.12.11 13:45	0.028	0.038	0.038
248	2018.12.11 13:30	2018.12.11 13:45	2018.12.11 14:00	0.038	0.038	0.040
249	2018.12.11 20:45	2018.12.11 21:00	2018.12.11 21:15	0.038	0.005	0.087
250	2018.12.11 21:00	2018.12.11 21:15	2018.12.11 21:30	0.005	0.087	0.082
251	2018.12.11 21:15	2018.12.11 21:30	2018.12.11 21:45	0.087	0.082	0.042
252	2018.12.11 21:30	2018.12.11 21:45	2018.12.11 22:00	0.082	0.042	0.040
253	2018.12.12 00:30	2018.12.12 00:45	2018.12.12 01:00	0.015	0.017	0.025
254	2018.12.12 00:45	2018.12.12 01:00	2018.12.12 01:15	0.017	0.025	0.042
255	2018.12.12 02:00	2018.12.12 02:15	2018.12.12 02:30	0.071	0.074	0.083
256	2018.12.12 06:30	2018.12.12 06:45	2018.12.12 07:00	0.000	0.004	0.002
257	2018.12.12 06:45	2018.12.12 07:00	2018.12.12 07:15	0.004	0.002	0.005
258	2018.12.12 07:00	2018.12.12 07:15	2018.12.12 07:30	0.002	0.005	0.041
259	2018.12.12 08:30	2018.12.12 08:45	2018.12.12 09:00	0.022	0.022	0.019
260	2018.12.12 08:45	2018.12.12 09:00	2018.12.12 09:15	0.022	0.019	0.025
261	2018.12.12 10:00	2018.12.12 10:15	2018.12.12 10:30	0.001	0.004	0.090
262	2018.12.12 11:00	2018.12.12 11:15	2018.12.12 11:30	0.018	0.041	0.052
263	2018.12.12 11:15	2018.12.12 11:30	2018.12.12 11:45	0.041	0.052	0.013
264	2018.12.12 11:30	2018.12.12 11:45	2018.12.12 12:00	0.052	0.013	0.002
265	2018.12.12 18:30	2018.12.12 18:45	2018.12.12 19:00	0.048	0.028	0.005
266	2018.12.12 18:45	2018.12.12 19:00	2018.12.12 19:15	0.028	0.005	0.034
267	2018.12.12 19:45	2018.12.12 20:00	2018.12.12 20:15	0.079	0.032	0.000
268	2018.12.12 21:45	2018.12.12 22:00	2018.12.12 22:15	0.057	0.068	0.018
269	2018.12.12 22:00	2018.12.12 22:15	2018.12.12 22:30	0.068	0.018	0.011
270	2018.12.12 23:15	2018.12.12 23:30	2018.12.12 23:45	0.024	0.033	0.012
271	2018.12.12 23:30	2018.12.12 23:45	2018.12.13 00:00	0.033	0.012	0.018
272	2018.12.12 23:45	2018.12.13 00:00	2018.12.13 00:15	0.012	0.018	0.049
273	2018.12.13 00:00	2018.12.13 00:15	2018.12.13 00:30	0.018	0.049	0.034
274	2018.12.13 01:30	2018.12.13 01:45	2018.12.13 02:00	0.011	0.025	0.033
275	2018.12.13 03:00	2018.12.13 03:15	2018.12.13 03:30	0.010	0.021	0.004
276	2018.12.13 03:15	2018.12.13 03:30	2018.12.13 03:45	0.021	0.004	0.042
277	2018.12.13 03:30	2018.12.13 03:45	2018.12.13 04:00	0.004	0.042	0.034
278	2018.12.13 03:45	2018.12.13 04:00	2018.12.13 04:15	0.042	0.034	0.019
279	2018.12.13 06:15	2018.12.13 06:30	2018.12.13 06:45	0.013	0.024	0.013
280	2018.12.13 08:45	2018.12.13 09:00	2018.12.13 09:15	0.001	0.006	0.030
281	2018.12.13 09:00	2018.12.13 09:15	2018.12.13 09:30	0.006	0.030	0.031
282	2018.12.13 09:15	2018.12.13 09:30	2018.12.13 09:45	0.030	0.031	0.008
283	2018.12.13 09:30	2018.12.13 09:45	2018.12.13 10:00	0.031	0.008	0.094
284	2018.12.13 09:45	2018.12.13 10:00	2018.12.13 10:15	0.008	0.094	0.046
285	2018.12.13 17:30	2018.12.13 17:45	2018.12.13 18:00	0.058	0.131	0.065
286	2018.12.13 17:45	2018.12.13 18:00	2018.12.13 18:15	0.131	0.065	0.058
