	"[20181225_180108 / libfx_2.py:2910] "					
	"##################################################"					
	"Source csv"	": 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135340.(m-01).20180926_205209.csv"				
	"Pair"	": EURJPY"				
	"Period"	": H1"				
	"##################################################"					
	"a0[0]"	"a0[1].dateTime"	"close"	"BB.main"	"BB.+1"	"BB.+2"
						
1	1	"2018.01.02 11:00"	135.496	135.371	135.513	135.656
2	1	"2018.01.02 13:00"	135.35	135.394	135.495	135.597
3	1	"2018.01.03 10:00"	135.29	135.303	135.402	135.501
4	1	"2018.01.03 17:00"	135.14	135.229	135.424	135.619
5	1	"2018.01.03 19:00"	135.105	135.197	135.385	135.574
6	1	"2018.01.03 21:00"	135.214	135.175	135.357	135.538
7	1	"2018.01.04 19:00"	136.165	135.636	135.99	136.343
8	1	"2018.01.05 02:00"	136.205	135.913	136.22	136.526
9	1	"2018.01.05 15:00"	136.449	136.278	136.425	136.572
10	1	"2018.01.05 17:00"	136.292	136.294	136.431	136.568
11	1	"2018.01.05 19:00"	136.333	136.318	136.431	136.544
12	1	"2018.01.08 03:00"	136.258	136.309	136.433	136.557
13	1	"2018.01.08 12:00"	135.792	136.117	136.303	136.49
14	1	"2018.01.09 05:00"	134.835	135.325	135.601	135.876
15	1	"2018.01.09 07:00"	134.844	135.234	135.511	135.789
16	1	"2018.01.09 10:00"	134.825	135.116	135.384	135.652
17	1	"2018.01.09 16:00"	134.38	134.867	135.235	135.603
18	1	"2018.01.10 01:00"	134.522	134.488	134.711	134.934
19	1	"2018.01.10 04:00"	134.116	134.379	134.597	134.816
20	1	"2018.01.10 15:00"	133.835	134.003	134.336	134.669
21	1	"2018.01.10 19:00"	133.345	133.807	134.147	134.487
22	1	"2018.01.10 22:00"	133.159	133.631	133.933	134.234
23	1	"2018.01.11 05:00"	133.508	133.411	133.614	133.816
24	1	"2018.01.11 07:00"	133.636	133.419	133.625	133.832
25	1	"2018.01.11 12:00"	133.364	133.354	133.498	133.642
26	1	"2018.01.11 19:00"	134.033	133.622	133.98	134.338
27	1	"2018.01.12 05:00"	134.087	133.877	134.177	134.477
28	1	"2018.01.15 18:00"	135.581	135.427	135.668	135.909
29	1	"2018.01.16 04:00"	136.06	135.63	135.821	136.011
30	1	"2018.01.16 08:00"	135.959	135.725	135.921	136.118
31	1	"2018.01.16 14:00"	135.429	135.636	135.904	136.172
32	1	"2018.01.16 20:00"	135.598	135.612	135.903	136.194
33	1	"2018.01.17 06:00"	135.792	135.476	135.664	135.852
34	1	"2018.01.17 17:00"	135.54	135.487	135.673	135.858
35	1	"2018.01.18 01:00"	135.636	135.533	135.744	135.956
36	1	"2018.01.18 15:00"	136.134	135.811	136.008	136.204
37	1	"2018.01.19 05:00"	135.956	135.926	136.064	136.201
38	1	"2018.01.19 07:00"	135.938	135.934	136.066	136.198
39	1	"2018.01.19 09:00"	135.834	135.903	136.016	136.13
40	1	"2018.01.19 11:00"	135.88	135.873	135.961	136.049
41	1	"2018.01.19 13:00"	135.879	135.869	135.95	136.031
42	1	"2018.01.19 16:00"	135.499	135.834	135.989	136.143
43	1	"2018.01.22 04:00"	135.531	135.535	135.75	135.965
44	1	"2018.01.22 07:00"	135.508	135.482	135.658	135.834
45	1	"2018.01.22 12:00"	135.73	135.469	135.611	135.753
46	1	"2018.01.23 12:00"	135.499	135.899	136.106	136.313
47	1	"2018.01.23 14:00"	135.38	135.845	136.121	136.398
48	1	"2018.01.23 21:00"	135.622	135.674	135.939	136.204
49	1	"2018.01.23 23:00"	135.62	135.625	135.845	136.066
50	1	"2018.01.24 02:00"	135.589	135.586	135.784	135.983
51	1	"2018.01.24 05:00"	135.405	135.502	135.621	135.741
52	1	"2018.01.24 07:00"	135.502	135.501	135.622	135.742
53	1	"2018.01.24 13:00"	135.17	135.461	135.61	135.759
54	1	"2018.01.24 15:00"	135.421	135.43	135.588	135.746
55	1	"2018.01.25 11:00"	135.518	135.425	135.546	135.666
56	1	"2018.01.25 19:00"	135.749	135.553	135.759	135.964
57	1	"2018.01.25 21:00"	135.567	135.562	135.765	135.968
58	1	"2018.01.26 05:00"	135.949	135.682	135.936	136.191
59	1	"2018.01.26 07:00"	135.95	135.731	135.979	136.228
60	1	"2018.01.26 09:00"	136.014	135.798	136.007	136.215
61	1	"2018.01.26 19:00"	134.913	135.73	136.14	136.55
62	1	"2018.01.29 01:00"	135.011	135.443	135.949	136.456
63	1	"2018.01.29 04:00"	134.964	135.296	135.783	136.269
64	1	"2018.01.29 09:00"	135.107	135.067	135.378	135.69
65	1	"2018.01.29 14:00"	134.818	134.954	135.05	135.146
66	1	"2018.01.30 04:00"	134.941	134.858	135.026	135.194
67	1	"2018.01.30 15:00"	135.113	134.79	135.023	135.256
68	1	"2018.01.30 17:00"	135.048	134.797	135.036	135.276
69	1	"2018.01.30 19:00"	135.006	134.802	135.045	135.288
70	1	"2018.01.30 21:00"	134.932	134.801	135.043	135.285
