[20181001_123032 / libfx.py:7035]
source = 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135340.(m-04).20180926_205209.csv
log file = op_2-2.detect.highs-lows.v-3.EURJPY-Period-H1.(m-04).20181001_123030.log

lo_Highs	lo_Lows	lenOf_LO_BarDatas
91	79	497
0.183	0.159	1.000

[20181001_123032 / libfx.py:7082]
<highs>
datetime(local)	start	current	diff
2018.04.30 13:00	132.3670	132.3160	-0.0510
2018.04.30 09:00	132.2430	132.2430	0.0000
2018.04.28 03:00	132.2780	132.0730	-0.2050
2018.04.27 23:00	132.1160	131.9500	-0.1660
2018.04.27 21:00	131.9070	131.9070	0.0000
2018.04.27 18:00	132.0610	132.0350	-0.0260
2018.04.27 11:00	132.1820	132.1810	-0.0010
2018.04.27 06:00	132.2780	132.3060	0.0280
2018.04.26 13:00	133.0970	133.0970	0.0000
2018.04.25 23:00	132.9790	132.9800	0.0010
2018.04.25 21:00	133.0010	133.0000	-0.0010
2018.04.25 14:00	133.2070	133.2070	0.0000
2018.04.25 11:00	133.1330	133.1170	-0.0160
2018.04.25 09:00	133.1420	133.1390	-0.0030
2018.04.25 04:00	133.1260	132.9870	-0.1390
2018.04.24 18:00	132.9630	132.7930	-0.1700
2018.04.24 12:00	132.8440	132.7620	-0.0820
2018.04.24 10:00	132.7470	132.7480	0.0010
2018.04.24 08:00	132.6880	132.6870	-0.0010
2018.04.24 06:00	132.7140	132.6800	-0.0340
2018.04.24 04:00	132.5810	132.5800	-0.0010
2018.04.23 20:00	132.5260	132.3410	-0.1850
2018.04.23 18:00	132.1740	132.1720	-0.0020
2018.04.21 04:00	132.2020	132.1490	-0.0530
2018.04.20 06:00	132.6210	132.5310	-0.0900
2018.04.20 02:00	132.5100	132.4290	-0.0810
2018.04.19 18:00	132.8170	132.7640	-0.0530
2018.04.19 07:00	132.9190	132.7030	-0.2160
2018.04.19 05:00	132.6830	132.6830	0.0000
2018.04.19 03:00	132.7620	132.7610	-0.0010
2018.04.18 18:00	132.6670	132.5930	-0.0740
2018.04.18 16:00	132.6630	132.6620	-0.0010
2018.04.18 09:00	132.7340	132.4110	-0.3230
2018.04.18 06:00	132.4090	132.3750	-0.0340
2018.04.18 02:00	132.3410	132.1330	-0.2080
2018.04.17 15:00	132.5640	132.5570	-0.0070
2018.04.17 11:00	132.4710	132.4730	0.0020
2018.04.17 09:00	132.5810	132.5720	-0.0090
2018.04.17 03:00	132.5870	132.5090	-0.0780
2018.04.16 16:00	132.5840	132.1700	-0.4140
2018.04.14 06:00	132.5800	132.3520	-0.2280
2018.04.14 04:00	132.4650	132.4660	0.0010
2018.04.14 01:00	132.5420	132.4870	-0.0550
2018.04.13 21:00	132.5840	132.5880	0.0040
2018.04.13 13:00	132.4860	132.3710	-0.1150
2018.04.13 08:00	132.3710	132.2210	-0.1500
2018.04.13 00:00	132.1150	132.1140	-0.0010
2018.04.12 21:00	132.0660	132.0530	-0.0130
2018.04.12 18:00	131.9430	131.8840	-0.0590
2018.04.12 16:00	132.1290	132.1280	-0.0010
2018.04.12 14:00	132.1210	132.1210	0.0000
2018.04.12 12:00	132.1520	132.1530	0.0010
2018.04.12 06:00	132.1090	132.0700	-0.0390
2018.04.12 00:00	132.1460	132.1460	0.0000
2018.04.11 22:00	132.2120	132.2120	0.0000
2018.04.11 14:00	132.3220	132.3250	0.0030
2018.04.10 22:00	132.2670	132.2400	-0.0270
2018.04.10 17:00	131.9350	131.8090	-0.1260
2018.04.10 15:00	131.8680	131.8700	0.0020
2018.04.10 13:00	131.8750	131.8740	-0.0010
2018.04.10 10:00	131.7000	131.4890	-0.2110
2018.04.10 08:00	131.5160	131.5130	-0.0030
2018.04.10 05:00	131.5010	131.4460	-0.0550
2018.04.09 19:00	131.5250	131.4350	-0.0900
2018.04.09 11:00	131.3880	131.1980	-0.1900
2018.04.07 03:00	131.2600	131.2330	-0.0270
2018.04.07 00:00	131.3830	131.3450	-0.0380
2018.04.06 21:00	131.3270	131.2560	-0.0710
2018.04.06 19:00	131.4010	131.4010	0.0000
2018.04.06 17:00	131.3200	131.3200	0.0000
2018.04.06 15:00	131.2880	131.2850	-0.0030
2018.04.06 13:00	131.2720	131.2720	0.0000
2018.04.06 09:00	131.3360	131.1880	-0.1480
2018.04.06 03:00	131.3800	131.3790	-0.0010
2018.04.05 22:00	131.4360	131.1720	-0.2640
2018.04.05 17:00	131.2210	131.2230	0.0020
2018.04.05 15:00	131.2180	131.2180	0.0000
2018.04.05 06:00	131.2950	131.1020	-0.1930
2018.04.05 03:00	131.0720	130.9050	-0.1670
2018.04.05 01:00	130.9720	130.9730	0.0010
2018.04.04 19:00	130.7330	130.3470	-0.3860
2018.04.04 12:00	130.7690	130.7690	0.0000
2018.04.04 01:00	130.7410	130.5030	-0.2380
2018.04.03 23:00	130.5030	130.5040	0.0010
2018.04.03 09:00	130.4520	130.0550	-0.3970
2018.04.03 03:00	130.0180	130.0210	0.0030
2018.04.03 01:00	130.2460	130.2460	0.0000
2018.04.02 20:00	131.0310	131.0280	-0.0030
2018.04.02 18:00	131.0380	131.0370	-0.0010
2018.04.02 15:00	131.0250	130.9450	-0.0800
2018.04.02 09:00	130.9040	130.9060	0.0020

<lows>
datetime(local)	start	current	diff
2018.04.30 22:00	132.1310	132.1320	0.0010
2018.04.30 19:00	132.1630	132.3880	0.2250
2018.04.30 16:00	132.3820	132.5080	0.1260
2018.04.30 11:00	132.3570	132.3580	0.0010
2018.04.27 15:00	132.1280	132.2570	0.1290
2018.04.27 13:00	132.2650	132.2650	0.0000
2018.04.27 08:00	132.3440	132.3590	0.0150
2018.04.27 02:00	132.3800	132.4210	0.0410
2018.04.26 22:00	132.4980	133.1890	0.6910
2018.04.26 18:00	133.0640	133.1110	0.0470
2018.04.26 15:00	133.1210	133.1450	0.0240
2018.04.26 10:00	133.1600	133.1870	0.0270
2018.04.26 08:00	133.1430	133.1430	0.0000
2018.04.26 03:00	133.0680	133.1630	0.0950
2018.04.26 01:00	133.1320	133.1340	0.0020
2018.04.25 19:00	133.1460	133.1460	0.0000
2018.04.25 16:00	133.1520	133.3310	0.1790
2018.04.24 23:00	133.0780	133.4370	0.3590
2018.04.24 15:00	132.8380	132.9060	0.0680
2018.04.24 02:00	132.7470	132.7450	-0.0020
2018.04.23 16:00	132.3640	132.3650	0.0010
2018.04.23 14:00	132.2970	132.2980	0.0010
2018.04.23 11:00	132.3410	132.3510	0.0100
2018.04.23 09:00	132.4090	132.4110	0.0020
2018.04.23 07:00	132.3590	132.3580	-0.0010
2018.04.21 02:00	132.2010	132.2020	0.0010
2018.04.21 00:00	132.2410	132.2410	0.0000
2018.04.20 14:00	132.3620	132.8440	0.4820
2018.04.20 11:00	132.8220	132.9520	0.1300
2018.04.19 21:00	132.7470	132.9200	0.1730
2018.04.19 16:00	132.9340	132.9340	0.0000
2018.04.19 14:00	132.9790	132.9800	0.0010
2018.04.19 12:00	132.9640	132.9640	0.0000
2018.04.19 01:00	132.7950	132.7940	-0.0010
2018.04.18 22:00	132.7510	132.8680	0.1170
2018.04.18 13:00	132.8690	132.8800	0.0110
2018.04.17 23:00	132.2800	132.3180	0.0380
2018.04.17 20:00	132.4460	132.4700	0.0240
2018.04.17 17:00	132.4830	132.7000	0.2170
2018.04.17 13:00	132.5690	132.5690	0.0000
2018.04.17 07:00	132.6330	132.6300	-0.0030
2018.04.17 01:00	132.7090	132.7090	0.0000
2018.04.16 22:00	132.8260	132.8620	0.0360
2018.04.16 13:00	132.2480	132.3240	0.0760
2018.04.16 10:00	132.4650	132.6090	0.1440
2018.04.13 23:00	132.6720	132.6720	0.0000
2018.04.13 17:00	132.7120	132.8450	0.1330
2018.04.13 06:00	132.2910	132.3180	0.0270
2018.04.13 04:00	132.1980	132.1950	-0.0030
2018.04.13 02:00	132.2450	132.2460	0.0010
2018.04.12 10:00	132.2340	132.2350	0.0010
2018.04.12 04:00	132.1940	132.1920	-0.0020
2018.04.12 02:00	132.2430	132.2430	0.0000
2018.04.11 19:00	132.2840	132.3860	0.1020
2018.04.11 16:00	132.4320	132.4930	0.0610
2018.04.11 12:00	132.3810	132.3800	-0.0010
2018.04.11 08:00	132.3810	132.4750	0.0940
2018.04.11 06:00	132.4490	132.4500	0.0010
2018.04.11 03:00	132.4690	132.4990	0.0300
2018.04.11 01:00	132.3750	132.3750	0.0000
2018.04.10 01:00	131.6920	131.8950	0.2030
2018.04.09 23:00	131.8690	131.8670	-0.0020
2018.04.09 17:00	131.5240	131.5240	0.0000
2018.04.09 09:00	131.2440	131.2470	0.0030
2018.04.07 06:00	131.2570	131.3280	0.0710
2018.04.06 07:00	131.4570	131.4570	0.0000
2018.04.06 05:00	131.4810	131.4820	0.0010
2018.04.05 19:00	131.3900	131.4150	0.0250
2018.04.05 12:00	131.3430	131.3630	0.0200
2018.04.04 16:00	130.5740	130.8190	0.2450
2018.04.04 14:00	130.8280	130.8280	0.0000
2018.04.04 10:00	130.7960	130.7950	-0.0010
2018.04.04 06:00	130.7060	130.7920	0.0860
2018.04.03 21:00	130.7060	130.7080	0.0020
2018.04.03 19:00	130.7090	130.7090	0.0000
2018.04.03 17:00	130.6860	130.6870	0.0010
2018.04.03 05:00	130.1980	130.3130	0.1150
2018.04.02 22:00	131.0390	131.2890	0.2500
2018.04.02 11:00	131.0150	131.0740	0.0590

