Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
849;131.23;131.324;131.225;131.311;56.6756587806;46.5429405663;131.3390011557;131.5034023114;131.1746;131.0101988443;130.8457976886;0.081;0.099;2018.07.13 23:00;2018.07.14 06:00;1
850;131.168;131.248;131.111;131.228;54.0436451653;48.2916912922;131.3574299574;131.5321099147;131.18275;131.0080700427;130.8333900853;0.06;0.137;2018.07.13 22:00;2018.07.14 05:00;2
851;131.207;131.232;131.144;131.169;52.0776058643;48.0063599607;131.375626818;131.5583536359;131.1929;131.010173182;130.8274463641;-0.038;0.088;2018.07.13 21:00;2018.07.14 04:00;3
852;131.26;131.273;131.166;131.205;53.4018780147;50.743409577;131.387815769;131.573631538;131.202;131.016184231;130.8303684621;-0.055;0.107;2018.07.13 20:00;2018.07.14 03:00;4
853;131.134;131.302;131.118;131.26;55.4483150308;49.9446856533;131.3942460136;131.5814420272;131.20705;131.0198539864;130.8326579728;0.126;0.184;2018.07.13 19:00;2018.07.14 02:00;5
854;131.142;131.285;131.088;131.13;51.2537457724;48.7528543377;131.3988654487;131.5874808975;131.21025;131.0216345513;130.8330191025;-0.012;0.197;2018.07.13 18:00;2018.07.14 01:00;6
855;130.985;131.188;130.928;131.144;51.7522406291;46.4623440666;131.410204694;131.5998093881;131.2206;131.030995306;130.8413906119;0.159;0.26;2018.07.13 17:00;2018.07.14 00:00;7
856;131.028;131.089;130.943;130.985;46.0956961416;39.3142653957;131.415054546;131.603959092;131.22615;131.037245454;130.848340908;-0.043;0.146;2018.07.13 16:00;2018.07.13 23:00;8
857;130.954;131.047;130.929;131.025;47.4245075871;32.8347226469;131.4247452298;131.6063404597;131.24315;131.0615547702;130.8799595403;0.071;0.118;2018.07.13 15:00;2018.07.13 22:00;9
858;130.904;130.986;130.864;130.959;44.9363641322;26.8326741065;131.4362031933;131.6123563865;131.26005;131.0838968067;130.9077436135;0.055;0.122;2018.07.13 14:00;2018.07.13 21:00;10
859;130.868;130.976;130.849;130.904;42.7930633676;27.5295733081;131.449093021;131.614586042;131.2836;131.118106979;130.952613958;0.036;0.127;2018.07.13 13:00;2018.07.13 20:00;11
860;131.07;131.07;130.804;130.867;41.3336788675;35.067108148;131.4464125748;131.5873751496;131.30545;131.1644874252;131.0235248504;-0.203;0.266;2018.07.13 12:00;2018.07.13 19:00;12
861;131.184;131.207;130.941;131.069;47.6364857861;42.5493613131;131.4286493807;131.5275487614;131.32975;131.2308506193;131.1319512386;-0.115;0.266;2018.07.13 11:00;2018.07.13 18:00;13
862;131.157;131.219;131.038;131.186;51.9995063552;50.1593648757;131.4205554627;131.4999609253;131.34115;131.2617445373;131.1823390747;0.029;0.181;2018.07.13 10:00;2018.07.13 17:00;14
863;131.301;131.305;131.157;131.158;50.9787365373;50.8062934375;131.4256723686;131.5141447371;131.3372;131.2487276314;131.1602552629;-0.143;0.148;2018.07.13 09:00;2018.07.13 16:00;15
864;131.345;131.359;131.259;131.303;56.9353234811;56.8234673912;131.4237885488;131.5023770976;131.3452;131.2666114512;131.1880229024;-0.042;0.1;2018.07.13 08:00;2018.07.13 15:00;16
865;131.372;131.414;131.311;131.344;58.7802510209;61.3233791514;131.4234938683;131.5025877366;131.3444;131.2653061317;131.1862122634;-0.028;0.103;2018.07.13 07:00;2018.07.13 14:00;17
866;131.402;131.46;131.351;131.372;60.0425268381;60.0174232232;131.4225867123;131.5083734245;131.3368;131.2510132877;131.1652265755;-0.03;0.109;2018.07.13 06:00;2018.07.13 13:00;18
867;131.472;131.48;131.371;131.402;61.3842616589;65.5603225341;131.4182567405;131.504863481;131.33165;131.2450432595;131.158436519;-0.07;0.109;2018.07.13 05:00;2018.07.13 12:00;19
868;131.474;131.519;131.432;131.471;64.5353214871;70.392585841;131.4116279562;131.5028559125;131.3204;131.2291720438;131.1379440875;-0.003;0.087;2018.07.13 04:00;2018.07.13 11:00;20
869;131.434;131.53;131.398;131.474;64.6724458642;70.2275035029;131.3960120907;131.4878241814;131.3042;131.2123879093;131.1205758186;0.04;0.132;2018.07.13 03:00;2018.07.13 10:00;21
870;131.348;131.45;131.293;131.431;63.6198729066;66.7209859074;131.3801353199;131.4759206397;131.28435;131.1885646801;131.0927793603;0.083;0.157;2018.07.13 02:00;2018.07.13 09:00;22
871;131.3;131.371;131.284;131.351;61.5975883129;67.2322980559;131.3661083162;131.4653166324;131.2669;131.1676916838;131.0684833676;0.051;0.087;2018.07.13 01:00;2018.07.13 08:00;23
872;131.326;131.331;131.219;131.306;60.421936454;67.8678196306;131.3601219187;131.4689438375;131.2513;131.1424780813;131.0336561625;-0.02;0.112;2018.07.13 00:00;2018.07.13 07:00;24
873;131.335;131.356;131.293;131.324;61.133117835;72.6449855113;131.3549252979;131.4713505959;131.2385;131.1220747021;131.0056494041;-0.011;0.063;2018.07.12 23:00;2018.07.13 06:00;25
874;131.253;131.337;131.229;131.337;61.630829944;73.6908881465;131.3532676;131.4892851999;131.21725;131.0812324;130.9452148001;0.084;0.108;2018.07.12 22:00;2018.07.13 05:00;26
875;131.326;131.393;131.246;131.255;59.6629438048;74.0871243533;131.355487042;131.5235240841;131.18745;131.019412958;130.8513759159;-0.071;0.147;2018.07.12 21:00;2018.07.13 04:00;27
876;131.363;131.411;131.311;131.325;62.2522313179;78.8977480032;131.3566381237;131.5529262474;131.16035;130.9640618763;130.7677737526;-0.038;0.1;2018.07.12 20:00;2018.07.13 03:00;28
877;131.431;131.438;131.289;131.363;63.6774127999;78.3049393392;131.3467004684;131.5655509367;131.12785;130.9089995316;130.6901490633;-0.068;0.149;2018.07.12 19:00;2018.07.13 02:00;29
878;131.342;131.474;131.32;131.43;66.2166134779;81.8001058175;131.3234792349;131.5492084699;131.09775;130.8720207651;130.6462915302;0.088;0.154;2018.07.12 18:00;2018.07.13 01:00;30
879;131.354;131.442;131.288;131.341;64.4265153689;77.0073675181;131.2879468003;131.5117936006;131.0641;130.8402531997;130.6164063994;-0.013;0.154;2018.07.12 17:00;2018.07.13 00:00;31
880;131.299;131.37;131.211;131.353;64.8667769776;77.0571692252;131.2584834004;131.4800168008;131.03695;130.8154165996;130.5938831992;0.054;0.159;2018.07.12 16:00;2018.07.12 23:00;32
881;131.107;131.43;131.09;131.297;63.769149191;70.6437769978;131.2243429742;131.4422859484;131.0064;130.7884570258;130.5705140516;0.19;0.34;2018.07.12 15:00;2018.07.12 22:00;33
882;131.32;131.334;131.101;131.107;59.7121972655;70.4057049608;131.1952038406;131.4035076812;130.9869;130.7785961594;130.5702923188;-0.213;0.233;2018.07.12 14:00;2018.07.12 21:00;34
883;131.283;131.471;131.247;131.318;67.7111677034;76.2879092184;131.1815933528;131.3948367055;130.96835;130.7551066472;130.5418632945;0.035;0.224;2018.07.12 13:00;2018.07.12 20:00;35
884;131.192;131.351;131.187;131.287;67.0959580618;69.6002002072;131.1509184854;131.3771869709;130.92465;130.6983815146;130.4721130291;0.095;0.164;2018.07.12 12:00;2018.07.12 19:00;36
885;131.269;131.342;131.162;131.192;65.1635906927;70.1808834914;131.1107799627;131.3303599253;130.8912;130.6716200373;130.4520400747;-0.077;0.18;2018.07.12 11:00;2018.07.12 18:00;37
886;131.175;131.393;131.096;131.269;68.2498534153;75.5455313255;131.0786105793;131.2960211586;130.8612;130.6437894207;130.4263788414;0.094;0.297;2018.07.12 10:00;2018.07.12 17:00;38
887;131.142;131.19;131.027;131.177;66.4460366485;70.7899360877;131.0478070951;131.2874141901;130.8082;130.5685929049;130.3289858099;0.035;0.163;2018.07.12 09:00;2018.07.12 16:00;39
888;131.081;131.175;131.047;131.147;65.8449196225;71.0335901077;131.0126337505;131.261017501;130.76425;130.5158662495;130.2674824991;0.066;0.128;2018.07.12 08:00;2018.07.12 15:00;40
889;131.082;131.129;131.062;131.077;64.4324824177;65.5815126919;130.9808413386;131.2476826773;130.714;130.4471586614;130.1803173227;-0.005;0.067;2018.07.12 07:00;2018.07.12 14:00;41
890;131.036;131.178;131.034;131.082;64.6137978104;63.6256356685;130.9476005805;131.2275511609;130.66765;130.3876994195;130.1077488391;0.046;0.144;2018.07.12 06:00;2018.07.12 13:00;42
891;131.051;131.118;131.03;131.039;63.7811005864;59.0522303677;130.9031225442;131.1801450884;130.6261;130.3490774558;130.0720549116;-0.012;0.088;2018.07.12 05:00;2018.07.12 12:00;43
892;130.904;131.178;130.833;131.05;64.1479465592;54.5525883715;130.8591723398;131.1346446796;130.5837;130.3082276602;130.0327553204;0.146;0.345;2018.07.12 04:00;2018.07.12 11:00;44
893;130.741;130.936;130.718;130.899;61.2407457809;53.9537472583;130.8062634097;131.0679268195;130.5446;130.2829365903;130.0212731805;0.158;0.218;2018.07.12 03:00;2018.07.12 10:00;45
894;130.713;130.75;130.675;130.741;57.8426293751;49.7814993387;130.7683378836;131.0271757673;130.5095;130.2506621164;129.9918242327;0.028;0.075;2018.07.12 02:00;2018.07.12 09:00;46
895;130.67;130.755;130.67;130.713;57.2110631665;46.0124180681;130.7443520955;131.001454191;130.48725;130.2301479045;129.973045809;0.043;0.085;2018.07.12 01:00;2018.07.12 08:00;47
896;130.759;130.765;130.662;130.675;56.3683175546;46.9678624043;130.7211061238;130.9762622476;130.46595;130.2107938762;129.9556377525;-0.084;0.103;2018.07.12 00:00;2018.07.12 07:00;48
897;130.774;130.822;130.743;130.761;58.8607851147;52.0079128597;130.6989225312;130.9552450624;130.4426;130.1862774688;129.9299549376;-0.013;0.079;2018.07.11 23:00;2018.07.12 06:00;49
898;130.798;130.83;130.693;130.757;58.7802500633;48.5187025266;130.6677608013;130.9319716025;130.40355;130.1393391987;129.8751283975;-0.041;0.137;2018.07.11 22:00;2018.07.12 05:00;50
899;130.741;130.904;130.722;130.798;59.9225139242;48.2871669686;130.6306758395;130.8953516789;130.366;130.1013241605;129.8366483211;0.057;0.182;2018.07.11 21:00;2018.07.12 04:00;51
900;130.905;130.917;130.675;130.742;58.885810541;42.9104470423;130.582137579;130.8342251581;130.33005;130.077962421;129.8258748419;-0.163;0.242;2018.07.11 20:00;2018.07.12 03:00;52
901;130.732;130.958;130.698;130.907;63.4822994412;43.7137747743;130.5413255656;130.7750511311;130.3076;130.0738744344;129.8401488689;0.175;0.26;2018.07.11 19:00;2018.07.12 02:00;53
902;130.445;130.778;130.399;130.736;60.4422328284;39.680750893;130.4736527145;130.6647554291;130.28255;130.0914472855;129.9003445709;0.291;0.379;2018.07.11 18:00;2018.07.12 01:00;54
903;130.616;130.664;130.369;130.444;54.2659087313;37.1807249947;130.4690005456;130.6568510913;130.28115;130.0932994544;129.9054489087;-0.172;0.295;2018.07.11 17:00;2018.07.12 00:00;55
904;130.592;130.746;130.514;130.618;59.5273517506;41.6016905644;130.5037355435;130.7123710869;130.2951;130.0864644565;129.8778289131;0.026;0.232;2018.07.11 16:00;2018.07.11 23:00;56
905;130.207;130.693;130.16;130.592;58.9625370391;39.2873816235;130.5050192923;130.7144385847;130.2956;130.0861807077;129.8767614153;0.385;0.533;2018.07.11 15:00;2018.07.11 22:00;57
906;130.298;130.322;130.143;130.209;49.0030317363;36.7301516111;130.5011456744;130.7083413488;130.29395;130.0867543256;129.8795586512;-0.089;0.179;2018.07.11 14:00;2018.07.11 21:00;58
907;130.145;130.344;130.121;130.298;51.777050595;41.250501762;130.5173572337;130.7273144675;130.3074;130.0974427663;129.8874855325;0.153;0.223;2018.07.11 13:00;2018.07.11 20:00;59
908;130.149;130.215;130.056;130.142;46.7582878005;41.3249562405;130.5215751114;130.7320002228;130.31115;130.1007248886;129.8902997772;-0.007;0.159;2018.07.11 12:00;2018.07.11 19:00;60
909;130.248;130.335;130.081;130.15;46.9965735608;46.8741128063;130.5251735732;130.7321471464;130.3182;130.1112264268;129.9042528536;-0.098;0.254;2018.07.11 11:00;2018.07.11 18:00;61
910;130.186;130.319;130.104;130.251;50.0560796012;53.125037576;130.5287464066;130.7322428132;130.32525;130.1217535934;129.9182571868;0.065;0.215;2018.07.11 10:00;2018.07.11 17:00;62
911;130.268;130.375;130.173;130.191;48.1511554679;53.6638474796;130.5281305274;130.7320610548;130.3242;130.1202694726;129.9163389452;-0.077;0.202;2018.07.11 09:00;2018.07.11 16:00;63
912;130.195;130.317;130.16;130.268;50.4994058557;53.8763719986;130.5305112525;130.7324725049;130.32855;130.1265887475;129.9246274951;0.073;0.157;2018.07.11 08:00;2018.07.11 15:00;64
913;130.299;130.329;130.144;130.197;48.2903828401;48.6768683621;130.537717375;130.7398847499;130.33555;130.133382625;129.9312152501;-0.102;0.185;2018.07.11 07:00;2018.07.11 14:00;65
914;130.291;130.324;130.206;130.296;51.3243712541;47.9474399885;130.541825806;130.741501612;130.34215;130.142474194;129.942798388;0.005;0.118;2018.07.11 06:00;2018.07.11 13:00;66
915;130.207;130.413;130.197;130.287;51.0588136866;53.7090881023;130.5515583249;130.7526166497;130.3505;130.1494416751;129.9483833503;0.08;0.216;2018.07.11 05:00;2018.07.11 12:00;67
916;129.986;130.224;129.908;130.208;48.7261550701;47.5529677141;130.5620045004;130.7642090009;130.3598;130.1575954996;129.9553909991;0.222;0.316;2018.07.11 04:00;2018.07.11 11:00;68
917;130.004;130.15;129.973;129.98;41.0184674261;46.0351445491;130.5754944582;130.7766889163;130.3743;130.1731055418;129.9719110837;-0.024;0.177;2018.07.11 03:00;2018.07.11 10:00;69
918;130.08;130.197;129.96;130.006;41.6975154749;50.5478666065;130.5821699204;130.7635898407;130.40075;130.2193300797;130.0379101593;-0.074;0.237;2018.07.11 02:00;2018.07.11 09:00;70
919;130.295;130.316;130.008;130.079;43.6237872445;55.1248767261;130.583141226;130.741132452;130.42515;130.267158774;130.109167548;-0.216;0.308;2018.07.11 01:00;2018.07.11 08:00;71
920;130.338;130.364;130.16;130.293;50.0648038511;60.285169225;130.5834093508;130.7205687015;130.44625;130.3090906492;130.1719312985;-0.045;0.204;2018.07.11 00:00;2018.07.11 07:00;72
921;130.704;130.741;130.314;130.406;54.0695210236;60.1640556658;130.5853128382;130.7181256765;130.4525;130.3196871618;130.1868743235;-0.298;0.427;2018.07.10 23:00;2018.07.11 06:00;73
922;130.724;130.729;130.662;130.708;67.849083231;64.6907312029;130.5937786816;130.7278073633;130.45975;130.3257213184;130.1916926367;-0.016;0.067;2018.07.10 22:00;2018.07.11 05:00;74
923;130.628;130.728;130.62;130.723;68.6749099256;64.7203399809;130.567637999;130.688975998;130.4463;130.324962001;130.203624002;0.095;0.108;2018.07.10 21:00;2018.07.11 04:00;75
924;130.562;130.697;130.561;130.628;66.1996421801;64.4846934445;130.5328613537;130.6419727073;130.42375;130.3146386463;130.2055272927;0.066;0.136;2018.07.10 20:00;2018.07.11 03:00;76
925;130.475;130.633;130.415;130.559;64.2504743801;64.7246634458;130.5107478538;130.6184957076;130.403;130.2952521462;130.1875042924;0.084;0.218;2018.07.10 19:00;2018.07.11 02:00;77
926;130.375;130.569;130.36;130.478;61.7933543374;64.1123146227;130.4945591628;130.6030183256;130.3861;130.2776408372;130.1691816744;0.103;0.209;2018.07.10 18:00;2018.07.11 01:00;78
927;130.285;130.416;130.233;130.373;58.2604512326;60.2550676681;130.4860859939;130.6006719878;130.3715;130.2569140061;130.1423280122;0.088;0.183;2018.07.10 17:00;2018.07.11 00:00;79
928;130.292;130.341;130.238;130.283;54.8617384905;59.2002217121;130.4835241405;130.604598281;130.36245;130.2413758595;130.120301719;-0.009;0.103;2018.07.10 16:00;2018.07.10 23:00;80
929;130.236;130.326;130.095;130.291;55.2415812869;58.8882088312;130.4838;130.6105;130.3571;130.2304;130.1037;0.055;0.231;2018.07.10 15:00;2018.07.10 22:00;81
930;130.278;130.311;130.158;130.23;52.878281002;57.8401590538;130.4834317903;130.6155635805;130.3513;130.2191682097;130.0870364195;-0.048;0.153;2018.07.10 14:00;2018.07.10 21:00;82
931;130.408;130.443;130.271;130.278;55.051212675;57.692091921;130.4848764104;130.6238028208;130.34595;130.2070235896;130.0680971792;-0.13;0.172;2018.07.10 13:00;2018.07.10 20:00;83
932;130.332;130.418;130.22;130.408;61.559882556;56.4648301834;130.483917005;130.6263840099;130.34145;130.198982995;130.0565159901;0.076;0.198;2018.07.10 12:00;2018.07.10 19:00;84
933;130.464;130.493;130.263;130.329;58.7439632583;63.1903602962;130.4760221773;130.6235943545;130.32845;130.1808778227;130.0333056455;-0.135;0.23;2018.07.10 11:00;2018.07.10 18:00;85
934;130.471;130.598;130.418;130.463;66.6063098345;69.3300529298;130.4721967384;130.6254934768;130.3189;130.1656032616;130.0123065232;-0.008;0.18;2018.07.10 10:00;2018.07.10 17:00;86
935;130.498;130.507;130.339;130.473;67.2443730319;68.4575307891;130.4570260108;130.6113020215;130.30275;130.1484739892;129.9941979785;-0.025;0.168;2018.07.10 09:00;2018.07.10 16:00;87
936;130.51;130.597;130.47;130.498;68.8099085209;69.3469615945;130.4407148061;130.6011296121;130.2803;130.119885194;129.9594703879;-0.012;0.127;2018.07.10 08:00;2018.07.10 15:00;88
937;130.496;130.535;130.459;130.509;69.4861180711;62.9665530289;130.418978496;130.583006992;130.25495;130.090921504;129.926893008;0.013;0.076;2018.07.10 07:00;2018.07.10 14:00;89
938;130.501;130.539;130.468;130.494;69.0926456202;64.3536275421;130.3909658106;130.5502816212;130.23165;130.0723341894;129.9130183788;-0.007;0.071;2018.07.10 06:00;2018.07.10 13:00;90
939;130.419;130.515;130.391;130.501;69.4899002281;58.0763455588;130.3634708868;130.5230917736;130.20385;130.0442291132;129.8846082264;0.082;0.124;2018.07.10 05:00;2018.07.10 12:00;91
940;130.548;130.575;130.406;130.418;67.3770744675;59.7946368233;130.3288987529;130.4792475058;130.17855;130.0282012471;129.8778524942;-0.13;0.169;2018.07.10 04:00;2018.07.10 11:00;92
941;130.446;130.572;130.405;130.551;75.3168731534;64.8192075878;130.3022862691;130.4475725383;130.157;130.0117137309;129.8664274617;0.105;0.167;2018.07.10 03:00;2018.07.10 10:00;93
942;130.271;130.47;130.257;130.439;72.7477188495;59.4188113879;130.2493873044;130.3744246089;130.12435;129.9993126956;129.8742753911;0.168;0.213;2018.07.10 02:00;2018.07.10 09:00;94
943;130.214;130.296;130.213;130.272;68.0348059593;54.8094624213;130.2080744588;130.3171989175;130.09895;129.9898255412;129.8807010825;0.058;0.083;2018.07.10 01:00;2018.07.10 08:00;95
944;130.243;130.246;130.182;130.213;66.0651439469;56.4147206501;130.1904709537;130.3011419075;130.0798;129.9691290463;129.8584580925;-0.03;0.064;2018.07.10 00:00;2018.07.10 07:00;96
945;130.189;130.238;130.177;130.221;66.5937221305;57.8455163651;130.1768790647;130.2893581294;130.0644;129.9519209353;129.8394418706;0.032;0.061;2018.07.09 23:00;2018.07.10 06:00;97
946;130.19;130.216;130.126;130.186;65.4446321666;59.2251352906;130.1616617559;130.2776735117;130.04565;129.9296382441;129.8136264883;-0.004;0.09;2018.07.09 22:00;2018.07.10 05:00;98
947;130.178;130.231;130.156;130.192;65.8133095396;62.8652446385;130.149926818;130.2742036361;130.02565;129.901373182;129.7770963639;0.014;0.075;2018.07.09 21:00;2018.07.10 04:00;99
948;130.183;130.199;130.067;130.176;65.3183559626;63.8370215464;130.1363332108;130.2701164217;130.00255;129.8687667892;129.7349835783;-0.007;0.132;2018.07.09 20:00;2018.07.10 03:00;100
949;130.122;130.198;130.053;130.175;65.2885169671;61.7099253669;130.1214047209;130.2638594418;129.97895;129.8364952791;129.6940405582;0.053;0.145;2018.07.09 19:00;2018.07.10 02:00;101
950;130.185;130.217;130.009;130.123;63.7477148775;60.8096101257;130.1022186891;130.2488373782;129.9556;129.8089813109;129.6623626218;-0.062;0.208;2018.07.09 18:00;2018.07.10 01:00;102
951;130.145;130.198;130.033;130.188;67.2949483343;62.4042933239;130.0869161036;130.2410822072;129.93275;129.7785838964;129.6244177928;0.043;0.165;2018.07.09 17:00;2018.07.10 00:00;103
952;130.138;130.257;130.104;130.148;66.1952511734;65.3660159935;130.0586138966;130.2084777932;129.90875;129.7588861034;129.6090222068;0.01;0.153;2018.07.09 16:00;2018.07.09 23:00;104
953;130.142;130.217;130.106;130.138;65.9231178467;64.1859704814;130.0320830111;130.1773160221;129.88685;129.7416169889;129.5963839779;-0.004;0.111;2018.07.09 15:00;2018.07.09 22:00;105
954;130.026;130.175;129.975;130.14;66.0241036052;60.191747932;130.0034904487;130.1393308974;129.86765;129.7318095513;129.5959691026;0.114;0.2;2018.07.09 14:00;2018.07.09 21:00;106
955;129.99;130.035;129.931;130.024;62.8919573083;54.8942404474;129.9711763074;130.0981026147;129.84425;129.7173236926;129.5903973853;0.034;0.104;2018.07.09 13:00;2018.07.09 20:00;107
956;130.044;130.1;129.906;129.991;61.9438096385;53.2558181026;129.956097191;130.076244382;129.83595;129.715802809;129.595655618;-0.053;0.194;2018.07.09 12:00;2018.07.09 19:00;108
957;129.941;130.098;129.918;130.043;64.4073304911;59.963375282;129.9413205813;130.0562411625;129.8264;129.7114794187;129.5965588375;0.102;0.18;2018.07.09 11:00;2018.07.09 18:00;109
