Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
596;129.693;129.839;129.674;129.773;62.3018728362;77.1010820308;129.5687603025;129.6933706051;129.44415;129.3195396975;129.1949293949;0.08;0.165;2018.07.30 12:00;2018.07.30 19:00;29
597;129.559;129.714;129.538;129.694;59.6849161334;77.8470141621;129.5234338874;129.6262177747;129.42065;129.3178661126;129.2150822253;0.135;0.176;2018.07.30 11:00;2018.07.30 18:00;30
598;129.512;129.614;129.442;129.561;54.6498700069;70.0277760749;129.4908667818;129.5873335637;129.3944;129.2979332182;129.2014664363;0.049;0.172;2018.07.30 10:00;2018.07.30 17:00;31
599;129.526;129.539;129.441;129.507;52.3546621554;68.9007509395;129.4721697376;129.5653394752;129.379;129.2858302624;129.1926605248;-0.019;0.098;2018.07.30 09:00;2018.07.30 16:00;32
600;129.466;129.557;129.444;129.527;53.3038716647;68.7526135747;129.4584862937;129.5507725873;129.3662;129.2739137063;129.1816274127;0.061;0.113;2018.07.30 08:00;2018.07.30 15:00;33
601;129.499;129.546;129.43;129.461;50.4897739512;69.33197805;129.4400731126;129.5269962252;129.35315;129.2662268874;129.1793037748;-0.038;0.116;2018.07.30 07:00;2018.07.30 14:00;34
602;129.423;129.517;129.413;129.498;52.1639859993;63.2707597263;129.428620821;129.513641642;129.3436;129.258579179;129.173558358;0.075;0.104;2018.07.30 06:00;2018.07.30 13:00;35
603;129.478;129.541;129.416;129.423;48.9011013479;57.2313345055;129.4116221904;129.4891443807;129.3341;129.2565778096;129.1790556193;-0.055;0.125;2018.07.30 05:00;2018.07.30 12:00;36
604;129.446;129.537;129.38;129.478;51.3407894631;56.9677689161;129.4028665484;129.4780330968;129.3277;129.2525334516;129.1773669032;0.032;0.157;2018.07.30 04:00;2018.07.30 11:00;37
605;129.351;129.497;129.311;129.445;49.9165440986;56.8951794535;129.3927361399;129.4617222798;129.32375;129.2547638601;129.1857777202;0.094;0.186;2018.07.30 03:00;2018.07.30 10:00;38
606;129.385;129.396;129.309;129.35;45.5585928375;55.9453377871;129.379896598;129.443093196;129.3167;129.253503402;129.190306804;-0.035;0.087;2018.07.30 02:00;2018.07.30 09:00;39
607;129.348;129.428;129.338;129.385;46.9896545982;60.5578750637;129.3768689112;129.4397378225;129.314;129.2511310888;129.1882621775;0.037;0.09;2018.07.30 01:00;2018.07.30 08:00;40
608;129.274;129.4;129.265;129.346;45.1663666244;60.1609453527;129.371452037;129.432204074;129.3107;129.249947963;129.189195926;0.072;0.135;2018.07.30 00:00;2018.07.30 07:00;41
