[20190312_082947 / views.py:11731]
fname_Src_CSV	44_5.1_10_rawdata.(AUDUSD).(Period-M15).(NumOfUnits-2000).(Bars-ALL-20190312_082921).20190312_082640.csv
slice by	day
this file	no-44.[ups-downs-in_BB].[v-1.0].(AUDUSD-M15).(20190312_082945).csv
pair	AUDUSD
timeframe	M15
start	2019.02.11 06:30
end	2019.03.12 02:15

[ups/downs]==============================
s.n.	start	end	total	UU	UD	DU	DD	%UU	%UD	%DU	%DD


[20190312_082947 / views.py:11746]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
1	2019.03.12 00:45	2019.03.12 01:00	0.707	0.708	0.705	0.706	0.706	0.707	0.707
2	2019.03.12 01:45	2019.03.12 02:00	0.707	0.708	0.706	0.706	0.707	0.707	0.708
3	2019.03.11 00:00	2019.03.11 00:15	0.703	0.704	0.704	0.704	0.705	0.705	0.705
4	2019.03.11 00:15	2019.03.11 00:30	0.704	0.704	0.704	0.704	0.705	0.705	0.705
5	2019.03.11 01:30	2019.03.11 01:45	0.704	0.704	0.703	0.704	0.704	0.705	0.705
6	2019.03.11 01:45	2019.03.11 02:00	0.704	0.704	0.703	0.704	0.704	0.705	0.705
7	2019.03.11 02:00	2019.03.11 02:15	0.704	0.704	0.703	0.704	0.704	0.705	0.705
8	2019.03.11 04:00	2019.03.11 04:15	0.703	0.703	0.703	0.703	0.704	0.704	0.705
9	2019.03.11 04:15	2019.03.11 04:30	0.703	0.704	0.703	0.703	0.704	0.704	0.705
10	2019.03.11 04:30	2019.03.11 04:45	0.704	0.704	0.703	0.703	0.704	0.704	0.704
11	2019.03.11 05:45	2019.03.11 06:00	0.703	0.703	0.703	0.703	0.703	0.704	0.704
12	2019.03.11 06:00	2019.03.11 06:15	0.703	0.704	0.703	0.703	0.703	0.704	0.704
13	2019.03.11 07:30	2019.03.11 07:45	0.704	0.704	0.703	0.703	0.703	0.704	0.704
14	2019.03.11 09:00	2019.03.11 09:15	0.704	0.704	0.703	0.703	0.704	0.704	0.704
15	2019.03.11 10:00	2019.03.11 10:15	0.704	0.704	0.703	0.704	0.704	0.704	0.704
16	2019.03.11 11:15	2019.03.11 11:30	0.705	0.705	0.703	0.704	0.704	0.705	0.705
17	2019.03.11 12:15	2019.03.11 12:30	0.705	0.705	0.704	0.704	0.704	0.705	0.705
18	2019.03.11 13:30	2019.03.11 13:45	0.704	0.704	0.704	0.704	0.705	0.705	0.705
19	2019.03.11 13:45	2019.03.11 14:00	0.704	0.704	0.704	0.704	0.705	0.705	0.705
20	2019.03.11 14:00	2019.03.11 14:15	0.704	0.705	0.704	0.704	0.705	0.705	0.705
21	2019.03.11 14:45	2019.03.11 15:00	0.705	0.705	0.704	0.704	0.705	0.705	0.705
22	2019.03.11 15:30	2019.03.11 15:45	0.705	0.705	0.704	0.704	0.705	0.705	0.705
23	2019.03.11 15:45	2019.03.11 16:00	0.705	0.706	0.704	0.704	0.705	0.705	0.705
24	2019.03.11 16:00	2019.03.11 16:15	0.706	0.706	0.704	0.704	0.705	0.705	0.705
25	2019.03.11 16:15	2019.03.11 16:30	0.706	0.706	0.704	0.704	0.705	0.705	0.706
26	2019.03.11 16:30	2019.03.11 16:45	0.706	0.706	0.704	0.704	0.705	0.705	0.706
27	2019.03.11 19:30	2019.03.11 19:45	0.705	0.706	0.705	0.705	0.706	0.706	0.707
28	2019.03.11 19:45	2019.03.11 20:00	0.706	0.706	0.705	0.705	0.706	0.706	0.706
29	2019.03.11 21:15	2019.03.11 21:30	0.706	0.706	0.705	0.705	0.706	0.706	0.706
30	2019.03.11 22:15	2019.03.11 22:30	0.706	0.706	0.705	0.705	0.706	0.706	0.706
31	2019.03.11 22:30	2019.03.11 22:45	0.706	0.707	0.705	0.705	0.706	0.706	0.706
32	2019.03.08 00:45	2019.03.08 01:00	0.702	0.702	0.700	0.701	0.702	0.702	0.703
33	2019.03.08 01:00	2019.03.08 01:15	0.702	0.702	0.701	0.701	0.702	0.702	0.703
34	2019.03.08 01:15	2019.03.08 01:30	0.702	0.702	0.701	0.701	0.702	0.702	0.703
35	2019.03.08 01:30	2019.03.08 01:45	0.702	0.702	0.701	0.701	0.702	0.702	0.703
36	2019.03.08 03:30	2019.03.08 03:45	0.701	0.702	0.701	0.701	0.702	0.702	0.702
37	2019.03.08 03:45	2019.03.08 04:00	0.702	0.702	0.701	0.701	0.702	0.702	0.702
38	2019.03.08 04:00	2019.03.08 04:15	0.702	0.702	0.701	0.701	0.702	0.702	0.702
39	2019.03.08 10:15	2019.03.08 10:30	0.701	0.701	0.700	0.701	0.701	0.701	0.701
40	2019.03.08 10:30	2019.03.08 10:45	0.701	0.702	0.700	0.701	0.701	0.701	0.701
41	2019.03.08 10:45	2019.03.08 11:00	0.702	0.702	0.700	0.701	0.701	0.701	0.701
42	2019.03.08 11:00	2019.03.08 11:15	0.702	0.702	0.700	0.701	0.701	0.701	0.702
43	2019.03.08 11:15	2019.03.08 11:30	0.702	0.703	0.700	0.701	0.701	0.701	0.702
44	2019.03.08 12:00	2019.03.08 12:15	0.702	0.703	0.700	0.700	0.701	0.702	0.703
45	2019.03.08 12:15	2019.03.08 12:30	0.703	0.703	0.700	0.701	0.701	0.702	0.703
46	2019.03.08 13:45	2019.03.08 14:00	0.703	0.703	0.700	0.701	0.702	0.703	0.704
47	2019.03.08 14:00	2019.03.08 14:15	0.703	0.703	0.700	0.701	0.702	0.703	0.704
48	2019.03.08 14:45	2019.03.08 15:00	0.703	0.703	0.701	0.702	0.702	0.703	0.704
49	2019.03.08 15:00	2019.03.08 15:15	0.703	0.703	0.701	0.702	0.702	0.703	0.704
50	2019.03.08 16:00	2019.03.08 16:15	0.703	0.704	0.702	0.702	0.703	0.703	0.703
51	2019.03.08 16:15	2019.03.08 16:30	0.704	0.704	0.702	0.702	0.703	0.703	0.704
52	2019.03.08 16:30	2019.03.08 16:45	0.704	0.704	0.702	0.703	0.703	0.703	0.704
53	2019.03.08 17:15	2019.03.08 17:30	0.704	0.705	0.702	0.703	0.703	0.704	0.704
54	2019.03.08 18:00	2019.03.08 18:15	0.705	0.705	0.702	0.703	0.703	0.704	0.705
55	2019.03.08 19:15	2019.03.08 19:30	0.705	0.705	0.702	0.703	0.704	0.705	0.705
56	2019.03.08 20:00	2019.03.08 20:15	0.705	0.705	0.703	0.704	0.704	0.705	0.705
57	2019.03.08 20:15	2019.03.08 20:30	0.705	0.705	0.703	0.704	0.704	0.705	0.705
58	2019.03.08 20:30	2019.03.08 20:45	0.705	0.705	0.703	0.704	0.704	0.705	0.705
59	2019.03.08 22:45	2019.03.08 23:00	0.704	0.704	0.704	0.705	0.705	0.705	0.705
60	2019.03.07 01:00	2019.03.07 01:15	0.703	0.703	0.702	0.703	0.703	0.703	0.703
61	2019.03.07 02:45	2019.03.07 03:00	0.703	0.704	0.703	0.703	0.703	0.703	0.703
62	2019.03.07 03:00	2019.03.07 03:15	0.704	0.704	0.702	0.703	0.703	0.703	0.704
63	2019.03.07 03:15	2019.03.07 03:30	0.704	0.704	0.702	0.703	0.703	0.703	0.704
64	2019.03.07 06:00	2019.03.07 06:15	0.705	0.705	0.703	0.703	0.704	0.704	0.705
65	2019.03.07 07:30	2019.03.07 07:45	0.705	0.705	0.703	0.704	0.704	0.705	0.705
66	2019.03.07 10:45	2019.03.07 11:00	0.704	0.704	0.704	0.704	0.704	0.705	0.705
67	2019.03.07 11:30	2019.03.07 11:45	0.704	0.704	0.704	0.704	0.704	0.705	0.705
68	2019.03.07 12:15	2019.03.07 12:30	0.704	0.704	0.704	0.704	0.704	0.704	0.705
69	2019.03.07 12:30	2019.03.07 12:45	0.704	0.705	0.704	0.704	0.704	0.704	0.705
70	2019.03.07 12:45	2019.03.07 13:00	0.705	0.705	0.704	0.704	0.704	0.705	0.705
71	2019.03.07 15:15	2019.03.07 15:30	0.704	0.704	0.704	0.704	0.704	0.705	0.705
72	2019.03.07 15:30	2019.03.07 15:45	0.704	0.704	0.704	0.704	0.704	0.705	0.705
73	2019.03.07 15:45	2019.03.07 16:00	0.704	0.704	0.704	0.704	0.704	0.705	0.705
74	2019.03.07 20:30	2019.03.07 20:45	0.702	0.703	0.702	0.703	0.703	0.704	0.704
75	2019.03.07 22:45	2019.03.07 23:00	0.701	0.701	0.701	0.701	0.702	0.703	0.704
76	2019.03.07 23:00	2019.03.07 23:15	0.701	0.701	0.700	0.701	0.702	0.703	0.704
77	2019.03.07 23:15	2019.03.07 23:30	0.701	0.702	0.700	0.701	0.702	0.703	0.704
78	2019.03.06 01:00	2019.03.06 01:15	0.708	0.709	0.708	0.708	0.708	0.709	0.709
79	2019.03.06 01:15	2019.03.06 01:30	0.709	0.709	0.708	0.708	0.708	0.709	0.709
80	2019.03.06 03:30	2019.03.06 03:45	0.706	0.706	0.705	0.707	0.708	0.709	0.710
81	2019.03.06 03:45	2019.03.06 04:00	0.706	0.706	0.705	0.706	0.708	0.709	0.710
82	2019.03.06 04:00	2019.03.06 04:15	0.706	0.706	0.705	0.706	0.708	0.709	0.710
83	2019.03.06 06:15	2019.03.06 06:30	0.703	0.704	0.702	0.704	0.706	0.708	0.709
84	2019.03.06 08:30	2019.03.06 08:45	0.703	0.704	0.702	0.703	0.704	0.705	0.706
85	2019.03.06 11:15	2019.03.06 11:30	0.703	0.703	0.703	0.703	0.703	0.704	0.704
86	2019.03.06 11:30	2019.03.06 11:45	0.703	0.703	0.703	0.703	0.703	0.703	0.704
87	2019.03.06 12:45	2019.03.06 13:00	0.703	0.703	0.703	0.703	0.703	0.703	0.704
88	2019.03.06 13:45	2019.03.06 14:00	0.703	0.703	0.702	0.703	0.703	0.703	0.704
89	2019.03.06 15:30	2019.03.06 15:45	0.703	0.704	0.702	0.703	0.703	0.703	0.703
90	2019.03.06 15:45	2019.03.06 16:00	0.704	0.704	0.702	0.703	0.703	0.703	0.704
91	2019.03.06 16:00	2019.03.06 16:15	0.704	0.704	0.702	0.703	0.703	0.703	0.704
92	2019.03.06 19:30	2019.03.06 19:45	0.702	0.703	0.702	0.702	0.703	0.704	0.704
93	2019.03.06 20:30	2019.03.06 20:45	0.702	0.703	0.702	0.702	0.703	0.703	0.704
