[20190327_172317 / views.py:12018]==============================
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M5).(NumOfUnits-8000).(Bars-ALL-20190326_110835).20190307_094255.csv
slice by	through
this file	(20190327_172311).(EURJPY-M5).[sec-1.A-5.BB-diff-histogram.UU-UD-DU-DD].csv 
pair	EURJPY
timeframe	M5
start	2018.05.18 04:55
end	2019.03.26 05:00
total bars	58414

[20190327_172317 / views.py:12036]
[20190327_172317 / views.py:11765]==============================
average	0.084
max	0.626
min	-0.114
variance	0.0052895
std	0.07273
median	0.067

[20190327_172317 / views.py:11787]
[BB-diff-histogram : lo_UU_Z1]==============================
s.n.	e0.dateTime	diff-total	std score
597	2018.10.19 13:15	0.137	57.30
598	2018.10.19 13:20	0.104	52.76
599	2018.10.19 14:15	0.081	49.60
600	2018.10.19 14:20	0.107	53.17
601	2018.10.19 16:50	0.121	55.10
602	2018.10.19 16:55	0.029	42.45
603	2018.10.19 23:35	0.200	65.96
604	2018.10.22 06:30	0.086	50.28
605	2018.10.22 06:35	0.034	43.13
606	2018.10.22 09:00	0.162	60.73
607	2018.10.22 09:05	0.178	62.93
608	2018.10.22 09:10	0.079	49.32
609	2018.10.22 09:15	0.039	43.82
610	2018.10.22 09:20	0.048	45.06
611	2018.10.22 09:25	0.093	51.25
612	2018.10.23 12:55	0.128	56.06
613	2018.10.23 18:10	0.207	66.92
614	2018.10.24 02:25	0.069	47.95
615	2018.10.24 02:30	0.047	44.92
616	2018.10.24 06:05	0.126	55.78
617	2018.10.24 06:10	0.120	54.96
618	2018.10.25 09:30	0.065	47.40
619	2018.10.25 09:35	0.125	55.65
620	2018.10.26 15:30	0.229	69.95
621	2018.10.26 19:10	0.099	52.07
622	2018.10.29 07:40	0.067	47.67
623	2018.10.29 13:20	0.198	65.68
624	2018.10.29 18:25	0.140	57.71
625	2018.10.29 18:30	0.034	43.13
626	2018.10.29 18:35	0.035	43.27
627	2018.10.30 02:00	0.036	43.41
628	2018.10.30 03:05	0.012	40.11
629	2018.10.30 03:20	0.081	49.60
630	2018.10.30 03:35	0.094	51.38
631	2018.10.30 05:30	0.125	55.65
632	2018.10.30 05:35	0.043	44.37
633	2018.10.30 07:25	0.062	46.98
634	2018.10.30 23:55	0.099	52.07
635	2018.10.31 03:10	0.056	46.16
636	2018.10.31 03:45	0.076	48.91
637	2018.10.31 03:50	0.058	46.43
638	2018.10.31 03:55	0.030	42.58
639	2018.10.31 04:00	0.050	45.33
640	2018.10.31 08:05	0.063	47.12
641	2018.10.31 08:10	0.077	49.05
642	2018.10.31 23:55	-0.093	25.67
643	2018.11.01 04:15	0.176	62.66
644	2018.11.01 08:35	0.055	46.02
645	2018.11.01 10:10	0.058	46.43
646	2018.11.01 10:15	0.034	43.13
647	2018.11.01 10:20	0.054	45.88
648	2018.11.01 10:25	0.081	49.60
649	2018.11.01 14:25	0.074	48.63
650	2018.11.01 14:30	0.093	51.25
651	2018.11.02 02:55	0.093	51.25
652	2018.11.02 03:00	0.076	48.91
653	2018.11.02 07:30	0.042	44.23
654	2018.11.05 07:10	0.097	51.80
655	2018.11.05 18:00	0.033	43.00
656	2018.11.05 18:05	0.021	41.35
657	2018.11.05 20:15	0.092	51.11
658	2018.11.05 20:20	0.051	45.47
659	2018.11.05 20:25	0.090	50.83
660	2018.11.05 20:30	0.083	49.87
661	2018.11.05 20:35	0.042	44.23
662	2018.11.05 20:40	0.031	42.72
663	2018.11.06 01:35	0.028	42.31
664	2018.11.06 02:10	0.054	45.88
665	2018.11.06 08:00	0.034	43.13
666	2018.11.06 08:05	0.010	39.83
667	2018.11.06 08:10	0.036	43.41
668	2018.11.06 08:25	0.092	51.11
669	2018.11.06 08:30	0.064	47.26
670	2018.11.06 13:55	0.095	51.52
671	2018.11.06 14:00	0.085	50.15
672	2018.11.06 14:05	0.083	49.87
673	2018.11.06 14:10	0.024	41.76
674	2018.11.06 14:15	0.057	46.30
675	2018.11.06 14:20	0.049	45.20
676	2018.11.06 17:55	0.035	43.27
677	2018.11.06 23:50	0.049	45.20
678	2018.11.07 01:25	0.038	43.68
679	2018.11.07 10:05	0.188	64.31
680	2018.11.07 10:10	0.159	60.32
681	2018.11.07 10:15	0.061	46.85
682	2018.11.07 15:20	0.070	48.08
683	2018.11.07 15:25	0.043	44.37
684	2018.11.08 01:25	0.049	45.20
685	2018.11.08 01:30	0.043	44.37
686	2018.11.08 01:35	0.020	41.21
687	2018.11.08 09:55	0.133	56.75
688	2018.11.08 15:10	0.110	53.58
689	2018.11.09 08:40	0.040	43.96
690	2018.11.12 14:40	0.074	48.63
691	2018.11.13 01:10	0.020	41.21
692	2018.11.13 03:15	0.049	45.20
693	2018.11.13 05:15	0.059	46.57
694	2018.11.13 05:20	0.118	54.68
695	2018.11.13 05:25	0.166	61.28
696	2018.11.13 10:30	0.109	53.45
697	2018.11.13 14:40	0.041	44.10
698	2018.11.13 17:55	0.226	69.53
699	2018.11.13 18:10	0.193	65.00
700	2018.11.13 18:15	0.061	46.85
701	2018.11.14 00:55	0.204	66.51
702	2018.11.14 02:05	0.300	79.71
703	2018.11.14 14:20	0.069	47.95
704	2018.11.14 14:25	0.058	46.43
705	2018.11.14 14:30	0.043	44.37
706	2018.11.14 14:35	0.034	43.13
707	2018.11.14 15:30	0.125	55.65
708	2018.11.14 16:45	0.374	89.88
709	2018.11.14 21:50	0.205	66.65
710	2018.11.14 21:55	0.093	51.25
711	2018.11.15 18:20	0.103	52.62
712	2018.11.15 18:30	0.124	55.51
713	2018.11.15 18:35	0.229	69.95
714	2018.11.15 20:20	0.325	83.15
715	2018.11.15 20:25	0.156	59.91
716	2018.11.15 20:30	0.062	46.98
717	2018.11.15 20:35	0.042	44.23
718	2018.11.16 02:10	0.032	42.86
719	2018.11.16 02:30	0.044	44.51
720	2018.11.16 02:50	0.043	44.37
721	2018.11.16 10:10	0.092	51.11
722	2018.11.16 14:10	0.036	43.41
723	2018.11.16 18:05	0.121	55.10
724	2018.11.16 18:10	0.008	39.56
725	2018.11.19 09:00	0.067	47.67
726	2018.11.19 09:45	0.057	46.30
727	2018.11.19 10:05	0.189	64.45
728	2018.11.19 15:20	0.113	54.00
729	2018.11.20 02:30	0.025	41.90
730	2018.11.20 09:40	0.066	47.53
731	2018.11.20 23:20	0.030	42.58
732	2018.11.21 01:55	0.067	47.67
733	2018.11.21 03:30	0.027	42.17
734	2018.11.21 09:00	0.023	41.62
735	2018.11.21 09:05	0.007	39.42
736	2018.11.21 13:20	0.112	53.86
737	2018.11.22 06:35	0.033	43.00
738	2018.11.22 08:20	0.113	54.00
739	2018.11.22 12:10	0.196	65.41
740	2018.11.22 12:15	0.091	50.97
741	2018.11.22 12:20	0.038	43.68
742	2018.11.22 12:25	0.044	44.51
743	2018.11.23 02:55	0.046	44.78
744	2018.11.26 03:30	0.045	44.65
745	2018.11.26 03:35	0.068	47.81
746	2018.11.26 03:40	0.070	48.08
747	2018.11.26 03:45	0.059	46.57
748	2018.11.26 07:10	0.036	43.41
749	2018.11.26 09:00	0.140	57.71
750	2018.11.26 09:05	0.065	47.40
751	2018.11.26 10:10	0.078	49.18
752	2018.11.26 15:25	0.115	54.27
753	2018.11.26 15:30	0.070	48.08
754	2018.11.27 07:15	0.051	45.47
755	2018.11.27 11:25	0.048	45.06
756	2018.11.27 14:55	0.047	44.92
757	2018.11.27 15:00	0.027	42.17
758	2018.11.28 01:50	0.044	44.51
759	2018.11.28 02:05	0.048	45.06
760	2018.11.28 07:25	0.020	41.21
761	2018.11.28 14:45	0.094	51.38
762	2018.11.28 17:35	0.049	45.20
763	2018.11.28 17:40	0.067	47.67
764	2018.11.28 17:45	0.058	46.43
765	2018.11.28 18:05	0.094	51.38
766	2018.11.28 19:00	0.340	85.21
767	2018.11.28 19:05	0.083	49.87
768	2018.11.29 09:30	0.117	54.55
769	2018.11.29 10:05	0.084	50.01
770	2018.11.29 13:45	0.096	51.66
771	2018.11.29 14:10	0.067	47.67
772	2018.11.29 17:55	0.055	46.02
773	2018.11.29 18:00	0.035	43.27
774	2018.11.29 18:05	0.026	42.03
775	2018.12.03 00:05	0.262	74.48
776	2018.12.03 04:40	0.044	44.51
777	2018.12.03 04:45	0.029	42.45
778	2018.12.03 04:50	0.011	39.97
779	2018.12.03 07:50	0.164	61.01
780	2018.12.03 07:55	0.041	44.10
781	2018.12.04 10:10	0.068	47.81
782	2018.12.04 21:45	0.065	47.40
783	2018.12.05 02:05	0.101	52.35
784	2018.12.05 02:10	0.056	46.16
785	2018.12.05 02:15	0.070	48.08
786	2018.12.05 12:00	0.117	54.55
787	2018.12.05 12:55	0.113	54.00
788	2018.12.05 13:10	0.030	42.58
789	2018.12.05 15:20	0.033	43.00
790	2018.12.05 15:25	0.047	44.92
791	2018.12.06 09:05	0.223	69.12
792	2018.12.06 09:10	0.153	59.50
793	2018.12.06 09:15	0.080	49.46
794	2018.12.06 13:00	0.076	48.91
795	2018.12.06 13:05	0.038	43.68
796	2018.12.06 13:10	0.017	40.80
797	2018.12.06 15:15	0.133	56.75
798	2018.12.06 19:25	0.089	50.70
799	2018.12.06 22:40	0.048	45.06
800	2018.12.06 22:45	0.069	47.95
801	2018.12.06 22:50	0.059	46.57
802	2018.12.07 04:40	0.043	44.37
803	2018.12.07 10:30	0.110	53.58
804	2018.12.07 10:35	0.084	50.01
805	2018.12.07 15:30	0.256	73.66
806	2018.12.07 19:50	0.080	49.46
807	2018.12.07 19:55	0.071	48.22
808	2018.12.07 21:50	0.046	44.78
809	2018.12.10 06:25	0.033	43.00
810	2018.12.10 06:50	0.032	42.86
811	2018.12.10 06:55	0.011	39.97
812	2018.12.10 07:55	0.049	45.20
813	2018.12.10 09:25	0.068	47.81
814	2018.12.10 09:30	0.047	44.92
815	2018.12.10 09:35	0.052	45.61
816	2018.12.10 09:40	0.039	43.82
817	2018.12.11 03:30	0.073	48.50
818	2018.12.11 12:50	0.038	43.68
819	2018.12.11 21:25	0.072	48.36
820	2018.12.11 21:30	0.030	42.58
821	2018.12.11 21:35	0.055	46.02
822	2018.12.12 02:20	0.046	44.78
823	2018.12.12 02:25	0.085	50.15
824	2018.12.12 02:30	0.076	48.91
825	2018.12.12 02:35	0.023	41.62
826	2018.12.12 02:40	0.030	42.58
827	2018.12.12 07:40	0.034	43.13
828	2018.12.12 14:35	0.301	79.85
829	2018.12.12 17:10	0.096	51.66
830	2018.12.12 19:50	0.081	49.60
831	2018.12.13 00:35	0.047	44.92
832	2018.12.13 02:05	0.032	42.86
833	2018.12.13 02:10	0.029	42.45
834	2018.12.13 04:05	0.038	43.68
835	2018.12.13 04:20	0.029	42.45
836	2018.12.13 08:25	0.010	39.83
837	2018.12.13 09:50	0.018	40.93
838	2018.12.13 10:00	0.093	51.25
839	2018.12.13 10:05	0.024	41.76
840	2018.12.13 10:10	0.019	41.07
841	2018.12.13 10:15	0.048	45.06
842	2018.12.13 18:15	0.075	48.77
843	2018.12.14 05:15	0.003	38.87
844	2018.12.14 09:55	0.051	45.47
845	2018.12.14 10:00	0.046	44.78
846	2018.12.14 10:05	0.029	42.45
847	2018.12.14 22:05	0.074	48.63
848	2018.12.14 22:10	0.046	44.78
849	2018.12.17 01:45	0.037	43.55
850	2018.12.17 09:00	0.065	47.40
851	2018.12.17 10:55	0.155	59.77
852	2018.12.17 13:55	0.104	52.76
853	2018.12.18 01:45	0.022	41.48
854	2018.12.18 09:55	0.039	43.82
855	2018.12.18 10:00	0.055	46.02
856	2018.12.18 10:05	0.059	46.57
857	2018.12.18 10:30	0.101	52.35
858	2018.12.19 01:25	0.055	46.02
859	2018.12.19 09:20	0.069	47.95
860	2018.12.19 09:25	0.055	46.02
861	2018.12.19 12:55	0.046	44.78
862	2018.12.19 16:55	0.077	49.05
863	2018.12.19 20:35	0.089	50.70
864	2018.12.20 01:25	0.072	48.36
865	2018.12.20 11:10	0.307	80.67
866	2018.12.20 11:15	0.203	66.37
867	2018.12.20 21:40	0.078	49.18
868	2018.12.21 02:10	0.061	46.85
869	2018.12.21 05:30	0.099	52.07
870	2018.12.21 07:40	0.028	42.31
871	2018.12.21 07:45	0.025	41.90
872	2018.12.24 03:50	0.027	42.17
873	2018.12.24 04:25	0.071	48.22
874	2018.12.24 04:30	0.052	45.61
875	2018.12.24 04:35	0.035	43.27
876	2018.12.24 11:00	0.072	48.36
877	2018.12.24 11:15	0.073	48.50
878	2018.12.26 00:55	0.116	54.41
879	2018.12.26 01:10	0.095	51.52
880	2018.12.26 01:35	0.222	68.98
881	2018.12.26 01:40	0.141	57.85
882	2018.12.26 19:05	0.129	56.20
883	2018.12.26 21:40	0.098	51.93
884	2018.12.26 21:45	0.100	52.21
885	2018.12.26 21:50	0.174	62.38
886	2018.12.27 04:15	0.115	54.27
887	2018.12.27 04:20	0.034	43.13
888	2018.12.27 06:50	0.076	48.91
889	2018.12.27 07:15	0.084	50.01
890	2018.12.27 16:35	0.071	48.22
891	2018.12.27 16:55	0.159	60.32
892	2018.12.27 19:25	0.077	49.05
893	2018.12.27 21:20	0.070	48.08
894	2018.12.27 21:50	0.175	62.52
895	2018.12.27 22:05	0.053	45.75
896	2018.12.28 02:00	0.115	54.27
897	2018.12.28 02:10	0.046	44.78
898	2019.01.03 09:00	0.313	81.50
899	2019.01.03 09:20	0.381	90.85
900	2019.01.03 18:40	0.479	104.32
901	2019.01.04 01:05	0.273	76.00
902	2019.01.04 03:45	0.120	54.96
903	2019.01.04 17:25	0.313	81.50
904	2019.01.04 19:40	0.168	61.56
905	2019.01.04 19:45	0.099	52.07
906	2019.01.07 01:15	0.132	56.61
907	2019.01.07 01:20	0.153	59.50
908	2019.01.07 06:50	0.096	51.66
909	2019.01.07 12:40	0.112	53.86
910	2019.01.07 15:50	0.052	45.61
911	2019.01.07 20:00	0.189	64.45
912	2019.01.08 02:10	0.070	48.08
913	2019.01.08 13:40	0.085	50.15
914	2019.01.08 13:45	0.125	55.65
915	2019.01.08 19:55	0.087	50.42
916	2019.01.08 22:30	0.067	47.67
917	2019.01.08 22:45	0.036	43.41
918	2019.01.09 01:20	0.052	45.61
919	2019.01.09 16:45	0.072	48.36
920	2019.01.09 16:50	0.067	47.67
921	2019.01.09 21:00	0.081	49.60
922	2019.01.10 12:15	0.080	49.46
923	2019.01.10 22:55	0.076	48.91
924	2019.01.10 23:00	0.014	40.38
925	2019.01.11 03:00	0.021	41.35
926	2019.01.11 09:00	0.097	51.80
927	2019.01.14 17:05	0.098	51.93
928	2019.01.14 17:10	0.056	46.16
929	2019.01.15 01:10	0.042	44.23
930	2019.01.15 01:30	0.053	45.75
931	2019.01.15 03:35	0.106	53.03
932	2019.01.15 07:15	0.127	55.92
933	2019.01.15 07:20	0.070	48.08
934	2019.01.15 16:35	0.107	53.17
935	2019.01.15 16:40	0.093	51.25
936	2019.01.15 16:55	0.106	53.03
937	2019.01.15 21:50	0.145	58.40
938	2019.01.15 21:55	0.086	50.28
939	2019.01.15 22:00	0.102	52.48
940	2019.01.16 07:45	0.024	41.76
941	2019.01.16 16:10	0.083	49.87
942	2019.01.16 16:35	0.065	47.40
943	2019.01.16 16:40	0.024	41.76
944	2019.01.16 19:50	0.036	43.41
945	2019.01.16 22:20	0.105	52.90
946	2019.01.17 10:45	0.084	50.01
947	2019.01.17 10:50	0.032	42.86
948	2019.01.17 10:55	0.059	46.57
949	2019.01.17 17:15	0.040	43.96
950	2019.01.17 17:20	0.041	44.10
951	2019.01.17 21:35	0.398	93.18
952	2019.01.17 21:40	0.390	92.08
953	2019.01.18 02:25	0.074	48.63
954	2019.01.18 09:00	0.040	43.96
955	2019.01.18 09:05	0.040	43.96
956	2019.01.21 09:55	0.058	46.43
957	2019.01.21 17:00	0.016	40.66
958	2019.01.21 22:25	0.006	39.28
959	2019.01.21 22:40	0.017	40.80
960	2019.01.21 22:45	0.009	39.70
961	2019.01.21 22:50	0.024	41.76
962	2019.01.22 12:00	0.096	51.66
963	2019.01.22 17:25	0.050	45.33
964	2019.01.22 17:30	0.046	44.78
965	2019.01.22 17:35	0.064	47.26
966	2019.01.22 23:00	0.112	53.86
967	2019.01.23 02:00	0.048	45.06
968	2019.01.23 02:25	0.065	47.40
969	2019.01.23 03:45	0.061	46.85
970	2019.01.23 15:05	0.059	46.57
971	2019.01.23 15:10	0.024	41.76
972	2019.01.23 15:15	0.025	41.90
973	2019.01.23 16:05	0.103	52.62
974	2019.01.23 20:25	0.046	44.78
975	2019.01.23 20:30	0.058	46.43
976	2019.01.24 02:30	0.090	50.83
977	2019.01.24 02:35	0.061	46.85
978	2019.01.24 07:55	0.081	49.60
979	2019.01.24 08:00	0.066	47.53
980	2019.01.24 08:05	0.040	43.96
981	2019.01.24 08:10	0.020	41.21
982	2019.01.24 08:15	0.008	39.56
983	2019.01.25 02:05	0.086	50.28
984	2019.01.25 03:45	0.091	50.97
985	2019.01.25 05:35	0.102	52.48
986	2019.01.25 05:40	0.118	54.68
987	2019.01.25 14:15	0.054	45.88
988	2019.01.25 15:05	0.066	47.53
989	2019.01.25 15:10	0.043	44.37
990	2019.01.25 15:30	0.084	50.01
991	2019.01.25 17:20	0.154	59.63
992	2019.01.25 17:35	0.091	50.97
993	2019.01.28 01:00	0.046	44.78
994	2019.01.28 11:50	0.045	44.65
995	2019.01.28 11:55	0.022	41.48
996	2019.01.28 12:15	0.065	47.40
997	2019.01.29 06:30	0.044	44.51
998	2019.01.29 06:45	0.043	44.37
999	2019.01.29 10:35	0.098	51.93
1000	2019.01.29 11:15	0.089	50.70
1001	2019.01.30 01:00	0.071	48.22
1002	2019.01.30 05:05	0.057	46.30
1003	2019.01.30 10:25	0.056	46.16
1004	2019.01.30 13:55	0.071	48.22
1005	2019.01.30 14:00	0.051	45.47
1006	2019.01.30 14:05	0.035	43.27
1007	2019.01.31 03:00	0.076	48.91
1008	2019.01.31 04:50	0.057	46.30
1009	2019.01.31 05:35	0.045	44.65
1010	2019.01.31 13:25	0.085	50.15
1011	2019.01.31 13:40	0.034	43.13
1012	2019.01.31 17:20	0.069	47.95
1013	2019.02.01 02:05	0.068	47.81
1014	2019.02.01 02:10	0.038	43.68
1015	2019.02.01 09:00	0.021	41.35
1016	2019.02.01 09:20	0.031	42.72
1017	2019.02.01 11:20	0.074	48.63
1018	2019.02.01 11:45	0.076	48.91
1019	2019.02.01 11:50	0.022	41.48
1020	2019.02.01 15:20	0.030	42.58
1021	2019.02.01 15:35	0.093	51.25
1022	2019.02.01 15:40	0.122	55.23
1023	2019.02.01 16:00	0.068	47.81
1024	2019.02.01 16:50	0.061	46.85
1025	2019.02.01 17:10	0.065	47.40
1026	2019.02.01 17:15	0.085	50.15
1027	2019.02.04 02:00	0.179	63.07
1028	2019.02.04 06:40	0.067	47.67
1029	2019.02.04 09:40	0.051	45.47
1030	2019.02.04 09:45	0.052	45.61
1031	2019.02.04 10:00	0.108	53.31
1032	2019.02.04 15:30	0.049	45.20
1033	2019.02.04 15:55	0.071	48.22
1034	2019.02.05 01:10	0.029	42.45
1035	2019.02.05 01:30	0.024	41.76
1036	2019.02.05 03:45	0.046	44.78
1037	2019.02.05 08:45	0.013	40.25
1038	2019.02.05 11:05	0.128	56.06
1039	2019.02.05 14:05	0.046	44.78
1040	2019.02.05 14:10	0.016	40.66
1041	2019.02.05 14:15	0.021	41.35
1042	2019.02.05 20:25	0.021	41.35
1043	2019.02.05 20:30	0.010	39.83
1044	2019.02.06 12:50	0.033	43.00
1045	2019.02.06 12:55	0.010	39.83
1046	2019.02.06 15:30	0.027	42.17
1047	2019.02.06 20:15	0.043	44.37
1048	2019.02.06 20:20	0.055	46.02
1049	2019.02.06 20:25	0.033	43.00
1050	2019.02.06 20:30	0.019	41.07
1051	2019.02.06 20:35	0.025	41.90
1052	2019.02.07 04:40	0.069	47.95
1053	2019.02.07 08:30	0.046	44.78
1054	2019.02.07 16:10	0.092	51.11
1055	2019.02.08 04:55	0.050	45.33
1056	2019.02.08 12:15	0.067	47.67
1057	2019.02.08 12:20	0.052	45.61
1058	2019.02.08 12:25	0.033	43.00
1059	2019.02.08 12:30	0.021	41.35
1060	2019.02.08 15:30	0.058	46.43
1061	2019.02.08 15:35	0.020	41.21
1062	2019.02.11 01:20	0.055	46.02
1063	2019.02.11 01:25	0.037	43.55
1064	2019.02.11 01:30	0.013	40.25
1065	2019.02.11 01:35	0.003	38.87
1066	2019.02.11 04:40	0.057	46.30
1067	2019.02.11 11:00	0.185	63.90
1068	2019.02.11 15:15	0.092	51.11
1069	2019.02.11 15:35	0.110	53.58
1070	2019.02.12 05:40	0.105	52.90
1071	2019.02.12 05:45	0.063	47.12
1072	2019.02.12 05:50	0.039	43.82
1073	2019.02.12 09:30	0.036	43.41
1074	2019.02.12 09:50	0.089	50.70
1075	2019.02.12 09:55	0.044	44.51
1076	2019.02.12 16:50	0.036	43.41
1077	2019.02.12 17:55	0.109	53.45
1078	2019.02.12 18:00	0.118	54.68
1079	2019.02.12 18:05	0.077	49.05
1080	2019.02.12 18:10	0.036	43.41
1081	2019.02.12 18:15	0.016	40.66
1082	2019.02.12 18:20	0.028	42.31
1083	2019.02.12 20:05	0.144	58.26
1084	2019.02.13 01:10	0.020	41.21
1085	2019.02.13 01:15	0.040	43.96
1086	2019.02.13 05:10	0.029	42.45
1087	2019.02.13 05:15	0.086	50.28
1088	2019.02.13 11:00	0.090	50.83
1089	2019.02.13 11:05	0.053	45.75
1090	2019.02.14 05:45	0.090	50.83
1091	2019.02.14 05:50	0.052	45.61
1092	2019.02.14 09:05	0.055	46.02
1093	2019.02.14 09:10	0.049	45.20
1094	2019.02.14 09:15	0.062	46.98
1095	2019.02.14 12:00	0.144	58.26
1096	2019.02.15 01:25	0.031	42.72
1097	2019.02.15 08:00	0.065	47.40
1098	2019.02.15 11:45	0.055	46.02
1099	2019.02.15 11:50	0.046	44.78
1100	2019.02.15 11:55	0.050	45.33
1101	2019.02.15 20:45	0.121	55.10
1102	2019.02.18 01:45	0.054	45.88
1103	2019.02.18 01:50	0.041	44.10
1104	2019.02.18 09:05	0.031	42.72
1105	2019.02.18 22:10	0.014	40.38
1106	2019.02.19 09:15	0.051	45.47
1107	2019.02.19 09:20	0.057	46.30
1108	2019.02.19 10:20	0.188	64.31
1109	2019.02.19 10:25	0.084	50.01
1110	2019.02.19 15:05	0.084	50.01
1111	2019.02.19 16:40	0.074	48.63
1112	2019.02.19 16:45	0.047	44.92
1113	2019.02.19 16:50	0.044	44.51
1114	2019.02.19 19:20	0.102	52.48
1115	2019.02.19 19:25	0.067	47.67
1116	2019.02.19 19:30	0.017	40.80
1117	2019.02.20 02:00	0.124	55.51
1118	2019.02.20 02:50	0.149	58.95
1119	2019.02.20 03:20	0.081	49.60
1120	2019.02.20 16:55	0.071	48.22
1121	2019.02.20 17:20	0.111	53.72
1122	2019.02.20 17:25	0.069	47.95
1123	2019.02.21 04:50	0.079	49.32
1124	2019.02.21 10:15	0.251	72.97
1125	2019.02.21 12:50	0.096	51.66
1126	2019.02.21 12:55	0.070	48.08
1127	2019.02.21 13:00	0.049	45.20
1128	2019.02.21 13:05	0.037	43.55
1129	2019.02.22 10:40	0.044	44.51
1130	2019.02.22 17:40	0.104	52.76
1131	2019.02.25 00:35	0.068	47.81
1132	2019.02.25 00:40	0.032	42.86
1133	2019.02.25 00:45	0.058	46.43
1134	2019.02.25 02:25	0.083	49.87
1135	2019.02.25 02:30	0.056	46.16
1136	2019.02.25 02:35	0.004	39.01
1137	2019.02.25 09:00	0.114	54.13
1138	2019.02.25 09:05	0.141	57.85
1139	2019.02.25 12:20	0.053	45.75
1140	2019.02.25 12:25	0.049	45.20
1141	2019.02.25 12:30	0.075	48.77
1142	2019.02.25 12:35	0.068	47.81
1143	2019.02.25 12:40	0.078	49.18
1144	2019.02.25 15:55	0.033	43.00
1145	2019.02.25 18:25	0.143	58.12
1146	2019.02.25 18:40	0.041	44.10
1147	2019.02.25 21:20	0.046	44.78
1148	2019.02.26 01:55	0.067	47.67
1149	2019.02.26 10:30	0.060	46.71
1150	2019.02.27 10:40	0.063	47.12
1151	2019.02.27 13:10	0.077	49.05
1152	2019.02.27 15:25	0.067	47.67
1153	2019.02.27 15:30	0.099	52.07
1154	2019.02.27 15:45	0.070	48.08
1155	2019.02.27 17:40	0.126	55.78
1156	2019.02.27 20:00	0.044	44.51
1157	2019.02.27 20:05	0.059	46.57
1158	2019.02.27 20:10	0.070	48.08
1159	2019.02.28 07:15	0.011	39.97
1160	2019.02.28 11:00	0.060	46.71
1161	2019.02.28 11:05	0.049	45.20
1162	2019.02.28 12:35	0.057	46.30
1163	2019.02.28 12:40	0.036	43.41
1164	2019.02.28 13:00	0.098	51.93
1165	2019.02.28 13:05	0.087	50.42
1166	2019.02.28 13:10	0.055	46.02
1167	2019.02.28 13:15	0.025	41.90
1168	2019.02.28 13:20	0.008	39.56
1169	2019.02.28 16:50	0.074	48.63
1170	2019.02.28 17:45	0.103	52.62
1171	2019.02.28 22:15	0.085	50.15
1172	2019.03.01 02:05	0.024	41.76
1173	2019.03.01 02:50	0.091	50.97
1174	2019.03.01 03:10	0.069	47.95
1175	2019.03.01 03:15	0.035	43.27
1176	2019.03.01 04:50	0.057	46.30
1177	2019.03.01 07:15	0.069	47.95
1178	2019.03.01 09:45	0.049	45.20
1179	2019.03.01 09:50	0.014	40.38
1180	2019.03.01 15:00	0.089	50.70
1181	2019.03.01 16:45	0.112	53.86
1182	2019.03.01 16:50	0.077	49.05
1183	2019.03.01 22:55	0.058	46.43
1184	2019.03.04 00:20	0.050	45.33
1185	2019.03.04 14:55	0.071	48.22
1186	2019.03.04 22:40	0.031	42.72
1187	2019.03.04 22:45	0.014	40.38
1188	2019.03.04 22:50	0.015	40.52
1189	2019.03.05 01:55	0.038	43.68
1190	2019.03.05 02:00	0.041	44.10
1191	2019.03.05 03:30	0.093	51.25
1192	2019.03.05 08:20	0.035	43.27
1193	2019.03.05 10:45	0.157	60.05
1194	2019.03.05 10:50	0.081	49.60
1195	2019.03.05 21:15	0.030	42.58
1196	2019.03.05 22:55	0.012	40.11
1197	2019.03.05 23:00	0.014	40.38
1198	2019.03.05 23:05	0.016	40.66
1199	2019.03.06 08:45	0.060	46.71
1200	2019.03.06 10:10	0.083	49.87
1201	2019.03.06 10:15	0.040	43.96
1202	2019.03.07 05:10	0.029	42.45
1203	2019.03.07 07:45	0.026	42.03
1204	2019.03.07 09:55	0.040	43.96
1205	2019.03.07 23:15	0.036	43.41
1206	2019.03.07 23:20	0.021	41.35
1207	2019.03.08 04:25	0.057	46.30
1208	2019.03.08 04:30	0.030	42.58
1209	2019.03.08 04:35	0.024	41.76
1210	2019.03.08 04:40	0.025	41.90
1211	2019.03.08 11:40	0.083	49.87
1212	2019.03.08 11:45	0.080	49.46
1213	2019.03.11 06:05	0.036	43.41
1214	2019.03.11 06:10	0.031	42.72
1215	2019.03.11 09:05	0.030	42.58
1216	2019.03.11 09:10	0.018	40.93
1217	2019.03.11 09:15	0.041	44.10
1218	2019.03.11 09:20	0.063	47.12
1219	2019.03.11 09:25	0.041	44.10
1220	2019.03.11 10:40	0.056	46.16
1221	2019.03.11 10:45	0.115	54.27
1222	2019.03.12 01:00	0.239	71.32
1223	2019.03.12 01:05	0.083	49.87
1224	2019.03.12 10:35	0.109	53.45
1225	2019.03.12 10:50	0.037	43.55
1226	2019.03.12 11:50	0.141	57.85
1227	2019.03.12 11:55	0.079	49.32
1228	2019.03.12 12:00	0.042	44.23
1229	2019.03.12 18:10	0.067	47.67
1230	2019.03.12 18:15	0.104	52.76
1231	2019.03.12 18:20	0.091	50.97
1232	2019.03.12 18:35	0.080	49.46
1233	2019.03.13 11:05	0.059	46.57
1234	2019.03.13 11:25	0.098	51.93
