[20190327_172317 / views.py:12018]==============================
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M5).(NumOfUnits-8000).(Bars-ALL-20190326_110835).20190307_094255.csv
slice by	through
this file	(20190327_172311).(EURJPY-M5).[sec-1.A-5.BB-diff-histogram.UU-UD-DU-DD].csv 
pair	EURJPY
timeframe	M5
start	2018.05.18 04:55
end	2019.03.26 05:00
total bars	58414

[20190327_172317 / views.py:12036]
[20190327_172317 / views.py:11765]==============================
average	0.084
max	0.626
min	-0.114
variance	0.0052895
std	0.07273
median	0.067

[20190327_172317 / views.py:11787]
[BB-diff-histogram : lo_UU_Z1]==============================
s.n.	e0.dateTime	diff-total	std score
1235	2019.03.13 14:45	0.068	47.81
1236	2019.03.13 14:50	0.092	51.11
1237	2019.03.13 14:55	0.113	54.00
1238	2019.03.13 21:55	0.099	52.07
1239	2019.03.13 22:15	0.092	51.11
1240	2019.03.13 22:20	0.044	44.51
1241	2019.03.13 22:25	0.051	45.47
1242	2019.03.13 22:30	0.079	49.32
1243	2019.03.14 00:55	0.065	47.40
1244	2019.03.14 01:00	0.034	43.13
1245	2019.03.14 01:05	0.021	41.35
1246	2019.03.14 04:05	0.067	47.67
1247	2019.03.14 04:10	0.052	45.61
1248	2019.03.14 04:45	0.123	55.37
1249	2019.03.14 04:50	0.035	43.27
1250	2019.03.14 11:00	0.117	54.55
1251	2019.03.14 11:05	0.041	44.10
1252	2019.03.14 11:10	0.024	41.76
1253	2019.03.14 11:15	0.033	43.00
1254	2019.03.14 11:20	0.026	42.03
1255	2019.03.15 02:55	0.085	50.15
1256	2019.03.15 07:55	0.034	43.13
1257	2019.03.15 10:55	0.073	48.50
1258	2019.03.15 23:25	0.038	43.68
1259	2019.03.15 23:30	0.054	45.88
1260	2019.03.18 04:15	0.032	42.86
1261	2019.03.18 05:25	0.050	45.33
1262	2019.03.18 05:30	0.025	41.90
1263	2019.03.18 05:50	0.036	43.41
1264	2019.03.18 09:00	0.032	42.86
1265	2019.03.18 13:55	0.044	44.51
1266	2019.03.18 14:00	0.038	43.68
1267	2019.03.18 14:05	0.033	43.00
1268	2019.03.18 21:35	0.042	44.23
1269	2019.03.19 06:40	0.019	41.07
1270	2019.03.19 09:50	0.048	45.06
1271	2019.03.19 11:00	0.115	54.27
1272	2019.03.19 15:45	0.066	47.53
1273	2019.03.19 15:50	0.050	45.33
1274	2019.03.19 15:55	0.054	45.88
1275	2019.03.19 16:00	0.073	48.50
1276	2019.03.19 16:05	0.042	44.23
1277	2019.03.19 16:10	0.012	40.11
1278	2019.03.20 02:40	0.034	43.13
1279	2019.03.20 02:45	0.031	42.72
1280	2019.03.20 02:50	0.018	40.93
1281	2019.03.20 02:55	0.093	51.25
1282	2019.03.20 03:00	0.090	50.83
1283	2019.03.20 10:05	0.023	41.62
1284	2019.03.20 10:10	0.022	41.48
1285	2019.03.20 10:15	0.032	42.86
1286	2019.03.20 21:00	0.066	47.53
1287	2019.03.21 16:25	0.067	47.67
1288	2019.03.21 16:30	0.041	44.10
1289	2019.03.21 16:55	0.095	51.52
1290	2019.03.21 17:00	0.055	46.02
1291	2019.03.21 21:20	0.107	53.17
1292	2019.03.22 03:05	0.059	46.57
1293	2019.03.22 06:40	0.034	43.13
1294	2019.03.22 08:10	0.037	43.55
1295	2019.03.22 08:15	0.033	43.00
1296	2019.03.22 08:20	0.014	40.38
1297	2019.03.22 10:40	0.061	46.85
1298	2019.03.22 10:45	0.032	42.86
1299	2019.03.22 20:50	0.091	50.97
1300	2019.03.25 01:00	0.044	44.51
1301	2019.03.25 02:25	0.059	46.57
1302	2019.03.25 06:45	0.073	48.50
1303	2019.03.25 06:50	0.038	43.68
1304	2019.03.25 07:45	0.090	50.83
1305	2019.03.25 10:00	0.184	63.76
1306	2019.03.25 12:00	0.260	74.21
1307	2019.03.26 01:10	0.043	44.37
1308	2019.03.26 03:05	0.049	45.20
1309	2019.03.26 03:10	0.033	43.00
1310	2019.03.26 03:50	0.056	46.16
1311	2019.03.26 03:55	0.021	41.35
1312	2019.03.26 04:00	0.054	45.88
