[20190327_172320 / views.py:13670]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M5).(NumOfUnits-8000).(Bars-ALL-20190326_110835).20190307_094255.csv
slice by	through
this file	(20190327_172311).(EURJPY-M5).[sec-1.A-6.3-seq].(20190327_172320).csv
pair	EURJPY
timeframe	M5
start	2018.05.18 04:55
end	2019.03.26 05:00
bars	58414

[20190327_172320 / views.py:13739]
[lo_UUU]==============================
s.n.	e0.date	e1.date	e2.date	e0.diff	e1.diff	e2.diff
221	2018.05.28 18:50	2018.05.28 18:55	2018.05.28 19:00	0.002	0.022	0.013
222	2018.05.28 18:55	2018.05.28 19:00	2018.05.28 19:05	0.022	0.013	0.030
223	2018.05.28 19:00	2018.05.28 19:05	2018.05.28 19:10	0.013	0.030	0.026
224	2018.05.28 19:30	2018.05.28 19:35	2018.05.28 19:40	0.010	0.012	0.038
225	2018.05.28 20:45	2018.05.28 20:50	2018.05.28 20:55	0.011	0.017	0.002
226	2018.05.28 20:50	2018.05.28 20:55	2018.05.28 21:00	0.017	0.002	0.004
227	2018.05.28 21:30	2018.05.28 21:35	2018.05.28 21:40	0.007	0.005	0.000
228	2018.05.28 21:35	2018.05.28 21:40	2018.05.28 21:45	0.005	0.000	0.005
229	2018.05.28 21:40	2018.05.28 21:45	2018.05.28 21:50	0.000	0.005	0.005
230	2018.05.28 22:10	2018.05.28 22:15	2018.05.28 22:20	0.000	0.014	0.034
231	2018.05.29 00:15	2018.05.29 00:20	2018.05.29 00:25	0.008	0.016	0.010
232	2018.05.29 04:25	2018.05.29 04:30	2018.05.29 04:35	0.099	0.034	0.014
233	2018.05.29 04:30	2018.05.29 04:35	2018.05.29 04:40	0.034	0.014	0.057
234	2018.05.29 06:30	2018.05.29 06:35	2018.05.29 06:40	0.043	0.007	0.061
235	2018.05.29 06:35	2018.05.29 06:40	2018.05.29 06:45	0.007	0.061	0.072
236	2018.05.29 07:45	2018.05.29 07:50	2018.05.29 07:55	0.034	0.038	0.005
237	2018.05.29 07:50	2018.05.29 07:55	2018.05.29 08:00	0.038	0.005	0.024
238	2018.05.29 08:45	2018.05.29 08:50	2018.05.29 08:55	0.026	0.065	0.015
239	2018.05.29 11:55	2018.05.29 12:00	2018.05.29 12:05	0.028	0.095	0.033
240	2018.05.29 12:00	2018.05.29 12:05	2018.05.29 12:10	0.095	0.033	0.070
241	2018.05.29 12:50	2018.05.29 12:55	2018.05.29 13:00	0.076	0.437	0.047
242	2018.05.29 14:45	2018.05.29 14:50	2018.05.29 14:55	0.098	0.000	0.083
243	2018.05.29 14:50	2018.05.29 14:55	2018.05.29 15:00	0.000	0.083	0.002
244	2018.05.29 14:55	2018.05.29 15:00	2018.05.29 15:05	0.083	0.002	0.014
245	2018.05.29 15:15	2018.05.29 15:20	2018.05.29 15:25	0.047	0.023	0.086
246	2018.05.29 15:20	2018.05.29 15:25	2018.05.29 15:30	0.023	0.086	0.001
247	2018.05.29 15:25	2018.05.29 15:30	2018.05.29 15:35	0.086	0.001	0.017
248	2018.05.29 16:40	2018.05.29 16:45	2018.05.29 16:50	0.074	0.059	0.042
249	2018.05.29 16:45	2018.05.29 16:50	2018.05.29 16:55	0.059	0.042	0.023
250	2018.05.29 16:50	2018.05.29 16:55	2018.05.29 17:00	0.042	0.023	0.190
251	2018.05.29 19:45	2018.05.29 19:50	2018.05.29 19:55	0.038	0.011	0.014
252	2018.05.29 20:35	2018.05.29 20:40	2018.05.29 20:45	0.037	0.032	0.031
253	2018.05.29 22:25	2018.05.29 22:30	2018.05.29 22:35	0.007	0.095	0.032
254	2018.05.29 22:30	2018.05.29 22:35	2018.05.29 22:40	0.095	0.032	0.119
255	2018.05.29 22:35	2018.05.29 22:40	2018.05.29 22:45	0.032	0.119	0.028
256	2018.05.30 02:50	2018.05.30 02:55	2018.05.30 03:00	0.036	0.017	0.100
257	2018.05.30 02:55	2018.05.30 03:00	2018.05.30 03:05	0.017	0.100	0.064
258	2018.05.30 04:20	2018.05.30 04:25	2018.05.30 04:30	0.050	0.104	0.115
259	2018.05.30 04:25	2018.05.30 04:30	2018.05.30 04:35	0.104	0.115	0.131
260	2018.05.30 05:40	2018.05.30 05:45	2018.05.30 05:50	0.068	0.034	0.042
261	2018.05.30 05:45	2018.05.30 05:50	2018.05.30 05:55	0.034	0.042	0.017
