[20190324_113404 / views.py:12736]
fname_Src_CSV	44_5.1_10_rawdata.(USDJPY).(Period-M15).(NumOfUnits-10000).(Bars-ALL-20190324_113108).20190324_112524.csv
slice by	through
this file	(20190324_113358).(USDJPY-M15).[sec-1.A-6.3-seq].(20190324_113404).csv
pair	USDJPY
timeframe	M15
start	2018.06.07 17:45
end	2019.03.22 23:45
bars	10000

[20190324_113404 / views.py:12804]
[lo_UUU]==============================
s.n.	e0.date	e1.date	e2.date	e0.diff	e1.diff	e2.diff
21	2018.06.11 22:00	2018.06.11 22:15	2018.06.11 22:30	0.018	0.005	0.003
22	2018.06.11 23:30	2018.06.11 23:45	2018.06.12 00:00	0.000	0.001	0.007
23	2018.06.12 00:30	2018.06.12 00:45	2018.06.12 01:00	0.042	0.033	0.008
24	2018.06.12 00:45	2018.06.12 01:00	2018.06.12 01:15	0.033	0.008	0.067
25	2018.06.12 01:00	2018.06.12 01:15	2018.06.12 01:30	0.008	0.067	0.010
26	2018.06.12 01:15	2018.06.12 01:30	2018.06.12 01:45	0.067	0.010	0.021
27	2018.06.12 01:30	2018.06.12 01:45	2018.06.12 02:00	0.010	0.021	0.133
28	2018.06.12 01:45	2018.06.12 02:00	2018.06.12 02:15	0.021	0.133	0.090
29	2018.06.12 06:00	2018.06.12 06:15	2018.06.12 06:30	0.011	0.028	0.022
30	2018.06.12 06:15	2018.06.12 06:30	2018.06.12 06:45	0.028	0.022	0.013
31	2018.06.12 06:30	2018.06.12 06:45	2018.06.12 07:00	0.022	0.013	0.016
32	2018.06.12 06:45	2018.06.12 07:00	2018.06.12 07:15	0.013	0.016	0.012
33	2018.06.12 07:00	2018.06.12 07:15	2018.06.12 07:30	0.016	0.012	0.086
34	2018.06.12 12:45	2018.06.12 13:00	2018.06.12 13:15	0.001	0.023	0.031
35	2018.06.12 13:45	2018.06.12 14:00	2018.06.12 14:15	0.060	0.020	0.019
36	2018.06.12 14:00	2018.06.12 14:15	2018.06.12 14:30	0.020	0.019	0.010
37	2018.06.12 14:15	2018.06.12 14:30	2018.06.12 14:45	0.019	0.010	0.011
38	2018.06.12 14:30	2018.06.12 14:45	2018.06.12 15:00	0.010	0.011	0.032
39	2018.06.12 14:45	2018.06.12 15:00	2018.06.12 15:15	0.011	0.032	0.033
40	2018.06.12 18:30	2018.06.12 18:45	2018.06.12 19:00	0.002	0.011	0.000
41	2018.06.12 18:45	2018.06.12 19:00	2018.06.12 19:15	0.011	0.000	0.021
42	2018.06.12 22:30	2018.06.12 22:45	2018.06.12 23:00	0.004	0.025	0.011
43	2018.06.13 00:00	2018.06.13 00:15	2018.06.13 00:30	0.016	0.006	0.001
44	2018.06.13 00:15	2018.06.13 00:30	2018.06.13 00:45	0.006	0.001	0.009
45	2018.06.13 00:30	2018.06.13 00:45	2018.06.13 01:00	0.001	0.009	0.022
46	2018.06.13 00:45	2018.06.13 01:00	2018.06.13 01:15	0.009	0.022	0.066
47	2018.06.13 01:00	2018.06.13 01:15	2018.06.13 01:30	0.022	0.066	0.039
48	2018.06.13 10:15	2018.06.13 10:30	2018.06.13 10:45	0.015	0.035	0.008
49	2018.06.13 10:30	2018.06.13 10:45	2018.06.13 11:00	0.035	0.008	0.031
50	2018.06.13 10:45	2018.06.13 11:00	2018.06.13 11:15	0.008	0.031	0.017
51	2018.06.13 20:45	2018.06.13 21:00	2018.06.13 21:15	0.017	0.294	0.053
52	2018.06.13 23:00	2018.06.13 23:15	2018.06.13 23:30	0.023	0.039	0.015
53	2018.06.14 01:15	2018.06.14 01:30	2018.06.14 01:45	0.016	0.017	0.000
54	2018.06.14 01:30	2018.06.14 01:45	2018.06.14 02:00	0.017	0.000	0.055
55	2018.06.14 03:45	2018.06.14 04:00	2018.06.14 04:15	0.000	0.004	0.018
56	2018.06.14 09:30	2018.06.14 09:45	2018.06.14 10:00	0.034	0.004	0.011
57	2018.06.14 13:00	2018.06.14 13:15	2018.06.14 13:30	0.029	0.002	0.035
58	2018.06.14 14:00	2018.06.14 14:15	2018.06.14 14:30	0.004	0.008	0.031
59	2018.06.14 14:15	2018.06.14 14:30	2018.06.14 14:45	0.008	0.031	0.069
60	2018.06.14 15:30	2018.06.14 15:45	2018.06.14 16:00	0.049	0.005	0.163
61	2018.06.14 16:30	2018.06.14 16:45	2018.06.14 17:00	0.019	0.004	0.063
62	2018.06.14 16:45	2018.06.14 17:00	2018.06.14 17:15	0.004	0.063	0.021
63	2018.06.14 18:00	2018.06.14 18:15	2018.06.14 18:30	0.075	0.022	0.074
64	2018.06.14 18:15	2018.06.14 18:30	2018.06.14 18:45	0.022	0.074	0.021
65	2018.06.14 18:30	2018.06.14 18:45	2018.06.14 19:00	0.074	0.021	0.028
66	2018.06.14 20:00	2018.06.14 20:15	2018.06.14 20:30	0.005	0.047	0.084
67	2018.06.14 20:15	2018.06.14 20:30	2018.06.14 20:45	0.047	0.084	0.001
68	2018.06.14 20:30	2018.06.14 20:45	2018.06.14 21:00	0.084	0.001	0.037
69	2018.06.14 20:45	2018.06.14 21:00	2018.06.14 21:15	0.001	0.037	0.026
70	2018.06.14 22:45	2018.06.14 23:00	2018.06.14 23:15	0.032	0.048	0.022
71	2018.06.15 00:00	2018.06.15 00:15	2018.06.15 00:30	0.047	0.003	0.030
72	2018.06.15 00:15	2018.06.15 00:30	2018.06.15 00:45	0.003	0.030	0.000
73	2018.06.15 04:15	2018.06.15 04:30	2018.06.15 04:45	0.028	0.032	0.014
74	2018.06.15 04:30	2018.06.15 04:45	2018.06.15 05:00	0.032	0.014	0.023
75	2018.06.15 04:45	2018.06.15 05:00	2018.06.15 05:15	0.014	0.023	0.013
76	2018.06.15 05:00	2018.06.15 05:15	2018.06.15 05:30	0.023	0.013	0.160
77	2018.06.15 07:30	2018.06.15 07:45	2018.06.15 08:00	0.004	0.016	0.018
78	2018.06.15 07:45	2018.06.15 08:00	2018.06.15 08:15	0.016	0.018	0.026
79	2018.06.15 08:00	2018.06.15 08:15	2018.06.15 08:30	0.018	0.026	0.076
80	2018.06.15 08:15	2018.06.15 08:30	2018.06.15 08:45	0.026	0.076	0.018
81	2018.06.15 11:15	2018.06.15 11:30	2018.06.15 11:45	0.060	0.011	0.035
82	2018.06.15 11:30	2018.06.15 11:45	2018.06.15 12:00	0.011	0.035	0.008
83	2018.06.15 13:15	2018.06.15 13:30	2018.06.15 13:45	0.010	0.078	0.008
84	2018.06.15 13:30	2018.06.15 13:45	2018.06.15 14:00	0.078	0.008	0.003
85	2018.06.15 13:45	2018.06.15 14:00	2018.06.15 14:15	0.008	0.003	0.029
86	2018.06.15 14:00	2018.06.15 14:15	2018.06.15 14:30	0.003	0.029	0.038
87	2018.06.15 14:15	2018.06.15 14:30	2018.06.15 14:45	0.029	0.038	0.005
88	2018.06.15 16:15	2018.06.15 16:30	2018.06.15 16:45	0.053	0.074	0.036
89	2018.06.15 21:15	2018.06.15 21:30	2018.06.15 21:45	0.039	0.012	0.002
90	2018.06.15 23:30	2018.06.15 23:45	2018.06.18 00:00	0.040	0.009	0.009
91	2018.06.18 05:00	2018.06.18 05:15	2018.06.18 05:30	0.068	0.037	0.005
92	2018.06.18 05:15	2018.06.18 05:30	2018.06.18 05:45	0.037	0.005	0.003
93	2018.06.18 05:30	2018.06.18 05:45	2018.06.18 06:00	0.005	0.003	0.012
94	2018.06.18 07:00	2018.06.18 07:15	2018.06.18 07:30	0.043	0.015	0.005
95	2018.06.18 07:15	2018.06.18 07:30	2018.06.18 07:45	0.015	0.005	0.035
96	2018.06.18 08:30	2018.06.18 08:45	2018.06.18 09:00	0.016	0.006	0.005
97	2018.06.18 08:45	2018.06.18 09:00	2018.06.18 09:15	0.006	0.005	0.020
98	2018.06.18 09:00	2018.06.18 09:15	2018.06.18 09:30	0.005	0.020	0.035
99	2018.06.18 09:15	2018.06.18 09:30	2018.06.18 09:45	0.020	0.035	0.006
100	2018.06.18 09:30	2018.06.18 09:45	2018.06.18 10:00	0.035	0.006	0.036
101	2018.06.18 18:45	2018.06.18 19:00	2018.06.18 19:15	0.011	0.000	0.005
102	2018.06.18 19:00	2018.06.18 19:15	2018.06.18 19:30	0.000	0.005	0.017
103	2018.06.18 22:00	2018.06.18 22:15	2018.06.18 22:30	0.030	0.036	0.009
104	2018.06.19 11:30	2018.06.19 11:45	2018.06.19 12:00	0.052	0.093	0.051
105	2018.06.19 14:30	2018.06.19 14:45	2018.06.19 15:00	0.017	0.056	0.020
106	2018.06.19 17:30	2018.06.19 17:45	2018.06.19 18:00	0.037	0.055	0.012
107	2018.06.19 17:45	2018.06.19 18:00	2018.06.19 18:15	0.055	0.012	0.181
108	2018.06.19 18:00	2018.06.19 18:15	2018.06.19 18:30	0.012	0.181	0.021
109	2018.06.19 21:15	2018.06.19 21:30	2018.06.19 21:45	0.002	0.039	0.023
110	2018.06.19 21:30	2018.06.19 21:45	2018.06.19 22:00	0.039	0.023	0.008
111	2018.06.19 22:30	2018.06.19 22:45	2018.06.19 23:00	0.007	0.011	0.021
112	2018.06.19 22:45	2018.06.19 23:00	2018.06.19 23:15	0.011	0.021	0.002
113	2018.06.19 23:00	2018.06.19 23:15	2018.06.19 23:30	0.021	0.002	0.036
114	2018.06.20 01:30	2018.06.20 01:45	2018.06.20 02:00	0.022	0.006	0.033
115	2018.06.20 01:45	2018.06.20 02:00	2018.06.20 02:15	0.006	0.033	0.053
116	2018.06.20 07:15	2018.06.20 07:30	2018.06.20 07:45	0.001	0.034	0.005
117	2018.06.20 07:30	2018.06.20 07:45	2018.06.20 08:00	0.034	0.005	0.037
118	2018.06.20 07:45	2018.06.20 08:00	2018.06.20 08:15	0.005	0.037	0.005
119	2018.06.20 09:30	2018.06.20 09:45	2018.06.20 10:00	0.014	0.005	0.064
120	2018.06.20 20:30	2018.06.20 20:45	2018.06.20 21:00	0.017	0.030	0.096
121	2018.06.20 20:45	2018.06.20 21:00	2018.06.20 21:15	0.030	0.096	0.001
122	2018.06.20 21:00	2018.06.20 21:15	2018.06.20 21:30	0.096	0.001	0.026
123	2018.06.20 21:15	2018.06.20 21:30	2018.06.20 21:45	0.001	0.026	0.051
124	2018.06.21 04:00	2018.06.21 04:15	2018.06.21 04:30	0.003	0.068	0.026
125	2018.06.21 04:15	2018.06.21 04:30	2018.06.21 04:45	0.068	0.026	0.132
126	2018.06.21 07:00	2018.06.21 07:15	2018.06.21 07:30	0.028	0.062	0.006
127	2018.06.21 13:30	2018.06.21 13:45	2018.06.21 14:00	0.021	0.141	0.028
128	2018.06.22 02:00	2018.06.22 02:15	2018.06.22 02:30	0.025	0.006	0.026
129	2018.06.22 02:15	2018.06.22 02:30	2018.06.22 02:45	0.006	0.026	0.005
130	2018.06.22 02:30	2018.06.22 02:45	2018.06.22 03:00	0.026	0.005	0.030
131	2018.06.22 06:45	2018.06.22 07:00	2018.06.22 07:15	0.020	0.000	0.039
132	2018.06.22 13:00	2018.06.22 13:15	2018.06.22 13:30	0.003	0.007	0.016
133	2018.06.22 13:15	2018.06.22 13:30	2018.06.22 13:45	0.007	0.016	0.002
134	2018.06.22 17:45	2018.06.22 18:00	2018.06.22 18:15	0.021	0.017	0.025
135	2018.06.22 18:00	2018.06.22 18:15	2018.06.22 18:30	0.017	0.025	0.024
136	2018.06.22 18:15	2018.06.22 18:30	2018.06.22 18:45	0.025	0.024	0.021
137	2018.06.22 21:45	2018.06.22 22:00	2018.06.22 22:15	0.028	0.010	0.014
138	2018.06.22 22:00	2018.06.22 22:15	2018.06.22 22:30	0.010	0.014	0.020
139	2018.06.22 22:15	2018.06.22 22:30	2018.06.22 22:45	0.014	0.020	0.024
140	2018.06.22 22:30	2018.06.22 22:45	2018.06.22 23:00	0.020	0.024	0.008
141	2018.06.25 08:45	2018.06.25 09:00	2018.06.25 09:15	0.025	0.013	0.073
142	2018.11.08 17:15	2018.11.08 17:30	2018.11.08 17:45	0.032	0.043	0.078
143	2018.11.08 17:30	2018.11.08 17:45	2018.11.08 18:00	0.043	0.078	0.041
144	2018.11.08 18:30	2018.11.08 18:45	2018.11.08 19:00	0.056	0.013	0.020
145	2018.11.08 18:45	2018.11.08 19:00	2018.11.08 19:15	0.013	0.020	0.001
146	2018.11.08 19:00	2018.11.08 19:15	2018.11.08 19:30	0.020	0.001	0.042
147	2018.11.08 19:15	2018.11.08 19:30	2018.11.08 19:45	0.001	0.042	0.026
148	2018.11.08 22:45	2018.11.08 23:00	2018.11.08 23:15	0.013	0.041	0.040
149	2018.11.09 01:45	2018.11.09 02:00	2018.11.09 02:15	0.006	0.022	0.005
150	2018.11.09 10:45	2018.11.09 11:00	2018.11.09 11:15	0.006	0.039	0.033
151	2018.11.09 14:30	2018.11.09 14:45	2018.11.09 15:00	0.005	0.007	0.077
152	2018.11.09 18:00	2018.11.09 18:15	2018.11.09 18:30	0.019	0.044	0.021
153	2018.11.09 19:15	2018.11.09 19:30	2018.11.09 19:45	0.018	0.032	0.019
154	2018.11.09 21:30	2018.11.09 21:45	2018.11.09 22:00	0.021	0.036	0.046
155	2018.11.12 00:15	2018.11.12 00:30	2018.11.12 00:45	0.022	0.001	0.023
156	2018.11.12 01:45	2018.11.12 02:00	2018.11.12 02:15	0.024	0.014	0.044
157	2018.11.12 02:00	2018.11.12 02:15	2018.11.12 02:30	0.014	0.044	0.018
158	2018.11.12 03:45	2018.11.12 04:00	2018.11.12 04:15	0.023	0.000	0.029
159	2018.11.12 07:15	2018.11.12 07:30	2018.11.12 07:45	0.018	0.012	0.022
160	2018.11.12 07:30	2018.11.12 07:45	2018.11.12 08:00	0.012	0.022	0.012
161	2018.11.12 07:45	2018.11.12 08:00	2018.11.12 08:15	0.022	0.012	0.009
162	2018.11.12 08:00	2018.11.12 08:15	2018.11.12 08:30	0.012	0.009	0.112
163	2018.11.12 08:15	2018.11.12 08:30	2018.11.12 08:45	0.009	0.112	0.000
164	2018.11.12 15:45	2018.11.12 16:00	2018.11.12 16:15	0.052	0.026	0.005
165	2018.11.12 19:15	2018.11.12 19:30	2018.11.12 19:45	0.040	0.003	0.003
166	2018.11.13 02:30	2018.11.13 02:45	2018.11.13 03:00	0.008	0.039	0.034
167	2018.11.13 05:00	2018.11.13 05:15	2018.11.13 05:30	0.018	0.126	0.091
168	2018.11.13 05:15	2018.11.13 05:30	2018.11.13 05:45	0.126	0.091	0.042
169	2018.11.13 09:15	2018.11.13 09:30	2018.11.13 09:45	0.028	0.056	0.036
170	2018.11.13 09:30	2018.11.13 09:45	2018.11.13 10:00	0.056	0.036	0.034
171	2018.11.13 09:45	2018.11.13 10:00	2018.11.13 10:15	0.036	0.034	0.000
172	2018.11.13 10:00	2018.11.13 10:15	2018.11.13 10:30	0.034	0.000	0.002
173	2018.11.13 17:30	2018.11.13 17:45	2018.11.13 18:00	0.068	0.071	0.058
174	2018.11.13 17:45	2018.11.13 18:00	2018.11.13 18:15	0.071	0.058	0.026
175	2018.11.13 22:45	2018.11.13 23:00	2018.11.13 23:15	0.011	0.020	0.008
176	2018.11.13 23:00	2018.11.13 23:15	2018.11.13 23:30	0.020	0.008	0.015
177	2018.11.14 02:45	2018.11.14 03:00	2018.11.14 03:15	0.043	0.015	0.011
178	2018.11.14 05:15	2018.11.14 05:30	2018.11.14 05:45	0.040	0.002	0.004
179	2018.11.14 11:00	2018.11.14 11:15	2018.11.14 11:30	0.018	0.006	0.035
180	2018.11.14 11:15	2018.11.14 11:30	2018.11.14 11:45	0.006	0.035	0.020
181	2018.11.14 11:30	2018.11.14 11:45	2018.11.14 12:00	0.035	0.020	0.002
182	2018.11.14 11:45	2018.11.14 12:00	2018.11.14 12:15	0.020	0.002	0.033
183	2018.11.14 15:00	2018.11.14 15:15	2018.11.14 15:30	0.023	0.005	0.061
184	2018.11.14 15:15	2018.11.14 15:30	2018.11.14 15:45	0.005	0.061	0.047
185	2018.11.14 23:00	2018.11.14 23:15	2018.11.14 23:30	0.054	0.025	0.061
186	2018.11.14 23:15	2018.11.14 23:30	2018.11.14 23:45	0.025	0.061	0.000
187	2018.11.14 23:30	2018.11.14 23:45	2018.11.15 00:00	0.061	0.000	0.009
188	2018.11.14 23:45	2018.11.15 00:00	2018.11.15 00:15	0.000	0.009	0.041
189	2018.11.15 00:00	2018.11.15 00:15	2018.11.15 00:30	0.009	0.041	0.001
190	2018.11.15 12:15	2018.11.15 12:30	2018.11.15 12:45	0.035	0.037	0.003
191	2018.11.15 12:30	2018.11.15 12:45	2018.11.15 13:00	0.037	0.003	0.033
192	2018.11.15 13:30	2018.11.15 13:45	2018.11.15 14:00	0.007	0.037	0.000
193	2018.11.15 16:15	2018.11.15 16:30	2018.11.15 16:45	0.037	0.072	0.032
194	2018.11.15 17:45	2018.11.15 18:00	2018.11.15 18:15	0.086	0.114	0.049
195	2018.11.15 18:00	2018.11.15 18:15	2018.11.15 18:30	0.114	0.049	0.038
196	2018.11.15 20:00	2018.11.15 20:15	2018.11.15 20:30	0.019	0.207	0.023
197	2018.11.15 20:15	2018.11.15 20:30	2018.11.15 20:45	0.207	0.023	0.042
198	2018.11.15 22:30	2018.11.15 22:45	2018.11.15 23:00	0.052	0.042	0.060
199	2018.11.16 00:15	2018.11.16 00:30	2018.11.16 00:45	0.011	0.011	0.026
200	2018.11.16 16:45	2018.11.16 17:00	2018.11.16 17:15	0.016	0.056	0.025
201	2018.11.16 17:00	2018.11.16 17:15	2018.11.16 17:30	0.056	0.025	0.076
202	2018.11.16 22:45	2018.11.16 23:00	2018.11.16 23:15	0.031	0.050	0.009
203	2018.11.16 23:45	2018.11.19 00:00	2018.11.19 00:15	0.001	0.064	0.012
204	2018.11.19 01:30	2018.11.19 01:45	2018.11.19 02:00	0.025	0.044	0.077
205	2018.11.19 05:30	2018.11.19 05:45	2018.11.19 06:00	0.056	0.018	0.007
206	2018.11.19 05:45	2018.11.19 06:00	2018.11.19 06:15	0.018	0.007	0.017
207	2018.11.19 07:00	2018.11.19 07:15	2018.11.19 07:30	0.023	0.034	0.002
208	2018.11.19 07:15	2018.11.19 07:30	2018.11.19 07:45	0.034	0.002	0.023
209	2018.11.19 12:30	2018.11.19 12:45	2018.11.19 13:00	0.004	0.036	0.020
210	2018.11.19 13:30	2018.11.19 13:45	2018.11.19 14:00	0.013	0.028	0.016
211	2018.11.19 15:30	2018.11.19 15:45	2018.11.19 16:00	0.029	0.018	0.027
212	2018.11.19 15:45	2018.11.19 16:00	2018.11.19 16:15	0.018	0.027	0.008
213	2018.11.19 21:00	2018.11.19 21:15	2018.11.19 21:30	0.013	0.029	0.021
214	2018.11.19 21:15	2018.11.19 21:30	2018.11.19 21:45	0.029	0.021	0.010
215	2018.11.19 21:30	2018.11.19 21:45	2018.11.19 22:00	0.021	0.010	0.006
216	2018.11.20 01:30	2018.11.20 01:45	2018.11.20 02:00	0.038	0.014	0.036
217	2018.11.20 01:45	2018.11.20 02:00	2018.11.20 02:15	0.014	0.036	0.055
218	2018.11.20 02:00	2018.11.20 02:15	2018.11.20 02:30	0.036	0.055	0.003
219	2018.11.20 02:15	2018.11.20 02:30	2018.11.20 02:45	0.055	0.003	0.050
220	2018.11.20 07:00	2018.11.20 07:15	2018.11.20 07:30	0.022	0.010	0.017
221	2018.11.20 11:00	2018.11.20 11:15	2018.11.20 11:30	0.016	0.020	0.030
222	2018.11.20 11:15	2018.11.20 11:30	2018.11.20 11:45	0.020	0.030	0.038
223	2018.11.20 15:45	2018.11.20 16:00	2018.11.20 16:15	0.020	0.063	0.037
224	2018.11.20 16:00	2018.11.20 16:15	2018.11.20 16:30	0.063	0.037	0.025
225	2018.11.21 01:45	2018.11.21 02:00	2018.11.21 02:15	0.048	0.040	0.009
226	2018.11.21 02:00	2018.11.21 02:15	2018.11.21 02:30	0.040	0.009	0.046
227	2018.11.21 02:15	2018.11.21 02:30	2018.11.21 02:45	0.009	0.046	0.003
228	2018.11.21 04:45	2018.11.21 05:00	2018.11.21 05:15	0.033	0.015	0.003
229	2018.11.21 05:45	2018.11.21 06:00	2018.11.21 06:15	0.016	0.009	0.016
230	2018.11.21 08:45	2018.11.21 09:00	2018.11.21 09:15	0.025	0.009	0.004
231	2018.11.21 09:00	2018.11.21 09:15	2018.11.21 09:30	0.009	0.004	0.047
232	2018.11.21 10:45	2018.11.21 11:00	2018.11.21 11:15	0.024	0.059	0.008
233	2018.11.21 11:45	2018.11.21 12:00	2018.11.21 12:15	0.024	0.063	0.031
234	2018.11.21 12:00	2018.11.21 12:15	2018.11.21 12:30	0.063	0.031	0.080
235	2018.11.21 12:15	2018.11.21 12:30	2018.11.21 12:45	0.031	0.080	0.001
236	2018.11.21 13:45	2018.11.21 14:00	2018.11.21 14:15	0.003	0.035	0.006
237	2018.11.21 14:00	2018.11.21 14:15	2018.11.21 14:30	0.035	0.006	0.012
238	2018.11.21 21:15	2018.11.21 21:30	2018.11.21 21:45	0.046	0.010	0.008
239	2018.11.22 00:15	2018.11.22 00:30	2018.11.22 00:45	0.005	0.027	0.050
240	2018.11.22 02:00	2018.11.22 02:15	2018.11.22 02:30	0.009	0.029	0.045
241	2018.11.22 11:30	2018.11.22 11:45	2018.11.22 12:00	0.006	0.023	0.000
242	2018.11.22 12:30	2018.11.22 12:45	2018.11.22 13:00	0.021	0.032	0.031
243	2018.11.22 15:15	2018.11.22 15:30	2018.11.22 15:45	0.004	0.009	0.004
244	2018.11.22 15:30	2018.11.22 15:45	2018.11.22 16:00	0.009	0.004	0.005
245	2018.11.22 16:30	2018.11.22 16:45	2018.11.22 17:00	0.000	0.003	0.012
246	2018.11.22 16:45	2018.11.22 17:00	2018.11.22 17:15	0.003	0.012	0.005
247	2018.11.22 17:45	2018.11.22 18:00	2018.11.22 18:15	0.019	0.008	0.008
248	2018.11.22 22:45	2018.11.22 23:00	2018.11.22 23:15	0.019	0.009	0.003
249	2018.11.23 01:00	2018.11.23 01:15	2018.11.23 01:30	0.021	0.009	0.018
250	2018.11.23 02:30	2018.11.23 02:45	2018.11.23 03:00	0.003	0.018	0.003
251	2018.11.23 07:45	2018.11.23 08:00	2018.11.23 08:15	0.001	0.015	0.003
252	2018.11.23 12:15	2018.11.23 12:30	2018.11.23 12:45	0.025	0.006	0.017
253	2018.11.23 12:30	2018.11.23 12:45	2018.11.23 13:00	0.006	0.017	0.001
254	2018.11.23 14:15	2018.11.23 14:30	2018.11.23 14:45	0.013	0.010	0.014
255	2018.11.23 16:30	2018.11.23 16:45	2018.11.23 17:00	0.048	0.036	0.001
256	2018.11.23 18:00	2018.11.23 18:15	2018.11.23 18:30	0.066	0.020	0.006
257	2018.11.23 20:45	2018.11.23 21:00	2018.11.23 21:15	0.022	0.010	0.004
258	2018.11.23 21:00	2018.11.23 21:15	2018.11.23 21:30	0.010	0.004	0.006
259	2018.11.23 21:15	2018.11.23 21:30	2018.11.23 21:45	0.004	0.006	0.017
260	2018.11.23 23:30	2018.11.23 23:45	2018.11.26 00:00	0.008	0.004	0.011
261	2018.11.26 00:30	2018.11.26 00:45	2018.11.26 01:00	0.004	0.003	0.005
262	2018.11.26 01:30	2018.11.26 01:45	2018.11.26 02:00	0.000	0.025	0.026
263	2018.11.26 02:30	2018.11.26 02:45	2018.11.26 03:00	0.006	0.056	0.011
264	2018.11.26 02:45	2018.11.26 03:00	2018.11.26 03:15	0.056	0.011	0.088
265	2018.11.26 03:00	2018.11.26 03:15	2018.11.26 03:30	0.011	0.088	0.101
266	2018.11.26 03:15	2018.11.26 03:30	2018.11.26 03:45	0.088	0.101	0.037
267	2018.11.26 03:30	2018.11.26 03:45	2018.11.26 04:00	0.101	0.037	0.008
268	2018.11.26 03:45	2018.11.26 04:00	2018.11.26 04:15	0.037	0.008	0.015
269	2018.11.26 13:30	2018.11.26 13:45	2018.11.26 14:00	0.003	0.015	0.029
270	2018.11.26 13:45	2018.11.26 14:00	2018.11.26 14:15	0.015	0.029	0.014
271	2018.11.26 15:30	2018.11.26 15:45	2018.11.26 16:00	0.014	0.054	0.050
272	2018.11.26 15:45	2018.11.26 16:00	2018.11.26 16:15	0.054	0.050	0.048
273	2018.11.26 16:00	2018.11.26 16:15	2018.11.26 16:30	0.050	0.048	0.023
274	2018.11.26 16:15	2018.11.26 16:30	2018.11.26 16:45	0.048	0.023	0.032
275	2018.11.26 17:15	2018.11.26 17:30	2018.11.26 17:45	0.026	0.017	0.104
276	2018.11.26 17:30	2018.11.26 17:45	2018.11.26 18:00	0.017	0.104	0.004
277	2018.11.26 21:15	2018.11.26 21:30	2018.11.26 21:45	0.058	0.005	0.038
278	2018.11.27 05:00	2018.11.27 05:15	2018.11.27 05:30	0.002	0.011	0.019
279	2018.11.27 05:15	2018.11.27 05:30	2018.11.27 05:45	0.011	0.019	0.047
280	2018.11.27 05:30	2018.11.27 05:45	2018.11.27 06:00	0.019	0.047	0.006
281	2018.11.27 09:15	2018.11.27 09:30	2018.11.27 09:45	0.035	0.030	0.037
282	2018.11.27 10:15	2018.11.27 10:30	2018.11.27 10:45	0.000	0.013	0.016
283	2018.11.27 10:30	2018.11.27 10:45	2018.11.27 11:00	0.013	0.016	0.015
284	2018.11.27 10:45	2018.11.27 11:00	2018.11.27 11:15	0.016	0.015	0.012
285	2018.11.27 13:15	2018.11.27 13:30	2018.11.27 13:45	0.009	0.002	0.038
286	2018.11.27 22:45	2018.11.27 23:00	2018.11.27 23:15	0.004	0.010	0.001
