Pair=EURJPY;Period=H1;Days=5000;Shift=1;Bars=120000;Time=20180903_135340;;;;;;;;;;
no;Open;High;Low;Close;RSI;MFI;BB.2s;BB.1s;BB.main;BB.-1s;BB.-2s;Diff;High/Low;datetime;
474;128.712;128.745;128.634;128.701;30.6624822395;35.2143299036;129.6921153176;129.4128576588;129.1336;128.8543423412;128.5750846824;-0.011;0.111;2018.08.03 23:00;2018.08.04 06:00;1
475;128.794;128.814;128.679;128.714;30.8979026653;38.3791185686;129.7105926053;129.4411463026;129.1717;128.9022536974;128.6328073947;-0.08;0.135;2018.08.03 22:00;2018.08.04 05:00;2
476;128.863;128.866;128.752;128.795;32.368964433;41.1218379984;129.711235181;129.4588175905;129.2064;128.9539824095;128.701564819;-0.068;0.114;2018.08.03 21:00;2018.08.04 04:00;3
477;128.97;128.977;128.833;128.864;33.6660907625;41.4172003235;129.7032892902;129.4681696451;129.23305;128.9979303549;128.7628107099;-0.106;0.144;2018.08.03 20:00;2018.08.04 03:00;4
478;128.858;128.984;128.839;128.968;35.7154467762;38.9151685643;129.6982830636;129.4778665318;129.25745;129.0370334682;128.8166169364;0.11;0.145;2018.08.03 19:00;2018.08.04 02:00;5
479;128.838;128.928;128.808;128.857;31.4866878393;36.1808874411;129.6971068219;129.486478411;129.27585;129.065221589;128.8545931781;0.019;0.12;2018.08.03 18:00;2018.08.04 01:00;6
480;128.703;128.932;128.691;128.84;30.8246124455;31.3184535086;129.6774230115;129.4893865058;129.30135;129.1133134942;128.9252769885;0.137;0.241;2018.08.03 17:00;2018.08.04 00:00;7
481;129.231;129.244;128.676;128.708;25.5151698303;32.658475005;129.6433717032;129.4867358516;129.3301;129.1734641484;129.0168282968;-0.523;0.568;2018.08.03 16:00;2018.08.03 23:00;8
482;129.356;129.41;129.182;129.23;35.8534554177;34.973403866;129.5199621673;129.4456310837;129.3713;129.2969689163;129.2226378327;-0.126;0.228;2018.08.03 15:00;2018.08.03 22:00;9
483;129.297;129.521;129.289;129.357;39.558060096;42.1310722388;129.549359216;129.469129608;129.3889;129.308670392;129.228440784;0.06;0.232;2018.08.03 14:00;2018.08.03 21:00;10
484;129.288;129.334;129.265;129.297;36.6187685832;33.7936162173;129.5556676225;129.4746588113;129.39365;129.3126411888;129.2316323775;0.009;0.069;2018.08.03 13:00;2018.08.03 20:00;11
485;129.349;129.415;129.275;129.285;36.0276835761;32.307761762;129.5558305882;129.4777902941;129.39975;129.3217097059;129.2436694118;-0.064;0.14;2018.08.03 12:00;2018.08.03 19:00;12
486;129.322;129.391;129.208;129.349;37.8144569496;33.9681891282;129.5719359168;129.4923679584;129.4128;129.3332320416;129.2536640833;0.027;0.183;2018.08.03 11:00;2018.08.03 18:00;13
487;129.323;129.44;129.213;129.256;33.2441085038;27.1828403134;129.5826910999;129.5017955499;129.4209;129.3400044501;129.2591089001;-0.067;0.227;2018.08.03 10:00;2018.08.03 17:00;14
488;129.442;129.448;129.279;129.322;34.9772336827;26.7942946659;129.5759;129.5038;129.4317;129.3596;129.2875;-0.12;0.169;2018.08.03 09:00;2018.08.03 16:00;15
489;129.464;129.532;129.426;129.44;38.3752729667;26.8162950788;129.5882760681;129.515863034;129.44345;129.371036966;129.2986239319;-0.024;0.106;2018.08.03 08:00;2018.08.03 15:00;16
490;129.433;129.494;129.429;129.464;39.109409842;23.3106990585;129.5940970393;129.5204235197;129.44675;129.3730764803;129.2994029607;0.031;0.065;2018.08.03 07:00;2018.08.03 14:00;17
491;129.368;129.451;129.362;129.433;37.645661918;20.1576439241;129.6239619103;129.5396309552;129.4553;129.3709690448;129.2866380897;0.065;0.089;2018.08.03 06:00;2018.08.03 13:00;18
492;129.426;129.448;129.312;129.366;34.4082180073;16.8333687282;129.7061934988;129.5904467494;129.4747;129.3589532506;129.2432065012;-0.06;0.136;2018.08.03 05:00;2018.08.03 12:00;19
493;129.463;129.478;129.394;129.426;35.9982927418;16.5630557532;129.7777007179;129.6384003589;129.4991;129.3597996411;129.2204992821;-0.037;0.084;2018.08.03 04:00;2018.08.03 11:00;20
494;129.406;129.524;129.333;129.463;36.9999770949;20.7668002926;129.8731373229;129.6999936615;129.52685;129.3537063386;129.1805626771;0.057;0.191;2018.08.03 03:00;2018.08.03 10:00;21
495;129.33;129.432;129.32;129.408;34.4231572305;17.0217958649;129.948762809;129.7506564045;129.55255;129.3544435955;129.156337191;0.078;0.112;2018.08.03 02:00;2018.08.03 09:00;22
496;129.352;129.364;129.281;129.328;30.4947944542;14.3425704253;130.0083461925;129.7942980962;129.58025;129.3662019038;129.1521538075;-0.024;0.083;2018.08.03 01:00;2018.08.03 08:00;23
497;129.325;129.375;129.281;129.352;31.0244704864;14.1016107913;130.088204307;129.8537021535;129.6192;129.3846978465;129.150195693;0.027;0.094;2018.08.03 00:00;2018.08.03 07:00;24
498;129.367;129.378;129.322;129.336;30.2572574408;14.5936096329;130.1625504961;129.9106002481;129.65865;129.4066997519;129.1547495039;-0.031;0.056;2018.08.02 23:00;2018.08.03 06:00;25
499;129.417;129.466;129.357;129.367;30.8896685651;17.9469466562;130.2482007978;129.9763753989;129.70455;129.4327246011;129.1608992022;-0.05;0.109;2018.08.02 22:00;2018.08.03 05:00;26
