			source = 44_3.2_15_file-io.EURJPY.Period-H1.Days-5000.Bars-120000.20180903_135341.2018-08.(w-2).20180924_090122.csv
			log = PatternPercentage_UpUpAboveBB1S__UpOrDown.20180924_101447.log
			csv = PatternPercentage_UpUpAboveBB1S__UpOrDown.20180924_101447.(csv).csv
id,dateTime,dateTime_Local,PC,dif-0,dif-1,dif-2,rsi.-1,rsi.-2,rsi.-3,mfi.-1,mfi.-2,mfi.-3
206,2018.08.21 03:00,2018.08.21 10:00,126.354,0.222,0.052,0.097,53.086,52.366,55.947,49.678,53.672,58.995
205,2018.08.21 04:00,2018.08.21 11:00,126.577,0.052,0.097,0.192,59.354,53.086,52.366,51.754,49.678,53.672


