[20190318_090305 / views.py:11276]
fname_Src_CSV	44_5.1_10_rawdata.(USDJPY).(Period-H1).(NumOfUnits-3000).(Bars-ALL-20190318_090156).20190318_085834.csv
slice by	through
this file	(20190318_090303).(USDJPY-H1).[sec-1~BB-histogram.UU-UD-DU-DD].csv 
pair	USDJPY
timeframe	H1
start	2017.08.18 14:00
end	2019.03.18 02:00
total bars	9723

[20190318_090305 / views.py:11295]
[in-BB locations]==============================
loc.	UU	UD	DU	DD	%UU	%UD	%DU	%DD
> 2S	287	273	25	25	0.1149	0.1093	0.0100	0.0119
2S >= / >= 1S	656	723	380	361	0.2627	0.2895	0.1519	0.1717
1S > / >= main	582	586	647	536	0.2331	0.2347	0.2586	0.2550
main > / >= M1S	569	541	533	480	0.2279	0.2167	0.2130	0.2284
M1S > / >= M2S	372	343	628	462	0.1490	0.1374	0.2510	0.2198
M2S >	31	31	289	238	0.0124	0.0124	0.1155	0.1132
