[20190328_110144 / views.py:13931]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M15).(NumOfUnits-4500).(Bars-ALL-20190327_162926).20190214_095445.csv
slice by	through
this file	no-44.[ups-downs-in_BB].[v-1.0].(EURJPY-M15).(20190328_110142).csv
pair	EURJPY
timeframe	M15
start	2018.11.09 03:30
end	2019.03.27 10:15
bars	9065



[20190328_110144 / views.py:13950]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
1	2018.11.09 06:30	2018.11.09 06:45	129.228	129.261	129.125	129.250	129.375	129.500	129.625
2	2018.11.09 11:00	2018.11.09 11:15	129.031	129.049	128.960	129.063	129.167	129.271	129.375
3	2018.11.09 11:45	2018.11.09 12:00	129.116	129.116	128.932	129.037	129.142	129.247	129.352
4	2018.11.09 13:00	2018.11.09 13:15	129.166	129.190	128.936	129.020	129.104	129.189	129.273
5	2018.11.09 13:15	2018.11.09 13:30	129.190	129.224	128.941	129.021	129.101	129.181	129.261
6	2018.11.09 13:30	2018.11.09 13:45	129.224	129.251	128.954	129.026	129.098	129.170	129.242
7	2018.11.09 14:30	2018.11.09 14:45	129.186	129.219	128.948	129.028	129.109	129.190	129.271
8	2018.11.09 14:45	2018.11.09 15:00	129.219	129.261	128.951	129.034	129.117	129.201	129.284
9	2018.11.09 15:30	2018.11.09 15:45	129.194	129.276	128.965	129.052	129.139	129.226	129.313
10	2018.11.09 15:45	2018.11.09 16:00	129.276	129.276	129.003	129.080	129.157	129.233	129.310
11	2018.11.09 16:00	2018.11.09 16:15	129.276	129.294	129.018	129.093	129.169	129.244	129.320
12	2018.11.09 17:00	2018.11.09 17:15	129.124	129.122	129.058	129.124	129.191	129.257	129.324
13	2018.11.09 19:15	2018.11.09 19:30	128.844	128.889	128.800	128.953	129.106	129.259	129.412
14	2018.11.09 19:30	2018.11.09 19:45	128.889	128.947	128.774	128.933	129.091	129.250	129.408
15	2018.11.09 19:45	2018.11.09 20:00	128.947	128.959	128.760	128.919	129.078	129.236	129.395
16	2018.11.09 20:45	2018.11.09 21:00	128.899	128.930	128.724	128.870	129.017	129.163	129.310
17	2018.11.09 21:30	2018.11.09 21:45	128.981	128.991	128.757	128.863	128.968	129.073	129.178
18	2018.11.09 21:45	2018.11.09 22:00	128.991	128.993	128.763	128.862	128.961	129.060	129.159
19	2018.11.09 22:00	2018.11.09 22:15	128.993	129.009	128.770	128.862	128.954	129.046	129.139
20	2018.11.09 22:45	2018.11.09 23:00	129.012	129.022	128.793	128.866	128.940	129.013	129.086
21	2018.11.12 00:45	2018.11.12 01:00	128.870	128.923	128.848	128.902	128.955	129.009	129.063
22	2018.11.12 01:45	2018.11.12 02:00	128.915	128.955	128.839	128.895	128.951	129.007	129.063
23	2018.11.12 02:00	2018.11.12 02:15	128.955	128.981	128.841	128.896	128.952	129.008	129.063
24	2018.11.12 02:15	2018.11.12 02:30	128.981	129.009	128.848	128.902	128.956	129.011	129.065
