[20190318_083041 / views.py:11276]
fname_Src_CSV	44_5.1_10_rawdata.(AUDJPY).(Period-H1).(NumOfUnits-8000).(Bars-ALL-20190311_090135).20190311_090020.csv
slice by	through
this file	(20190318_083040).(AUDJPY-H1).[sec-1~BB-histogram.UU-UD-DU-DD].csv 
pair	AUDJPY
timeframe	H1
start	2017.11.21 10:00
end	2019.03.11 03:00
total bars	8000

[20190318_083041 / views.py:11295]
[in-BB locations]==============================
loc.	UU	UD	DU	DD	%UU	%UD	%DU	%DD
> 2S	195	224	26	14	0.0957	0.1103	0.0128	0.0078
2S >= / >= 1S	547	582	293	296	0.2684	0.2867	0.1443	0.1643
1S > / >= main	505	465	483	412	0.2478	0.2291	0.2378	0.2286
main > / >= M1S	461	464	481	415	0.2262	0.2286	0.2368	0.2303
M1S > / >= M2S	299	269	525	468	0.1467	0.1325	0.2585	0.2597
M2S >	31	26	223	197	0.0152	0.0128	0.1098	0.1093
